LSZT       R43        Phu191sf
0.5233     19.4897    12.4629    IN
0.9663     14.5021    15.7668    BR
1.0499     8.3688     13.9159    GL
1.0526     8.3955     13.2993    NA
1.0066     5.5246     8.7224     RH
1.061      3.6006     6.1108     NS
1.1578     3.2851     5.051      PR
0.1001     3.5314     5.1105     R_PR2
0.6791     6.9132     9.842      R_PMS
-2.4015    8.7948     8.4424     R_ZMI
-0.3874    8.7462     11.4096    R_ZMU
0.7538     8.69       12.3787    R_DA
-0.7182    8.6265     13.7808    R_MTI
-0.5739    9.329      14.6521    R_MTS
-2.2447    9.3862     12.4748    R_FMO
-2.6673    10.0169    12.5858    R_FMT
-3.2229    15.1324    11.0261    R_PO
-3.4601    10.3086    9.9247     R_ZTS
2.0481     3.5856     5.1396     L_PR2
1.3659     6.954      9.8513     L_PMS
4.4172     9.2141     8.2762     L_ZMI
2.3048     8.9828     11.4262    L_ZMU
1.3288     8.79       12.4025    L_DA
2.9725     8.8029     13.6799    L_MTI
3.1103     9.248      14.3042    L_MTS
4.2139     9.7835     12.3345    L_FMO
4.6272     10.3988    12.3317    L_FMT
4.5593     15.5016    10.5469    L_PO
5.2494     10.8062    9.5364     L_ZTS
0.3573     3.4014     6.2927     O1
3.84       10.502     14.0392    O2
-4.1152    12.4962    10.0791    O3
1.2011     19.267     12.5686    O4







































































































































































1.0818     8.3451     13.8021    GLRH
1.0511     8.3488     13.5574
1.0582     8.3734     13.3648
1.0617     8.3668     13.2421
1.044      8.392      13.0533
1.0563     8.396      12.864
1.0703     8.3929     12.6961
1.0723     8.3698     12.489
1.07       8.3447     12.3048
1.0725     8.2762     12.0924
1.0391     8.2227     11.9151
1.0389     8.1446     11.7255
1.0423     8.0637     11.5866
1.0156     7.9607     11.369
0.9903     7.8337     11.1676
0.9646     7.7399     11.0224
0.9828     7.5857     10.841
0.966      7.3932     10.6152
1.0141     7.1701     10.3926
1.0176     6.9695     10.1881
0.975      6.7611     10.0099
1.0044     6.5512     9.8142
0.9781     6.3746     9.6394
0.9798     6.1647     9.4564
0.9722     5.9322     9.2234
0.9634     5.7172     9.0386
0.9847     5.5746     8.9248
1.0152     5.4702     8.7844












































































































































































0.9812     5.4979     8.7541     NOSE
0.9109     5.5411     8.7652
0.7684     5.5262     8.7023
0.558      5.5815     8.6617
0.4238     5.6211     8.6098
0.3116     5.4752     8.3659
0.2533     5.3592     8.2076
0.1904     5.1774     7.9597
0.1395     4.971      7.7505
0.1118     4.793      7.4981
0.1226     4.634      7.3237
0.1784     4.4095     7.1204
0.2385     4.2724     6.9066
0.3331     4.1174     6.7838
0.3835     3.9551     6.7156
0.4459     3.8261     6.6708
0.4969     3.6721     6.5713
0.6705     3.6348     6.4703
