AMNH       169432     Phu1Tosi1
8.1821     3.8191     8.9374
8.3902     3.8433     9.1181
8.59       3.8677     9.2747
8.7126     3.9183     9.4446
8.7986     4.015      9.6319
8.9044     4.1332     9.8549
9.0094     4.2119     10.1619
9.0975     4.367      10.4021
9.1761     4.48       10.6604
9.2092     4.5852     10.9498
9.2539     4.8091     11.1297
9.2652     4.8866     11.3106
9.2084     4.9923     11.4314
9.1549     5.0769     11.5018
9.1009     5.1913     11.6442
8.9615     5.2786     11.7516
8.8421     5.3335     11.8367
8.7309     5.4154     11.8901
8.522      5.5269     11.9106

















































































































































7.2033     4.1315     8.0984     NASP-PR
7.158      4.0596     7.932
7.1429     4.0045     7.7768
7.0881     3.9878     7.6559
7.0738     3.9584     7.4517
7.0982     3.9523     7.2394
7.1077     3.9943     6.9965
7.1086     4.0373     6.839
7.1572     4.0377     6.707
7.1696     4.0541     6.6013
7.2124     4.0655     6.4959
7.2418     4.1196     6.4095




























































































































































































8.3467     6.8425     12.5695    R-PM/MAX
8.2356     6.7949     12.3811
8.1375     6.7344     12.215
8.0463     6.7196     12.0533
7.9627     6.665      11.8637
7.8388     6.5987     11.6862
7.7175     6.5553     11.5365
7.5855     6.5024     11.3184
7.4671     6.4624     11.1091
7.3902     6.4518     10.9519
7.3155     6.4384     10.7407
7.2325     6.3942     10.4799
7.1886     6.3676     10.2606
7.1125     6.3649     10.0004
7.0198     6.3501     9.724
7          6.3353     9.6154
6.9466     6.3368     9.4241
6.8963     6.312      9.3024
6.8653     6.3211     9.1012
6.8619     6.3338     8.9903
6.7866     6.3284     8.8394
6.6961     6.3532     8.5644
6.6004     6.3181     8.2668
6.5737     6.4915     7.8863
6.6886     6.4922     7.723
6.8149     6.473      7.532
6.9587     6.4139     7.4432













































































































































































9.7448     5.4863     12.5305    L-PM/MAX
9.7011     5.4292     12.3807
9.6892     5.3563     12.2563
9.6873     5.2501     12.0828
9.6566     5.1433     11.9105
9.6354     5.0545     11.7658
9.6264     4.9441     11.6037
9.5928     4.7925     11.4268
9.5885     4.6613     11.2472
9.5649     4.5702     11.0857
9.5412     4.4967     10.9532
9.5233     4.4168     10.8092
9.5008     4.3382     10.6306
9.5001     4.3266     10.5502
9.4364     4.221      10.2008
9.4532     4.1665     10.0137
9.4237     4.13       9.8341
9.422      4.0516     9.5553
9.4257     4.0103     9.3839
9.3937     3.9165     9.0582
9.3767     3.836      8.8036
9.3798     3.7422     8.5854
9.4501     3.6895     8.4587
9.5431     3.647      8.3002
9.5776     3.6393     8.0497
9.6009     3.7374     7.8704














































































































































































9.1028     10.2598    9.182      ROSTRUM
8.9339     10.2394    9.4064
8.9033     10.1652    9.6283
8.869      10.1098    9.8034
8.8584     10.0286    9.9936
8.8788     9.8498     10.2587
8.9032     9.6925     10.4001
8.8951     9.6225     10.533
8.921      9.4965     10.7522
8.8389     9.3344     11.0282
8.7634     9.2915     11.1972
8.4903     9.1989     11.6031
8.2374     9.1765     11.9217
8.0338     9.0948     12.1945
7.8222     9.0533     12.5174
7.8014     8.8564     12.7776
7.7339     8.6781     13.0355
7.7838     8.4805     13.1987
8.013      8.3124     13.3188
8.2755     8.137      13.3491
8.4482     8.0757     13.2965
8.5888     7.9205     13.3428
8.7485     7.6642     13.4062
8.8736     7.3703     13.5442
8.9245     7.1718     13.6474
8.979      6.8399     13.8773
9.1143     6.6123     13.9877
9.2619     6.5112     14.0726
9.3992     6.3285     14.0751
9.5948     6.2394     14.0348
9.9451     6.1148     13.8209
10.1497    6.0979     13.6913
10.4959    5.9592     13.4668
10.7578    5.852      13.3516
11.0064    5.6408     13.2975
11.1802    5.3749     13.3306
11.3943    5.1413     13.2555
11.655     5.0483     13.0177
11.9411    5.0555     12.6725
12.0473    5.2308     12.2983
11.9991    5.4359     11.9601
12.0251    5.6307     11.7446
12.0265    5.762      11.4525
12.0608    5.8985     11.2198
12.1366    6.029      11.0289
12.2126    6.1075     10.8719
12.3886    6.1746     10.6229
12.6001    6.1718     10.4104
12.7909    6.1481     10.2033
13.0487    6.1374     9.955
13.1806    6.181      9.7308
13.2605    6.2424     9.481
13.3086    6.4099     9.2059
13.2771    6.5283     9.1309


















































































































































9.0282     13.0781    18.3742    SUPORB
8.9754     12.9741    18.5769
9.0079     12.8409    18.8764
9.0289     12.6929    19.1974
9.0812     12.521     19.4741
9.1511     12.2334    19.7744
9.314      11.987     20.0032
9.4639     11.7855    20.1655
9.6914     11.4424    20.3576
9.8947     11.183     20.4879
10.1602    10.8994    20.6435
10.3761    10.596     20.7392
10.5798    10.3111    20.7479
10.7837    9.9386     20.7557
11.035     9.5671     20.7137
11.3041    9.1492     20.591
11.4761    8.8342     20.4741
11.6478    8.6547     20.4363
12.1581    8.397      20.589
12.4534    8.2796     20.6578
12.8522    8.0681     20.7014
13.2482    7.7741     20.6757
13.6103    7.5464     20.6281
13.8743    7.4066     20.5478
14.1561    7.1782     20.4473
14.4211    7.0607     20.3335
14.6612    6.9092     20.2017
14.9894    6.7689     20.0388
15.2834    6.6743     19.7519
15.4541    6.6305     19.5703
15.6581    6.6105     19.3179
15.8144    6.6234     19.0865
15.9548    6.6979     18.8838







































































































































































10.0322    10.385     16.9824    RORBIT
9.8741     10.5334    16.9995
9.7977     10.6765    17.0368
9.7085     10.8479    17.0927
9.6423     10.97      17.151
9.5822     11.1082    17.2215
9.4841     11.2394    17.3238
9.4063     11.3731    17.4551
9.4728     11.5425    17.6354
9.4176     11.6496    17.8247
9.4206     11.7276    17.9978
9.3529     11.8108    18.1991
9.3499     11.7683    18.5999
9.2857     11.5691    18.8856
9.2239     11.3326    19.0533
9.2865     11.161     19.1912
9.2464     10.9756    19.2465
9.3257     10.7027    19.3513
9.4962     10.4471    19.3755
9.5954     10.2522    19.3794
9.8041     10.0543    19.3831
9.9749     9.8059     19.322
10.2445    9.7265     19.2889
10.4424    9.6945     19.2899
10.7878    9.4892     19.2707
11.0581    9.2702     19.0817
11.1821    9.1591     18.6849
11.1741    9.079      18.4758
11.1931    9.023      18.2623
11.1438    9.0053     18.1153










































































































































































13.256     7.2157     16.9253    LORBIT
13.4907    7.1246     17.0124
13.6899    7.0117     17.0494
13.8698    6.941      17.1279
14.0459    6.8943     17.1998
14.2013    6.8368     17.3135
14.3952    6.8697     17.4335
14.5696    6.8382     17.6023
14.7478    6.8083     17.8477
14.86      6.8279     18.1342
14.9326    6.7682     18.4114
14.8792    6.6929     18.6133
14.6943    6.6392     18.8474
14.5348    6.5522     18.9831
14.241     6.5611     19.1544
13.9819    6.6021     19.2701
13.8038    6.6507     19.311
13.5846    6.7477     19.3316
13.3829    6.8873     19.3448
13.1185    6.9565     19.3402
12.9822    7.1135     19.2893
12.8223    7.2549     19.2868
12.4198    7.8806     19.1857
12.0304    8.2869     19.0398
11.9691    8.3354     18.8369
11.9351    8.3578     18.6635
11.9219    8.3791     18.4888
11.9051    8.3746     18.3355
11.8819    8.3969     18.1663
11.959     8.3721     18.0854










































































































































































9.0107     13.0831    18.2864    RTEMFOS
8.9438     13.0255    18.0025
8.8247     12.9284    17.686
8.7594     12.8922    17.3923
8.6742     12.8223    17.0487
8.6659     12.7902    16.7938
8.6108     12.7522    16.5065
8.5614     12.7218    16.2364
8.502      12.6945    15.9068
8.4353     12.7275    15.6056
8.4328     12.778     15.3901
8.3562     12.7892    15.1593
8.3935     12.9123    14.8965
8.359      13.0014    14.7698
8.3434     13.1705    14.6038
8.3944     13.4078    14.518
8.4358     13.6721    14.5275
8.583      13.8896    14.5425
8.6981     14.1011    14.6131
8.8612     14.2636    14.7163
8.8945     14.3305    14.7514
9.012      14.4404    14.8314


















































































































































































16.2618    6.8571     18.4215    LTEMFOS
16.2519    6.7728     18.2102
16.1704    6.7313     17.944
16.1495    6.643      17.7257
16.14      6.6093     17.4311
16.1177    6.5432     17.2311
16.0444    6.4942     17.008
16.0416    6.4747     16.6934
16.0187    6.4302     16.5651
15.9713    6.39       16.4093
15.9267    6.3639     16.1611
15.9096    6.3246     15.9331
15.8911    6.2773     15.4198
15.9385    6.1879     15.122
15.92      6.1105     14.7877
16.1574    6.2842     14.6851
16.3701    6.2502     14.5161
16.5272    6.2823     14.4882
16.6852    6.3377     14.5114
16.9135    6.5091     14.6204
17.1072    6.6588     14.7039
17.2893    6.7411     14.7881


















































































































































































7.3893     4.8984     12.2779    OP
8.782      6.5849     12.6406    BA
13.2035    11.4464    12.2834    ST
17.6683    16.3144    13.2842    IV
5.4589     8.593      12.844     R_PG
6.3936     12.8263    11.2854    R_ZTI
11.6802    13.3895    14.1504    R_M3D
13.2769    15.5592    14.2236    R_M12
15.3676    17.3149    14.4368    R_MP3
17.0572    18.3662    13.9124    R_PMI
11.2487    3.5489     12.5445    L_PG
15.2091    4.9833     10.7829    L_ZTI
15.4944    9.9631     13.9128    L_M3D
17.62      11.8431    13.936     L_M12
19.1441    14.085     13.9661    L_MP3
19.8723    15.9584    13.6086    L_PMI
19.3732    19.0535    14.3529    O1
18.2306    13.2865    11.0421    O2
8.4469     11.7205    5.7185     O3
7.084      2.2827     9.7934     O4




















































































































































































10.0808    14.2924    11.646     RZYGINF
9.9386     14.2865    11.5578
9.7829     14.3695    11.4787
9.6449     14.3499    11.4347
9.446      14.3403    11.4097
9.2277     14.3345    11.4062
8.9433     14.2213    11.4631
8.711      14.0735    11.5452
8.5576     14.0276    11.6139
8.3483     13.847     11.7406
8.1533     13.7339    11.778
7.9574     13.5372    11.7951
7.7159     13.4307    11.7664
7.4701     13.3039    11.7382
7.23       13.2245    11.6963
7.0097     13.1254    11.6562
6.8343     13.0199    11.6159
6.6274     12.9021    11.4958
6.5315     12.7767    11.4186
6.4693     12.6843    11.3526




















































































































































































16.2138    8.9243     11.3345    LZYGINF
16.2149    8.7978     11.1856
16.2513    8.6484     11.0583
16.2477    8.5077     10.9858
16.252     8.3559     10.9119
16.2732    8.1684     10.8991
16.2872    7.9086     10.9012
16.249     7.6283     10.9165
16.1941    7.3986     10.9947
16.0864    7.1874     11.0689
15.976     7.0288     11.1448
15.8763    6.8609     11.1984
15.8266    6.7384     11.2049
15.7411    6.58       11.2318
15.6523    6.394      11.2241
15.5827    6.2108     11.2226
15.4714    6.0261     11.2168
15.3773    5.7578     11.1584
15.2991    5.6211     11.1013
15.2455    5.4737     11.0532
15.1921    5.3054     10.98
15.1499    5.2292     10.9442
15.0672    5.1018     10.886

















































































































































































11.6328    13.4601    14.0328    R-ALV
11.6666    13.6662    14.0335
11.7516    13.8724    14.096
11.8838    14.1585    14.0706
12.0137    14.3048    14.1646
12.1859    14.5001    14.212
12.3141    14.6532    14.1942
12.4242    14.7985    14.1631
12.5897    15.0008    14.2198
12.7205    15.1326    14.2437
12.8779    15.3162    14.2464
13.0365    15.4379    14.2093
13.2351    15.5509    14.2646
13.4176    15.7512    14.299
13.6181    15.9448    14.2942
13.7426    16.0582    14.3052
13.9471    16.2545    14.3043
14.1717    16.3382    14.3082
14.3573    16.4745    14.3113
14.5494    16.6365    14.3311
14.7323    16.8107    14.3406
14.9417    17.011     14.3898
15.0159    17.0748    14.4318
15.206     17.3208    14.396
15.2609    17.3566    14.3846















































































































































































15.4862    9.9788     13.864     L-ALV
15.797     10.0811    13.9319
15.949     10.1464    13.8934
16.201     10.3197    13.8464
16.451     10.5217    13.853
16.5898    10.6569    13.8941
16.7439    10.8393    13.9345
16.9087    10.9664    13.945
17.0257    11.1008    13.9932
17.1725    11.2241    13.979
17.2627    11.3142    13.9654
17.4331    11.5465    13.9192
17.5212    11.7034    13.9028
17.5676    11.8249    13.9384
17.7633    11.9834    13.89
17.8734    12.1553    13.9289
18.0016    12.313     13.8693
18.1421    12.4819    13.9122
18.2192    12.6599    13.9299
18.2429    12.7992    13.9522
18.3394    12.9459    13.9313
18.5228    13.1984    13.9256
18.6147    13.3747    13.9538
18.7296    13.5498    13.9988
18.8269    13.6923    14.0168
18.9132    13.8117    14.0107
19.0378    13.8821    13.9752
19.0884    13.9851    13.9923
19.096     14.0752    14.007
