UCMVZ      117242     Phu50stv
21.4174    16.8859    15.1691    IN
17.2971    13.5307    17.8273    BR
12.2893    9.5181     16.4695    GL
12.3654    9.5092     15.9405    NA
8.8578     7.0564     10.3384    RH
6.4232     5.3848     6.3272     NS
6.3326     5.407      5.4145     PR
6.0166     6.3325     5.6656     R_PR2
9.374      8.3893     11.0306    R_PMS
10.216     12.9675    10.4319    R_ZMI
11.4037    11.4429    13.9685    R_ZMU
12.1847    10.1138    14.7152    R_DA
11.5388    11.1494    16.0338    R_MTI
12.3596    11.7038    17.4793    R_MTS
10.9403    13.2298    15.0945    R_FMO
11.2272    14.2766    15.1476    R_FMT
15.613     17.805     12.6609    R_PO
11.0549    15.3117    11.9188    R_ZTS
7.2086     4.687      5.6159     L_PR2
10.5146    7.3093     11.2369    L_PMS
15.2893    7.0051     10.2582    L_ZMI
14.094     8.2136     13.865     L_ZMU
12.9784    9.3998     14.9055    L_DA
13.8952    8.0329     16.1642    L_MTI
14.9082    8.8992     17.3516    L_MTS
15.641     7.4181     14.914     L_FMO
16.6852    7.3978     15.0676    L_FMT
20.9893    10.8397    12.5459    L_PO
17.7759    7.0954     11.8189    L_ZTS
6.5304     4.6895     5.2833     O1
15.8539    9.5775     16.9774    O2
12.0652    16.8882    12.0065    O3
21.9218    15.8447    14.4993    O4







































































































































































12.2771    9.5154     16.4653    GLRH
12.3028    9.5072     16.2906
12.2991    9.5196     16.1291
12.3044    9.5502     15.9588
12.3398    9.5653     15.8031
12.3964    9.608      15.6452
12.3846    9.6115     15.5136
12.4372    9.5855     15.3703
12.4279    9.5459     15.2144
12.3696    9.5467     15.0719
12.3287    9.5076     14.8784
12.273     9.4819     14.7109
12.1906    9.3808     14.4999
12.1284    9.3071     14.3387
12.0388    9.2786     14.189
11.9579    9.1981     14.0505
11.8619    9.1372     13.8845
11.756     9.0676     13.7488
11.6553    9.0135     13.6056
11.5642    8.943      13.4839
11.4369    8.8469     13.3245
11.3332    8.7544     13.2039
11.2178    8.6805     13.0863
11.068     8.6016     12.8807
10.9127    8.4893     12.7492
10.8073    8.4154     12.6167
10.6744    8.3411     12.4855
10.5764    8.2689     12.377
10.4242    8.1863     12.2152
10.3014    8.0859     12.0648
10.1923    7.9976     11.9393
10.0577    7.9131     11.8041
9.9196     7.7967     11.6573
9.7903     7.719      11.4969
9.6656     7.6401     11.3664
9.501      7.5027     11.1654
9.3735     7.391      10.98
9.2706     7.2808     10.876
9.1814     7.2193     10.7509
9.0953     7.1613     10.6412
8.9971     7.071      10.5443
8.8741     7.0277     10.3991






























































































































































8.9032     7.0147     10.451     NOSE
8.7899     7.1443     10.4429
8.6435     7.2982     10.4273
8.5416     7.3975     10.2868
8.4648     7.5411     10.162
8.3123     7.4738     9.9663
8.167      7.4422     9.8099
7.9572     7.4504     9.654
7.7783     7.417      9.4816
7.6462     7.3181     9.3127
7.4581     7.3143     9.1461
7.3036     7.2778     8.9958
7.1348     7.2435     8.8173
6.9872     7.1748     8.633
6.8511     7.1438     8.4327
6.7883     7.0762     8.31
6.6792     6.9767     8.1758
6.6109     6.915      8.0617
6.5622     6.8535     7.9598
6.4602     6.7866     7.8431
6.3775     6.717      7.7303
6.3311     6.6117     7.5857
6.244      6.4399     7.4522
6.2707     6.244      7.438
6.3102     6.1236     7.3793
6.2906     5.9611     7.2428
6.2255     5.8467     7.1413
6.2709     5.7702     7.0288
6.2508     5.658      6.8887
6.3691     5.6313     6.706
6.4576     5.5382     6.4812
6.541      5.4935     6.4846
6.5961     5.4348     6.4817
6.6416     5.2754     6.58
6.6795     5.1715     6.7097
6.7404     5.1018     6.8907
6.8138     5.0257     6.9961
6.9517     4.9562     7.15
7.0804     4.9435     7.2518
7.2129     4.9098     7.3229
7.3183     4.8724     7.3481
7.4464     4.8891     7.4336
7.5625     4.8721     7.493
7.678      4.8682     7.5804
7.81       4.8793     7.714
7.9456     4.8951     7.8199
8.0873     4.975      7.9404
8.2005     5.0197     8.0899
8.287      5.1003     8.256
8.3929     5.1675     8.4268
8.4354     5.223      8.5276
8.4803     5.2622     8.6087
8.5633     5.3227     8.7084
8.6149     5.4265     8.8643
8.6565     5.5354     9.011
8.7133     5.6132     9.1505
8.7703     5.8192     9.3462
8.8182     5.959      9.416
8.8942     6.0029     9.5772
8.9403     6.0397     9.6717
9.0311     6.133      9.8122
9.0714     6.2272     9.8928
9.1478     6.3883     10.0344
9.1684     6.4936     10.1619
9.1385     6.5986     10.3043
9.0457     6.7733     10.4028
8.9958     6.8568     10.4085
8.8745     7.0138     10.3731




































































































































6.4775     5.3846     6.3906     NASP-PR
6.3826     5.328      6.245
6.3425     5.3142     6.0845
6.3046     5.317      5.875
6.3253     5.3021     5.7718
6.3074     5.3233     5.639
6.3245     5.3465     5.4233

































































































































































































9.3363     8.3505     10.9996    R-PM/MAX
9.2004     8.2829     10.8869
9.0474     8.2122     10.7013
8.9036     8.1572     10.5886
8.7103     8.0791     10.434
8.5382     8.004      10.2931
8.3748     7.9367     10.17
8.2395     7.886      10.0682
8.0575     7.8434     9.9248
7.9595     7.8343     9.8066
7.8363     7.7702     9.6903
7.7143     7.716      9.5727
7.5668     7.6951     9.4416
7.4321     7.6515     9.2451
7.3654     7.6366     9.0834
7.2905     7.6553     8.9916
7.1513     7.697      8.7676
7.0801     7.664      8.6647
6.9801     7.6805     8.4652
6.8743     7.6782     8.2216
6.6911     7.6544     8.0271
6.5459     7.8524     7.7894
6.4044     7.9349     7.481
6.3507     7.9709     7.1997
6.2933     7.9084     6.9499
6.2875     7.8954     6.7515
6.3147     7.795      6.6193
6.3925     7.6722     6.5528
6.5406     7.5076     6.443











































































































































































10.5006    7.2824     11.236     L-PM/MAX
10.4012    7.1689     11.055
10.2633    7.0244     10.8696
10.1604    6.8696     10.7325
10.0189    6.7019     10.5712
9.8952     6.5552     10.4377
9.7826     6.4586     10.3359
9.6553     6.2796     10.1734
9.5285     6.1279     10.0522
9.4652     5.9594     9.8686
9.4064     5.8726     9.7689
9.3543     5.7798     9.6515
9.2649     5.6594     9.5165
9.2184     5.5363     9.3887
9.1422     5.425      9.1864
9.1041     5.375      9.0268
9.0485     5.3097     8.8104
