UCMVZ      117248     Phu17stv
14.1022    14.5518    13.192     IN
11.2657    10.8472    16.0211    BR
7.5978     6.5989     13.8548    GL
7.6155     6.6122     13.4534    NA
5.9581     4.7134     8.1692     RH
5.399      3.9359     4.9601     NS
5.3511     3.8743     4.1797     PR
4.8345     4.3768     4.2789     R_PR2
6.0869     5.9429     9.182      R_PMS
5.2486     9.5276     8.4764     R_ZMI
6.5434     8.1692     11.1394    R_ZMU
7.289      7.2815     11.8391    R_DA
6.5618     8.0057     13.7051    R_MTI
6.863      8.1016     14.536     R_MTS
5.8135     9.4787     12.7393    R_FMO
5.9163     10.1914    12.9074    R_FMT
8.6092     14.4082    11.1913    R_PO
5.5389     11.3559    9.8729     R_ZTS
6.036      3.4754     4.3707     L_PR2
7.1667     5.0765     9.0545     L_PMS
10.7292    5.2204     8.5128     L_ZMI
9.3614     5.9214     11.1022    L_ZMU
8.2113     6.627      12.0887    L_DA
9.0943     5.8491     13.7569    L_MTI
9.2213     6.055      14.4358    L_MTS
10.8333    5.4603     12.5404    L_FMO
11.5294    5.8096     12.6714    L_FMT
14.7916    9.3985     10.9046    L_PO
12.8396    5.8246     9.8149     L_ZTS
4.581      4.7046     5.1962     O1
6.7886     9.8459     14.2929    O2
14.4389    7.0255     9.9591     O3
10.7728    15.6493    11.8439    O4







































































































































































7.5556     6.6191     13.6745    GLRH
7.5732     6.6162     13.3855
7.6077     6.6478     13.1718
7.5829     6.7317     13.0147
7.6513     6.746      12.8195
7.6416     6.7844     12.6652
7.6454     6.7666     12.472
7.6261     6.7278     12.285
7.6067     6.6934     12.1059
7.5888     6.6379     11.9533
7.5354     6.6097     11.7823
7.5212     6.5705     11.6469
7.4838     6.5374     11.525
7.4411     6.4744     11.3787
7.3584     6.4417     11.224
7.316      6.3394     11.0354
7.2723     6.2826     10.9134
7.2068     6.2197     10.7918
7.1601     6.169      10.6931
7.103      6.0834     10.5394
7.0633     6.0655     10.4557
7.0129     5.9967     10.339
6.9211     5.9273     10.2117
6.9107     5.8353     10.0899
6.8143     5.7745     9.9449
6.7183     5.6926     9.804
6.6878     5.6194     9.6679
6.5798     5.4518     9.4712
6.5496     5.3524     9.3402
6.4784     5.2248     9.1971
6.3993     5.1369     9.043
6.3577     5.0736     8.9644
6.2948     5.0036     8.8745
6.2353     4.9216     8.7515
6.1658     4.8797     8.6475
6.1028     4.8098     8.547
6.0371     4.7531     8.412
5.9794     4.6963     8.1779
























































































