TMP        AZ 994     Phu136sf
15.5554    21.2937    11.9993    IN
15.6871    17.0209    15.6652    BR
15.8142    10.4314    16.2976    GL
15.8919    10.3315    15.7728    NA
15.8612    4.1215     10.6835    RH
16.0213    0.3814     7.5211     NS
16.0271    -0.4594    5.9386     PR
14.8984    -0.1252    6.2965     R_PR2
15.4376    5.9489     11.5567    R_PMS
11.9962    9.1063     10.0943    R_ZMI
14.1302    9.9635     13.6769    R_ZMU
15.2161    10.1757    14.3796    R_DA
13.7622    10.8532    16.0993    R_MTI
13.8428    12.5037    16.8512    R_MTS
12.1334    11.2912    14.3519    R_FMO
11.4148    11.839     14.0763    R_FMT
11.073     16.9139    10.4344    R_PO
10.7148    11.3869    10.8086    R_ZTS
17.1376    -0.1157    6.2443     L_PR2
16.3524    5.8075     11.5037    L_PMS
19.4944    9.0071     10.0726    L_ZMI
17.7232    10.0571    13.6104    L_ZMU
16.4274    10.3078    14.5849    L_DA
18.0844    10.9755    15.9965    L_MTI
17.4293    12.1994    16.974     L_MTS
19.4982    11.4222    14.3379    L_FMO
20.1897    12.1586    14.0452    L_FMT
20.1993    17.0573    10.639     L_PO
20.9114    11.7517    10.7878    L_ZTS
15.4528    -0.7825    5.856      O1
12.9192    12.8555    16.2339    O2
21.4315    14.3436    10.3222    O3
16.1548    21.2078    11.758     O4







































































































































































15.8701    10.3893    16.2141    GLRH
15.8874    10.3507    15.9808
15.8417    10.3329    15.8269
15.859     10.3114    15.6728
15.8542    10.3081    15.463
15.8513    10.2828    15.248
15.8844    10.208     15.0382
15.8677    10.1089    14.8767
15.851     9.9531     14.6572
15.8245    9.7586     14.4339
15.8287    9.5825     14.2672
15.8619    9.3449     14.0963
15.8341    9.1766     13.9667
15.9001    8.9073     13.7949
15.8932    8.7304     13.6647
15.9205    8.4103     13.4796
15.9012    8.1899     13.2628
15.894     7.8176     12.9933
15.8926    7.5926     12.8239
15.8726    7.3844     12.6716
15.8555    7.1425     12.4803
15.8406    6.7916     12.2516
15.8426    6.3753     12.0383
15.8562    6.1754     11.9348
15.8448    5.9748     11.7877
15.8256    5.7696     11.6725
15.8638    5.5195     11.4961
15.8476    5.3306     11.4013
15.832     5.1367     11.2701
15.803     4.9268     11.1508
15.827     4.788      11.0925
15.8751    4.5775     10.9496
15.8499    4.3683     10.8458
15.8747    4.275      10.7832
15.8626    4.1913     10.7268
15.8465    4.102      10.6498




































































































































































15.8683    4.164      10.6997    NOSE
15.6836    4.206      10.6937
15.4361    4.1546     10.6624
15.3699    3.8527     10.484
15.2223    3.6025     10.3125
15.1813    3.3383     10.0985
15.0454    3.0893     9.9268
14.9337    2.9161     9.7988
14.822     2.6693     9.5834
14.7417    2.3894     9.4331
14.6774    2.157      9.2333
14.6693    1.8901     9.0133
14.6896    1.7674     8.8955
14.7372    1.5539     8.6849
14.8446    1.3442     8.4677
14.9459    1.0694     8.2803
15.1373    0.8147     8.043
15.3634    0.6015     7.9619
15.5431    0.4863     7.8701
15.7048    0.2781     7.7166
15.8412    0.2447     7.5953
15.9817    0.2676     7.5109
