UCMVZ      117246     Phu42stv
19.2617    17.2426    13.4957    IN
15.9148    13.7349    16.5526    BR
11.747     9.7074     14.4942    GL
11.8137    9.7284     13.9761    NA
9.9881     8.1421     9.4692     RH
8.8478     6.8863     6.2108     NS
8.7919     6.8572     5.3704     PR
8.2652     7.6677     5.5095     R_PR2
10.2314    9.002      10.1322    R_PMS
9.8599     12.9139    9.222      R_ZMI
10.8744    11.3931    11.8515    R_ZMU
11.6261    10.1584    12.8154    R_DA
11.0367    11.0612    14.3615    R_MTI
11.6651    11.4726    15.4948    R_MTS
10.3362    12.7626    13.3497    R_FMO
10.3994    13.5456    13.2343    R_FMT
13.5475    17.2921    12.0239    R_PO
10.4134    14.2344    10.668     R_ZTS
9.6982     6.3927     5.6516     L_PR2
10.8924    8.2287     9.8414     L_PMS
14.7639    8.4069     8.8798     L_ZMI
13.3004    9.0531     11.6942    L_ZMU
12.1921    9.7151     12.8725    L_DA
13.4397    8.793      14.2889    L_MTI
13.7827    9.3893     15.2237    L_MTS
14.9058    8.4214     13.0165    L_FMO
15.6512    8.6324     13.1475    L_FMT
19.2707    12.377     11.6556    L_PO
16.3422    8.7721     10.3713    L_ZTS
9.8523     6.4931     6.549      O1
9.9108     12.688     10.5829    O2
14.9289    9.4202     14.7543    O3
20.0915    15.8308    12.8389    O4







































































































































































11.7528    9.6988     14.5063    GLRH
11.7637    9.6971     14.2384
11.7688    9.7493     14.0224
11.7514    9.7447     13.7956
11.77      9.7243     13.5682
11.7387    9.7612     13.369
11.6914    9.7647     13.1681
11.6695    9.723      12.9285
11.6409    9.6693     12.7489
11.6092    9.6337     12.5654
11.5463    9.602      12.3958
11.4556    9.5613     12.2154
11.4196    9.4785     12.0487
11.3437    9.418      11.8622
11.2767    9.3736     11.7274
11.1856    9.2957     11.5338
11.1369    9.2379     11.4236
11.072     9.2101     11.3326
10.9927    9.1662     11.2262
10.9487    9.0942     11.1082
10.9029    9.0017     10.9993
10.8232    8.9767     10.8685
10.7564    8.8819     10.7424
10.6939    8.8396     10.6754
10.6101    8.789      10.5485
10.5535    8.7184     10.4602
10.472     8.6519     10.3373
10.4146    8.5634     10.2214
10.3652    8.5097     10.1146
10.3025    8.4333     10.01
10.2455    8.3291     9.8848
10.1956    8.3068     9.8382
10.1159    8.2738     9.7329
10.0876    8.1741     9.6355
9.9904     8.0951     9.485





































































































































































9.8658     8.159      9.4221     NOSE
9.6183     8.2622     9.244
9.4725     8.3467     9.1397
9.3213     8.4402     9.0137
9.1891     8.4282     8.804
9.0962     8.4027     8.6685
8.9705     8.3579     8.4368
8.902      8.3596     8.306
8.8219     8.3352     8.1873
8.7425     8.3174     8.0451
8.6894     8.2649     7.8871
8.6354     8.1658     7.7232
8.6553     8.0811     7.5731
8.5715     8.0282     7.452
8.5803     7.9175     7.3045
8.5745     7.8346     7.2117
8.5525     7.7187     7.0637
8.5666     7.5955     6.9701
8.5812     7.5082     6.8971
8.5912     7.3541     6.7583
8.6056     7.257      6.6355
8.624      7.1592     6.5187
8.6636     7.1045     6.4325
8.7513     7.068      6.3528
8.8075     6.9926     6.252
8.9406     6.8707     6.3214
9.0155     6.8002     6.4576
9.1557     6.6579     6.635
9.2455     6.6263     6.8176
9.3816     6.6696     6.8892
9.4986     6.6709     6.9862
9.6617     6.7109     7.1343
9.7827     6.7158     7.2243
9.8864     6.7286     7.3963
10.0072    6.7503     7.5605
10.0922    6.802      7.7581
10.1294    6.9137     7.9553
10.1808    6.9485     8.1324
10.2383    7.0177     8.2794
10.2537    7.1119     8.3983
10.2332    7.2036     8.5359
10.2524    7.3306     8.5829
10.243     7.3507     8.6893
10.2699    7.5152     8.8874
10.2319    7.6266     9.1071
10.1209    7.8769     9.1793
10.0182    7.97       9.3541
9.8655     8.162      9.4207




















