AMNH    169432  phu1adr1
7.0667  16.1416 -7.8938
7.0163  16.2975 -7.8811
7.0057  16.4537 -7.916
6.9691  16.6462 -7.9693
6.9439  16.7948 -8.0387
6.8975  16.9587 -8.1244

















































































































































































9.6662  22.957  -10.2301  R-ALV
9.6221  23.1253 -10.2796
9.5335  23.2501 -10.1446
9.4267  23.3995 -10.0662
9.306   23.524  -10.0398
9.2196  23.6107 -9.9805
9.0065  23.7711 -9.9396
8.851   23.8623 -9.9082
8.7362  23.9411 -9.8777
8.577   24.066  -9.8125
8.4656  24.1615 -9.7737
8.3531  24.2551 -9.715
8.1951  24.341  -9.7311
8.0645  24.427  -9.6786
7.9097  24.4894 -9.6132
7.7929  24.5206 -9.5497
7.6227  24.6071 -9.5278
7.4991  24.6887 -9.4646
7.3533  24.7714 -9.4224
7.1892  24.8554 -9.3647
6.9877  24.9803 -9.3304
6.8145  25.0412 -9.2592
6.5724  25.0654 -9.2065
6.3859  25.1083 -9.2111
6.1331  25.2598 -9.1114
5.9478  25.3176 -9.1231
5.7909  25.4322 -9.1034
5.6544  25.5317 -9.0698
5.4726  25.6366 -8.9621
5.2913  25.7314 -8.8755










































































































































































6.9273  18.7719 -10.4845  L-ALV
6.6981  18.7192 -10.4626
6.4831  18.7624 -10.3913
6.3156  18.8217 -10.3393
6.0926  18.8739 -10.3046
5.9263  18.9498 -10.2535
5.7577  19.0406 -10.1623
5.587   19.1327 -10.1037
5.3924  19.1885 -9.9922
5.2535  19.2688 -9.9734
5.1297  19.3477 -9.9615
5.0366  19.3786 -9.8755
4.8477  19.4885 -9.8331
4.7193  19.5988 -9.8004
4.578   19.7451 -9.7246
4.4853  19.8367 -9.6653
4.3516  19.9131 -9.5929
4.1967  20.027  -9.5759
4.0499  20.162  -9.5121
3.8924  20.2965 -9.4762
3.7934  20.362  -9.4116
3.6502  20.5388 -9.3497
3.5916  20.6686 -9.3387
3.4913  20.7963 -9.3278
3.3112  20.9247 -9.2647
3.2043  21.0336 -9.2377
3.0475  21.1766 -9.1261
2.9301  21.3063 -9.1392
2.773   21.42   -9.0739
2.6176  21.5191 -9.0299
2.508   21.6924 -8.9604
