AMNH       169432     Tap3-1


































































14.6003    8.4317     8.594      NOSE
14.3449    8.4828     8.6686
14.1843    8.4401     8.6157
14.1366    8.4352     8.602
13.9734    8.4614     8.4469
13.7947    8.4916     8.2989
13.6682    8.4509     8.1571
13.5716    8.2969     7.9436
13.4819    8.2226     7.7807
13.4295    8.1049     7.5974
13.4585    8.0766     7.4735
13.3993    7.9753     7.2257
13.3726    7.8747     6.9163
13.359     7.7645     6.72
13.3421    7.614      6.4681
13.3782    7.4968     6.2559
13.3875    7.2964     6.0404
13.3954    7.0759     5.8601
13.5095    6.8682     5.6867
13.6394    6.6651     5.5681
13.8772    6.4252     5.4282
14.189     6.2658     5.2232
14.4115    6.2119     4.9258
14.6519    6.2436     4.8512
14.816     6.2157     4.9276
15.0537    6.2288     5.2539
15.364     6.4071     5.5107
15.6542    6.6291     5.6116
15.8665    6.8835     5.7828
15.9592    7.1858     6.1589
15.9794    7.3537     6.3888
15.9564    7.6054     6.7364
15.9326    7.8629     7.168
15.8905    8.0537     7.6006
15.7454    8.2744     7.9463
15.5617    8.5029     8.1896
15.3792    8.5315     8.2661
15.1801    8.5245     8.4857
15.0029    8.4698     8.5503
14.9037    8.4511     8.6083
14.7815    8.43       8.6776
14.7753    8.4397     8.6713
14.6402    8.4326     8.6772





























































































































































14.5822    6.2455     4.8778     NASP-PR
14.6412    6.1579     4.7099
14.6886    6.0777     4.5216
14.6921    6.0311     4.1864
14.7064    6.054      4.0415
14.7056    6.0811     3.7341
14.7087    6.1158     3.54
14.692     6.1446     3.3299
14.6894    6.3161     3.1303
14.7111    6.3373     3.1014






























































































































































































13.5715    9.2896     9.2084     R-PM/MAX
13.5354    9.1573     9.055
13.5095    9.0654     8.9121
13.4693    8.9381     8.6929
13.4261    8.8391     8.4914
13.3774    8.6945     8.3248
13.3073    8.496      8.0575
13.2228    8.365      7.8396
13.1603    8.2268     7.5723
13.118     8.1467     7.2947
13.0833    8.033      6.9362
13.0193    7.9402     6.6274
12.9822    7.8938     6.4603
12.9872    7.865      6.332
12.9543    7.7847     6.1158
12.9029    7.7397     5.9175
12.864     7.7506     5.6794
12.8222    7.6643     5.489
12.7654    7.6578     5.367
12.7212    7.6389     5.2083
12.6004    7.5535     4.9265
12.5573    7.6478     4.6116
12.5476    7.8329     4.3739
12.7107    7.7378     4.2606
12.9049    7.7888     4.1133
12.9927    7.8618     4.0484














































































































































































15.5082    9.1608     9.2211     L-PM/MAX
15.5707    9.0313     8.9555
15.5371    9.0869     9.0449
15.5772    8.9871     8.9229
15.5784    8.9797     8.8876
15.6329    8.8976     8.7683
15.6591    8.9031     8.7045
15.7033    8.7743     8.5396
15.7659    8.6855     8.3808
15.8272    8.5805     8.2251
15.9357    8.4275     7.9907
16.0064    8.2976     7.7695
16.0926    8.1973     7.5601
16.1425    8.0691     7.2589
16.1997    7.9365     6.8807
16.218     7.8681     6.6826
16.2429    7.8403     6.4973
16.2747    7.7793     6.3093
16.3322    7.7008     6.01
16.3782    7.6151     5.6544
16.4254    7.5193     5.4493
16.5114    7.5033     5.3836
16.7162    7.5213     4.8729
16.702     7.6157     4.6447
16.4803    7.6918     4.3322















































































































































































11.8808    12.0686    5.5835     ROSTRUM
11.772     11.972     5.8332
11.7645    11.8658    6.1016
11.7985    11.7147    6.3171
11.9725    11.5613    6.6834
12.1036    11.4765    6.9002
12.1746    11.3051    7.2721
12.2133    11.1066    7.5646
12.1518    11.0108    7.8598
12.1357    10.9369    7.9521
11.9997    10.7567    8.212
11.9958    10.7455    8.2412
11.8598    10.562     8.5955
11.7312    10.3506    8.909
11.8528    10.1997    9.3154
11.9806    10.0461    9.6378
12.0379    9.9511     9.6388
12.5426    9.9364     9.7755
12.8265    10.0153    9.7519
13.2339    9.9553     9.8229
13.6007    9.8415     10.0291
13.9777    9.6276     10.3068
14.3448    9.4824     10.4757
14.7346    9.4969     10.4997
14.8754    9.5057     10.4721
15.1953    9.6364     10.2878
15.408     9.7954     10.1002
15.7277    9.9445     9.9502
16.2592    9.9945     9.7852
16.704     9.9852     9.83
16.8969    9.9675     9.8232
17.1518    10.0996    9.6461
17.2477    10.1181    9.5371
17.4227    10.3479    9.1376
17.1879    10.6682    8.5922
17.0216    10.8916    8.2838
16.9123    11.0901    7.8949
16.8819    11.3452    7.4421
17.1297    11.5766    7.0121
17.2002    11.6036    6.9025
17.4169    11.7363    6.6355
17.5339    11.9018    6.2973
17.5543    12.0839    5.918
17.3399    12.1633    5.6455




























































































































































9.8443     14.532     14.6468    SUPORB
9.8469     14.5361    14.7553
9.8539     14.5556    14.9785
9.9559     14.6122    15.2225
10.0619    14.4892    15.4813
10.2847    14.4721    15.8653
10.5052    14.4211    16.1609
11.0365    14.3062    16.5651
11.2729    14.2644    16.6911
11.5329    14.2153    16.811
11.9974    14.0711    17.0309
12.4905    14.0697    17.1094
13.1219    14.0036    17.1903
13.6008    13.8347    17.1413
14.0756    13.6399    17.0736
14.3022    13.3897    16.9941
14.5729    13.0506    16.8507
14.8619    13.2537    16.9087
15.307     13.6233    17.0784
15.8034    13.8432    17.1471
16.2049    13.9449    17.1594
16.6886    14.0098    17.1166
16.9986    14.1269    17.0678
17.4473    14.271     16.9276
17.7568    14.4013    16.7907
18.1648    14.4984    16.6155
18.4836    14.5768    16.3971
18.7588    14.6953    16.1061
18.9043    14.7404    15.837
19.1111    14.7669    15.4924
19.2426    14.7691    15.1973
19.266     14.7497    14.984
19.2558    14.8392    14.8069
19.2829    14.8284    14.6387






































































































































































12.249     13.0932    13.4175    RORBIT
12.0532    13.0964    13.4533
12.02      13.1274    13.478
11.7745    13.1357    13.5332
11.4677    13.204     13.6394
11.2563    13.3348    13.7917
11.0102    13.4909    14.0191
10.9377    13.6336    14.2665
10.795     13.7517    14.6368
10.7549    13.7093    14.9547
10.8968    13.3737    15.4673
11.1245    13.1257    15.7145
11.4944    12.947     15.8837
11.9462    12.7677    15.9532
12.3981    12.73      15.9566
12.8384    12.7935    15.8286
13.0415    12.7932    15.9047
13.4923    12.8727    15.8547
13.7466    12.8769    15.8647
13.9141    12.9115    15.7004
14.0129    12.9387    15.3091
14.0614    12.9933    14.9674
14.0951    12.9906    14.7253
14.0864    12.9763    14.6266
















































































































































































16.7405    13.1438    13.4196    LORBIT
16.9578    13.1507    13.5143
16.9771    13.1662    13.522
17.2254    13.2217    13.5218
17.5023    13.2973    13.6246
17.7255    13.4438    13.7743
17.7918    13.4743    13.7947
17.9985    13.6343    13.9825
18.197     13.8336    14.29
18.3219    13.9538    14.6998
18.3093    13.7985    15.2889
17.9313    13.2901    15.7699
17.413     13.0883    15.8666
16.7928    12.957     15.8513
16.3058    12.9482    15.808
15.9399    12.9699    15.7678
15.6501    12.9634    15.705
15.2476    12.9322    15.6187
15.1558    12.9374    15.3707
15.0624    12.9268    15.1352
15.0411    12.9515    14.8524
15.0954    13.008     14.6821
15.1283    13.0374    14.5961

















































































































































































9.7769     14.4327    14.5415    RTEMFOS
9.752      14.3179    14.2378
9.7598     14.2016    13.8414
9.7456     14.0532    13.4181
9.7581     13.9758    12.9957
9.7281     13.8582    12.6112
9.676      13.8038    12.0912
9.5632     13.7783    11.7173
9.4777     13.8265    11.3414
9.2914     13.9546    11.0542
9.0826     14.2979    10.92
8.9537     14.5888    10.9303
8.8897     14.9892    11.0221
8.825      15.3962    11.1343
8.8442     15.4273    11.2022

























































































































































































19.2975    14.8385    14.6238    LTEMFOS
19.3209    14.7471    14.4443
19.326     14.6786    14.2658
19.3676    14.6524    14.0331
19.3188    14.5856    13.8165
19.4141    14.4047    13.4964
19.4424    14.2727    13.0803
19.4076    14.1701    12.6581
19.414     14.1284    12.3784
19.4245    14.0947    11.9937
19.5266    14.0588    11.5942
19.6229    14.0554    11.3104
19.6855    14.2487    11.0839
19.8996    14.5519    10.9871
20.0774    14.9586    11.0744
20.1006    15.3095    11.1995
20.123     15.446     11.2531























































































































































































15.3964    22.3157    12.8479    OP
15.4401    20.1834    12.3657    BA
15.3203    14.3283    9.5932     ST
15.1786    7.6761     8.034      IV
9999       9999       9999       R_PG
21.3305    17.7469    9.8981     R_ZTI
17.7792    13.0771    11.1631    R_M3D
17.8435    10.4872    10.3258    R_M12
17.5499    7.9771     9.3811     R_MP3
17.0743    6.3993     8.1201     R_PMI
11.0651    20.4388    11.7107    L_PG
9.6126     18.1666    9.5895     L_ZTI
12.7561    13.2035    11.0213    L_M3D
12.4676    10.6762    10.1115    L_M12
12.7197    8.1268     9.0811     L_MP3
13.2464    6.5663     7.8917     L_PMI
15.6636    4.4359     7.6689     O1
18.3406    19.788     3.9609     O2
21.4127    18.865     9.8266     O3
16.4745    25.611     9.8489     O4




















































































































































































19.1806    14.0342    9.005      RZYGINF
19.398     14.2223    8.9655
19.6741    14.4864    8.8664
19.9405    14.8177    8.8607
20.2322    15.0949    9.0054
20.4805    15.4102    9.278
20.5484    15.7612    9.5964
20.6058    16.172     9.7827
20.7508    16.5245    9.8923
20.9518    16.988     10.0005
21.2117    17.4733    9.9977
21.3366    17.7529    9.8988




























































































































































































11.3687    14.4881    8.6656     LZYGINF
11.2145    14.7425    8.5265
10.9786    15.0975    8.4368
10.5727    15.4035    8.5596
10.3511    15.732     8.791
10.2848    16.2111    9.1699
10.176     16.5776    9.389
9.9907     17.025     9.5671
9.8944     17.2736    9.6157
9.7909     17.5374    9.6305
9.6903     17.8406    9.6206
9.6215     18.0093    9.6232
9.5226     18.1214    9.5445



























































































































































































17.7913    12.9686    11.1865    R-ALV
17.8637    12.637     11.0666
17.8638    12.6129    11.0736
17.9713    12.2454    10.9724
17.9796    12.127     10.9158
17.8725    11.8406    10.8381
17.8588    11.8133    10.8311
17.9163    11.6063    10.7973
17.929     11.2906    10.6867
17.9869    11.089     10.5834
17.9068    10.6906    10.4271
17.8514    10.3751    10.3116
17.8897    10.1046    10.1935
17.7962    9.814      10.1688
17.7647    9.503      9.9498
17.5712    9.2357     9.9611
17.588     9.1393     9.8963
17.5229    8.7511     9.7815
17.4904    8.489      9.7719
17.5009    8.239      9.6552
17.5427    8.2124     9.6177
17.5157    7.9533     9.3935


















































































































































































12.7214    13.1755    10.998     L-ALV
12.5769    12.9217    10.9094
12.5284    12.6614    10.822
12.5176    12.6572    10.8202
12.3782    12.3964    10.7246
12.4069    12.2889    10.6909
12.4739    12.0382    10.6056
12.3921    11.8085    10.505
12.3373    11.3798    10.355
12.2479    11.094     10.1751
12.4394    10.6928    10.0728
12.3393    10.3046    9.9123
12.4163    10.0406    9.8906
12.3583    9.8039     9.6852
12.5996    9.4618     9.7146
12.5893    9.2889     9.5263
12.6065    9.1851     9.4641
12.6889    8.8228     9.468
12.686     8.665      9.3831
12.7058    8.4867     9.3028
12.6823    8.347      9.157
12.7282    8.1179     9.0469
