NMNH       197165     Phu33stv
19.6246    19.5744    15.9878    IN
16.1873    15.9008    18.1928    BR
11.7699    11.122     15.6256    GL
11.7673    11.2369    15.2199    NA
9.4015     8.8996     8.5955     RH
7.783      7.3151     4.545      NS
7.6849     7.2216     3.2452     PR
7.1889     8.1632     3.3874     R_PR2
10.0886    10.1935    9.8549     R_PMS
9.5606     14.6724    9.4713     R_ZMI
10.8892    12.9823    12.6879    R_ZMU
11.8084    11.7779    14.0559    R_DA
10.5369    12.7994    15.6361    R_MTI
11.1916    13.3413    16.6573    R_MTS
10.0293    14.6       14.3888    R_FMO
10.1444    15.5046    14.3914    R_FMT
14.2216    19.8988    13.0638    R_PO
10.0212    16.6347    11.3282    R_ZTS
8.6457     6.6287     3.4962     L_PR2
10.76      9.6311     9.9232     L_PMS
15.5047    9.2488     9.423      L_ZMI
13.5959    10.5162    12.6297    L_ZMU
12.4241    11.3426    14.0818    L_DA
13.639     9.8533     15.7657    L_MTI
14.1326    10.7449    16.6443    L_MTS
15.2557    9.6542     14.3459    L_FMO
16.1105    9.7508     14.4418    L_FMT
20.3851    14.1088    12.8978    L_PO
17.5993    9.8019     11.2567    L_ZTS
8.5666     6.5868     4.2197     O1
10.8635    14.7737    15.7894    O2
18.9109    10.5458    11.5767    O3
20.2508    18.7783    15.5465    O4







































































































































































11.7224    11.1946    15.7032    GLRH
11.7036    11.2131    15.4731
11.7248    11.2607    15.2427
11.7667    11.2368    15.0245
11.8072    11.2553    14.7934
11.8565    11.3201    14.5406
11.8676    11.3369    14.2958
11.8816    11.3052    14.0625
11.8479    11.2678    13.7719
11.7698    11.2795    13.5983
11.687     11.2074    13.3715
11.6659    11.1327    13.187
11.6356    11.0719    13.0132
11.5551    10.9565    12.7733
11.4326    10.8828    12.5219
11.4151    10.8688    12.463
11.3661    10.8265    12.36
11.292     10.7219    12.1561
11.2016    10.6564    11.9239
11.0851    10.5217    11.6581
10.9797    10.4598    11.4605
10.9038    10.3454    11.2886
10.7994    10.2676    11.1122
10.7133    10.1894    10.9613
10.6197    10.1221    10.821
10.5213    9.9884     10.6453
10.4546    9.8741     10.4748
10.3261    9.7529     10.2484
10.1922    9.6751     10.0558
10.1108    9.5876     9.923
9.9839     9.4861     9.7165
9.8712     9.3855     9.5375
9.7521     9.2597     9.3342
9.6784     9.157      9.1571
9.5667     9.0629     8.9953
9.496      8.9997     8.8355
9.4016     8.9545     8.696
9.3876     8.8955     8.5652






