NMNH       237318     Phu23stv
19.6938    18.9212    15.1925    IN
16.1269    14.9846    17.4722    BR
11.9207    11.101     14.6579    GL
11.93      11.2925    14.0936    NA
10.3178    9.989      9.0322     RH
9.1381     8.7789     5.8885     NS
8.9765     8.5928     4.4794     PR
8.5302     9.2273     4.657      R_PR2
10.4616    10.8542    9.7793     R_PMS
10.5601    14.7882    9.4039     R_ZMI
11.1543    13.1819    12.0271    R_ZMU
11.9841    11.9845    13.1388    R_DA
10.8404    12.8594    14.6365    R_MTI
11.1863    13.2147    15.5123    R_MTS
10.461     14.4586    13.4433    R_FMO
10.538     15.2365    13.8603    R_FMT
14.2721    19.1544    12.6851    R_PO
10.6675    16.3183    11.1716    R_ZTS
9.8146     8.4479     4.2906     L_PR2
11.3594    10.0283    9.8147     L_PMS
15.3677    9.8648     9.0619     L_ZMI
13.8357    10.5512    11.8203    L_ZMU
12.5545    11.3767    13.1013    L_DA
13.4319    10.1038    14.5389    L_MTI
14.1735    10.267     15.2343    L_MTS
15.2365    9.7599     13.4161    L_FMO
15.989     10.0412    13.6994    L_FMT
19.7671    13.5975    12.3241    L_PO
17.0197    10.0893    10.8356    L_ZTS
9.572      8.0187     5.4171     O1
11.1526    14.7049    14.9656    O2
18.493     10.9877    11.2819    O3
19.9673    18.2824    14.8447    O4







































































































































































11.8784    11.1557    14.5476    GLRH
11.8919    11.23      14.2595
11.9517    11.2617    14.0692
11.956     11.2811    13.8482
11.9439    11.3473    13.5878
11.9741    11.3738    13.3437
11.9641    11.3656    13.1645
11.9254    11.3624    12.9373
11.8939    11.322     12.619
11.8429    11.2923    12.3636
11.7667    11.2489    12.0525
11.6731    11.1756    11.7511
11.6059    11.1029    11.5759
11.5359    11.0408    11.4087
11.443     10.9373    11.1993
11.3513    10.8564    11.01
11.2394    10.8027    10.8426
11.1739    10.697     10.6771
11.0873    10.6436    10.502
10.9956    10.5952    10.3513
10.9304    10.5641    10.2206
10.8442    10.4933    10.0573
10.7867    10.4129    9.9048
10.7642    10.3219    9.7792
10.6968    10.2662    9.6485
10.5933    10.244     9.4925
10.5571    10.1486    9.3747
10.4789    10.0778    9.2406
10.3977    9.9868     9.1188
10.3186    9.9228     8.9709










































































































































































10.3106    9.9332     8.9687     NOSE
10.1739    10.0507    8.9467
10.0213    10.1117    8.9005
9.8433     10.1752    8.8096
9.662      10.2544    8.6814
9.5828     10.2185    8.5148
9.4955     10.1699    8.3437
9.375      10.1665    8.1936
9.2479     10.1942    8.0062
9.0774     10.2087    7.8054
8.9319     10.1408    7.5508
8.7903     10.0257    7.348
8.7279     9.8811     7.0701
8.6876     9.7328     6.8411
8.6854     9.6151     6.675
8.6647     9.4876     6.551
8.6546     9.3668     6.4406
8.77       9.1653     6.1872
8.8247     8.9892     6.0445
8.9468     8.8978     5.9813
9.153      8.8726     5.992
9.2373     8.6734     5.9408
9.3835     8.4905     6.0138
9.5056     8.4123     6.1246
9.6342     8.3053     6.2283
9.7881     8.277      6.3628
9.884      8.3009     6.4412
9.9936     8.2577     6.5689
10.0802    8.2579     6.6981
10.2285    8.2905     6.8943
10.3691    8.342      7.0699
10.4157    8.4113     7.2627
10.4504    8.5379     7.4335
10.5197    8.6075     7.6091
10.5435    8.6769     7.7403
10.5552    8.7848     7.8987
10.566     8.9048     8.0361
10.5915    8.9985     8.1944
10.6168    9.1495     8.3512
10.6331    9.2226     8.5104
10.7249    9.3115     8.7581
10.6045    9.4968     8.8484
10.5107    9.6428     8.8981
10.5013    9.7505     8.9552
10.3318    9.9179     8.999



























































































































































9.0645     8.7272     5.818      NASP-PR
8.9658     8.635      5.6402
8.9055     8.5767     5.4748
8.8899     8.4898     5.2984
8.8851     8.4701     5.1314
8.8749     8.4544     4.8837
8.8936     8.4782     4.7546
8.9569     8.539      4.5378
































































































































































































10.4821    10.8146    9.8395     R-PM/MAX
10.3701    10.7754    9.6699
10.2577    10.6839    9.557
10.167     10.6626    9.4582
10.0371    10.6248    9.327
9.927      10.6192    9.2275
9.8154     10.5266    9.1068
9.6807     10.5146    8.9485
9.5733     10.4896    8.8215
9.4984     10.4732    8.668
9.3791     10.4359    8.5245
9.2844     10.3958    8.3776
9.151      10.413     8.1957
9.0558     10.3799    7.9957
8.928      10.3381    7.7162
8.8722     10.302     7.5263
8.8376     10.3024    7.3214
8.8113     10.3238    7.1167
8.7383     10.4129    6.9321
8.6695     10.4352    6.7654
8.6345     10.4518    6.5607
8.5624     10.4793    6.3621
8.5621     10.4676    6.0873
8.5641     10.4996    5.937
8.5413     10.5336    5.77
8.5916     10.5568    5.5316
8.7005     10.6443    5.3959













































































































































































11.3204    10.0001    9.8082     L-PM/MAX
11.2632    9.9293     9.6898
11.2264    9.8187     9.5862
11.1784    9.7066     9.4576
11.1352    9.61       9.329
11.1437    9.5453     9.2626
11.0905    9.4304     9.141
11.0305    9.327      8.9744
10.9944    9.196      8.8151
10.9645    9.0849     8.6993
10.8962    9.0591     8.5541
10.8974    8.924      8.448
10.8958    8.7876     8.2555
10.8234    8.7109     8.0845
10.7955    8.6194     7.8992
10.7414    8.5305     7.6891
10.7624    8.4888     7.5659
10.7668    8.4966     7.4552
10.7482    8.446      7.2505
10.7779    8.4157     7.0694
10.8256    8.3907     6.9785
10.8153    8.3812     6.8088
10.85      8.3585     6.7093
10.8546    8.3195     6.54
10.8671    8.2921     6.3672
10.8574    8.2472     6.1685
10.8321    8.2359     6.0452
10.8551    8.2228     5.9432
10.8688    8.1746     5.7163
10.9187    8.1784     5.5682
10.9778    8.1895     5.4081
10.9188    8.2906     5.2364








































































































































































10.17      13.2406    6.6857     ROSTRUM
10.1216    13.1016    6.8843
10.1118    13.0446    7.0876
10.1681    12.9922    7.236
10.2564    12.8738    7.4269
10.3515    12.7435    7.5816
10.3979    12.5863    7.7263
10.4357    12.5149    7.9418
10.4079    12.4292    8.1894
10.355     12.3748    8.3985
10.2557    12.2725    8.7011
10.169     12.2248    8.8499
10.0968    12.1937    8.9941
9.9781     11.9968    9.3372
10.0287    11.8456    9.4862
10.153     11.5911    9.6726
10.2707    11.6092    9.8173
10.4237    11.4405    9.8959
10.501     11.3313    9.9778
10.5962    11.1634    10.0538
10.6595    11.0246    10.161
10.7598    10.8513    10.2097
10.8771    10.7009    10.2751
10.9918    10.5453    10.2833
11.0784    10.4422    10.2365
11.2033    10.3549    10.2114
11.3735    10.2592    10.1536
11.4376    10.1698    10.039
11.5227    10.0881    9.9716
11.6943    10.0367    9.8744
11.8276    9.9167     9.7655
11.9722    9.7921     9.7116
12.1287    9.7059     9.6227
12.2419    9.6156     9.5561
12.4431    9.5818     9.4056
12.6479    9.6514     9.1386
12.6808    9.7696     8.906
12.7409    9.8687     8.7305
12.8014    9.943      8.4871
12.8362    10.0133    8.3148
12.8718    10.0839    8.1395
12.9145    10.1578    7.8953
13.0245    10.1694    7.6466
13.1236    10.0863    7.435
13.2457    9.9133     7.2776
13.4151    9.772      7.168
13.556     9.7442     6.9586
13.6199    9.7949     6.6394
























































































































































10.5299    15.232     13.8607    SUPORB
10.5248    15.1236    14.1057
10.5667    14.9833    14.441
10.6144    14.7666    14.7369
10.6578    14.5735    14.8951
10.6912    14.3895    15.018
10.7243    14.1783    15.1125
10.792     13.8407    15.2248
10.8674    13.5591    15.283
11.0499    13.2974    15.432
11.2487    13.2416    15.5563
11.5009    13.0881    15.7237
11.7331    13.0032    15.8869
11.9384    12.8709    15.9818
12.0575    12.5823    15.9746
12.0782    12.2316    15.8309
12.0668    12.0715    15.7563
12.0514    11.9165    15.666
12.0079    11.7878    15.5837
12.005     11.6557    15.512
12.0522    11.5315    15.4479
12.0953    11.3389    15.3533
12.2603    11.1803    15.3685
12.4893    11.1911    15.4994
12.699     11.1895    15.6059
12.9298    11.2078    15.7042
13.1311    11.2126    15.7792
13.4187    11.2286    15.8621
13.6914    11.1151    15.8503
13.8496    10.9095    15.7415
13.9417    10.7595    15.6148
13.9703    10.6203    15.504
14.0239    10.4815    15.4026
14.1911    10.2504    15.2202
14.3115    10.1322    15.1245
14.5288    10.0672    15.0489
14.7555    9.9838     14.9313
14.9931    9.9189     14.8167
15.1507    9.8635     14.708
15.2957    9.8686     14.5745
15.4537    9.8446     14.4456
15.5988    9.8508     14.2707
15.7415    9.8765     14.0941
15.9207    9.9051     13.8034
16.0373    9.9957     13.544



























































































































































11.0725    13.2929    12.0361    RORBIT
10.9315    13.4836    12.1014
10.8201    13.6663    12.2228
10.6443    13.8841    12.3998
10.581     14.0513    12.5774
10.5179    14.1531    12.718
10.4772    14.3046    12.9289
10.4592    14.372     13.1006
10.4365    14.4463    13.2207
10.4223    14.4801    13.4329
10.4524    14.5126    13.7296
10.4632    14.4717    13.9338
10.4687    14.3427    14.1213
10.4809    14.1683    14.3065
10.5022    13.9877    14.4392
10.522     13.761     14.5281
10.5867    13.4214    14.6164
10.6831    13.3103    14.6341
10.7436    13.1288    14.629
10.788     12.8732    14.6563
10.8693    12.737     14.6671
10.963     12.6028    14.6359
11.0931    12.5418    14.5342
11.1798    12.3681    14.5446
11.3652    12.1639    14.449
11.4703    12.0331    14.448
11.6047    11.9006    14.4499
11.71      11.8466    14.3308
11.7837    11.82      14.1244
11.8452    11.7637    13.9319
11.928     11.7363    13.6766
11.9956    11.8173    13.459
11.9706    11.9148    13.1995






















































