UWMA       ZA 179     Phu73stv
19.0521    19.7745    10.625     IN
16.1511    16.8187    14.7668    BR
11.5232    12.174     14.2694    GL
11.4742    12.1018    13.7402    NA
9.1804     9.8317     9.1722     RH
7.6697     8.12       6.4943     NS
7.4517     7.8268     5.5963     PR
6.9284     8.7288     5.6669     R_PR2
9.6891     10.9233    9.7618     R_PMS
9.2475     14.7873    8.521      R_ZMI
10.5152    13.4214    11.2185    R_ZMU
11.3577    12.555     12.3135    R_DA
10.4116    13.5811    13.7236    R_MTI
11.4542    13.9881    14.8207    R_MTS
9.8915     15.2012    12.2769    R_FMO
10.1381    16.1034    12.1943    R_FMT
12.9641    19.5331    9.6209     R_PO
9.5182     16.2854    9.2978     R_ZTS
8.3509     7.3474     5.7982     L_PR2
10.4781    10.4259    9.8806     L_PMS
14.3073    9.96       8.6064     L_ZMI
13.0042    11.2195    11.1842    L_ZMU
12.0318    12.1502    12.4814    L_DA
13.1511    11.0683    13.6564    L_MTI
13.3411    12.0245    14.8212    L_MTS
14.8036    10.6776    12.254     L_FMO
15.6939    11.1695    12.2478    L_FMT
18.9368    14.0625    9.5217     L_PO
15.8797    10.4327    9.3153     L_ZTS
8.5725     7.5011     6.5008     O1
10.9059    15.7669    13.657     O2
17.0907    11.0508    9.4396     O3
19.9343    16.6609    9.7921     O4







































































































































































11.4879    12.1241    14.1234    GLRH
11.4807    12.0861    13.917
11.4491    12.1077    13.7224
11.4551    12.0996    13.555
11.4794    12.123     13.2214
11.4854    12.1609    13.0457
11.4861    12.1679    12.7041
11.4466    12.1402    12.4766
11.3959    12.0837    12.2726
11.3436    12.0035    12.0401
11.267     11.902     11.8603
11.225     11.8522    11.7302
11.1269    11.7567    11.5183
11.0841    11.6591    11.3764
11.0071    11.5819    11.2302
10.9272    11.4522    11.0677
10.8299    11.3619    10.9224
10.7038    11.2909    10.7702
10.6253    11.1634    10.6726
10.5472    11.0269    10.5116
10.4017    10.9355    10.362
10.3056    10.7982    10.2411
10.1649    10.6806    10.1052
9.9887     10.524     9.9665
9.7822     10.3604    9.802
9.6068     10.2095    9.6054
9.5545     10.1187    9.5298
9.4223     10.0015    9.3943
9.3651     9.9099     9.3267
9.313      9.8405     9.2794
9.2687     9.798      9.2224





























































