UWMA       ZA 831     Phu97stv
18.248     19.7814    10.9435    IN
15.4041    17.0132    14.8779    BR
11.1788    12.575     13.5236    GL
11.2387    12.5443    13.1182    NA
9.0269     9.9624     8.9814     RH
7.7001     8.5671     6.4835     NS
7.4906     8.2666     5.3922     PR
6.9422     9.1891     5.4222     R_PR2
8.9468     10.8755    9.2274     R_PMS
8.9945     15.08      8.5311     R_ZMI
10.1538    13.692     10.9169    R_ZMU
11.2302    12.9495    12.1467    R_DA
10.2028    13.8664    13.2408    R_MTI
10.9254    13.984     14.19      R_MTS
9.6362     15.4065    11.8862    R_FMO
9.8117     16.2622    11.7694    R_FMT
12.4625    19.5944    9.6758     R_PO
9.3703     16.6009    9.3412     R_ZTS
8.3773     7.8712     5.5194     L_PR2
10.0792    10.1224    9.4354     L_PMS
13.9832    10.2706    8.7684     L_ZMI
12.5789    11.518     11.0572    L_ZMU
11.6994    12.4424    12.2402    L_DA
12.7513    11.572     13.4214    L_MTI
12.8878    12.3539    14.29      L_MTS
14.3188    11.0797    12.1631    L_FMO
15.1153    11.3303    11.9359    L_FMT
18.4178    14.2478    10.1787    L_PO
15.6183    10.741     9.7075     L_ZTS
7.8035     7.6118     5.351      O1
10.2044    15.9881    13.3395    O2
17.0909    11.6534    9.5399     O3
19.1096    18.2934    10.9839    O4







































































































































































11.1996    12.5424    13.5429    GLRH
11.1892    12.558     13.3419
11.2142    12.5697    13.1249
11.2426    12.5548    12.8349
11.2364    12.5446    12.5452
11.2195    12.4739    12.3371
11.1918    12.4221    12.1389
11.1433    12.3383    11.9259
11.0777    12.2508    11.7227
10.9949    12.1695    11.5372
10.9066    12.0389    11.3276
10.8079    11.9225    11.1254
10.6941    11.8384    10.9506
10.5529    11.6717    10.7622
10.4593    11.5265    10.6194
10.3118    11.4303    10.4714
10.1973    11.3097    10.3497
10.1034    11.2217    10.2385
9.989      11.0851    10.1365
9.8664     10.9438    9.9901
9.7127     10.8215    9.8396
9.6176     10.717     9.7096
9.5293     10.5918    9.5875
9.4145     10.4583    9.4378
9.3339     10.2874    9.3259
9.2223     10.1459    9.2221
9.0807     10.0454    9.0992
9.0285     9.9772     9.0091












































































































































































9.0438     9.9943     9.0002     NOSE
8.901      10.1162    8.9628
8.7976     10.2408    8.9514
8.701      10.3812    8.9086
8.6199     10.4659    8.8563
8.4247     10.4554    8.7337
8.3197     10.434     8.6095
8.1916     10.391     8.4817
8.0504     10.3714    8.3204
7.9412     10.3452    8.1616
7.8516     10.2946    8.0239
7.785      10.2003    7.8641
7.7667     10.074     7.7552
7.6364     9.9137     7.5408
7.5189     9.7503     7.3746
7.4668     9.566      7.1803
7.3694     9.3525     7.0467
7.3746     9.17       6.9958
7.3212     8.9956     6.9098
7.3886     8.8791     6.8063
7.4724     8.7633     6.6607
7.5194     8.6264     6.5223
7.5752     8.5144     6.4483
7.6768     8.4778     6.4411
7.8369     8.3685     6.5358
7.9178     8.2458     6.6935
8.0078     8.201      6.8465
