TMP        AZ 1127    Phu118sf
16.7202    17.631     10.529     IN
16.2671    13.96      14.7961    BR
16.266     7.9181     14.2917    GL
16.2873    7.7978     13.8437    NA
16.4594    4.081      10.0944    RH
16.5       1.7435     8.0942     NS
16.4983    1.0479     7.075      PR
15.6178    1.3287     6.9715     R_PR2
16.0051    5.0918     10.6168    R_PMS
13.3124    7.5951     8.6864     R_ZMI
14.7682    7.7912     11.6117    R_ZMU
16.0413    7.766      12.9049    R_DA
14.8338    8.2968     14.0964    R_MTI
14.8504    8.9357     14.8526    R_MTS
13.1644    8.85       12.7024    R_FMO
12.7914    9.4528     12.4849    R_FMT
12.7439    13.7204    9.5695     R_PO
12.2745    9.3426     9.5715     R_ZTS
17.4331    1.2355     7.2061     L_PR2
16.9256    5.4305     10.8419    L_PMS
19.9338    7.1624     9.3321     L_ZMI
18.0035    7.7058     11.7826    L_ZMU
16.7309    7.7747     12.8922    L_DA
18.1095    8.1964     14.2746    L_MTI
18.0631    8.9725     14.8709    L_MTS
19.6768    8.7061     13.0638    L_FMO
20.0565    9.2793     12.7638    L_FMT
20.6       13.6574    10.2431    L_PO
20.8505    9.0605     10.057     L_ZTS
16.0407    0.8272     6.9899     O1
18.9964    10.1452    14.2912    O2
12.0262    11.8483    9.2697     O3
17.179     17.4256    10.7148    O4







































































































































































16.2891    7.8977     14.2558    GLRH
16.2997    7.8471     14.0538
16.3218    7.8012     13.8816
16.336     7.7757     13.7804
16.3376    7.7616     13.6365
16.3616    7.7312     13.4596
16.3553    7.6635     13.2798
16.3446    7.6038     13.1187
16.3624    7.5064     12.946
16.3739    7.4034     12.7856
16.3786    7.2848     12.6114
16.3801    7.1585     12.4549
16.3817    6.9801     12.2702
16.3735    6.8065     12.0498
16.3865    6.6981     11.9437
16.3974    6.5855     11.8485
16.4205    6.4927     11.7505
16.4367    6.3423     11.6258
16.428     6.2253     11.5278
16.418     6.0725     11.4385
16.4367    5.8762     11.3026
16.4462    5.719      11.187
16.4446    5.5835     11.0952
16.4626    5.4167     11.0195
16.4515    5.2495     10.9178
16.4442    5.0629     10.7798
16.4332    4.9237     10.6919
16.4417    4.7625     10.5868
16.463     4.5625     10.4629
16.4552    4.418      10.3462
16.4561    4.3057     10.2904
16.4547    4.1956     10.2243
16.4522    4.0487     10.1183







































































































































































16.4467    4.0513     10.1365    NOSE
16.2835    4.0278     10.0954
16.1224    3.9837     9.9994
15.9548    3.966      9.8969
15.8509    3.8538     9.8239
15.7572    3.6895     9.6622
15.6769    3.5375     9.5123
15.5713    3.4065     9.314
15.5498    3.1001     9.1638
15.5551    2.9125     8.9883
15.5732    2.7678     8.8656
15.6587    2.6433     8.7285
15.7419    2.4745     8.6299
15.7969    2.2967     8.5461
15.8392    2.0703     8.477
15.9631    1.8829     8.4004
16.0148    1.7075     8.2983
16.1379    1.6167     8.1925
16.3287    1.6114     8.0679
16.4235    1.6282     8.0432
16.4962    1.6497     8.0424
16.6453    1.7148     8.0893
16.8279    1.6731     8.1838
16.9423    1.6958     8.3179
17.0916    1.785      8.4072
17.2019    1.9931     8.5
17.323     2.1965     8.5627
17.321     2.4011     8.6443
17.4282    2.6148     8.8048
17.4725    2.7922     8.9351
17.4724    2.9657     9.0597
17.4721    3.1444     9.2449
17.4261    3.2445     9.3624
17.3497    3.4638     9.5748
17.316     3.5499     9.6924
17.2233    3.7291     9.8198
17.1574    3.8545     9.9354
17.0891    3.94       9.9885
16.9435    3.9573     10.0579
16.8437    4.0037     10.0703
16.7368    4.0607     10.1106
16.5137    4.0612     10.0784






























































































































































16.5287    1.67       8.0666     NASP-PR
16.5208    1.5146     7.9579
16.4897    1.359      7.8289
16.4625    1.2041     7.637
16.4717    1.1245     7.4733
16.4635    1.0767     7.3348
16.4969    1.0508     7.2344
16.5129    1.0252     7.0968













































































































































































