TMP        AZ 1105    Phu139sf
21.156     4.1782     11.9962    IN
24.764     4.2975     15.7447    BR
31.4822    4.6239     16.309     GL
31.6837    4.6176     15.9012    NA
37.5243    4.7164     11.1641    RH
40.6931    4.9818     7.968      NS
41.0358    5.05       6.7136     PR
40.8029    4.0574     6.7991     R_PR2
35.4673    4.1323     12.0767    R_PMS
33.0173    0.8968     9.5211     R_ZMI
32.2087    2.55       13.4449    R_ZMU
31.8395    4.251      14.8981    R_DA
31.306     2.7481     16.1917    R_MTI
30.1248    2.9977     17.0052    R_MTS
30.8456    0.913      14.4691    R_FMO
30.2768    0.3896     14.0574    R_FMT
25.5119    0.1869     10.832     R_PO
30.7797    -0.3174    10.8089    R_ZTS
40.7       6.0722     6.9099     L_PR2
35.4779    5.1702     12.0788    L_PMS
32.8291    8.3137     9.4777     L_ZMI
32.1249    6.9514     13.4718    L_ZMU
31.7045    5.0223     14.9089    L_DA
31.0465    6.6459     16.193     L_MTI
30.1799    6.4202     16.9462    L_MTS
30.6575    8.1282     14.3247    L_FMO
29.7411    8.6047     14.2782    L_FMT
25.303     8.5783     10.74      L_PO
30.4044    9.5384     10.9487    L_ZTS
40.846     3.7248     6.3215     O1
29.1878    7.6398     15.7521    O2
29.1604    -0.8606    10.7145    O3
21.4116    4.8775     12.1517    O4







































































































































































31.4926    4.6358     16.3034    GLRH
31.5738    4.6255     16.1252
31.6468    4.6007     15.9843
31.6843    4.6055     15.8656
31.7502    4.6224     15.682
31.8362    4.6282     15.5012
31.9653    4.6331     15.2852
32.1187    4.6228     15.113
32.3183    4.6266     14.9045
32.5413    4.6625     14.71
32.7117    4.6623     14.563
32.8568    4.6831     14.4532
33.0468    4.6379     14.3128
33.1938    4.6143     14.1757
33.3894    4.6244     14.0397
33.5629    4.6309     13.9131
33.7823    4.6443     13.7743
34.0689    4.6414     13.5726
34.2969    4.6372     13.4193
34.4679    4.6246     13.3143
34.7243    4.602      13.1302
34.9505    4.5911     12.9779
35.1406    4.5817     12.8192
35.3802    4.6146     12.676
35.6259    4.6365     12.5108
35.8373    4.6495     12.3357
35.9963    4.665      12.2067
36.1839    4.6639     12.0655
36.4276    4.6546     11.9129
36.6421    4.6473     11.7502
36.8261    4.6458     11.6257
36.9341    4.6485     11.5668
37.1668    4.661      11.43
37.2824    4.6931     11.3705
37.4107    4.721      11.2866
37.4701    4.7337     11.2464
37.5519    4.738      11.1286



































































































































































37.545     4.7531     11.1573    NOSE
37.547     4.5278     11.1023
37.406     4.2841     11.0453
37.406     4.0297     10.7476
37.6775    3.9445     10.5
37.7945    3.87       10.3747
37.9803    3.7438     10.2337
38.1479    3.6868     10.0414
38.3386    3.6687     9.9007
38.5354    3.6674     9.7148
38.8212    3.6935     9.461
38.9708    3.6487     9.3728
39.2031    3.7111     9.1351
39.5037    3.7761     8.911
39.8539    3.8586     8.6852
40.1733    4.0609     8.5388
40.4884    4.2672     8.4178
40.6156    4.4025     8.3149
40.6877    4.5495     8.2142
40.6889    4.6637     8.1807
40.7535    4.7689     8.1449
40.6895    4.9142     7.9807
40.7153    5.0131     7.9522
40.7466    5.0928     7.9705
40.8264    5.1877     8.1117
40.7525    5.3435     8.235
40.5216    5.5603     8.4528
40.2833    5.7302     8.5786
39.9086    5.9498     8.7448
39.6765    6.0502     8.8721
39.2451    6.1199     9.1668
38.9441    6.1334     9.3919
38.8231    6.0551     9.5308
38.5725    6.0502     9.6921
38.2199    6.0381     9.9989
37.9946    5.9832     10.1896
37.8208    5.7728     10.2901
37.6202    5.5978     10.5137
37.4366    5.5207     10.6804
37.279     5.4813     10.8129
37.3739    5.2362     11.0861
37.4744    4.8708     11.1154
37.4841    4.7034     11.2227





























































































































































40.82      5.0101     7.8304     NASP-PR
40.9088    4.9892     7.7142
41.0037    5.0085     7.4982
41.0495    5.0545     7.2799
41.0622    5.085      7.1565
41.0684    5.054      7.048
41.0745    5.0679     6.9504
41.0712    5.0362     6.8631
41.0278    5.0494     6.6851































































































































































































35.7778    4.0791     11.8678    R-PM/MAX
35.9764    4.0196     11.7101
36.121     3.9662     11.5856
36.2492    3.9368     11.4855
36.4518    3.8744     11.3469
36.6341    3.8116     11.1955
36.7512    3.7761     11.0936
36.8848    3.6876     10.9521
37.1031    3.6117     10.7942
37.2853    3.5593     10.6459
37.4721    3.4636     10.4962
37.6567    3.4004     10.3268
37.8351    3.3506     10.1768
38.0028    3.3751     9.9684
38.1264    3.3165     9.7798
38.2866    3.3029     9.5134
38.4354    3.2137     9.2745
38.5395    3.1517     9.1178
38.6163    3.0975     8.9172
38.8167    3.0505     8.663
38.9343    3.0268     8.4248
39.0598    2.9223     8.1373
39.1949    2.9223     7.9475
39.4403    2.8851     7.6055
39.5196    2.8415     7.3155
39.5494    2.8298     7.1775
39.5563    3.0168     6.9431
39.639     3.2072     6.8258












































































































































































35.3975    5.1603     12.1038    L-PM/MAX
35.5664    5.1854     11.9691
35.6862    5.2132     11.8688
35.8423    5.3113     11.7403
36.1146    5.4189     11.5279
36.2737    5.5056     11.3843
36.5741    5.6448     11.159
36.8169    5.7688     10.9455
37.0242    5.8361     10.7988
37.156     5.9699     10.7196
37.3565    6.0343     10.5644
37.5199    6.1487     10.3699
37.8301    6.2399     10.0096
38.0137    6.3132     9.7414
38.1466    6.3388     9.5521
38.323     6.4459     9.3024
38.4708    6.5282     9.0846
38.5552    6.6443     8.8983
38.7023    6.7549     8.6621
38.8129    6.8199     8.4571
38.903     6.8448     8.3196
39.0471    6.9437     8.1064
39.197     7.0131     7.9314
39.2975    7.0872     7.6701
39.2422    7.1506     7.5154
39.2717    6.8777     7.0535














































































































































































35.0377    2.099      7.3932     ROSTRUM
35.0717    2.0737     7.6867
35.0991    2.0663     7.9345
35.1599    2.2526     8.242
35.143     2.4037     8.4793
35.1727    2.5535     8.7267
35.2157    2.661      9.0172
35.2366    2.7261     9.2659
35.3075    2.7273     9.5745
35.3402    2.7258     9.7984
35.349     2.714      10.0143
35.3669    2.6561     10.2799
35.3781    2.5736     10.4872
35.4476    2.5211     10.6878
35.4808    2.4504     10.8743
35.5237    2.4828     11.0941
35.6125    2.7063     11.3721
35.6197    2.8098     11.4887
35.6283    2.9925     11.6113
35.6584    3.2208     11.6414
35.6278    3.4168     11.6421
35.6255    3.6584     11.7225
35.6245    3.7831     11.8227
35.6167    3.9845     11.9388
35.6158    4.1032     11.9832
35.6419    4.1701     12.16
35.6507    4.3094     12.2772
35.6863    4.4526     12.3593
35.6854    4.6178     12.4234
35.6927    4.7258     12.4189
35.6563    4.9075     12.404
35.5426    5.038      12.3704
35.4399    5.1823     12.2005
35.3816    5.1972     12.1569
35.3928    5.3728     12.0439
35.3372    5.5913     11.956
35.2421    5.8338     11.8422
35.2374    6.0417     11.8379
35.231     6.2849     11.8391
35.2409    6.4729     11.7552
35.2201    6.6115     11.6122
35.1907    6.7513     11.5527
35.1571    6.7844     11.5154
35.0823    6.8398     11.3897
35.0163    6.9376     11.2538
34.9577    6.9066     10.976
34.9721    6.8467     10.7019
34.9725    6.7729     10.4685
34.9001    6.7501     10.2904
34.9115    6.7493     10.1194
34.9348    6.7317     9.8128
34.9287    6.7254     9.6458
34.9413    6.7661     9.3879
34.9119    6.8489     9.1409
34.8885    6.9368     8.9705
34.9671    7.0833     8.7386
34.9204    7.2255     8.5229
34.9201    7.402      8.2736
34.8941    7.5281     8.0312
34.8614    7.5333     7.866
34.8728    7.5208     7.6828
34.8746    7.5355     7.5939
34.85      7.4631     7.4036









































































































































30.294     0.381      14.0233    SUPORB
30.1426    0.4242     14.268
30.1075    0.4399     14.5119
30.0286    0.5043     14.7245
29.9963    0.5455     15.0439
29.9371    0.7233     15.399
29.9043    0.9509     15.744
29.9594    1.1946     15.9958
30.0879    1.4108     16.2326
30.1668    1.6994     16.4393
30.3593    2.0049     16.6149
30.2568    2.2686     16.7471
30.1811    2.5783     16.8613
30.125     2.8381     16.9743
30.0269    2.9959     17.0311
29.9729    3.3031     17.1238
29.997     3.5636     17.1892
30.0858    3.771      17.2152
30.3176    4.0203     17.1981
30.5084    4.182      17.1643
30.6937    4.3694     17.1218
30.8765    4.5136     17.0447
30.7372    4.7053     17.0838
30.4445    4.7876     17.1411
30.2042    4.8297     17.1515
30.0817    5.0842     17.2045
30.0187    5.3807     17.2146
30.0985    5.6767     17.1725
30.199     5.9148     17.1039
30.3327    6.1736     17.0209
30.349     6.4271     16.9405
30.2498    6.6662     16.8853
30.1586    6.949      16.7754
29.996     7.2549     16.6024
29.9763    7.4953     16.4857
29.8678    7.6682     16.3332
29.727     7.8308     16.1623
29.6498    8.0384     15.9402
29.5447    8.2386     15.6791
29.5448    8.4143     15.3767
29.4566    8.4287     14.9761
29.6099    8.5458     14.7272
29.654     8.5917     14.4206
29.7506    8.6326     14.2738




























































































































































32.2498    2.6341     13.4323    RORBIT
32.2187    2.2298     13.539
32.0689    1.9487     13.5883
31.8843    1.6461     13.6208
31.7312    1.4264     13.7002
31.5059    1.1749     13.7953
31.2701    1.0585     13.9447
31.0752    0.9956     14.1342
30.9225    0.9279     14.306
30.8005    0.9056     14.5646
30.7871    0.9485     14.855
30.7411    1.0606     15.1029
30.8146    1.1613     15.4069
30.9017    1.3283     15.7499
30.9401    1.5488     15.8827
31.0623    1.8015     16.0578
31.1842    2.2271     16.109
31.2251    2.4546     16.1491
31.2477    2.6869     16.1081
31.2538    2.8306     16.0904
31.2443    3.0388     16.1684
31.2666    3.3958     16.2979
31.2795    3.6895     16.2487
31.2849    3.8302     16.0435
31.442     3.9716     15.8673
31.5389    4.1141     15.5933
31.5654    4.1716     15.3639
31.5903    4.1859     15.1955
31.6364    4.1732     15.0338
31.7491    4.1753     14.936
31.7964    4.2101     14.8885









































































































































































32.0569    6.8014     13.4807    LORBIT
31.9978    6.9905     13.522
31.8941    7.1237     13.5625
31.8015    7.324      13.6238
31.6989    7.5038     13.6485
31.5596    7.6431     13.7216
31.3379    7.8261     13.8223
31.1049    8.0014     13.9645
30.9141    8.2093     14.155
30.7299    8.2313     14.3304
30.5733    8.2301     14.5505
30.4251    8.1629     14.7803
30.372     8.171      15.0599
30.3495    8.003      15.2965
30.4453    7.98       15.5598
30.5156    7.8173     15.735
30.7608    7.4924     16.2029
30.8471    7.2196     16.1692
30.8868    6.93       16.1893
31.0797    6.6272     16.297
31.1595    6.3418     16.2231
31.1351    6.0281     16.2824
31.1457    5.6444     16.201
31.4309    5.2159     15.7638
31.5411    5.0922     15.4664
31.6088    5.0367     15.2029
31.6889    5.0154     15.0322
31.7449    5.0008     14.9088












































































































































































30.2266    0.3729     14.0278    RTEMFOS
30.3431    0.3594     13.8522
30.4609    0.3248     13.6506
30.5762    0.3091     13.4875
30.6998    0.3043     13.3095
30.8512    0.2924     13.0584
31.0642    0.2616     12.8276
31.2068    0.2657     12.5936
31.4163    0.2992     12.3247
31.5848    0.2642     12.1933
31.7827    0.2194     11.9982
31.9072    0.1931     11.8412
32.0815    0.1216     11.5618
32.1186    0.0644     11.3406
32.0603    -0.0021    11.1345
31.7721    -0.0696    10.894
31.5304    -0.2356    10.8109
31.2995    -0.3018    10.7771
31.0904    -0.308     10.769
30.9052    -0.3506    10.7715
30.7401    -0.3535    10.8074
30.6391    -0.3273    10.8432


















































































































































































29.8567    8.6673     14.1097    LTEMFOS
30.0022    8.73       13.8827
30.2564    8.7894     13.6867
30.3908    8.8353     13.3991
30.5321    8.8529     13.1551
30.7379    8.8819     12.967
30.8679    8.8531     12.7296
30.9904    8.8776     12.5966
31.2583    8.9044     12.2404
31.438     8.9177     11.9951
31.6314    8.995      11.8003
31.7887    9.1299     11.6669
31.8503    9.1991     11.4501
31.595     9.3686     11.1837
31.4122    9.4165     11.1031
31.095     9.4628     11.0263
30.8503    9.5125     10.9785
30.6791    9.4559     10.9531
30.4835    9.5128     10.9487





















































































































































































35.5263    4.8529     15.1734    OP
