UCMVZ      117250     Phu49stv





































































11.4078    14.7631    15.8757    SUPORB
11.4945    14.6472    16.2419
11.6047    14.5382    16.48
11.756     14.4338    16.8153
11.7744    14.2162    17.0579
11.8486    14.0509    17.2507
11.8893    13.8911    17.3739
11.9248    13.7456    17.4814
11.9789    13.6171    17.5661
12.0412    13.534     17.6322
12.1358    13.3812    17.76
12.2377    13.2673    17.8439
12.3377    13.1192    17.9206
12.4106    12.8969    17.9954
12.5137    12.6621    18.0696
12.5627    12.4414    18.1232
12.6649    12.2741    18.1423
12.7402    12.1566    18.1586
12.8046    12.0239    18.1612
12.8469    11.8588    18.1465
12.8406    11.6465    18.1277
12.8762    11.5249    18.1139
12.8692    11.3274    18.0874
12.8977    11.111     18.0333
12.8963    10.9189    17.9903
12.8816    10.7742    17.9161
12.879     10.6141    17.8718
12.8952    10.4345    17.8174
12.9192    10.2865    17.7938
13.0624    10.1906    17.8204
13.2365    10.1335    17.8829
13.4602    10.1376    17.9209
13.5917    10.0991    17.9762
13.7765    10.083     18.021
13.98      10.0993    18.0321
14.1103    10.0554    18.0606
14.3586    9.958      18.0802
14.5172    9.8624     18.1049
14.6558    9.6552     18.1117
14.8296    9.4816     18.0372
14.8539    9.2458     17.9845
14.8853    9.0447     17.9123
14.9371    8.9047     17.8452
15.0487    8.7376     17.738
15.2094    8.5945     17.6404
15.4171    8.5614     17.5758
15.6272    8.5135     17.4701
15.7355    8.4468     17.4001
15.8552    8.3701     17.3222
16.2508    8.2966     17.0073
16.3474    8.1009     16.7898
16.4777    8.0057     16.5832
16.5809    7.9203     16.3303
16.7215    7.8569     16.065
16.7818    7.808      15.9257
16.8071    7.7403     15.7458
















































































































































11.3899    11.9199    14.5215    RORBIT
11.2926    12.0767    14.5699
11.2337    12.1938    14.613
11.1789    12.4364    14.6865
11.1361    12.6037    14.7653
11.1036    12.8068    14.8618
11.1034    12.8848    14.9064
11.1059    13.0741    15.0144
11.1457    13.2201    15.1188
11.1528    13.3638    15.2464
11.1758    13.4648    15.3418
11.1968    13.5022    15.4451
11.2155    13.5836    15.6099
11.1906    13.6516    15.8536
11.1946    13.6391    15.9699
11.1868    13.5946    16.146
11.2004    13.4821    16.2837
11.2009    13.3915    16.4031
11.1896    13.214     16.5404
11.209     13.0079    16.6906
11.2537    12.7625    16.807
11.3171    12.6145    16.816
11.3996    12.3578    16.8337
11.4693    12.229     16.839
11.5304    12.0833    16.8311
11.6068    11.9821    16.816
11.681     11.8441    16.8036
11.8263    11.5704    16.9216
11.8934    11.462     16.982
12.0431    11.1352    16.9954
12.1423    11.0133    16.9293
12.2335    10.8602    16.732
12.1629    10.6246    16.572
12.23      10.6751    16.3087
12.2587    10.5417    16.129
12.2919    10.5333    15.9937
12.2891    10.4746    15.8278
12.2916    10.4689    15.7562
12.2776    10.5105    15.5954

































































































































































13.9886    8.5468     14.2845    LORBIT
14.1554    8.2422     14.4015
14.3023    8.1659     14.453
14.4486    8.0877     14.5154
14.6098    8.0221     14.6102
14.7458    7.9554     14.6784
14.8841    7.8959     14.7674
15.0174    7.9015     14.8382
15.1162    7.8217     14.9585
15.2423    7.8163     15.0734
15.3055    7.825      15.1352
15.3704    7.8185     15.2159
15.474     7.8171     15.4033
15.5108    7.8547     15.6128
15.5378    7.856      15.7337
15.5303    7.8436     15.8542
15.5125    7.8417     15.9831
15.3567    7.8381     16.1481
15.2594    7.9074     16.2897
15.1341    7.9245     16.4244
15.0475    7.983      16.4862
14.9329    7.9686     16.5858
14.8078    8.0677     16.62
14.6737    8.1044     16.7076
14.5453    8.1322     16.7616
14.394     8.2191     16.8017
14.2633    8.293      16.8184
14.1272    8.425      16.7979
14.0229    8.5632     16.7492
13.9589    8.7028     16.6953
13.8445    8.7676     16.7302
13.667     8.8761     16.8553
13.5731    9.0758     16.8466
13.4049    9.2431     16.8558
13.2553    9.4132     16.7679
13.179     9.5019     16.6988
13.1232    9.591      16.5215
13.0615    9.5896     16.3735
12.9988    9.631      16.2148
12.9583    9.6908     15.9858
12.9456    9.7305     15.8288
12.9207    9.7325     15.7151
12.828     9.6955     15.5131





























































































































































11.4094    14.7358    15.8693    RTEMFOS
11.3259    14.7652    15.6942
11.2299    14.7784    15.5047
11.1799    14.7719    15.4028
11.1156    14.7594    15.2621
11.0545    14.7576    15.1493
10.9854    14.7076    15.0455
10.9336    14.6925    14.805
10.8705    14.6226    14.6204
10.7744    14.5819    14.5223
10.7358    14.5324    14.3756
10.6774    14.4927    14.2033
10.5741    14.455     14.0415
10.5411    14.4119    13.8401
10.4573    14.361     13.7019
10.4085    14.2895    13.5121
10.3471    14.2442    13.3164
10.2959    14.2165    13.2102
10.2333    14.1787    13.0825
10.2651    14.1464    12.9093
10.2088    14.1836    12.719
10.1552    14.2813    12.5632
10.1297    14.4048    12.3981
10.1907    14.5212    12.3145
10.3265    14.666     12.2689
10.4073    14.8106    12.2606
10.5218    15.0177    12.2419
10.6705    15.2597    12.2224
10.7763    15.3908    12.2291
10.8904    15.4949    12.2367
11.0675    15.6349    12.2386









































































































































































16.8343    7.7139     15.748     LTEMFOS
16.8926    7.6406     15.5754
16.868     7.5629     15.3803
16.8055    7.485      15.1408
16.7033    7.404      14.941
16.6366    7.363      14.7713
16.5445    7.2932     14.5389
16.4953    7.2472     14.4457
16.4227    7.1954     14.2625
16.2991    7.1412     14.1763
16.2323    7.099      14.0346
16.1742    7.049      13.886
16.087     7.0015     13.757
16.016     6.9509     13.6315
15.9552    6.9204     13.4562
15.8938    6.8717     13.3312
15.8357    6.8304     13.1413
15.8118    6.7924     12.99
15.8486    6.7334     12.8024
15.9197    6.6761     12.6021
16.0139    6.6192     12.4439
16.0835    6.5875     12.4007
16.2186    6.5408     12.2572
16.3079    6.5338     12.2255
16.6678    6.633      12.2099
16.8248    6.6801     12.2214
16.9791    6.7499     12.2384
17.1243    6.8031     12.2409
17.2463    6.876      12.2281
17.389     6.9792     12.2501










































































































































































6.6391     6.0985     15.7463    OP
8.384      7.3472     15.411     BA
13.0137    10.5954    13.3287    ST
18.5245    14.4752    12.5574    IV
6.0023     10.7716    14.264     R_PG
6.8114     13.0104    12.986     R_ZTI
12.846     13.5197    14.1689    R_M3D
15.0281    15.3491    13.5574    R_M12
17.1952    16.6374    13.1932    R_MP3
18.8411    16.8193    12.6888    R_PMI
11.1939    3.8703     14.9695    L_PG
13.3384    3.8225     13.8225    L_ZTI
15.708     9.8706     14.5717    L_M3D
17.9039    11.1697    13.9349    L_M12
9999       9999       9999       L_MP3
20.9814    13.8806    13.3227    L_PMI
22.124     15.3603    13.0574    O1
11.0058    5.5282     7.3724     O2
6.6227     13.18      12.1146    O3
4.3043     3.3783     13.9993    O4




















































































































































































11.2346    13.5184    11.4021    RZYGINF
10.9653    13.5509    11.3233
10.7634    13.6251    11.2535
10.493     13.6724    11.3015
10.2616    13.6537    11.3342
10.1041    13.6421    11.3714
9.9014     13.7438    11.4161
9.7088     13.7893    11.5052
9.4996     13.7913    11.6219
9.2996     13.7818    11.7314
9.1901     13.7438    11.8158
9.0627     13.7274    11.9157
8.9045     13.6952    11.9975
8.7778     13.6606    12.0762
8.6782     13.6112    12.1664
8.5065     13.5347    12.2739
8.3336     13.4492    12.3656
8.2186     13.3691    12.4627
8.0669     13.3217    12.5121
7.9465     13.3295    12.5648
7.7914     13.3366    12.6273
7.6151     13.3607    12.6954
7.4462     13.3681    12.8078
7.2044     13.3365    12.9054
7.0897     13.277     12.961
6.9589     13.2011    12.942
6.8814     13.1518    12.9429
6.736      13.0676    12.9194












































































































































































15.4453    7.5337     12.0308    LZYGINF
15.4235    7.2384     12.0053
15.4096    7.0784     12.001
15.3617    6.9305     12.0073
15.3668    6.6741     12.0658
15.3104    6.3704     12.2106
15.3371    6.2021     12.377
15.163     5.9611     12.6681
14.9712    5.8433     12.8204
14.8196    5.6873     12.9337
14.6105    5.6129     12.9829
14.4946    5.3974     13.1542
14.3137    5.3299     13.1796
14.2417    5.143      13.3361
14.1717    5.0209     13.449
14.0701    4.8917     13.5244
14.0603    4.7333     13.6729
14.0155    4.5368     13.7767
13.9704    4.4016     13.82
13.8107    4.2216     13.8513
13.6472    4.079      13.8944
13.5362    3.9003     13.8526
13.3447    3.8104     13.8248

















































































































































































12.8519    13.6254    14.1069    R-ALV
13.0136    13.8965    14.0212
13.0914    14.042     13.9487
13.2152    14.1566    13.906
13.3916    14.3271    13.8346
13.5713    14.4007    13.7674
13.7967    14.4655    13.7634
13.9204    14.6078    13.7375
14.0218    14.7105    13.7277
14.2289    14.829     13.6492
14.4401    15.0021    13.6108
14.5877    15.1649    13.5594
14.7622    15.2396    13.441
14.9512    15.2991    13.4912
15.1423    15.4193    13.4599
15.3037    15.5203    13.4384
15.3824    15.568     13.4538
15.483     15.6362    13.4541
15.653     15.7972    13.4197
15.8565    15.8485    13.3045
16.0097    15.9332    13.3243
16.1524    16.0593    13.3166
16.2319    16.1618    13.3176
16.3311    16.217     13.3809
16.4846    16.3357    13.3125
16.6307    16.45      13.2803
16.7659    16.5074    13.2391
16.856     16.5428    13.1976
16.9579    16.5873    13.1811
17.1253    16.6431    13.3082
17.2857    16.7172    13.2042









































































































































































9999       9999       9999       L-ALV
