MNHN       1969.1451  Tg34stv
-0.0401    6.4013     8.6074     R-PM/MAX
-0.0654    6.201      8.4555
-0.146     6.031      8.2554
-0.1912    5.9238     8.1527
-0.2528    5.7235     7.953
-0.256     5.6062     7.8819
-0.2463    5.4622     7.7914
-0.276     5.3005     7.6876
-0.2763    5.1634     7.5576
-0.421     5.1782     7.4575
-0.4915    5.231      7.3602
-0.5665    5.1325     7.1673
-0.6269    5.0442     7.026
-0.6664    4.9187     6.8209
-0.7046    4.7944     6.6312
-0.7427    4.6493     6.4223
-0.736     4.4805     6.1896
-0.6722    4.4439     5.9978
-0.6145    4.4722     5.8851
-0.5629    4.4802     5.8278




















































































































































































1.0975     6.3545     8.4263     L-PM/MAX
1.129      6.1945     8.2959
1.1523     6.1024     8.2124
1.2045     6.0245     8.1175
1.2072     5.9417     8.0172
1.2899     5.7986     7.8999
1.2996     5.6502     7.8126
1.343      5.4271     7.6624
1.3321     5.2647     7.5187
1.3422     5.1609     7.443
1.4556     5.2361     7.4189
1.5163     5.3384     7.3576
1.5803     5.2958     7.2296
1.6181     5.1333     7.0504
1.6765     4.9942     6.7967
1.7393     4.9292     6.6259
1.7963     4.7885     6.4375
1.7706     4.6087     6.2545
1.7632     4.564      6.0521
1.6614     4.5593     5.867
1.5772     4.5955     5.7837



















































































































































































-1.5315    7.0487     6.0479     ROSTRUM
-1.5071    7.0399     6.2914
-1.4545    7.0251     6.5057
-1.3259    7.0099     6.7194
-1.2791    7.0772     6.8218
-1.0528    7.0507     7.058
-0.9601    7.0013     7.2347
-0.8959    7.0567     7.4751
-0.8567    7.0855     7.6654
-0.8284    7.0585     7.8814
-0.8289    7.0771     8.1091
-0.7725    7.0073     8.3246
-0.6643    7.0064     8.4727
-0.5505    6.9755     8.5842
-0.3797    6.9525     8.6833
-0.2417    6.9354     8.7957
-0.1142    6.9606     8.8775
0.0654     6.9719     9.0757
0.2609     7.0009     9.1769
0.4697     7.0071     9.205
0.6633     7.0212     9.1604
0.8471     7.062      9.1167
0.9913     7.0724     8.9951
1.1938     7.2027     8.8846
1.311      7.1711     8.7507
1.4448     7.1667     8.6865
1.5768     7.1877     8.5861
1.7034     7.2176     8.4443
1.8434     7.2186     8.2765
1.8603     7.246      8.1283
1.8527     7.1961     7.8419
1.8853     7.2212     7.6436
1.8904     7.1971     7.5179
1.9593     7.1999     7.3036
2.019      7.1878     7.1582
2.1088     7.2048     7.0047
2.3051     7.2051     6.8306
2.4876     7.2241     6.6171
2.5443     7.1798     6.333
2.5326     7.1927     6.2029
2.5131     7.1916     6.0731
2.5247     7.2146     5.9698






























































































































































-2.4483    9.0681     11.4889    SUPORB
-2.3174    8.9936     11.7018
-2.2359    8.9503     11.8464
-2.1152    8.9032     11.9713
-1.926     8.8356     12.1139
-1.7923    8.7012     12.126
-1.6839    8.5098     12.1327
-1.5361    8.3097     12.1593
-1.3313    8.159      12.165
-1.0946    8.0456     12.1885
-0.9126    7.9925     12.1853
-0.6581    7.9667     12.1728
-0.446     7.9269     12.1479
-0.2866    7.8952     12.1373
-0.0535    7.8718     12.0958
0.1296     7.79       12.0602
0.3056     7.7387     12.0088
0.4248     7.7728     12.0208
0.5156     7.7666     12.0181
0.7294     7.8205     12.0417
0.929      7.8434     12.0658
1.1986     7.8702     12.1012
1.5881     8.0417     12.1762
1.9095     8.1458     12.1931
2.101      8.1884     12.1978
2.2283     8.321      12.1927
2.3613     8.3799     12.1859
2.6019     8.4969     12.148
2.7507     8.71       12.1055
2.9318     8.8112     12.022
3.04       9.0549     11.8952
3.1736     9.1148     11.6818
3.2537     9.1299     11.5472
3.3321     9.1727     11.3782






































































































































































-1.1955    8.0684     9.7904     RORBIT
-1.4209    8.1361     9.8453
-1.6397    8.2248     9.9603
-1.8078    8.3507     10.1347
-1.9157    8.475      10.3263
-2.0258    8.5601     10.5611
-2.0459    8.6293     10.8049
-2.0562    8.6761     11.0646
-1.9711    8.6264     11.3047
-1.8367    8.4212     11.5485
-1.564     8.1971     11.6752
-1.2701    7.9677     11.705
-1.114     7.8791     11.711
-0.9248    7.8699     11.6885
-0.4501    7.7762     11.6604
-0.0932    7.7481     11.6507
0.0978     7.8468     11.5023
0.1659     7.9466     11.2529
0.186      7.982      11.0701
0.1658     8.033      10.8693
0.1628     8.0316     10.7748
0.174      7.9825     10.5441


















































































































































































1.9828     8.1323     9.7947     LORBIT
2.2824     8.1401     9.7671
2.4263     8.2721     9.8798
2.5699     8.3348     9.9791
2.706      8.4078     10.0891
2.8269     8.5332     10.3154
2.9255     8.6452     10.6048
2.9132     8.7431     10.9201
2.9387     8.7198     11.2313
2.907      8.5435     11.4565
2.7089     8.3195     11.6124
2.4918     8.083      11.7333
2.2091     7.9522     11.7046
2.0032     7.782      11.7475
1.7172     7.7994     11.6791
1.2243     7.742      11.7149
0.818      7.8563     11.4828
0.6783     7.8763     11.151
0.7358     7.9524     10.9206
0.7706     7.9753     10.7775
0.7711     7.987      10.6201



















































































































































































-2.4907    9.1022     11.4102    RTEMFOS
-2.5538    9.1332     11.1711
-2.7       9.0678     10.9569
-2.7898    9.0159     10.7586
-2.8667    8.9713     10.5203
-2.9301    8.9346     10.1712
-2.9805    8.8854     9.9439
-3.0514    8.7731     9.7296
-3.0847    8.747      9.6307
-3.0898    8.7388     9.4944
-3.1295    8.7436     9.3673
-3.3316    8.7705     9.0387
-3.3595    8.8709     8.9196
-3.5003    9.0398     8.704
-3.627     9.169      8.6326
-3.6691    9.2921     8.612
-3.7473    9.428      8.6015
-3.853     9.6536     8.6349






















































































































































































3.3148     9.1051     11.4053    LTEMFOS
3.4158     9.1244     11.189
3.4937     9.1774     10.9088
3.6004     9.0554     10.6804
3.6841     8.9863     10.3962
3.7545     8.9309     10.1437
3.8174     8.9673     9.9638
3.8336     8.8765     9.8034
3.8644     8.8736     9.6387
3.9696     8.7718     9.2973
4.1319     8.8308     8.9912
4.2095     8.8744     8.8864
4.2941     9.0012     8.7775
4.3667     9.1243     8.7191
4.4569     9.2445     8.646
4.4987     9.325      8.6094
4.5816     9.4777     8.5897
4.6628     9.6407     8.596






















































































































































































0.648      6.6943     10.7973    OP
0.5647     8.4602     10.7806    BA
0.4216     12.0864    9.8293     ST
0.3588     15.9596    9.4706     IV
-2.6421    8.277      10.4516    R_PG
-4.1903    10.0006    9.7345     R_ZTI
-1.2399    12.5085    11.0526    R_M3D
-1.5186    14.7658    10.7201    R_M12
-1.0937    16.6547    10.3843    R_MP3
-0.6448    17.2135    10.0734    R_PMI
3.7066     8.4381     9.9975     L_PG
5.0012     10.091     9.1087     L_ZTI
2.2729     12.6204    10.8771    L_M3D
2.4465     14.6889    10.4911    L_M12
1.8791     16.7038    10.2742    L_MP3
1.3665     17.2141    9.922      L_PMI
-0.6981    17.757     9.7728     O1
2.5719     11.124     5.1541     O2
-4.2701    9.6562     9.3576     O3
1.0127     4.411      8.5892     O4




















































































































































































-2.8768    12.8884    9.5921     RZYGINF
-3.0382    12.8143    9.5621
-3.1689    12.7206    9.4813
-3.3361    12.6495    9.4745
-3.4689    12.6052    9.5314
-3.574     12.4814    9.5593
-3.7693    12.3446    9.6005
-3.8789    12.2451    9.6672
-3.9686    12.0909    9.7227
-4.0796    11.8935    9.7499
-4.071     11.6933    9.8155
-4.1078    11.2942    9.7538
-4.1531    10.8785    9.749
-4.1071    10.795     9.7668
-4.1529    10.5751    9.7805
-4.1386    10.4562    9.796
-4.1761    10.2722    9.7901
-4.18      10.1068    9.785
-4.1681    9.9731     9.7575





















































































































































































3.5598     13.0414    9.2277     LZYGINF
3.7199     13.0932    9.0681
3.8908     13.0294    8.9897
4.1047     12.9862    8.9712
4.2869     12.8143    9.0123
4.4052     12.686     9.0147
4.5299     12.5443    9.0416
4.6297     12.3553    9.1206
4.7295     12.1599    9.1404
4.797      11.9557    9.1454
4.8471     11.6779    9.1442
4.8455     11.5163    9.1428
4.868      11.3565    9.153
4.8553     11.1131    9.1309
4.8794     10.9545    9.1422
4.9435     10.7722    9.1529
4.9652     10.6456    9.1523
4.9551     10.4825    9.1954
4.9561     10.3654    9.1881
4.9681     10.2104    9.1512
4.9201     10.1273    9.0943



















































































































































































-1.2095    12.4795    11.0084    R-ALV
-1.4318    12.8243    10.9699
-1.5077    13.1074    10.8683
-1.5473    13.3956    10.8642
-1.5463    13.7021    10.7408
-1.5822    13.9825    10.6733
-1.5955    14.202     10.6068
-1.5825    14.4945    10.4733
-1.5214    14.747     10.4602
-1.5076    14.908     10.5102
-1.4936    15.1629    10.5072
-1.4636    15.3876    10.4507
-1.3142    15.5891    10.4606
-1.2303    15.8172    10.4686
-1.2216    16.016     10.4598
-1.2035    16.187     10.4732
-1.1758    16.3572    10.4904
-1.1738    16.4778    10.4382
-1.1105    16.6306    10.4028





















































































































































































2.2316     12.5335    10.7163    L-ALV
2.3989     12.7601    10.7095
2.4901     13.0092    10.751
2.5394     13.2148    10.6574
2.5556     13.4872    10.6606
2.5467     13.7557    10.5545
2.506      13.9953    10.5492
2.5276     14.2395    10.4391
2.4948     14.6077    10.4318
2.4163     14.8294    10.3346
2.3796     15.0367    10.3916
2.3179     15.1689    10.4018
2.3079     15.4296    10.2885
2.1736     15.6596    10.2088
2.1246     15.8164    10.2161
2.0547     15.9955    10.2624
2.0306     16.1551    10.1522
2.0066     16.2734    10.2411
1.9629     16.4488    10.2814
1.8334     16.7527    10.2654
