NMNH       378669     Php4stv
20.4997    18.4797    14.9749    IN
16.4813    14.5695    16.819     BR
12.3374    11.2363    13.5805    GL
12.387     11.2353    13.4193    NA
10.5769    10.1023    7.9716     RH
9.3572     9.3237     4.8803     NS
9.2919     9.3011     3.7572     PR
8.8681     10.2389    3.951      R_PR2
11.6243    11.3705    10.0519    R_PMS
10.9847    15.8891    8.9224     R_ZMI
11.7353    13.2244    11.4637    R_ZMU
12.4581    11.8072    12.5527    R_DA
11.3277    12.7816    13.8381    R_MTI
12.0026    12.8967    14.775     R_MTS
11.052     14.7795    12.9842    R_FMO
11.1593    15.7837    13.1815    R_FMT
14.9995    19.5965    12.067     R_PO
10.8975    17.2444    10.5852    R_ZTS
10.0789    8.6783     4.1127     L_PR2
12.1983    10.9965    10.3217    L_PMS
16.3584    9.7574     8.3942     L_ZMI
14.2399    10.5161    11.235     L_ZMU
13.0388    11.4001    12.452     L_DA
14.1769    10.032     13.7788    L_MTI
14.2036    10.5579    14.6887    L_MTS
15.6159    9.6689     12.6362    L_FMO
16.593     9.6046     13.161     L_FMT
21.0384    13.1447    11.7207    L_PO
18.0871    9.4573     10.1444    L_ZTS
9.6673     8.464      4.1415     O1
11.5943    14.8102    14.3213    O2
19.5748    10.139     10.6748    O3
21.57      16.6833    13.8885    O4







































































































































































12.2953    11.2393    13.7081    GLRH
12.3022    11.257     13.534
12.3545    11.2826    13.3656
12.3799    11.3224    13.201
12.3993    11.3543    13.0634
12.4454    11.3547    12.9409
12.4771    11.3942    12.7771
12.4888    11.4107    12.6035
12.4816    11.4568    12.4009
12.5083    11.4422    12.2393
12.486     11.4257    12.1197
12.4211    11.4459    11.927
12.3938    11.4543    11.7176
12.3638    11.3797    11.4685
12.2596    11.3072    11.1102
12.1089    11.2173    10.7849
11.9515    11.212     10.5305
11.8992    11.1617    10.4157
11.8554    11.1296    10.3142
11.8085    11.0725    10.2112
11.6481    11.0027    9.9844
11.5175    10.9473    9.805
11.4812    10.9096    9.7269
11.4073    10.8656    9.5979
11.2806    10.8063    9.443
11.2311    10.7136    9.3402
11.1445    10.6437    9.1761
11.0613    10.5549    9.0532
10.8884    10.4578    8.7566
10.7997    10.4381    8.6234
10.7229    10.3947    8.4608
10.611     10.3305    8.2784
10.5474    10.2753    8.1546
10.4964    10.2424    8.0298






































































































































































10.493     10.2113    7.9605     NOSE
10.2737    10.384     7.8972
10.1331    10.5083    7.8139
9.9036     10.687     7.6501
9.7825     10.6651    7.3932
9.6898     10.6715    7.2142
9.6427     10.6533    7.0808
9.5764     10.6543    6.9646
9.3862     10.6139    6.8398
9.2557     10.6       6.6964
9.158      10.4686    6.4208
9.13       10.4691    6.2581
9.0781     10.3967    6.0951
