LSZT       R12        Phu183sf
-1.2597    20.739     12.4272    IN
-0.5235    16.6493    15.9132    BR
0.2088     10.0114    15.482     GL
0.2026     9.7956     14.8939    NA
0.4762     4.3354     9.4037     RH
0.6236     1.7304     6.0471     NS
0.7426     1.1371     4.6828     PR
-0.3095    1.3686     4.7291     R_PR2
-0.177     5.3279     10.0868    R_PMS
-3.5495    8.3711     9.0188     R_ZMI
-1.4998    9.3373     12.797     R_ZMU
-0.1883    9.6344     13.9578    R_DA
-1.7398    9.7522     15.2882    R_MTI
-1.6662    10.6365    16.0491    R_MTS
-3.3345    10.0155    13.6534    R_FMO
-3.899     10.7125    13.6301    R_FMT
-4.6876    15.8602    11.0573    R_PO
-4.7117    10.2253    10.3841    R_ZTS
1.8928     1.5549     4.8648     L_PR2
1.0791     5.225      9.9793     L_PMS
3.8988     9.561      8.9504     L_ZMI
1.9338     9.7605     12.8066    L_ZMU
0.6863     9.7345     13.9089    L_DA
1.9919     10.1702    15.3126    L_MTI
1.7053     10.9768    16.1523    L_MTS
3.5503     10.9077    13.6424    L_FMO
3.8773     11.9276    13.777     L_FMT
3.2759     17.0827    10.7878    L_PO
4.6557     11.472     10.2107    L_ZTS
0.3076     0.7761     4.508      O1
3.1395     12.0479    14.7287    O2
-5.3686    11.815     10.7032    O3
-0.4525    20.4529    12.0725    O4







































































































































































0.2278     9.9576     15.3274    GLRH
0.2287     9.8812     15.1399
0.2093     9.804      14.9191
0.198      9.7303     14.7578
0.23       9.6379     14.5011
0.2311     9.5238     14.2199
0.2265     9.36       13.9664
0.2375     9.1412     13.7221
0.2369     8.8963     13.4589
0.24       8.6168     13.1651
0.2285     8.4411     12.9713
0.2324     8.2513     12.7857
0.263      8.0766     12.6098
0.2505     7.8835     12.3958
0.2459     7.6808     12.2251
0.2359     7.3701     11.9801
0.273      7.1783     11.78
0.2833     6.8958     11.5746
0.3185     6.5386     11.3059
0.2885     6.198      11.0522
0.2873     5.9548     10.8412
0.3218     5.6666     10.6418
0.3247     5.3459     10.3656
0.3697     5.143      10.1748
0.4088     4.946      10.0063
0.4149     4.7179     9.8151
0.4312     4.5389     9.627
0.4403     4.4473     9.5278
0.475      4.352      9.4089











































































































































































0.4928     4.3313     9.3656     NOSE
0.0491     4.3263     9.2899
-0.1621    4.118      9.0123
-0.3115    3.9775     8.8015
-0.3857    3.7976     8.5861
-0.4965    3.6091     8.3599
-0.5423    3.4234     8.0684
-0.6344    3.2147     7.8233
-0.6626    2.9724     7.4866
-0.6899    2.7748     7.2152
-0.6376    2.555      6.8773
-0.5945    2.3284     6.5908
-0.4606    2.0389     6.3663
-0.083     1.7521     6.2349
0.0244     1.732      6.2036
0.2755     1.6899     6.1369
0.498      1.6594     6.0568
0.6761     1.6957     6.036
0.8338     1.6652     6.0894
1.1574     1.7466     6.2275
1.2935     1.8516     6.2972
1.4264     2.0135     6.3869
1.6867     2.1488     6.4673
1.6991     2.3506     6.6659
1.7642     2.5564     6.9729
1.7686     2.735      7.1821
1.7116     3.0049     7.4644
1.7184     3.1358     7.6648
1.7165     3.2572     7.8397
1.6293     3.4039     8.0168
1.513      3.5748     8.1665
1.4869     3.6662     8.3228
1.415      3.8248     8.5031
1.3713     3.9468     8.6994
1.3043     4.0748     8.8853
1.1995     4.2341     9.081
1.0652     4.2937     9.0696
0.8072     4.4234     9.3027
0.4853     4.3382     9.3641

































































































































































0.6249     1.6344     5.9753     NASP-PR
0.68       1.4201     5.7811
0.6444     1.3561     5.6442
0.6699     1.258      5.4774
0.6851     1.1839     5.2717
0.7532     1.1133     5.0241
0.7883     1.1411     4.9128
0.7939     1.1245     4.7758
































































































































































































-0.1714    5.2974     10.0875    R-PM/MAX
-0.2418    5.0568     9.9093
-0.2904    4.816      9.6886
-0.3697    4.5386     9.3941
-0.4357    4.2966     9.1517
-0.6262    3.8816     8.7225
-0.6525    3.8139     8.5776
-0.6817    3.6984     8.4181
-0.7799    3.4969     8.1362
-0.8468    3.361      7.7836
-0.8979    3.0489     7.4021
-1.0327    2.8949     7.027
-1.1237    2.7837     6.7327
-1.2021    2.6988     6.5446
-1.3244    2.6687     6.3234
-1.4315    2.6434     6.1091
-1.496     2.5595     5.9619
-1.5345    2.475      5.6214
-1.5134    2.4651     5.3063
-1.4168    2.401      5.2133
-1.3465    2.4209     5.0637
-1.1931    2.3967     4.9927


















































































































































































1.1348     5.2256     9.9575     L-PM/MAX
1.1693     4.9913     9.7831
1.2157     4.8135     9.6327
1.2694     4.6255     9.4252
1.3567     4.4541     9.1945
1.4772     4.2245     8.9295
1.5857     4.0383     8.7137
1.6894     3.8926     8.5237
1.8118     3.6999     8.2717
1.8925     3.5231     7.9912
2.009      3.32       7.678
2.0587     3.205      7.44
2.17       3.0272     7.0342
2.2736     2.8858     6.7453
2.417      2.8548     6.5309
2.5976     2.8441     6.306
2.714      2.7287     5.9988
2.7774     2.6804     5.7769
2.7823     2.6385     5.6277
2.8307     2.6835     5.4949
2.7509     2.7        5.2977
2.6178     2.7427     5.0874


















































































































































































-2.3217    6.6738     6.3283     ROSTRUM
-2.3089    6.6253     6.5505
-2.2266    6.5936     6.7721
-2.0783    6.5755     6.9417
-1.9249    6.54       7.0743
-1.7722    6.5352     7.2017
-1.5476    6.4957     7.4693
-1.4233    6.4922     7.7201
-1.3517    6.403      8.0415
-1.3415    6.3346     8.2436
-1.44      6.236      8.5428
-1.4815    6.0765     8.8716
-1.5191    6.0067     9.0831
-1.5438    5.9888     9.2277
-1.6125    5.9312     9.4711
-1.6231    5.8229     9.7403
-1.4721    5.793      9.9752
-1.2466    5.7472     10.0539
-0.9833    5.7182     9.997
-0.7837    5.746      10.1952
-0.538     5.7281     10.29
-0.2465    5.6964     10.4203
-0.1759    5.7104     10.4214
0.0468     5.6912     10.5241
0.2813     5.6318     10.5791
0.5        5.6586     10.5594
0.7432     5.7336     10.4664
0.8292     5.7917     10.47
1.0905     5.7878     10.3191
1.3316     5.8322     10.2381
1.5273     5.8936     10.1748
1.7772     5.9161     10.0014
1.968      5.9127     9.9337
2.2133     5.9948     9.9083
2.4048     6.0433     9.8356
2.4579     6.2393     9.6946
2.408      6.3531     9.4752
2.244      6.4587     9.13
2.1851     6.548      8.8107
2.1082     6.6478     8.5058
2.0424     6.7533     8.2764
1.9805     6.8313     8.0903
1.9556     6.9141     7.8784
2.0298     6.9495     7.6922
2.1903     6.9869     7.5002
2.4803     7.0331     7.1864
2.681      7.0617     7.0334
2.9127     7.1076     6.8696
3.0117     7.133      6.6543
3.037      7.1715     6.3789
3.0446     7.2536     6.23
3.0178     7.2976     6.1429




















































































































































-3.911     10.7077    13.6696    SUPORB
-3.8495    10.8056    13.9457
-3.7885    10.8692    14.2183
-3.6847    10.9174    14.4643
-3.614     10.8833    14.6851
-3.4693    10.9067    14.9189
-3.2964    10.8227    15.1451
-3.0006    10.7277    15.4015
-2.7785    10.6622    15.5757
-2.5541    10.6027    15.7099
-2.294     10.5904    15.8397
-1.9863    10.7031    15.9733
-1.6065    10.6226    16.0586
-1.4012    10.5911    16.0876
-1.2008    10.5693    16.0828
-0.8576    10.49      16.0762
-0.573     10.4041    16.024
-0.2647    10.3609    15.9568
-0.0263    10.2408    15.8085
0.2133     10.2453    15.7395
0.5203     10.2894    15.8994
0.6483     10.4857    16.0555
0.8592     10.7675    16.1892
1.1251     10.9746    16.2343
1.4771     11.115     16.2211
1.7312     11.161     16.1792
1.9955     11.1603    16.0906
2.3805     11.1833    15.8677
2.5873     11.1814    15.7594
2.8873     11.2543    15.599
3.0084     11.4161    15.4759
3.1888     11.6194    15.2758
3.3748     11.7373    15.0759
3.5271     11.8354    14.863
3.6639     11.8489    14.6647
3.7641     11.8795    14.4165
3.852      11.8279    14.183
3.8761     11.84      14.0391
3.9272     11.8772    13.8105
3.9584     11.7739    13.6106
































































































































































-1.5704    9.2711     12.8055    RORBIT
-1.8102    9.3206     12.867
-2.0418    9.3239     12.8792
-2.1975    9.3557     12.9166
-2.4356    9.4565     12.9639
-2.6679    9.5801     13.0561
-2.9322    9.7344     13.1885
-3.0865    9.9088     13.3726
-3.2035    9.9714     13.5057
-3.2934    10.0486    13.684
-3.3782    10.1174    14.0117
-3.2604    10.126     14.5594
-3.1157    10.0847    14.8048
-2.9421    10.0133    15.0551
-2.6972    9.9404     15.184
-2.4472    9.8513     15.227
-2.0377    9.7784     15.2702
-1.7365    9.7873     15.2542
-1.387     9.767      15.2648
-1.159     9.9091     15.2095
-0.877     9.9996     15.2048
-0.5735    10.038     15.1562
-0.349     9.9238     14.6851
-0.2714    9.86       14.505
-0.2456    9.838      14.3092
-0.2435    9.7629     14.1966
-0.2149    9.6882     14.0544
-0.2402    9.6159     13.8835












































































































































































1.9576     9.7697     12.803     LORBIT
2.2484     9.8557     12.8494
2.4944     9.9355     12.8737
2.6358     10.0397    12.945
2.8198     10.1598    12.9751
3.0053     10.2988    13.0554
3.2114     10.4543    13.1516
3.3052     10.5996    13.2697
3.3968     10.7462    13.41
3.5345     10.8242    13.4852
3.5758     10.9294    13.6783
3.6522     11.0378    13.9851
3.6573     11.0416    14.3278
3.5767     11.0135    14.5736
3.4374     10.9368    14.7128
3.3532     10.842     14.9556
3.1332     10.6605    15.138
2.8314     10.5138    15.1732
2.6368     10.3431    15.2766
2.2575     10.2983    15.2414
2.1132     10.1679    15.346
1.8486     10.1368    15.2755
1.3687     10.1968    15.274
0.9286     10.1405    15.0627
0.8377     10.0941    14.7483
0.7519     9.976      14.4366
0.7087     9.8956     14.2699
0.6625     9.8069     14.1169
0.6567     9.7681     14.0268
0.6737     9.7456     13.9278










































































































































































-3.9007    10.7198    13.5944    RTEMFOS
-3.9338    10.5679    13.4242
-3.9541    10.4406    13.2631
-3.9537    10.3565    13.1316
-3.9493    10.2407    12.9957
-3.9513    10.1244    12.864
-3.938     10.0101    12.7039
-3.9472    9.8927     12.5205
-3.932     9.783      12.3935
-3.9217    9.6617     12.1982
-3.9289    9.5528     12.0261
-3.9365    9.4269     11.7966
-3.9669    9.306      11.5699
-4.0035    9.2165     11.3997
-4.0754    9.1784     11.1861
-4.0677    9.16       11.0382
-4.3064    9.1076     10.6895
-4.3638    9.215      10.5736
-4.4161    9.414      10.4456
-4.5173    9.5423     10.3893
-4.6105    9.7582     10.3528
-4.6178    9.9436     10.326
-4.6609    10.0586    10.3547
-4.724     10.2665    10.3901
















































































































































































3.8517     11.7652    13.5889    LTEMFOS
3.8929     11.596     13.3357
3.9224     11.4586    13.117
3.9281     11.3148    12.8886
3.8732     11.1908    12.735
4.0135     11.0674    12.6144
4.0161     10.922     12.4099
4.0421     10.8129    12.1906
4.017      10.7453    12.0448
