UCB LHES   109        Tg2stv
5.56777    5.1335     9.35026
5.48448    4.98501    9.18211
5.47377    4.90818    9.1274
5.43296    4.79866    9.0435
5.35939    4.7001     8.9701
5.24616    4.62379    8.8889
5.22651    4.50524    8.844
5.19987    4.45037    8.80303
5.15254    4.37092    8.74805
5.09061    4.30058    8.69847
5.09535    4.23798    8.67857
5.04216    4.16524    8.63674
5.0248     4.08445    8.56708
5.03148    4.07954    8.53548
5.09099    4.02006    8.3942
5.08334    3.89152    8.2789
5.03324    3.75131    8.17751
4.99069    3.60545    8.05609
4.9805     3.45466    7.96571
4.90292    3.30597    7.80561
4.88483    3.19766    7.66642
4.81433    3.09943    7.54332
4.75058    3.01388    7.39628
4.63116    2.92722    7.21142
4.57715    2.86599    7.05624
4.47535    2.93949    6.87549
4.46381    2.96239    6.71351
4.43437    3.00785    6.57418
4.3977     3.05177    6.52495









































































































































































4.06664    8.02929    6.30068    ROSTRUM
4.02427    8.05671    6.54208
4.01679    8.02088    6.72791
4.04575    7.92957    6.89858
4.14058    7.88027    7.05392
4.27408    7.80078    7.19509
4.35199    7.71283    7.25279
4.46385    7.57582    7.38037
4.56855    7.40786    7.53987
4.68349    7.34323    7.70432
4.69459    7.25501    7.94453
4.72194    7.11302    8.29265
4.72275    7.06405    8.53015
4.71423    6.9974     8.72104
4.69484    6.95526    8.97479
4.70198    6.9346     9.16873
4.72693    6.87879    9.35134
4.81251    6.80146    9.55636
4.85243    6.70534    9.64477
9999       9999       9999
5.49948    5.91033    10.03452
5.6185     5.77199    10.00419
5.82165    5.72197    9.97693
5.90961    5.67816    9.90059
5.99974    5.55202    9.73617
6.13098    5.51997    9.58702
6.22576    5.48751    9.44949
6.23626    5.42856    9.32064
6.30307    5.41232    9.21028
6.35172    5.40599    9.02642
6.40588    5.41257    8.82807
6.47238    5.44052    8.67296
6.47718    5.44986    8.54861
6.54815    5.44799    8.38464
6.56023    5.4285     8.2644
6.67935    5.39541    8.0622
6.7682     5.36559    7.96893
6.85494    5.30121    7.8335
7.02391    5.23211    7.62225
7.08211    5.15487    7.49049
7.20606    5.08293    7.42798
7.28102    5.0159     7.36186
7.38557    4.93526    7.30422
7.46938    4.90242    7.19331
7.53562    4.86749    7.1166
7.60455    4.80656    6.91171
7.60615    4.83416    6.74676
7.60917    4.82906    6.58624
7.61148    4.87161    6.44898
7.6094     4.87313    6.36843






















































































































































4.94091    10.48575   13.53385   SUPORB
4.87055    10.43012   13.77488
4.86692    10.2475    13.91402
4.915      10.072     14.02725
4.89502    9.92306    14.05491
4.88295    9.75753    14.09478
4.93373    9.59428    14.16449
4.93646    9.41531    14.19746
4.94015    9.23054    14.23074
4.93026    9.09563    14.22965
4.98724    8.88377    14.28584
5.01562    8.77107    14.30302
5.0481     8.58141    14.32525
5.11574    8.40629    14.3433
5.17305    8.27165    14.34149
5.30747    8.22453    14.33922
5.52627    8.03956    14.35719
5.63831    7.95407    14.37509
5.76705    7.78949    14.40535
5.83831    7.71773    14.40768
5.88108    7.56837    14.4213
5.92435    7.4133     14.43009
6.01463    7.2153     14.39312
6.08313    7.08456    14.38705
6.22749    6.97202    14.39101
6.31554    6.85622    14.36566
6.40471    6.73916    14.36209
6.55879    6.64022    14.36086
6.63314    6.56989    14.37247
6.77398    6.46498    14.40816
6.87798    6.39351    14.412
6.9389     6.26521    14.41066
7.05768    6.15286    14.41789
7.20565    6.00478    14.41467
7.36242    5.98888    14.47087
7.53181    5.89074    14.48289
7.68815    5.89795    14.47763
7.8854     5.92455    14.51686
7.99483    5.89148    14.48873
8.18452    5.91672    14.47218
8.32896    5.90763    14.44802
8.50828    5.90012    14.43243
8.65895    5.84076    14.37592
8.75666    5.85415    14.36854
8.88951    5.8605     14.33325
9.00435    5.8877     14.3221
9.11758    5.90113    14.29706
9.27627    5.94516    14.28121
9.36762    6.02063    14.26657
9.51228    5.99247    14.19779
9.6454     6.01069    14.14052
9.76933    6.00698    13.9613
9.8223     5.98389    13.73165
9.8191     5.91228    13.60056


















































































































































5.27114    8.79143    11.7486    RORBIT
5.18155    8.96028    11.76672
5.09815    9.15347    11.85105
5.08344    9.29935    11.87821
5.03052    9.44007    11.95138
5.02377    9.5322     11.98935
4.99592    9.61663    12.0773
5.00864    9.69041    12.15575
4.99462    9.77077    12.31442
4.98027    9.83469    12.4493
4.96475    9.874      12.55593
4.99606    9.88837    12.66335
4.97662    9.91712    12.77928
4.97644    9.96315    12.88351
4.97123    9.97909    12.96655
4.94516    9.95833    13.19467
4.86973    9.84249    13.31629
4.82796    9.68203    13.43367
4.78039    9.56904    13.4695
4.71942    9.39772    13.52958
4.66411    9.26021    13.56744
4.65351    9.116      13.6011
4.67522    8.9061     13.6049
4.67701    8.70879    13.6259
4.71389    8.57093    13.60765
4.79036    8.46163    13.57605
4.78996    8.34415    13.59051
4.86173    8.2207     13.58859
4.9653     8.1151     13.55689
5.09519    8.02553    13.52306
5.17644    7.92626    13.55878
5.257      7.84446    13.6077
5.34603    7.78087    13.65202
5.39334    7.64961    13.75815
5.54084    7.55839    13.77243
5.62632    7.50845    13.78118
5.70868    7.47203    13.75484
5.81404    7.42027    13.7499
5.96485    7.45718    13.61465
6.01706    7.46887    13.53354
6.09794    7.47948    13.37381
6.18859    7.50507    13.23874
6.25976    7.5775     13.13384
6.25589    7.52935    13.02485




























































































































































8.16243    6.09268    11.90516   LORBIT
8.31178    6.01826    11.92825
8.51424    5.95772    11.97211
8.62766    5.89989    11.99494
8.76361    5.86231    12.06791
8.87515    5.83432    12.16427
8.95172    5.89318    12.23495
9.01508    5.84603    12.35964
9.08394    5.83162    12.47823
9.14875    5.85491    12.62429
9.18915    5.8229     12.74617
9.19977    5.87271    12.89384
9.21397    5.81363    12.98121
9.22476    5.82453    13.07052
9.21558    5.81595    13.21078
9.14815    5.78122    13.38517
9.05007    5.67015    13.5518
8.85306    5.75694    13.59587
8.6563     5.61878    13.70712
8.46046    5.60449    13.75006
8.20218    5.54556    13.79459
8.08472    5.57808    13.79978
7.9288     5.59396    13.81248
7.78378    5.7119     13.75617
7.65912    5.71716    13.76816
7.48733    5.78384    13.75476
7.3776     5.83925    13.76532
7.21868    5.88468    13.78988
7.08079    6.00199    13.78392
6.99294    6.08277    13.81612
6.90258    6.16556    13.8498
6.79282    6.33652    13.86409
6.77709    6.48018    13.83314
6.69973    6.69932    13.76619
6.78327    6.77622    13.68617
6.82062    6.88747    13.53648
6.78955    6.91298    13.40409
6.8269     6.99969    13.27115
6.81841    7.05928    13.195
6.82912    7.12265    13.09076
6.85239    7.11956    13.07941































































































































































5.04206    10.56896   13.38822   RTEMFOS
4.91048    10.60918   13.20244
4.8489     10.6137    13.03176
4.80858    10.64181   12.86968
4.76946    10.69772   12.70608
4.73727    10.71396   12.5297
4.7123     10.73786   12.43815
4.68746    10.75367   12.26596
4.68306    10.81308   12.06216
4.62213    10.7984    11.92847
4.6203     10.87056   11.77225
4.55818    10.85615   11.66292
4.56775    10.91078   11.51136
4.5692     10.91179   11.4288
4.53328    10.94265   11.26808
4.54443    10.97961   11.08704
4.43112    11.02214   11.00762
4.4418     11.0917    10.86272
4.40931    11.18233   10.75428
4.34402    11.26482   10.67632
4.34395    11.4042    10.57826
4.33458    11.5543    10.45068
4.37282    11.69471   10.42511
4.40479    11.84644   10.39287
4.47287    12.05422   10.38332















































































































































































9.80677    5.90187    13.50524   LTEMFOS
9.83948    5.85028    13.34564
9.85467    5.80734    13.15636
9.89808    5.73954    13.03169
9.92117    5.70235    12.91806
9.98117    5.66313    12.78343
9.99378    5.63753    12.67433
10.03133   5.58801    12.54071
10.0666    5.55352    12.43787
10.10451   5.535      12.27844
10.15285   5.52713    12.14906
10.20046   5.49332    12.03401
10.24714   5.44046    11.8912
10.26877   5.3894     11.78969
10.34783   5.39709    11.60941
10.39464   5.34315    11.49649
10.38953   5.27374    11.41276
10.50746   5.27867    11.24767
10.57478   5.26064    11.08916
10.65947   5.23012    10.9868
10.75225   5.22389    10.90027
10.82643   5.23276    10.85093
11.03293   5.19743    10.7327
11.12704   5.2452     10.70963
11.21761   5.27062    10.68333
11.38652   5.32768    10.64805
11.48362   5.39796    10.6479
11.52786   5.42503    10.61944












































































































































































5.41776    5.14988    11.88226   OP
6.67259    6.23098    12.2774    BA
9.70105    9.54073    12.63773   ST
13.38283   13.5405    13.49273   IV
4.06673    8.99017    12.15537   R_PG
4.22022    11.26173   11.80552   R_ZTI
8.77017    11.55803   14.52432   R_M3D
10.06481   13.43546   14.46935   R_M12
11.64989   14.7203    14.27588   R_MP3
13.14514   15.33171   13.88184   R_PMI
9.44779    3.86066    11.82945   L_PG
11.61904   4.16319    11.36148   L_ZTI
11.65439   8.6886     14.37659   L_M3D
13.52348   10.25408   14.46251   L_M12
14.51709   11.82439   14.15566   L_MP3
15.07559   13.47641   13.83703   L_PMI
14.87722   15.6095    14.1195    O1
7.68246    10.81161   6.88357    O2
11.50061   3.91762    10.6301    O3
2.75392    6.09408    9.69879    O4




















































































































































































7.62028    12.72795   12.30148   RZYGINF
7.48489    12.75416   12.19133
7.29655    12.74124   12.02527
7.13224    12.75317   11.90728
6.97314    12.73277   11.85447
6.76683    12.77085   11.83784
6.61238    12.74263   11.85463
6.41862    12.67574   11.87744
6.23821    12.64154   11.89662
6.03908    12.57473   11.92448
5.89129    12.53467   11.94199
5.70058    12.48107   11.98615
5.47156    12.42606   11.95531
5.27293    12.34703   11.92867
5.04908    12.13929   11.9131
4.94675    11.97009   11.91273
4.85062    11.83347   11.89868
4.72082    11.72948   11.90608
4.57653    11.59989   11.90354
4.48593    11.51308   11.89689
4.37358    11.3621    11.88829
4.32583    11.27419   11.87023
4.27413    11.15663   11.88118
4.20472    11.04044   11.82773
















































































































































































13.01619   7.84337    12.03249   LZYGINF
13.11539   7.71483    11.92763
13.15922   7.62393    11.84881
13.22143   7.53884    11.75641
13.187     7.44677    11.6729
13.20444   7.38443    11.59904
13.21727   7.29641    11.51017
13.20665   7.13662    11.45927
13.18606   6.93655    11.45237
13.13114   6.6885     11.48477
13.12074   6.40392    11.50397
13.0369    6.19921    11.50707
12.90195   6.08752    11.5008
12.88279   5.91856    11.53082
12.90035   5.70622    11.57119
12.93001   5.51115    11.55045
12.8693    5.41801    11.50005
12.79301   5.30884    11.50012
12.71698   5.17044    11.48003
12.60744   5.07686    11.42399
12.46972   4.97103    11.4521
12.35178   4.83225    11.4615
12.2849    4.69429    11.43627
12.16917   4.60645    11.46252
12.03403   4.49342    11.49175
11.89862   4.40385    11.47915
11.84492   4.29535    11.44658
11.76514   4.15493    11.33967












































































































































































8.754      11.5419    14.47434   R-ALV
8.76112    11.73468   14.4325
8.81018    11.85449   14.4402
8.87647    11.96509   14.423
8.9612     12.09288   14.42061
9.03687    12.21916   14.43084
9.11853    12.35068   14.39396
9.22355    12.45011   14.39594
9.31912    12.54453   14.48915
9.38306    12.62059   14.48998
9.45149    12.71489   14.45825
9.48301    12.78883   14.43153
9.57744    12.90183   14.40117
9.66835    12.99114   14.39543
9.71234    13.05319   14.40144
9.85084    13.23542   14.38944
9.93237    13.33523   14.41137
10.00498   13.41069   14.41127
10.06924   13.4982    14.40582
10.16912   13.6031    14.36298
10.29539   13.71484   14.37568
10.42684   13.8199    14.43572
10.5005    13.9034    14.46882
10.63279   14.0059    14.4743
10.86396   14.09631   14.48594
10.96551   14.17339   14.4804
11.0299    14.22909   14.48522
11.12456   14.31982   14.48363
11.22128   14.39197   14.47178
11.33226   14.46496   14.46229
11.41267   14.55491   14.44875
11.53883   14.63455   14.4198








































































































































































11.69326   8.6632     14.32583   L-ALV
11.88955   8.67974    14.32239
12.06126   8.72321    14.27098
12.19143   8.79743    14.23108
12.3076    8.8913     14.20334
12.4242    9.00074    14.22483
12.51903   9.04428    14.19153
12.63336   9.20367    14.2152
12.72373   9.30244    14.24322
12.83449   9.43593    14.25846
12.94542   9.5385     14.22783
13.05918   9.64483    14.21365
13.11672   9.72811    14.22183
13.21393   9.83058    14.22949
13.31195   9.91782    14.26877
13.44412   10.05398   14.2302
13.55584   10.19652   14.27791
13.67142   10.32662   14.28807
13.73132   10.41087   14.30919
13.81637   10.54509   14.30826
13.90061   10.6423    14.29528
14.00545   10.75296   14.28874
14.04068   10.9152    14.29065
14.08135   11.11021   14.27326
14.14125   11.26203   14.26843
14.25913   11.41249   14.26446
14.33282   11.55634   14.23889
14.43028   11.71741   14.21762
14.48646   11.81041   14.17494
14.54012   11.92025   14.15333
