UCMVZ      117262     Phu40stv
18.7261    16.9591    12.4973    IN
16.0709    13.9072    15.724     BR
11.662     9.609      14.3168    GL
11.6816    9.6326     13.7221    NA
9.7451     7.7977     9.1583     RH
8.4074     6.4757     6.1489     NS
8.1987     6.2507     4.8845     PR
7.6856     7.016      4.9908     R_PR2
9.5385     8.4051     9.5755     R_PMS
9.7546     12.5697    9.0684     R_ZMI
10.5673    11.3444    11.6377    R_ZMU
11.6942    10.1297    12.984     R_DA
10.6571    11.0757    14.201     R_MTI
11.5659    11.3275    15.1163    R_MTS
10.1501    12.7416    12.8189    R_FMO
10.2905    13.4999    13.0866    R_FMT
13.3631    17.1195    10.9587    R_PO
9.9759     14.3648    10.2292    R_ZTS
9.0206     5.8272     4.9067     L_PR2
10.4285    7.8474     9.7036     L_PMS
14.3692    7.919      8.889      L_ZMI
13.4079    8.6846     11.5646    L_ZMU
12.2026    9.7121     12.7579    L_DA
13.3198    8.5283     14.1296    L_MTI
13.8239    9.2113     14.9188    L_MTS
14.7653    8.3419     12.7271    L_FMO
15.6399    8.4985     12.9007    L_FMT
19.0651    11.6831    10.7184    L_PO
16.3093    8.1628     10.0172    L_ZTS
8.628      5.7151     4.7418     O1
9.4107     13.788     10.0427    O2
15.3085    9.2304     14.0436    O3
19.4708    15.7826    12.1656    O4







































































































































































11.5903    9.6637     14.2486    GLRH
11.5809    9.6904     14.0374
11.6214    9.6956     13.7491
11.643     9.7065     13.5581
11.6483    9.6862     13.3887
11.6583    9.7295     13.2065
11.6663    9.7418     13.0072
11.6607    9.7151     12.8118
11.624     9.6942     12.6399
11.5932    9.6619     12.474
11.5794    9.617      12.3124
11.5195    9.5242     12.1029
11.4646    9.4606     11.9151
11.3649    9.362      11.6877
11.3053    9.3174     11.5666
11.2412    9.2493     11.4209
11.1314    9.1779     11.2631
11.0764    9.1557     11.1486
11.024     9.0796     11.0556
10.9575    8.9962     10.93
10.8821    8.9582     10.814
10.7826    8.8908     10.7243
10.7207    8.8137     10.6103
10.6446    8.7361     10.5
10.5624    8.6763     10.3996
10.4779    8.6232     10.3199
10.3968    8.4925     10.1934
10.3543    8.4097     10.1008
10.2635    8.3221     9.96
10.1749    8.2492     9.8472
10.106     8.1701     9.7146
10.0435    8.0813     9.6289
9.9934     8.0368     9.5214
9.921      7.8999     9.404
9.8451     7.8672     9.3055
9.7603     7.8036     9.1806




































































































































































9.7196     7.7968     9.1353     NOSE
9.6036     7.9173     9.1426
9.47       7.9638     9.0917
9.3652     7.9874     9.0148
9.2499     7.9884     8.9177
9.1226     8.0077     8.8723
8.9336     8.0211     8.8029
8.8205     7.998      8.6522
8.6718     7.9938     8.588
8.5566     7.9222     8.4595
8.4258     7.8607     8.2444
8.3503     7.8117     8.098
8.3086     7.771      7.9838
8.2458     7.7471     7.8891
8.215      7.7006     7.7839
8.1853     7.6138     7.6229
8.127      7.5485     7.4014
8.1178     7.451      7.1625
8.0814     7.4003     7.055
8.0555     7.3049     6.9104
8.0021     7.1699     6.818
7.9691     7.0945     6.7111
7.9516     6.9419     6.5957
7.9537     6.8112     6.4963
8.0706     6.7505     6.4037
8.1422     6.6723     6.3022
8.3039     6.6319     6.2671
8.3971     6.5643     6.2218
8.4832     6.5004     6.1932
8.6162     6.3003     6.2584
8.7061     6.1404     6.3656
8.8078     5.9531     6.5214
8.9955     5.9494     6.6263
9.1573     6.0437     6.7924
9.3701     6.0977     6.9898
9.4643     6.111      7.1836
9.5155     6.1267     7.3445
9.5879     6.1805     7.5347
9.6552     6.2705     7.733
9.7251     6.4239     7.9029
9.8113     6.503      8.0972
9.8758     6.5356     8.2678
9.8747     6.6225     8.3466
9.9265     6.6691     8.4321
9.933      6.7704     8.5388
9.9466     6.9022     8.6109
9.9587     7.0656     8.6694
9.9215     7.1592     8.8343
9.9063     7.2592     8.8844
