LSZT       R42        Phu194sf
-0.5218    3.9276     6.6578
-0.5928    3.8627     6.4014
-0.6186    3.7688     6.2162
-0.6902    3.7534     5.9824
-0.6607    3.7567     5.6059
-0.5167    3.799      5.416




















































































































































































1.3766     5.6093     9.4095     L-PM/MAX
1.4353     5.3706     9.2247
1.4431     5.0866     9.0339
1.5193     4.99       8.8889
1.556      4.8103     8.7018
1.6868     4.7183     8.5464
1.7418     4.6483     8.4022
1.8657     4.579      8.232
1.9659     4.4948     8.0699
2.0607     4.3989     7.858
2.0944     4.3031     7.7028
2.1318     4.2365     7.5433
2.1435     4.1712     7.3209
2.199      4.1839     7.1684
2.2544     4.2087     7.0031
2.365      4.2432     6.7908
2.4641     4.2555     6.6045
2.5059     4.2296     6.4514
2.5356     4.2152     6.3299
2.6162     4.1956     6.1506
2.669      4.1396     5.9304
2.672      4.0379     5.7915
2.6665     4.0722     5.6222
2.278      4.124      5.2835
















































































































































































-1.6357    6.9671     6.4003     ROSTRUM
-1.594     6.8        6.7298
-1.5379    6.7073     6.9277
-1.326     6.6926     7.0629
-1.1736    6.6658     7.124
-1.0287    6.6184     7.2601
-0.908     6.5559     7.453
-0.8594    6.4674     7.6868
-0.8748    6.4178     7.9168
-0.8805    6.3006     8.0644
-0.8748    6.2259     8.2908
-0.8046    6.1194     8.5553
-0.7669    6.0491     8.8363
-0.6408    6.0126     9.0772
-0.4883    6.0211     9.2274
-0.3167    5.9981     9.3828
-0.1198    6.0246     9.4928
0.062      5.9717     9.6496
0.1827     5.9833     9.7403
0.3754     5.9899     9.8484
0.4795     5.9907     9.8917
0.6716     6.0097     9.9524
0.8002     6.0109     9.9985
0.9608     6.0256     9.9926
1.1224     6.0836     9.9569
1.3047     6.1266     9.8524
1.522      6.2357     9.7584
1.7015     6.3021     9.6842
1.8591     6.3238     9.5038
2.0294     6.3769     9.331
2.2077     6.4714     9.1725
2.3287     6.4918     8.9654
2.4272     6.5517     8.7818
2.4832     6.6101     8.5057
2.4702     6.6788     8.2605
2.4161     6.7571     7.9527
2.4155     6.9109     7.7092
2.4304     6.9948     7.4919
2.5138     7.0718     7.2871
2.7225     7.0982     7.0871
2.9192     7.1614     7.0021
3.0937     7.2284     6.8377
3.1191     7.296      6.6146
3.0971     7.3947     6.4289
3.0938     7.4159     6.3144
3.0905     7.4908     6.176


























































































































































-3.0087    9.5786     12.4263    SUPORB
-2.938     9.5452     12.7186
-2.8652    9.4822     12.9733
-2.7943    9.4593     13.2208
-2.6527    9.3139     13.4034
-2.4953    9.2445     13.5299
-2.3355    9.1831     13.7148
-1.9765    9.0639     13.9854
-1.6955    8.9544     14.1291
-1.4529    9.0077     14.2701
-1.1271    9.1059     14.4594
-0.8943    9.1922     14.5761
-0.6016    9.2964     14.7119
-0.2937    9.2745     14.8109
-0.0085    9.1814     14.8675
0.1602     9.094      14.8475
0.3422     8.9419     14.7923
0.4879     8.736      14.6691
0.6767     8.5715     14.5449
0.8415     8.4783     14.4484
1.0881     8.5332     14.4721
1.2379     8.7387     14.6024
1.4037     8.9994     14.727
1.5914     9.1456     14.7677
1.8969     9.2916     14.7628
2.1783     9.3551     14.6419
2.4108     9.3048     14.5069
2.6303     9.3034     14.398
2.84       9.282      14.2523
3.077      9.3038     14.1045
3.2326     9.3556     14.0198
3.5465     9.4553     13.8462
3.8141     9.6162     13.6585
4.0021     9.7533     13.4498
4.1118     9.8801     13.3455
4.2189     9.9906     13.1982
4.3034     10.097     13.031
4.3423     10.1614    12.929
4.3709     10.1968    12.6077
4.3964     10.2397    12.4567
4.409      10.293     12.3148
4.4301     10.2969    12.1109






























































































































































-0.8937    8.2137     11.2225    RORBIT
-1.1181    8.2357     11.3022
-1.3125    8.2281     11.3409
-1.4711    8.2796     11.4166
-1.6577    8.3705     11.5068
-1.8712    8.4544     11.635
-2.0627    8.5432     11.788
-2.201     8.6451     11.9465
-2.2803    8.7463     12.1535
-2.3749    8.797      12.3473
-2.4344    8.8565     12.5294
-2.4398    8.8477     12.7576
-2.3841    8.8101     12.9975
-2.2497    8.7621     13.174
-2.0681    8.6636     13.3775
-1.8807    8.5871     13.4941
-1.6661    8.4547     13.673
-1.3677    8.4302     13.659
-1.1055    8.3618     13.6567
-0.8331    8.3183     13.6473
-0.6434    8.3295     13.6761
-0.4976    8.366      13.7224
-0.2329    8.4019     13.7505
0.1508     8.4041     13.7198
0.3188     8.4497     13.4417
0.3838     8.4959     13.1365
0.414      8.4806     12.9718
0.4626     8.4396     12.7258
0.4975     8.3796     12.6113
0.4816     8.3238     12.4759










































































































































































2.4584     8.4577     11.0794    LORBIT
2.7857     8.5685     11.1735
3.0054     8.5723     11.1886
3.1748     8.7344     11.3199
3.3584     8.8655     11.4272
3.5299     9.04       11.5456
3.6658     9.1522     11.6763
3.7929     9.2738     11.8251
3.9079     9.3455     11.9901
3.9363     9.4382     12.1601
3.9946     9.4657     12.2964
4.0577     9.5325     12.5081
4.0071     9.5101     12.7251
4.0311     9.3477     12.9749
3.9284     9.2509     13.1577
3.8018     9.1505     13.2735
3.6717     8.9996     13.4539
3.4442     8.8772     13.5198
3.2325     8.8176     13.5361
2.9273     8.6307     13.6545
2.7263     8.5932     13.6012
2.4966     8.5696     13.5953
2.3056     8.5413     13.6424
2.1264     8.5187     13.7242
1.7926     8.4526     13.772
1.5422     8.4795     13.531
1.4187     8.4774     13.2375
1.3343     8.4948     12.9645
1.2658     8.4986     12.7516
1.2569     8.4938     12.7176
1.2217     8.4527     12.5649









































































































































































-3.0001    9.5743     12.4776    RTEMFOS
-3.0252    9.4964     12.1978
-3.034     9.4088     11.983
-3.0549    9.2451     11.738
-3.0827    9.0922     11.4617
-3.0756    8.9492     11.1692
-3.0725    8.8362     10.9012
-3.073     8.7846     10.6783
-3.0413    8.725      10.4577
-3.1057    8.547      10.2617
-3.137     8.555      10.0423
-3.2221    8.6132     9.8102
-3.3375    8.8129     9.6394
-3.4575    9.0366     9.6178
-3.5775    9.3856     9.7035
-3.611     9.6091     9.7721
-3.6054    9.7528     9.8164























































































































































































9999       9999       9999       LTEMFOS







































































































































































































0.7823     5.6394     12.0441    OP
0.7784     7.8042     12.0763    BA
0.5778     12.5346    11.6751    ST
0.4559     17.8649    12.1655    IV
-3.194     7.9112     11.5458    R_PG
-3.9183    10.3807    10.9488    R_ZTI
-1.3363    12.7078    12.3585    R_M3D
-1.7798    15.2922    12.9089    R_M12
-1.3707    17.8914    12.8612    R_MP3
-1.0241    18.629     12.8158    R_PMI
4.6622     8.1626     11.5624    L_PG
9999       9999       9999       L_ZTI
2.4755     12.8631    12.3278    L_M3D
2.8021     15.3436    12.8689    L_M12
2.3178     17.8931    12.7923    L_MP3
1.7852     18.5674    12.8395    L_PMI
-0.7106    19.0243    11.9502    O1
3.4685     10.0436    6.0515     O2
-4.0298    9.8427     10.5906    O3
1.6022     3.0128     9.8467     O4




















































































































































































-2.7793    13.2645    11.0485    RZYGINF
-2.9175    13.1256    10.9405
-3.0892    12.9965    10.8509
-3.2225    12.9014    10.8575
-3.3355    12.715     10.9046
-3.3516    12.4919    10.9529
-3.4097    12.3395    10.9748
-3.3706    12.1815    11.0097
-3.3736    11.9204    11.026
-3.4599    11.7634    11.0455
-3.5409    11.5865    11.0452
-3.6293    11.3431    11.0355
-3.6881    11.0871    11.0281
-3.7474    10.8757    11.0183
-3.8001    10.699     11.0111
-3.8658    10.5312    10.9944
-3.8914    10.3659    10.9558























































































































































































9999       9999       9999       LZYGINF







































































































































































































-1.4727    12.8148    12.321     R-ALV
-1.588     13.0818    12.4238
-1.664     13.2842    12.4786
-1.754     13.5262    12.605
-1.7811    13.7411    12.7276
-1.8058    13.9432    12.7785
-1.8479    14.2581    12.7871
-1.8698    14.5172    12.8374
-1.8921    14.8115    12.8102
-1.8209    15.1881    12.7966
-1.7341    15.4756    12.8637
-1.6933    15.7741    12.8779
-1.6803    16.0543    12.8535
-1.5435    16.3109    12.866
-1.4937    16.5432    12.9343
-1.4998    16.8691    12.9571
-1.5276    17.0563    12.9747
-1.4936    17.4263    12.8957
-1.4769    17.6551    12.8771
-1.4072    17.8004    12.8738




















































































































































































2.4143     12.7916    12.3175    L-ALV
2.5642     12.9405    12.3607
2.6665     13.1671    12.4594
2.7396     13.4657    12.6207
2.8118     13.7135    12.691
2.8681     14.0258    12.7511
2.9231     14.3731    12.8086
2.9215     14.6015    12.8391
2.9489     14.9603    12.7792
2.8256     15.3817    12.7752
2.7842     15.6149    12.7028
2.697      15.8877    12.7854
2.6588     16.2243    12.7905
2.4786     16.5144    12.7568
2.4436     16.7593    12.7721
2.4473     16.9958    12.8031
2.4396     17.1713    12.7987
2.409      17.3731    12.8482
2.3944     17.6726    12.7346
2.2908     17.9793    12.8
