NMNH       268886     Rpr1stv












































































































0.5881     5.0337     5.0144     L-PM/MAX
0.7198     5.0477     4.9111
0.8509     5.0499     4.8132
0.981      5.0265     4.6795
1.0859     5.0168     4.4335
1.1923     4.9615     4.2339
1.2653     4.8498     3.9995
1.2723     4.7372     3.8184
1.2748     4.604      3.6662
1.234      4.3849     3.4424
1.1935     4.2128     3.2677
1.2036     4.0978     3.1211
1.2343     4.0238     2.9941
1.2943     3.9244     2.8109
1.3486     3.8799     2.6635
1.3384     3.8726     2.2857
























































































































































































-1.3787    5.3495     1.9424     ROSTRUM
-1.3191    5.3849     2.2069
-1.2846    5.3588     2.3795
-1.2428    5.3568     2.5852
-1.1725    5.3339     2.7424
-1.0714    5.2785     2.9411
-1.0035    5.2085     3.1214
-0.9712    5.1598     3.3496
-0.9616    5.1457     3.4765
-0.8842    5.0521     3.6979
-0.7583    5.011      3.8279
-0.5938    4.9755     3.9247
-0.4884    4.9796     3.9128
1.013      4.8592     4.0426
1.1587     4.8365     4.0304
1.2989     4.8187     3.9323
1.4322     4.8773     3.7649
1.5103     4.9338     3.6156
1.5437     4.9726     3.4006
1.6169     5.0078     3.2541
1.6786     5.0168     3.0545
1.7475     5.023      2.9153
1.8214     5.0564     2.8291
1.9251     5.0436     2.6671
1.9905     5.0544     2.5115
2.0701     5.0325     2.2846
2.1017     5.0306     2.1428
2.1274     5.0089     1.9774












































































































































































-3.5378    6.6606     5.6859     SUPORB
-3.4751    6.6301     5.9241
-3.3571    6.5565     6.1284
-3.2622    6.501      6.3164
-3.1058    6.4456     6.5277
-2.8467    6.3185     6.7099
-2.6035    6.2118     6.8102
-2.4124    6.0275     6.8463
-2.2945    5.8406     6.8494
-2.1429    5.7209     6.8608
-1.7288    5.5964     6.8067
-1.3553    5.5238     6.7604
-1.0187    5.4497     6.7061
-0.6317    5.3789     6.622
-0.3668    5.2836     6.5572
-0.0529    5.2087     6.5103
0.2007     5.1929     6.5193
0.5001     5.1958     6.5601
0.8045     5.2066     6.6231
1.0364     5.1942     6.6679
1.3127     5.187      6.7292
1.6692     5.1689     6.8191
1.8868     5.2052     6.8826
2.1125     5.2765     6.9459
2.3553     5.2812     6.9924
2.6438     5.3764     6.9932
2.8864     5.5323     7.0079
3.1909     5.6752     6.947
3.5038     5.7617     6.7706
3.8032     5.9424     6.5235
3.9273     5.9995     6.3513
4.0438     6.0498     6.1408
4.1092     6.0033     5.8882







































































































































































-1.7525    5.4393     3.9686     RORBIT
-1.9529    5.4682     3.9514
-2.1865    5.508      3.9567
-2.3697    5.582      3.9749
-2.5919    5.6619     4.0589
-2.8246    5.7633     4.2579
-2.9873    5.8883     4.4918
-3.0512    5.9478     4.7595
-3.0981    5.9867     4.9995
-3.0847    6.0099     5.2189
-3.0895    6.0003     5.4586
-3.0144    5.9424     5.6946
-2.8925    5.872      5.91
-2.7134    5.7882     6.1058
-2.466     5.7137     6.222
-2.2625    5.5999     6.2928
-1.9871    5.4592     6.3739
-1.6726    5.3181     6.4282
-1.4129    5.2758     6.3264
-1.1542    5.2368     6.204
-0.8643    5.1825     6.0998
-0.6866    5.1529     6.0086
-0.5544    5.1649     5.8584
-0.4831    5.3821     5.4361
-0.4909    5.4704     5.2654















































































































































































2.3655     5.0887     4.1601     LORBIT
2.64       5.091      4.1616
2.8125     5.1405     4.1872
3.0602     5.2131     4.2781
3.289      5.2599     4.4195
3.4577     5.344      4.5668
3.5494     5.3797     4.8769
3.6118     5.3733     5.069
3.6557     5.4154     5.2962
3.6406     5.4215     5.4752
3.6275     5.4371     5.7835
3.5315     5.3905     6.0181
3.4083     5.3496     6.1942
3.2044     5.3073     6.3523
3.1201     5.3091     6.3865
2.8454     5.2613     6.4872
2.6415     5.2156     6.51
2.3889     5.152      6.4979
2.0387     5.1316     6.4924
1.7997     5.0839     6.4824
1.6061     5.0767     6.3776
1.427      5.0877     6.2475
1.2432     5.1567     6.1007
1.0651     5.2257     5.9235
1.0199     5.2812     5.8096
0.9107     5.2573     5.6419
0.9251     5.3248     5.4907
0.9441     5.3954     5.3091












































































































































































-3.5552    6.7287     5.522      RTEMFOS
-3.5569    6.6844     5.3143
-3.5907    6.6398     5.0936
-3.6085    6.548      4.899
-3.5859    6.4627     4.6766
-3.561     6.4355     4.4676
-3.5102    6.3879     4.2022
-3.4786    6.4134     3.9924
-3.494     6.5042     3.7594
-3.4997    6.5709     3.6255
-3.5358    6.6562     3.5163
-3.5483    6.8178     3.4146
-3.5862    7.0939     3.314
-3.6138    7.1879     3.3076
-3.636     7.3214     3.3029
-3.6576    7.4831     3.2922
























































































































































































4.0759     6.1324     5.7682     LTEMFOS
4.1447     6.1466     5.6375
4.1689     6.0561     5.4977
4.1929     5.9595     5.3748
4.2035     5.8706     5.1571
4.197      5.8304     4.9752
4.1609     5.7664     4.6743
4.1458     5.7614     4.4126
4.147      5.8687     4.1482
4.2483     6.0495     3.8614
4.3241     6.1784     3.6992
4.3819     6.3244     3.6313
4.4552     6.4707     3.5493
4.4918     6.5966     3.5477
4.5211     6.7131     3.5429

























































































































































































0.2439     4.2686     7.0453     OP
0.3101     5.9126     7.1722     BA
0.35       9.5555     6.721      ST
0.3582     12.536     6.2371     IV
-3.2542    6.6184     7.0847     R_PG
-3.8955    8.9292     6.4375     R_ZTI
-1.3       9.5683     7.2961     R_M3D
-1.5709    11.2013    7.2117     R_M12
-1.073     12.4606    6.7435     R_MP3
-0.6984    13.2043    6.3141     R_PMI
3.6927     6.5953     6.9074     L_PG
4.5721     8.9054     6.2151     L_ZTI
9999       9999       9999       L_M3D
2.3009     11.3026    7.0176     L_M12
1.7553     12.4623    6.6517     L_MP3
1.4361     13.1983    6.1951     L_PMI
0.7166     14.0328    6.0896     O1
-2.9421    9.7736     2.6452     O2
4.5728     7.5235     6.1961     O3
-0.4636    2.5999     4.7391     O4




















































































































































































-2.5433    11.1258    6.3604     RZYGINF
-2.8048    10.982     6.4406
-3.0565    10.9154    6.4767
-3.2754    10.6006    6.4184
-3.3913    10.4205    6.4188
-3.4561    10.2501    6.4587
-3.5839    10.0814    6.4773
-3.6512    9.8287     6.476
-3.7175    9.6051     6.4594
-3.756     9.4203     6.4753
-3.7853    9.2551     6.4998
-3.8231    9.091      6.5107
-3.9427    8.8635     6.4195



























































































































































































3.2381     11.0266    6.1795     LZYGINF
3.5242     10.8262    6.1406
3.7215     10.6924    6.1483
3.9        10.5094    6.1783
4.0278     10.3326    6.2113
4.1797     10.0903    6.2637
4.2509     9.9008     6.2674
4.3529     9.6976     6.2862
4.3681     9.427      6.3239
4.4623     9.2654     6.3109
4.4743     9.0779     6.3429





























































































































































































-1.3002    9.5859     7.3016     R-ALV
-1.4922    9.7991     7.2825
-1.5357    10.1102    7.2994
-1.5385    10.363     7.3621
-1.571     10.6369    7.3341
-1.5662    10.9135    7.3158
-1.5625    11.1488    7.259
-1.5368    11.3888    7.1993
-1.5032    11.639     7.1475
-1.391     11.9035    7.0161
-1.3193    12.1528    6.7966
-1.2164    12.2859    6.7113
-1.1287    12.364     6.6905



























































































































































































9999       9999       9999       L-ALV
