UWMA       ZA 875     Phu100sf













































































































































8.7667     9.8791     9.1109     NOSE
8.6508     10.0479    9.0828
8.5296     10.1599    9.0021
8.3735     10.2214    8.8551
8.1944     10.255     8.755
8.0405     10.1955    8.5812
7.9641     10.1493    8.47
7.859      10.0873    8.3465
7.7645     10.0409    8.2201
7.6506     9.9578     8.0695
7.5255     9.9178     7.9519
7.3938     9.77       7.7482
7.2679     9.6176     7.5307
7.2761     9.5452     7.4299
7.1923     9.4046     7.2801
7.1369     9.2674     7.1275
7.1016     9.104      7.0122
7.1097     8.8779     6.9436
7.11       8.6753     6.9239
7.1407     8.5489     6.8824
7.2288     8.4605     6.7886
7.3339     8.3694     6.6791
7.3838     8.2735     6.5835
7.4764     8.2184     6.5506
7.5391     8.144      6.5929
7.6732     8.0843     6.7503
7.7463     8.0728     6.8382
7.8651     8.0692     6.9692
8.0343     8.0997     6.9902
8.1853     8.0889     7.0189
8.3261     8.0785     7.0932
8.4494     8.1347     7.1538
8.5791     8.2068     7.2802
8.6915     8.2269     7.4209
8.8014     8.2653     7.5922
8.9052     8.3725     7.7284
8.9493     8.4252     7.8157
9.0101     8.5006     7.937
9.0663     8.6048     8.0203
9.0213     8.7138     8.0394
9.0531     8.8579     8.2286
9.0906     8.9886     8.3838
9.1606     9.0822     8.5151
9.1972     9.2044     8.6295
9.1585     9.306      8.711
9.1863     9.4174     8.8602
9.1598     9.4818     8.8572
9.0162     9.65       8.9454
8.9256     9.7943     9.0847
8.7271     9.9207     9.053






















































































































































7.474      8.1874     6.5612     NASP-PR
7.3379     8.0484     6.4311
7.2633     7.9419     6.2833
7.2166     7.8936     6.1034
7.2198     7.8222     5.9921
7.1966     7.8193     5.8756
7.1756     7.8452     5.7678
7.2022     7.8105     5.6579
7.2124     7.8129     5.5553































































































































































































8.9995     10.8931    9.5773     R-PM/MAX
8.8468     10.8129    9.4184
8.6797     10.7509    9.2377
8.5131     10.6985    9.0951
8.3963     10.6417    8.9797
8.2259     10.5287    8.8563
8.0044     10.415     8.6188
7.8804     10.3183    8.4819
7.7642     10.3068    8.3675
7.6608     10.2568    8.2248
7.474      10.141     8.0453
7.3342     10.0175    7.8622
7.2308     9.9102     7.7076
7.1441     9.8596     7.4751
7.0746     9.8018     7.3203
6.965      9.7696     7.0983
6.8701     9.8024     6.8572
6.8112     9.8158     6.6623
6.7527     9.8353     6.4867
6.6646     9.8532     6.3362
6.625      9.7927     6.1707
6.5893     9.7662     6.0013
6.657      9.7158     5.721
6.7266     9.692      5.6197
6.8006     9.6711     5.56















































































































































































9.6088     10.0581    9.4114     L-PM/MAX
9.5826     9.9238     9.2881
9.5266     9.7454     9.0892
9.4685     9.5436     8.8858
9.4602     9.4662     8.8186
9.3839     9.2488     8.682
9.3692     9.0852     8.5405
9.3318     8.9636     8.4121
9.3234     8.8229     8.2965
9.2974     8.7284     8.1818
9.275      8.6096     8.0641
9.2348     8.4859     7.8622
9.1727     8.3823     7.7026
9.1153     8.2992     7.5468
9.0584     8.1839     7.3623
9.0593     8.0857     7.1924
9.0874     8.0283     7.0969
9.1498     8.0208     6.9804
9.1955     7.954      6.7576
9.2367     7.8735     6.5826
9.2263     7.8004     6.373
9.218      7.7318     6.1881
9.2064     7.6979     6.0585
9.1084     7.7898     5.8157
















































































































































































8.0967     12.5926    6.4013     ROSTRUM
8.1013     12.5572    6.5952
8.0503     12.5288    6.7917
8.0648     12.4122    7.064
8.1676     12.3078    7.2876
8.2176     12.1936    7.5509
8.2405     12.1637    7.6848
8.2306     12.0798    7.8975
8.2241     12.0072    8.1007
8.1713     11.9602    8.3563
8.1771     11.8451    8.6999
8.2881     11.7074    8.9241
8.4544     11.5845    9.0692
8.5491     11.4658    9.1987
8.6839     11.3137    9.2938
8.7514     11.2057    9.3801
8.8605     11.1117    9.4727
8.919      11.055     9.5205
9.008      10.946     9.6253
9.0664     10.8857    9.7086
9.2115     10.7085    9.8146
9.3473     10.6201    9.8414
9.4388     10.4936    9.8304
9.6254     10.3673    9.7241
9.7489     10.3804    9.6246
9.8487     10.3078    9.5813
9.9705     10.2309    9.5068
10.1094    10.1342    9.4256
10.2527    10.0452    9.3622
10.3671    9.9579     9.3235
10.4431    9.9238     9.254
10.6418    9.8313     9.1822
10.8005    9.718      9.083
10.9016    9.69       8.9461
11.0076    9.6593     8.8439
11.0449    9.6878     8.6369
11.0438    9.7105     8.5802
11.0894    9.698      8.313
11.1413    9.7669     8.0588
11.2511    9.7771     7.7708
11.2914    9.7779     7.6173
11.394     9.7641     7.4502
11.4584    9.7478     7.3567
11.5764    9.7325     7.2061
11.685     9.7389     7.0061
11.7534    9.784      6.8363
11.8209    9.7665     6.6862
11.8251    9.7408     6.5715
11.8575    9.7357     6.4511























































































































































8.9336     15.8963    12.0753    SUPORB
9.0149     15.9282    12.3141
9.0076     15.8824    12.5696
9.0527     15.8396    12.8062
9.127      15.7281    13.0858
9.1602     15.5442    13.2659
9.2087     15.345     13.4434
9.2708     15.1282    13.6246
9.3331     14.9305    13.7731
9.4333     14.6965    13.9569
9.5984     14.6212    14.098
9.7452     14.5487    14.2104
9.8917     14.4271    14.3035
10.0617    14.3462    14.3688
10.24      14.1189    14.4472
10.3858    13.9043    14.4931
10.508     13.687     14.5054
10.5503    13.4753    14.5002
10.5977    13.2898    14.4438
10.6372    13.0623    14.3801
10.7421    12.7284    14.2749
10.8274    12.5772    14.2288
10.8666    12.5184    14.2277
11.1066    12.4655    14.2717
11.301     12.4714    14.3289
11.5095    12.4953    14.4178
11.7034    12.54      14.4695
11.9177    12.5519    14.5207
12.1152    12.5008    14.5344
12.2938    12.4002    14.5475
12.4802    12.2848    14.5435
12.7123    12.1147    14.4925
12.9368    11.9132    14.3954
13.0384    11.7255    14.2582
13.2667    11.5268    14.073
13.4647    11.4312    13.9263
13.7026    11.5035    13.8511
13.8854    11.4507    13.7113
14.1073    11.4488    13.5425
14.2382    11.4302    13.4315
14.3715    11.3514    13.1601
14.4849    11.3391    12.9724
14.5533    11.3226    12.7224
14.6009    11.3167    12.5714
14.6531    11.3537    12.3591
14.618     11.217     12.185


























































































































































9.4434     13.6985    10.8944    RORBIT
9.2213     13.8386    10.9341
9.0998     13.9733    10.9952
9.0164     14.1635    11.0867
8.9137     14.3675    11.2037
8.8575     14.5451    11.3151
8.8747     14.6557    11.4524
8.9084     14.8144    11.648
8.9197     14.9127    11.8054
8.9212     14.9916    11.9945
8.9176     15.0516    12.1304
8.9762     15.0937    12.2979
8.9582     15.041     12.4548
8.9936     14.8808    12.7957
8.9859     14.6191    13.059
9.0501     14.3443    13.2428
9.1447     14.0604    13.3537
9.3186     13.8741    13.3655
9.5223     13.6853    13.3241
9.7298     13.4469    13.3726
9.9894     13.383     13.3693
10.1999    13.1055    13.3858
10.2875    12.8977    13.3801
10.3588    12.7357    13.2974
10.4279    12.6439    13.027
10.5158    12.6117    12.7235
10.5686    12.663     12.4472
10.5516    12.6524    12.2492
10.5306    12.6714    12.1488
10.5304    12.7421    11.9463










































































































































































12.2221    11.164     11.1002    LORBIT
12.451     11.046     11.1242
12.6612    10.9259    11.1921
12.8777    10.8738    11.2777
13.1098    10.7834    11.4004
13.2739    10.8244    11.5092
13.392     10.8866    11.6176
13.5135    10.9106    11.7574
13.6003    10.9175    11.9
13.734     10.8675    11.9959
13.7413    10.9687    12.1789
13.8112    11.0389    12.443
13.7858    11.0332    12.6634
13.6789    11.0593    12.9007
13.6052    11.0362    13.0498
13.4419    11.0606    13.2187
13.2412    11.1088    13.3556
13.1168    11.0933    13.4332
12.9285    11.1063    13.4797
12.7796    11.1026    13.5242
12.5599    11.1498    13.5865
12.382     11.2295    13.584
12.2419    11.3171    13.5916
12.0281    11.4507    13.6295
11.9314    11.5852    13.5605
11.8748    11.5966    13.5986
11.6732    11.735     13.6101
11.4079    11.9993    13.4811
11.2279    12.0549    13.3653
11.233     12.1254    13.1609
11.1607    12.1617    12.9334
11.1733    12.2359    12.7198
11.1765    12.2709    12.571
11.181     12.2842    12.4931
11.1659    12.2664    12.3369





































































































































































8.861      15.8594    11.8583    RTEMFOS
8.7952     15.8388    11.7226
8.7421     15.7998    11.6207
8.7013     15.7493    11.4965
8.6307     15.6624    11.2777
8.5884     15.5969    11.134
8.5266     15.5199    10.9467
8.45       15.4017    10.7509
8.3842     15.3081    10.5385
8.3378     15.2556    10.3731
8.2878     15.1908    10.2579
8.2397     15.1394    10.1356
8.1933     15.091     9.9513
8.1547     15.0865    9.7962
8.0846     15.0404    9.7092
8.0527     15.097     9.5802
8.0678     15.1988    9.4397
8.0723     15.4514    9.2603
8.0752     15.6004    9.2043
8.0834     15.8588    9.1874
8.1781     16.0896    9.1915
8.2562     16.2107    9.2122
8.3346     16.341     9.2399
8.4159     16.4072    9.2597
















































































































































































14.637     11.2023    12.1085    LTEMFOS
14.6147    11.118     11.9569
14.6081    11.0752    11.7246
14.5239    10.9539    11.5819
14.4548    10.8702    11.3939
14.4052    10.7976    11.2764
14.3703    10.727     11.1401
14.3219    10.6687    10.9532
14.2634    10.5954    10.8149
14.1904    10.496     10.6539
14.1618    10.3924    10.4095
14.1167    10.3109    10.2061
14.1228    10.2211    9.9895
14.2024    10.1612    9.806
14.3166    10.1201    9.664
14.5863    10.1467    9.4997
14.8205    10.2571    9.4509
15.0704    10.4101    9.4421
15.1701    10.5621    9.4584
15.2537    10.6502    9.4815
15.2697    10.722     9.4934



















































































































































































9.1402     10.5539    12.0445    OP
10.7545    11.9372    11.8083    BA
13.795     15.0523    11.1827    ST
17.5276    18.7869    10.967     IV
8.1683     15.0001    11.4028    R_PG
8.7866     17.0702    10.624     R_ZTI
12.6249    16.9034    11.8003    R_M3D
14.3582    19.0526    11.8748    R_M12
16.2709    20.2958    11.7733    R_MP3
17.097     20.5467    11.63      R_PMI
13.6176    9.5366     11.5703    L_PG
15.6573    10.0289    10.7733    L_ZTI
15.6403    14.0226    11.9192    L_M3D
17.6075    15.6579    11.9526    L_M12
18.9471    17.6203    11.7313    L_MP3
19.1392    18.4065    11.6422    L_PMI
19.3921    19.8781    10.624     O1
10.1116    15.5407    5.7928     O2
15.3878    9.6334     10.4172    O3
8.7628     7.7118     10.7871    O4




















































































































































































11.949     18.1143    10.5043    RZYGINF
11.7201    18.1341    10.3749
11.5754    18.0927    10.2852
11.4463    18.1045    10.193
11.2712    18.1071    10.1611
11.0266    18.1467    10.2285
10.8272    18.1708    10.309
10.5844    18.1112    10.3911
10.3343    17.9901    10.4766
10.1913    17.8344    10.5866
10.0676    17.6946    10.6344
9.8281     17.5328    10.6987
9.6275     17.4815    10.7031
9.4618     17.4248    10.6988
9.289      17.3844    10.6806
9.142      17.2571    10.6817
9.041      17.1891    10.6843
8.9153     17.0965    10.665
8.8207     17.0652    10.6632
8.7482     17.0609    10.611




















































































































































































16.886     13.103     10.4794    LZYGINF
16.8473    12.9184    10.4046
16.7924    12.7643    10.3095
16.8366    12.5611    10.2465
16.8415    12.4249    10.266
16.8208    12.2771    10.3465
16.7691    12.1258    10.4657
16.6728    11.982     10.5452
16.4974    11.7603    10.6315
16.3768    11.6234    10.6812
16.2319    11.4361    10.7298
16.1035    11.2751    10.7399
16.0448    11.062     10.794
16.0661    10.8252    10.7877
15.9531    10.5671    10.7811
15.8439    10.4158    10.8002
15.7749    10.2567    10.8
15.7342    10.0998    10.7669
15.6688    10.0068    10.7363





















































































































































































12.6092    16.9981    11.7023    R-ALV
12.6927    17.2765    11.7368
12.8438    17.6207    11.6889
12.9723    17.788     11.6955
13.1022    17.9543    11.6894
13.2625    18.1269    11.7624
13.4468    18.3147    11.7456
13.6367    18.4869    11.8031
13.8097    18.6653    11.8173
14.1567    18.931     11.7158
14.3611    19.1018    11.8242
14.6117    19.2472    11.8375
14.9312    19.5039    11.7988
15.2017    19.5746    11.8079
15.4152    19.7887    11.7882
15.6416    19.9515    11.7518
15.7061    20.0411    11.683
15.8055    20.1724    11.6412
15.8976    20.2642    11.6229
16.0605    20.3623    11.5643




















































































































































































15.5992    14.0669    11.8921    L-ALV
15.8957    14.1204    11.8864
16.1447    14.2022    11.8623
16.4153    14.3641    11.8449
16.643     14.4955    11.8452
16.7988    14.683     11.8919
16.9253    14.8265    11.9327
17.1704    15.0192    11.9005
17.2921    15.1904    11.8491
17.4359    15.3546    11.8294
17.5891    15.5548    11.8974
17.7009    15.7559    11.9248
17.8372    15.9526    11.7948
17.9636    16.1266    11.8394
18.1458    16.3263    11.8357
18.2086    16.5192    11.8291
18.3113    16.6105    11.823
18.519     16.8356    11.7468
18.5875    16.9901    11.7549
18.6907    17.1305    11.7526
18.7734    17.2752    11.7982
18.8953    17.4072    11.7043
18.9848    17.66      11.7427
