LSZT       R14        Phu176sf
0.3429     22.1762    13.6991    IN
0.635      17.924     17.0931    BR
1.1305     10.8843    16.3058    GL
1.0873     10.8123    15.7058    NA
0.9071     4.6083     9.4497     RH
0.9758     1.7125     5.6224     NS
1.0055     1.6365     4.3761     PR
-0.0155    1.7538     4.4806     R_PR2
0.2338     5.6665     10.3488    R_PMS
-2.9839    9.5475     9.5735     R_ZMI
-1.195     10.3637    13.4764    R_ZMU
0.4503     10.842     14.7365    R_DA
-1.0132    10.9916    16.0999    R_MTI
-0.741     12.137     17.1873    R_MTS
-2.9665    11.6212    14.6497    R_FMO
-3.8305    12.1503    14.4155    R_FMT
-4.2655    17.9483    11.8285    R_PO
-4.7837    11.7856    11.3064    R_ZTS
1.9849     1.7004     4.4651     L_PR2
1.7031     5.789      10.3682    L_PMS
4.734      10.1135    9.2112     L_ZMI
3.1754     10.9355    13.5929    L_ZMU
1.6068     10.8356    14.6969    L_DA
3.4884     11.355     15.934     L_MTI
3.2786     12.3929    16.8988    L_MTS
4.8859     12.3224    14.3277    L_FMO
5.5884     13.0101    14.1515    L_FMT
5.0062     18.6       11.0816    L_PO
6.4204     12.7613    10.7518    L_ZTS
4.0849     4.2229     2.8306     O1
-2.7533    12.5653    15.8494    O2
6.7346     14.6543    10.7349    O3
-0.4444    21.9119    13.4762    O4







































































































































































1.1249     10.8558    16.2198    GLRH
1.0911     10.826     15.89
1.0871     10.8082    15.7293
1.0869     10.7544    15.4387
1.0761     10.6361    15.0882
1.0533     10.5305    14.8712
1.0588     10.3935    14.6532
1.0324     10.218     14.4298
1.0186     10.0067    14.2345
1.0016     9.7997     14.0355
1.0207     9.5982     13.8448
1.0258     9.3281     13.5876
1.0513     9.1404     13.4448
1.0153     8.8825     13.1886
1.016      8.6945     12.9983
0.9718     8.5094     12.8501
0.9553     8.3382     12.7044
0.9742     8.1207     12.5347
0.9401     7.9306     12.3765
0.9401     7.7372     12.2151
0.9354     7.4796     11.977
0.9903     7.2498     11.8737
0.9516     6.9598     11.6768
0.9518     6.7473     11.4976
0.9611     6.5467     11.385
0.9482     6.338      11.1955
0.9299     6.1216     11.0493
0.8973     5.8814     10.8774
0.8657     5.6736     10.6852
0.9222     5.4331     10.4759
0.9018     5.1997     10.2304
0.9053     4.9721     9.9606
0.9103     4.8034     9.7494
0.9273     4.6495     9.5548
0.9164     4.5918     9.444





































































































































































0.9011     4.6344     9.4952     NOSE
0.6928     4.6299     9.5191
0.4015     4.6464     9.4821
0.1532     4.6045     9.3963
-0.0111    4.4611     9.233
-0.1652    4.2086     8.9746
-0.3409    4.061      8.7597
-0.4436    3.9262     8.496
-0.5623    3.7293     8.2199
-0.5599    3.5813     8.0137
-0.5884    3.3939     7.7705
-0.5721    3.2329     7.4942
-0.5366    3.0404     7.2063
-0.447     2.7974     6.9079
-0.3897    2.5483     6.7088
-0.3164    2.3846     6.5822
-0.2164    2.1621     6.3972
-0.0624    1.9995     6.3061
0.2114     1.888      6.1252
0.3988     1.8454     5.9359
0.6318     1.7581     5.7987
0.8098     1.7669     5.7051
0.9726     1.809      5.6887
1.2972     1.7708     5.8707
1.5417     1.8656     6.0811
1.7251     1.9986     6.2623
1.9272     2.1899     6.379
2.1279     2.3906     6.5676
2.2435     2.5778     6.7338
2.2414     2.767      6.9149
2.3316     2.9271     7.1563
2.3313     3.1168     7.3741
2.3592     3.3322     7.5944
2.3978     3.5056     7.8184
2.3617     3.6186     8.0355
2.3211     3.8036     8.3015
2.2526     3.9677     8.5359
2.2105     4.0758     8.742
2.1325     4.2113     8.9537
2.0561     4.3283     9.1085
1.847      4.508      9.2355
1.7735     4.5867     9.3814
1.5248     4.6281     9.4829
1.3028     4.659      9.5011
0.9185     4.6281     9.4553



























































































































































0.9856     1.7104     5.6222     NASP-PR
1.0223     1.5871     5.4392
1.0629     1.5425     5.1649
0.9937     1.5677     4.9737
1.0304     1.5406     4.7619
1.0754     1.5497     4.6272
1.0519     1.6146     4.3946

































































































































































































0.2446     5.7211     10.4112    R-PM/MAX
0.1448     5.3947     10.1058
0.0329     5.162      9.8979
-0.117     4.8438     9.5591
-0.221     4.5837     9.339
-0.3943    4.343      9.0386
-0.5273    4.1405     8.8175
-0.6588    3.9337     8.5286
-0.8177    3.6861     8.2058
-0.8371    3.4743     7.9027
-0.8327    3.3047     7.6174
-0.8792    3.2099     7.2349
-0.928     3.1405     6.9693
-1.0696    2.8978     6.4092
-1.217     2.8757     6.0107
-1.2574    2.8697     5.726
-1.2676    2.898      5.4787
-1.3051    2.9114     5.3056
-1.2549    2.9396     5.1102
-1.1364    2.9349     4.9891




















































































































































































1.7187     5.7568     10.3396    L-PM/MAX
1.7475     5.5601     10.2066
1.8313     5.3408     9.9885
1.9807     5.0869     9.7383
2.0898     4.8826     9.5403
2.2404     4.6344     9.3599
2.3617     4.3772     9.1782
2.557      4.0899     8.9042
2.6679     3.8536     8.5334
2.6946     3.7638     8.1551
2.6867     3.5157     7.6664
2.7461     3.3269     7.2045
2.9131     3.2891     6.983
3.0326     3.2128     6.5889
3.1892     3.1922     6.3169
3.2674     3.1023     5.97
3.2835     3.0546     5.6295
3.2665     3.072      5.4064
3.1613     3.0385     5.1874
3.0715     3.0685     5.0019




















































































































































































-1.8858    7.4226     6.4498     ROSTRUM
-1.8448    7.3646     6.6841
-1.7249    7.2963     6.9447
-1.5731    7.1718     7.1712
-1.4168    7.1091     7.4047
-1.2206    7.0109     7.7331
-1.1543    6.9122     8.0182
-1.1476    6.7149     8.4788
-1.1727    6.6117     8.8246
-1.2357    6.6266     9.0879
-1.3454    6.6007     9.2974
-1.4919    6.5074     9.5075
-1.6034    6.493      9.7662
-1.5952    6.4544     9.9994
