NMNH       197164     Phu22stv
19.2395    19.6306    14.3697    IN
15.8251    15.7415    17.0943    BR
12.139     11.7378    15.0632    GL
12.1651    11.8483    14.3491    NA
10.3593    9.9565     9.0639     RH
9.5113     8.7642     6.1074     NS
9.4355     8.6105     4.9101     PR
8.8527     9.4957     4.9564     R_PR2
10.6751    10.8953    10.0687    R_PMS
10.3181    14.8697    9.5402     R_ZMI
11.0819    13.5816    12.5061    R_ZMU
12.1024    12.2529    13.6088    R_DA
11.1823    12.8308    14.9623    R_MTI
11.9231    13.4374    15.8903    R_MTS
10.42      14.6869    13.7509    R_FMO
10.4441    15.5341    13.4985    R_FMT
13.8496    19.244     12.6274    R_PO
10.5302    16.3867    10.9274    R_ZTS
10.2271    8.3471     4.886      L_PR2
11.5179    10.5515    10.1891    L_PMS
15.55      10.2218    9.5757     L_ZMI
13.9346    10.9679    12.491     L_ZMU
12.6323    11.8911    13.5723    L_DA
13.9462    10.6668    15.0285    L_MTI
14.1589    11.5242    15.8454    L_MTS
15.2317    10.5657    13.8166    L_FMO
16.1207    10.5364    13.5       L_FMT
19.5078    14.3239    12.6229    L_PO
17.0812    10.7316    10.9562    L_ZTS
9.9571     8.1108     5.7018     O1
10.9539    14.9535    14.8121    O2
18.2595    11.4668    11.4448    O3
19.6792    18.8171    14.0761    O4







































































































































































12.0907    11.8015    14.8782    GLRH
12.1206    11.7998    14.6997
12.1681    11.8389    14.4511
12.1981    11.8555    14.2424
12.19      11.9037    14.0257
12.2452    11.9022    13.8308
12.2359    11.9126    13.6706
12.2293    11.9058    13.4512
12.2354    11.8755    13.2589
12.1775    11.8561    13.1201
12.1279    11.8032    12.8893
12.0546    11.7715    12.7108
11.9783    11.7035    12.4966
11.9121    11.6582    12.3195
11.8441    11.5863    12.1424
11.7259    11.5336    11.9414
11.6662    11.4618    11.8151
11.5944    11.3887    11.6527
11.5359    11.2968    11.5046
11.4594    11.2247    11.3489
11.4278    11.1529    11.2018
11.3388    11.1073    11.0979
11.2378    11.0244    10.899
11.2076    10.9318    10.7764
11.1349    10.8027    10.6137
11.0485    10.7106    10.4509
11.0059    10.645     10.3563
10.9205    10.5602    10.2309
10.8376    10.4701    10.0441
10.7615    10.37      9.9091
10.6523    10.2815    9.7417
10.6011    10.1806    9.603
10.5087    10.1128    9.4513
10.484     10.0128    9.333
10.3947    9.9158     9.1317





































































































































































10.4358    9.8917     9.0848     NOSE
10.2422    9.9828     8.9972
10.1014    10.1524    8.8619
9.9666     10.21      8.7683
9.7394     10.1903    8.5594
9.5712     10.2071    8.3476
9.4811     10.1492    8.0881
9.3757     10.1362    7.8961
9.2798     10.1104    7.7145
9.26       10.0449    7.5622
9.2339     9.9776     7.4339
9.1783     9.8844     7.2617
9.1144     9.8064     7.0818
9.0654     9.7004     6.9498
9.0711     9.5587     6.8145
9.0674     9.4133     6.6876
9.1316     9.2498     6.6086
9.2519     9.1407     6.5117
9.2668     9.0404     6.3578
9.2964     8.9608     6.2439
9.4247     8.878      6.1397
9.5158     8.7894     6.1445
9.7131     8.6332     6.2064
9.79       8.5412     6.3186
9.9118     8.4475     6.4489
10.1043    8.485      6.6105
10.2475    8.5111     6.7219
10.3781    8.5672     6.8228
10.5098    8.5708     6.9714
10.5956    8.6609     7.1321
10.7134    8.6395     7.3173
10.7605    8.7613     7.4883
10.8367    8.7718     7.6727
10.8477    8.91       7.855
10.8884    8.9512     8.0185
10.9103    9.05       8.2074
10.8772    9.2101     8.2848
10.916     9.2129     8.4799
10.9622    9.3221     8.6838
10.891     9.5267     8.8372
10.8019    9.5986     9.0009
10.6423    9.7157     9.0765
10.4412    9.8902     9.1509





























































































































































9.4322     8.6068     5.8698     NASP-PR
9.3663     8.5543     5.6609
9.3381     8.5329     5.4391
9.3425     8.5523     5.1993
9.348      8.5917     5.0404
9.3958     8.6544     4.8743


































































































































































































10.6415    10.868     10.0455    R-PM/MAX
10.5117    10.7165    9.8915
10.4044    10.7165    9.7474
10.3428    10.6185    9.6629
10.2261    10.563     9.4981
10.1418    10.4609    9.3721
10.0568    10.417     9.2076
9.9985     10.4021    9.1137
9.9232     10.4007    8.9968
9.7891     10.4058    8.8394
9.6735     10.3908    8.6627
9.5175     10.3651    8.471
9.4148     10.3381    8.2379
9.3104     10.3274    8.0219
9.189      10.2917    7.7421
9.1596     10.283     7.5027
9.1133     10.3216    7.306
9.0147     10.3683    6.9848
8.9201     10.4286    6.6076
8.8295     10.4894    6.3657
8.7395     10.5236    6.0851
8.7502     10.4961    5.6229
8.8477     10.4316    5.4931

















































































































































































11.5132    10.5196    10.1923    L-PM/MAX
11.4254    10.3687    10.0112
11.3468    10.2178    9.8706
11.2966    10.0334    9.6545
11.2545    9.8898     9.4966
11.2009    9.7443     9.3027
11.1586    9.6269     9.1339
11.1298    9.5192     9.0318
11.1211    9.3596     8.7999
11.0937    9.2494     8.6823
11.1098    9.1153     8.5285
11.1266    8.9727     8.3123
11.0872    8.8973     8.1591
11.1153    8.7721     7.9632
11.0925    8.7267     7.8223
11.0883    8.6956     7.6133
11.1156    8.6356     7.3981
11.1953    8.6423     7.2828
11.2815    8.6144     7.0864
11.2959    8.5363     6.8561
11.3008    8.434      6.5996
11.3173    8.3907     6.4117
11.321     8.3556     6.2495
11.3606    8.3172     6.1163
11.4476    8.2959     5.9054
11.4246    8.3289     5.6063
11.3339    8.4806     5.4221













































































































































































10.2167    13.1175    6.9723     ROSTRUM
10.1863    13.0003    7.1622
10.1338    12.9091    7.37
10.234     12.7343    7.5339
10.3351    12.5064    7.6574
10.3975    12.3316    7.8353
10.3995    12.1956    7.9817
10.366     12.1364    8.1568
10.2556    11.9959    8.3951
10.1336    11.8384    8.6165
10.0441    11.7531    8.8249
