LSZT       R7         Phu185sf










0.2094     4.1232     9.5577     NOSE
-0.0559    4.1387     9.4919
-0.3584    3.9314     9.1796
-0.4999    3.6918     8.9963
-0.6359    3.4303     8.725
-0.7409    3.229      8.4845
-0.8254    3.063      8.2386
-0.8939    2.8564     7.9262
-0.8885    2.612      7.611
-0.8969    2.4172     7.3788
-0.8262    2.2764     7.1964
-0.775     2.1041     6.9394
-0.6574    1.9718     6.8065
-0.5715    1.9184     6.7164
-0.3597    1.6205     6.5629
-0.3114    1.4827     6.4907
-0.0678    1.3051     6.2732
0.1098     1.333      6.1439
0.259      1.3982     6.0836
0.3824     1.4253     6.0539
0.5443     1.4359     6.0712
0.7372     1.4347     6.1658
0.9119     1.3832     6.3409
1.1376     1.4954     6.4814
1.2786     1.7585     6.5987
1.3802     1.9051     6.6822
1.5227     2.0432     6.7626
1.6135     2.1039     6.8441
1.7149     2.2538     7.0636
1.7098     2.3538     7.2423
1.672      2.5226     7.4583
1.6646     2.7058     7.6728
1.5769     2.8669     7.7686
1.5479     3.0911     8.0769
1.4856     3.2949     8.3619
1.3628     3.5185     8.6715
1.1588     3.7958     9.0478
0.974      4.0453     9.1983
0.7075     4.1745     9.3432
0.3631     4.1385     9.4747
0.1295     4.1247     9.5708































































































































































0.4243     1.455      6.0659     NASP-PR
0.4255     1.2882     5.887
0.4549     1.1357     5.6124
0.4255     0.9871     5.2564
0.464      0.9667     4.9356
0.4809     0.9189     4.7388
0.5039     0.944      4.5148

































































































































































































-0.3873    6.2025     10.707     R-PM/MAX
-0.4098    5.9947     10.5725
-0.4732    5.7988     10.4494
-0.4557    5.5889     10.3322
-0.6084    5.224      10.0591
-0.6684    5.0732     9.9358
-0.7212    4.8257     9.7895
-0.7576    4.5964     9.6193
-0.777     4.2416     9.3733
-0.9019    3.9807     9.122
-1.0748    3.6904     8.7647
-1.1877    3.4588     8.4916
-1.2301    3.2551     8.1561
-1.2998    2.9562     7.7078
-1.3741    2.6651     7.1942
-1.431     2.5495     6.8853
-1.7386    2.5645     6.3744
-1.8024    2.3814     6.0208
-1.8333    2.3032     5.635
-1.8211    2.2603     5.4163
-1.692     2.2294     5.152
-1.4097    2.1645     4.9356


















































































































































































0.598      6.2971     10.8165    L-PM/MAX
0.637      6.0923     10.6375
0.7013     5.8693     10.4585
0.8167     5.5865     10.236
0.9537     5.2199     9.976
1.0414     4.9662     9.819
1.1478     4.6917     9.6084
1.2679     4.4583     9.4218
1.3466     4.2991     9.2773
1.4796     4.0573     9.0217
1.6211     3.822      8.7695
1.7943     3.5398     8.402
1.9287     3.3104     8.035
1.9843     3.1683     7.7804
2.0514     2.9949     7.4566
2.0854     2.8706     7.1841
2.3046     2.9261     6.9963
2.4334     2.8733     6.7416
2.5114     2.7856     6.5263
2.5587     2.7101     6.251
2.6233     2.5887     5.9351
2.5595     2.5615     5.6608
2.535      2.5467     5.4668
2.2643     2.5288     5.13
















































































































































































-2.5618    6.5799     6.0871     ROSTRUM
-2.5732    6.5024     6.3459
-2.5549    6.4553     6.5834
-2.472     6.4197     6.8006
-2.3132    6.3598     6.9931
-2.11      6.3112     7.2634
-2.0063    6.2426     7.4707
-1.8994    6.1183     7.7406
-1.8784    6.0371     8.0673
-1.7966    5.9032     8.3252
-1.7445    5.8342     8.586
-1.7144    5.78       8.8288
-1.7363    5.7346     9.0359
-1.8157    5.6471     9.3427
-1.8509    5.6389     9.4592
-1.9269    5.6391     9.5996
-1.9666    5.5951     9.7374
-1.9609    5.5543     9.8945
-1.8998    5.5899     10.0767
-1.7056    5.5222     10.2282
-1.385     5.515      10.1918
-1.1544    5.55       10.2099
-0.9218    5.5368     10.2078
-0.7132    5.6046     10.3026
-0.5742    5.6221     10.3427
-0.4758    5.6328     10.3835
-0.3119    5.5531     10.5834
-0.089     5.5413     10.7149
0.0979     5.5808     10.7663
0.3269     5.6217     10.7179
0.5393     5.6514     10.6349
0.6927     5.7776     10.5375
0.76       5.8793     10.4825
0.9515     5.9604     10.4479
1.2389     6.0502     10.3705
1.4594     6.1161     10.3423
1.6818     6.0893     10.3134
1.8769     6.125      10.3544
2.1637     6.1395     10.2956
2.3328     6.1771     10.1875
2.3801     6.2296     10.0222
2.2841     6.2001     9.7808
2.1876     6.2547     9.5727
2.1162     6.2783     9.3245
2.1372     6.3832     9.0849
2.2603     6.4791     8.6789
2.3106     6.5332     8.3385
2.3605     6.69       7.9801
2.4003     6.7553     7.7485
2.5214     6.8375     7.508
2.6728     6.9034     7.3025
2.9077     6.9744     7.0503
3.0483     6.9919     6.7744
3.0829     7.058      6.5473
3.0735     7.0617     6.3306
3.031      7.0852     6.1375
2.986      7.1289     6.0944















































































































































-4.4746    11.2963    14.1471    SUPORB
-4.4297    11.4064    14.442
-4.3715    11.4847    14.6978
-4.3198    11.5311    14.9641
-4.2216    11.5631    15.195
-4.1038    11.5354    15.4263
-3.8389    11.4556    15.7437
-3.5396    11.4155    15.9403
-3.269     11.3339    16.0948
-3.0179    11.2374    16.1961
-2.8114    11.0548    16.2803
-2.5591    10.9832    16.3581
-2.312     11.0728    16.4847
-2.0099    11.0697    16.5911
-1.7346    11.1771    16.6729
-1.5086    11.3027    16.7338
-1.2799    11.368     16.7826
-1.0529    11.3196    16.8028
-0.7825    11.1358    16.8012
-0.6659    11.0133    16.7777
-0.4471    10.8525    16.7234
-0.2237    10.7285    16.671
-0.0289    10.7308    16.6487
0.1711     10.8255    16.7012
0.3002     11.0356    16.77
0.4644     11.2299    16.8018
0.6613     11.3253    16.8208
0.9251     11.3998    16.8402
1.2186     11.3288    16.7996
1.5481     11.1571    16.7426
1.6897     11.1258    16.6845
1.8659     11.122     16.6281
2.2161     11.1394    16.4639
2.5846     11.211     16.3667
2.9127     11.3653    16.277
3.1092     11.5086    16.1869
3.3862     11.7033    16.0303
3.5778     11.7842    15.9047
3.804      11.8685    15.699
3.9852     11.9181    15.4074
4.0785     11.8721    15.1926
4.1534     11.8179    15.0035
4.2264     11.8181    14.8227
4.3138     11.8464    14.6489
4.3527     11.7829    14.4655
4.3968     11.7223    14.3154
4.4017     11.5773    14.1616

























































































































































-2.2079    10.0982    13.1714    RORBIT
-2.5416    10.1195    13.2457
-2.8462    10.1887    13.3527
-3.2041    10.3286    13.5674
-3.4172    10.4528    13.73
-3.5361    10.5177    13.8896
-3.6317    10.6019    14.0829
-3.735     10.6908    14.2925
-3.7111    10.7573    14.5367
-3.7035    10.6289    14.7916
-3.555     10.523     15.1385
-3.1897    10.3845    15.4663
-2.7961    10.2636    15.6402
-2.467     10.1907    15.6952
-2.1238    10.1895    15.6342
-1.7673    10.1736    15.6737
-1.4758    10.2847    15.729
-1.1703    10.3754    15.7869
-0.8069    10.3967    15.7577
-0.6412    10.3902    15.4024
-0.5879    10.4178    15.048
-0.5131    10.3271    14.8103
-0.4794    10.2216    14.62

















































































































































































2.3643     10.2212    13.2635    LORBIT
2.7239     10.2447    13.4011
3.0074     10.4366    13.6026
3.217      10.6005    13.7403
3.3479     10.734     13.8891
3.5057     10.8532    14.0595
3.5307     10.9138    14.1295
3.718      10.9663    14.359
3.6461     11.0625    14.7141
3.5602     10.9473    15.1178
3.3943     10.8427    15.3556
3.1713     10.6799    15.5931
2.9556     10.5567    15.6997
2.7319     10.4518    15.8068
2.5206     10.4107    15.7964
2.275      10.386     15.7549
2.0048     10.3482    15.7334
1.8321     10.314     15.7562
1.3963     10.3194    15.7848
0.8477     10.3997    15.8118
0.6689     10.4502    15.6085
0.5914     10.3685    15.4278
0.5536     10.3591    15.1722
0.4946     10.3354    14.9311
0.4547     10.269     14.7776
0.4434     10.2384    14.7175
0.4321     10.1909    14.6541













































































































































































-4.4836    11.2309    14.2424    RTEMFOS
-4.5007    11.1436    14.1041
-4.5326    11.0264    13.8785
-4.5489    10.9442    13.6634
-4.5644    10.8603    13.4806
-4.5628    10.7268    13.2458
-4.5529    10.6019    13.0189
-4.5519    10.4893    12.8475
-4.5485    10.3468    12.6665
-4.5483    10.2434    12.4531
-4.5673    10.1367    12.2552
-4.57      10.0218    12.1269
-4.6299    9.9182     11.8779
-4.6787    9.8843     11.6986
-4.7738    9.9374     11.4632
-4.8907    10.1119    11.2647
-5.0843    10.3076    11.1438
-5.2094    10.6541    11.1
-5.2672    10.8574    11.093
-5.3465    11.1026    11.1025
-5.3993    11.2725    11.1117



















































































































































































4.2746     11.6218    14.1508    LTEMFOS
4.2562     11.5397    13.9066
4.3646     11.3752    13.7316
4.384      11.2483    13.4635
4.4078     11.1053    13.1849
4.3471     10.9045    12.8265
4.411      10.7788    12.6498
4.4671     10.6101    12.464
4.4904     10.5055    12.3135
4.5385     10.4075    12.0826
4.6062     10.3485    11.9084
4.6457     10.4023    11.727
4.7808     10.4207    11.5295
4.9004     10.5417    11.3903
4.9725     10.7744    11.3097
5.0858     11.0373    11.2633
5.1149     11.2365    11.2464
5.194      11.3963    11.2377
5.2316     11.5862    11.2404
5.2207     11.6692    11.2492




















































































































































































0.4022     5.305      12.4144    OP
0.3527     7.6739     12.9124    BA
-0.1792    13.4286    12.6198    ST
-0.5668    20.6617    13.8447    IV
-4.456     7.5472     12.52      R_PG
-5.5526    9.7759     11.3652    R_ZTI
-2.7268    14.7406    14.126     R_M3D
-3.0777    17.3873    14.4705    R_M12
-2.8756    20.1634    14.9625    R_MP3
-2.4726    21.987     14.7912    R_PMI
4.7449     8.1471     12.2622    L_PG
5.7482     10.5038    11.1168    L_ZTI
2.3224     14.7982    14.1069    L_M3D
2.4242     17.623     14.3133    L_M12
1.8632     20.4283    14.7542    L_MP3
1.0786     22.0525    14.7026    L_PMI
0.411      22.8948    13.4824    O1
-3.4227    10.7019    5.7096     O2
5.7395     11.2474    10.1506    O3
0.7547     2.3349     9.078      O4




















































































































































































-3.9856    14.2565    11.4913    RZYGINF
-4.0413    13.955     11.3809
-4.2192    13.7411    11.2465
-4.3622    13.5081    11.1341
-4.4853    13.2661    11.1275
-4.6017    13.1177    11.118
-4.7549    12.8862    11.1831
-4.8432    12.669     11.29
-4.8835    12.4863    11.3857
-4.8829    12.2549    11.4499
-4.9393    12.0486    11.4868
-5.0132    11.7521    11.5255
-5.0717    11.5308    11.5366
-5.1503    11.2616    11.5419
-5.15      11.0244    11.5599
-5.2368    10.8328    11.5504
-5.3967    10.6555    11.4991
-5.547     10.533     11.4495
-5.5975    10.3296    11.4101
-5.6352    10.1347    11.3743
-5.6656    9.9846     11.365
-5.7087    9.876      11.2478


















































































































































































3.454      14.6989    11.6608    LZYGINF
3.604      14.4757    11.442
3.6582     14.2248    11.2139
3.8665     14.087     11.1523
4.0575     13.8472    11.0385
4.3175     13.6408    10.9977
4.4742     13.4012    11.055
4.5609     13.239     11.1181
4.5844     13.0627    11.1706
4.6269     12.8223    11.1731
4.7465     12.6502    11.2869
4.7891     12.4391    11.262
4.9291     12.2071    11.3108
5.0506     12.0469    11.335
5.1773     11.7378    11.3082
5.3625     11.5065    11.2843
5.5394     11.3498    11.2547
5.6162     11.1379    11.2163
5.693      10.9363    11.1673
5.7267     10.7242    11.1531
5.7547     10.6391    11.1607
5.7507     10.5687    11.1301


















































































































































































-2.7144    14.7223    14.1397    R-ALV
-2.8442    15.0544    14.2009
-2.9664    15.3828    14.2043
-3.0713    15.6419    14.2054
-3.0377    15.9576    14.2018
-3.029     16.3259    14.3082
-3.0723    16.6923    14.3562
-3.1198    17.0767    14.3951
-3.0804    17.3553    14.4322
-3.0861    17.6084    14.5084
-3.0873    18.0158    14.5583
-3.0599    18.3631    14.5854
-2.9618    18.5763    14.6635
-2.9478    18.6811    14.7088
-2.9617    18.8344    14.7097
-2.948     19.0252    14.7914
-2.901     19.2235    14.8569
-2.8599    19.3755    14.8494
-2.8425    19.5671    14.8814
-2.8774    19.7973    14.8474
-2.9298    19.9651    14.8351
-2.9358    20.1075    14.8425


















































































































































































2.2239     14.7946    14.1681    L-ALV
2.3743     15.2358    14.1491
2.4824     15.5095    14.1402
2.5181     15.8898    14.1173
2.4386     16.2024    14.1624
2.4671     16.6642    14.156
2.4915     16.9929    14.1582
2.5048     17.3135    14.2387
2.3858     17.6776    14.3156
2.3457     18.0662    14.3298
2.2835     18.419     14.4651
2.1236     18.7341    14.4145
2.0436     19.2413    14.5195
1.9745     19.593     14.5425
1.9223     19.8337    14.6481
1.8885     20.0293    14.7354
1.874      20.2107    14.746
1.7982     20.3537    14.7858
