AMNH       83594      Phu9stv
17.2298    14.5436    13.8954    IN
14.2724    11.4058    16.9788    BR
9.6562     6.228      16.2343    GL
9.4357     6.2657     15.4489    NA
5.4935     2.3871     9.4672     RH
3.6646     0.2453     5.9453     NS
3.2761     -0.0729    4.4172     PR
2.6338     0.981      4.5763     R_PR2
5.4117     3.3365     9.7557     R_PMS
6.0802     8.978      9.0889     R_ZMI
7.9219     7.8034     13.3323    R_ZMU
9.0898     6.6463     14.2967    R_DA
8.0358     7.8455     15.7504    R_MTI
8.9657     8.3445     16.7678    R_MTS
7.4909     9.753      14.5439    R_FMO
7.3389     10.675     14.3962    R_FMT
10.9762    14.8938    11.4423    R_PO
6.6626     11.5967    10.7821    R_ZTS
4.4233     -0.645     4.7401     L_PR2
6.6924     2.4603     10.0144    L_PMS
12.1208    3.3242     8.8206     L_ZMI
11.0561    4.8423     13.2006    L_ZMU
9.9553     5.9237     14.2071    L_DA
11.2429    4.9223     15.7196    L_MTI
11.8287    5.7812     16.6341    L_MTS
13.0694    4.551      14.315     L_FMO
14.0762    4.5449     14.0951    L_FMT
17.8312    8.7628     11.1938    L_PO
15.0442    4.1396     10.4568    L_ZTS
2.5172     0.1974     4.4113     O1
13.0561    2.6833     10.0693    O2
8.1864     10.0789    15.7616    O3
18.6013    11.4975    11.9781    O4







































































































































































9.5004     6.3566     16.2243    GLRH
9.4782     6.3303     16.0461
9.4736     6.305      15.9334
9.4793     6.2792     15.7462
9.4494     6.2821     15.5822
9.4529     6.2483     15.4387
9.4132     6.234      15.1818
9.3793     6.2158     14.9751
9.3449     6.1847     14.7758
9.3015     6.1354     14.6109
9.2276     6.0722     14.4083
9.1836     5.9781     14.24
9.0937     5.8892     14.0525
9.0139     5.797      13.8842
8.9289     5.7122     13.7253
8.8503     5.5867     13.5688
8.8028     5.5201     13.4597
8.685      5.4352     13.2995
8.6248     5.3476     13.1539
8.5142     5.2456     12.9997
8.404      5.1658     12.8666
8.2867     5.0457     12.6905
8.2087     4.9748     12.576
8.097      4.8868     12.4513
8.0009     4.7946     12.304
7.9077     4.6615     12.1676
7.7542     4.6281     12.0675
7.645      4.5221     11.9373
7.5071     4.3332     11.7642
7.3948     4.2343     11.6368
7.3367     4.1636     11.5766
7.2593     4.1054     11.5029
7.154      4.0069     11.3969
7.0463     3.8853     11.2974
6.9446     3.7964     11.1948
6.8646     3.6884     11.089
6.7579     3.6148     11.0011
6.6479     3.5501     10.8995
6.5497     3.4612     10.8196
6.4482     3.31       10.6677
6.389      3.1996     10.5707
6.2675     3.1073     10.4652
6.2243     3.0042     10.3714
6.1463     2.9293     10.2876
6.0589     2.856      10.1983
6.0028     2.79       10.1187
5.9107     2.7337     10.0432
5.8417     2.69       9.9589
5.785      2.5782     9.8745
5.734      2.5334     9.7861
5.6744     2.451      9.7145
5.5781     2.3734     9.6037




















































































































































5.5462     2.3532     9.5842     NOSE
5.4301     2.5389     9.5187
5.1986     2.5616     9.4249
5.0355     2.5715     9.3225
4.8775     2.6148     9.1291
4.7156     2.7043     8.9566
4.497      2.6638     8.8291
4.3857     2.5803     8.6682
4.2475     2.4981     8.4909
