NMNH       378671     Php5stv
19.7512    19.4209    15.0583    IN
15.7999    15.5326    17.2905    BR
11.9584    11.8705    14.6609    GL
11.9646    11.8601    14.6482    NA
10.3239    10.0483    9.168      RH
8.9445     8.5111     6.1145     NS
8.9206     8.3211     4.9955     PR
8.3865     9.1321     5.2458     R_PR2
10.4535    11.0544    9.9961     R_PMS
10.3093    15.4542    9.1571     R_ZMI
11.1744    13.526     12.3317    R_ZMU
11.9708    12.2444    13.7991    R_DA
10.981     13.3831    14.7806    R_MTI
11.5455    13.5536    15.6163    R_MTS
10.5149    15.0413    13.6932    R_FMO
10.6285    15.9257    14.0396    R_FMT
14.1259    20.089     12.5922    R_PO
10.0361    16.9027    11.0082    R_ZTS
9.6864     7.9654     5.2506     L_PR2
11.2041    10.0656    9.8633     L_PMS
15.8239    10.1203    9.2551     L_ZMI
13.868     10.9109    12.267     L_ZMU
12.3541    11.8686    13.7693    L_DA
13.711     10.8005    14.8249    L_MTI
13.8905    11.4133    15.6179    L_MTS
15.2479    10.4436    13.8353    L_FMO
16.1367    10.5479    14.209     L_FMT
20.1302    14.0265    12.4574    L_PO
17.1842    9.9088     10.9456    L_ZTS
9.2421     7.6462     5.6614     O1
11.3553    15.4696    15.0036    O2
19.0074    10.9728    11.8138    O3
21.2625    17.1159    13.8618    O4







































































































































































11.932     11.8574    14.5543    GLRH
11.9309    11.8557    14.2445
11.9884    11.848     14.0027
12.026     11.8586    13.7759
12.0348    11.8422    13.5525
12.0087    11.8656    13.3729
11.9874    11.8676    13.0946
11.9724    11.8004    12.9081
11.9126    11.7804    12.7014
11.8577    11.6924    12.4415
11.7519    11.6355    12.1947
11.6689    11.5491    11.972
11.5899    11.4946    11.7674
11.5013    11.3736    11.5204
11.4074    11.2378    11.2953
11.3633    11.1484    11.1605
11.2576    11.0613    10.9895
11.1536    10.9378    10.7936
11.0579    10.888     10.6222
10.9411    10.8274    10.4853
10.8326    10.723     10.2847
10.764     10.5914    10.1018
10.707     10.463     9.8999
10.5937    10.3444    9.7233
10.5313    10.2323    9.5927
10.4369    10.1458    9.4561
10.286     10.035     9.2074













































































































































































10.2899    10.0271    9.1857     NOSE
10.1334    10.131     9.1684
9.9073     10.2198    9.0252
9.7189     10.3517    8.9043
9.4057     10.3518    8.6303
9.1857     10.253     8.4257
9.0071     10.139     8.1915
8.8652     10.0437    8.0421
8.7764     9.8868     7.8059
8.7078     9.8034     7.649
8.5993     9.7417     7.4029
8.573      9.641      7.226
8.5346     9.5421     7.0554
8.5088     9.4359     6.9532
8.4915     9.2762     6.8194
8.527      9.0853     6.745
8.5926     8.935      6.675
8.6331     8.7672     6.5644
8.6965     8.7007     6.4514
8.7497     8.5805     6.1995
8.9005     8.4717     6.0419
9.0146     8.2985     6.2062
9.1231     8.2472     6.4425
9.2701     8.225      6.6254
9.3777     8.194      6.7634
9.5409     8.1592     6.8588
9.7333     8.0959     6.9466
9.8562     8.1834     7.1107
9.9869     8.1918     7.2814
10.1345    8.1939     7.4595
10.1732    8.3103     7.6608
10.2134    8.476      7.8265
10.3236    8.6055     8.0171
10.4532    8.7256     8.2492
10.4678    8.9026     8.3493
10.5445    9.1299     8.5085
10.5872    9.2083     8.6797
10.613     9.2566     8.8013
10.5819    9.4023     8.8803
10.5164    9.5901     9.0617
10.4742    9.7746     9.1552
10.429     9.9173     9.1593
10.3111    10.0437    9.2181





























































































































































8.8829     8.4405     6.0311     NASP-PR
8.7631     8.3093     5.8046
8.7867     8.2534     5.5306
8.7939     8.2354     5.3156
8.881      8.3438     5.0254



































































































































































































10.451     11.013     9.9797     R-PM/MAX
10.2874    10.932     9.8455
10.1327    10.8242    9.6601
9.9558     10.7904    9.4768
9.8069     10.7751    9.3086
9.6758     10.7518    9.1495
9.5271     10.696     9.0327
9.3776     10.6119    8.9003
9.2347     10.5529    8.7217
9.0961     10.5164    8.5645
8.9898     10.5034    8.4337
8.8551     10.4343    8.1762
8.7662     10.419     7.9064
8.7338     10.3919    7.6537
8.6718     10.3718    7.4719
8.6228     10.3368    7.2875
8.5257     10.3139    7.0547
8.4622     10.3463    6.8484
8.392      10.4083    6.6535
8.3606     10.4114    6.5168
8.2293     10.3389    6.1643
8.3137     10.2736    5.9201
8.5786     10.2337    5.6748

















































































































































































11.2021    10.0882    9.907      L-PM/MAX
11.0987    9.9167     9.7171
11.0747    9.7335     9.551
11.0381    9.5422     9.3503
11.0296    9.3434     9.1648
10.9962    9.1566     8.965
10.9269    9.0073     8.8228
10.8401    8.8307     8.6431
10.8081    8.6414     8.4081
10.7979    8.5705     8.2628
10.7735    8.4385     7.9554
10.7546    8.3444     7.6912
10.7512    8.2791     7.4258
10.7742    8.2193     7.2405
10.7767    8.1055     6.9886
10.9258    8.037      6.8526
10.9724    7.9576     6.6347
10.978     7.9006     6.4771
10.9576    7.8875     6.315
10.9257    7.9        6.1017
10.8408    7.9938     5.8901
10.8013    8.1349     5.7286


















































































































































































10.3701    13.7926    6.817      ROSTRUM
10.2295    13.6809    7.0706
10.1476    13.6018    7.2883
10.1214    13.5223    7.4765
10.1463    13.3765    7.6724
10.2188    13.169     7.8436
10.2583    13.0416    8.0142
10.2603    12.8902    8.2211
