AMNH       216247     Phu15stv
15.6899    16.6818    -14.8523   IN
12.132     13.1772    -17.7435   BR
9.2549     9.0518     -15.1264   GL
9.3965     9.1444     -14.4529   NA
8.3269     7.4001     -10.5017   RH
7.8313     6.3859     -8.0486    NS
7.8625     6.3188     -7.394     PR
8.6579     5.9297     -7.6427    R_PR2
9.3064     8.1617     -11.725    R_PMS
13.1002    8.0267     -10.373    R_ZMI
11.2521    8.3955     -12.7238   R_ZMU
9.8886     9.1369     -13.721    R_DA
10.5973    8.2995     -15.2146   R_MTI
10.5305    8.7873     -15.9008   R_MTS
12.5628    8.1032     -14.2049   R_FMO
13.3767    8.336      -14.212    R_FMT
16.3971    11.8288    -13.2413   R_PO
14.412     8.4548     -11.6565   R_ZTS
7.3464     7.1335     -7.4253    L_PR2
8.616      8.5817     -11.4303   L_PMS
8.3351     11.8622    -9.7107    L_ZMI
8.5666     10.6986    -12.3494   L_ZMU
9.4179     9.5202     -13.738    L_DA
8.2481     10.154     -14.8587   L_MTI
8.3789     10.6539    -15.5517   L_MTS
7.8299     11.9407    -13.5949   L_FMO
7.82       12.4675    -13.5236   L_FMT
10.7148    16.0539    -12.4845   L_PO
8.2201     13.2469    -10.8905   L_ZTS
7.2487     6.5114     -7.2534    O1
7.7479     12.2193    -10.375    O2
8.4152     12.296     -15.0045   O3
17.091     14.005     -13.7997   O4







































































































































































9.2948     9.0329     -15.0818   GLRH
9.3338     9.0521     -14.8418
9.3764     9.0883     -14.6723
9.4352     9.1259     -14.5141
9.4442     9.1416     -14.2781
9.4681     9.1682     -14.1054
9.4934     9.1546     -13.9391
9.4696     9.1404     -13.7309
9.465      9.1165     -13.5526
9.4459     9.0918     -13.3786
9.4133     9.0076     -13.1181
9.3886     8.9418     -12.9309
9.3406     8.8833     -12.7673
9.2722     8.8211     -12.602
9.2308     8.7378     -12.4704
9.1414     8.6282     -12.2497
9.0779     8.525      -12.0596
8.9925     8.3713     -11.8636
8.8904     8.178      -11.598
8.8282     8.1216     -11.4901
8.8019     8.0572     -11.4089
8.7325     7.9521     -11.2528
8.656      7.9047     -11.1688
8.5921     7.8088     -11.0374
8.5361     7.7348     -10.9149
8.4787     7.5896     -10.7783
8.4223     7.4808     -10.6571
8.3663     7.4151     -10.544
8.3294     7.3585     -10.454











































































































































































8.3617     7.3599     -10.5057   NOSE
8.5665     7.2331     -10.4799
8.7874     7.1371     -10.4086
8.8624     7.0254     -10.2554
8.9548     6.9005     -10.1569
9.0359     6.765      -9.9932
9.0749     6.6922     -9.9093
9.0309     6.608      -9.704
8.9777     6.532      -9.5018
8.9591     6.4421     -9.3813
8.8983     6.3852     -9.2862
8.833      6.3237     -9.1777
8.7109     6.2764     -9.0535
8.5996     6.1701     -8.9589
8.4989     6.1268     -8.866
8.409      6.066      -8.6995
8.3481     6.0516     -8.6418
8.2379     6.0773     -8.5262
8.171      6.1058     -8.4124
8.0937     6.1601     -8.3038
7.9927     6.2247     -8.1704
7.9212     6.2783     -8.0824
7.8527     6.3851     -8.0423
7.7975     6.4279     -8.0798
7.7217     6.5123     -8.1778
7.6203     6.6324     -8.2682
7.5728     6.7218     -8.3856
7.5196     6.7965     -8.4986
7.4482     6.8716     -8.584
7.4273     7.0214     -8.7217
7.4741     7.1239     -8.7978
7.4956     7.2583     -8.9098
7.4997     7.3606     -8.999
7.5254     7.475      -9.0965
7.5512     7.5605     -9.2095
7.5695     7.6816     -9.3689
7.6082     7.7061     -9.4659
7.6258     7.77       -9.5567
7.6986     7.7943     -9.6661
7.6986     7.8436     -9.795
7.7813     7.8765     -9.9233
7.891      7.8542     -10.0089
7.9596     7.8316     -10.1066
8.0144     7.8082     -10.2483
8.0244     7.8015     -10.3312
8.0938     7.6791     -10.3718
8.2007     7.5806     -10.4155
8.2928     7.4695     -10.4598
8.3494     7.38       -10.4373























































































































































7.8294     6.362      -8.013     NASP-PR
7.7787     6.2764     -7.842
7.7948     6.2656     -7.6874
7.8049     6.256      -7.5589
7.8467     6.3033     -7.3907



































































































































































































9.3206     8.1198     -11.7103   R-PM/MAX
9.2851     7.9686     -11.5113
9.2786     7.8775     -11.4093
9.2422     7.7348     -11.2754
9.2034     7.6294     -11.1761
9.163      7.4877     -11.0391
9.1149     7.3549     -10.8577
9.1293     7.2139     -10.6852
9.1179     7.069      -10.5184
9.1442     6.9181     -10.3383
9.1995     6.8567     -10.2679
9.2403     6.7652     -10.1288
9.2585     6.6821     -9.9688
9.2501     6.623      -9.8098
9.259      6.5234     -9.5645
9.2856     6.4219     -9.3728
9.325      6.3514     -9.2044
9.3824     6.271      -9.0516
9.3951     6.232      -8.9343
9.4483     6.1422     -8.7972
9.462      6.0186     -8.5776
9.4621     5.9769     -8.3937
9.5135     5.9887     -8.2469
9.5388     6.0368     -8.1416
9.5006     6.1516     -7.9824















































































































































































8.6176     8.6278     -11.4068   L-PM/MAX
8.5263     8.5495     -11.2908
8.4207     8.4552     -11.1599
8.3085     8.3411     -11.0288
8.1962     8.2836     -10.8884
8.1176     8.2855     -10.7665
8.0255     8.184      -10.5952
7.9404     8.1286     -10.4195
7.8433     8.1476     -10.2739
7.7815     8.1308     -10.1233
7.707      8.1473     -9.994
7.6592     8.1107     -9.862
7.625      8.0759     -9.7086
7.5876     8.0493     -9.6125
7.552      8.0114     -9.4723
7.5184     7.9885     -9.3175
7.4883     7.9971     -9.2185
7.471      7.9949     -9.1165
7.4242     7.9808     -9.044
7.41       8.0249     -8.9023
7.3653     7.998      -8.7373
7.3179     8.0043     -8.6282
7.2722     7.9779     -8.4897
7.1862     7.9649     -8.324
7.1674     7.972      -8.2206
7.1631     7.953      -8.0827
7.2036     7.9877     -7.9288
7.4103     7.9671     -7.7017












































































































































































11.9682    7.7237     -8.7734    ROSTRUM
11.8619    7.7209     -8.9714
11.8091    7.6813     -9.1049
11.756     7.6404     -9.3044
11.5895    7.6901     -9.458
11.3604    7.8419     -9.6134
11.1944    7.925      -9.7411
11.052     7.9115     -9.8494
10.9691    7.8646     -10.0075
10.818     7.7628     -10.2671
10.7386    7.6681     -10.4476
10.695     7.6236     -10.6413
10.6052    7.549      -10.76
10.5137    7.5543     -10.9214
10.3811    7.5239     -11.0435
10.2439    7.5833     -11.1198
10.1315    7.6804     -11.1901
9.8881     7.7824     -11.2778
9.7463     7.8494     -11.3332
9.6276     7.9184     -11.3829
9.4758     7.9704     -11.455
9.3891     8.0093     -11.5043
9.3121     8.0717     -11.6289
9.1963     8.1151     -11.6951
9.0463     8.2276     -11.7415
8.9715     8.2918     -11.7564
8.793      8.5071     -11.6988
8.7385     8.631      -11.6493
8.6729     8.7521     -11.575
8.611      8.8898     -11.4541
8.5655     9.0523     -11.3446
8.4901     9.1445     -11.1881
8.4223     9.2433     -11.1001
8.2967     9.3574     -11.0423
8.2127     9.4968     -10.8681
8.1634     9.4834     -10.7867
8.1253     9.6497     -10.6623
8.1961     9.713      -10.4945
8.2704     9.8242     -10.3249
8.3735     9.8989     -10.1839
8.497      9.9276     -10.006
8.5926     9.9687     -9.8659
8.6469     9.9866     -9.7543
8.692      10.0471    -9.5917
8.699      10.1544    -9.4073
8.624      10.2726    -9.2559
8.5043     10.4073    -9.1259
8.3887     10.4943    -9.0456
8.3493     10.6281    -8.9008
8.3682     10.6505    -8.7459
8.4327     10.6803    -8.557
8.4722     10.7       -8.4269
8.4626     10.7484    -8.2869



















































































































































13.3521    8.3751     -14.3057   SUPORB
13.3163    8.3952     -14.518
13.1761    8.3159     -14.8443
