NMNH       197162     Phu20stv
18.9227    18.1991    16.2829    IN
14.6714    15.0007    18.0072    BR
9.7005     11.349     15.9487    GL
9.7294     11.3341    15.4896    NA
7.9696     8.8865     7.9443     RH
6.9563     7.2742     3.2298     NS
7.0726     7.1065     1.7988     PR
6.4259     8.1121     2.0137     R_PR2
7.5475     9.7931     8.2787     R_PMS
8.7977     14.8839    8.907      R_ZMI
9.2033     12.9925    12.5616    R_ZMU
9.8581     11.7979    14.4533    R_DA
8.5199     13.1099    15.6249    R_MTI
9.6412     13.8448    16.8362    R_MTS
8.6509     14.7334    14.3593    R_FMO
8.6617     15.846     14.0509    R_FMT
13.7292    19.5588    12.8809    R_PO
9.389      17.3439    10.8719    R_ZTS
8.1007     6.4623     2.3817     L_PR2
8.7543     8.4964     8.5781     L_PMS
13.8608    8.6196     9.744      L_ZMI
11.763     10.1065    13.0214    L_ZMU
10.5996    11.167     14.2415    L_DA
11.2988    9.7056     15.824     L_MTI
11.8999    10.7573    17.0909    L_MTS
13.0292    9.3182     14.8482    L_FMO
14.1446    9.205      15.0093    L_FMT
19.0437    12.7797    13.4873    L_PO
16.151     8.9782     11.6639    L_ZTS
7.4746     6.3655     2.2273     O1
9.3604     14.9672    16.1098    O2
17.582     9.5491     12.1479    O3
19.3982    17.4152    15.5123    O4







































































































































































9.7398     11.3163    16.0123    GLRH
9.7258     11.32      15.8502
9.7207     11.3349    15.7388
9.7332     11.3449    15.6819
9.7238     11.3643    15.4684
9.7554     11.3677    15.2938
9.7997     11.3719    15.1025
9.8426     11.3784    14.9237
9.848      11.4328    14.7319
9.9084     11.3978    14.5538
9.8838     11.4427    14.3702
9.8835     11.4212    14.1952
9.8644     11.4164    14.0288
9.869      11.3197    13.8182
9.8744     11.2364    13.6486
9.8654     11.1657    13.449
9.7731     11.1135    13.2261
9.7552     11.0682    13.1164
9.7322     10.9968    12.9622
9.6101     10.9451    12.7342
9.5238     10.9044    12.4229
9.4438     10.819     12.2837
9.3682     10.7327    12.0511
9.3132     10.6773    11.8905
9.2617     10.6357    11.7455
9.2284     10.5404    11.6106
9.1813     10.4323    11.4429
9.1469     10.3133    11.3123
9.0805     10.2077    11.1225
9.0025     10.1229    10.9161
8.943      10.0807    10.7743
8.8429     9.9495     10.5715
8.8105     9.7969     10.3804
8.7341     9.7394     10.1955
8.6168     9.6999     10.0288
8.5619     9.6062     9.8485
8.5008     9.5176     9.6494
8.3966     9.4397     9.4121
8.2875     9.3792     9.1469
8.287      9.2171     8.9451
8.2155     9.114      8.7305
8.1907     8.996      8.5169
8.126      8.9317     8.3244
8.0485     8.8675     8.1014
8.0001     8.8158     7.9171



























































































































































7.9431     8.8954     7.9136     NOSE
7.7942     9.0179     7.8374
7.6378     9.0686     7.6654
7.5302     9.1052     7.5758
7.385      9.1813     7.3788
7.2705     9.2644     7.2608
7.1351     9.2684     7.0594
7.0456     9.2624     6.8764
6.943      9.2174     6.7561
6.8187     9.1934     6.5533
6.7247     9.2879     6.3805
6.697      9.25       6.2263
6.6498     9.1947     6.0425
6.6132     9.1448     5.8461
6.5978     9.0816     5.6279
6.4829     9.0534     5.4181
6.4922     8.9813     5.2106
6.494      8.9344     5.0994
6.4799     8.8372     4.9038
6.47       8.7874     4.7834
6.51       8.7425     4.6263
6.5895     8.6346     4.5098
6.6186     8.5283     4.382
6.6078     8.3821     4.2395
6.6322     8.1796     4.106
6.7095     8.0062     3.9723
6.622      7.8506     3.8023
6.5664     7.6846     3.6338
6.6652     7.5355     3.5033
6.7306     7.4256     3.4115
6.9753     7.3747     3.3546
7.1166     7.2071     3.3535
7.131      6.936      3.3726
7.2006     6.7896     3.5288
7.3773     6.7981     3.7808
7.5837     6.7638     3.9675
7.7865     6.7956     4.1689
7.8888     6.9028     4.3463
8.051      6.8841     4.5985
8.1458     6.8467     4.8244
8.1603     6.9411     5.0193
8.1987     7.004      5.2032
8.2244     6.9498     5.4738
8.2832     6.9103     5.6755
8.3189     6.9271     5.8604
8.306      7.0446     6.1187
8.3316     7.2359     6.2439
8.3591     7.318      6.5579
8.3799     7.4514     6.5431
8.3856     7.6286     6.6118
8.3677     7.7013     6.8177
8.3644     7.9392     6.9845
8.3674     8.0312     7.1672
8.3872     8.0725     7.3208
8.2798     8.1659     7.4813
8.1813     8.2996     7.5185
8.1529     8.3849     7.5966
8.1209     8.5555     7.7404
8.1021     8.6488     7.8287
8.078      8.7298     7.9704
7.9697     8.851      7.9367
7.8964     8.9459     7.897










































































































































6.9406     7.2499     3.2243     NASP-PR
6.8907     7.1326     2.9733
6.8815     7.084      2.8094
6.88       7.0762     2.6829
6.8921     7.0529     2.5706
6.9135     7.0466     2.4005
6.9373     7.0369     2.2348
6.9763     7.0323     2.116
7.0813     7.117      1.7714































































































































































































7.4589     9.7121     8.144      R-PM/MAX
7.4069     9.6719     7.9818
7.335      9.6508     7.8229
7.2723     9.6315     7.6901
7.2262     9.581      7.5442
7.1474     9.5549     7.3969
7.0629     9.4831     7.2375
6.954      9.4814     7.0809
6.884      9.454      6.8828
6.8103     9.4235     6.7264
6.7627     9.3996     6.6093
6.651      9.3615     6.4653
6.5853     9.3409     6.2951
6.5233     9.3229     6.0728
6.5029     9.3244     5.9509
6.4964     9.3213     5.7983
6.4719     9.3471     5.6327
6.4766     9.3787     5.4465
6.4701     9.3689     5.2025
6.4758     9.406      5.0859
6.4326     9.3858     4.9213
6.399      9.4098     4.6753
6.3908     9.4556     4.5103
6.4034     9.4383     4.3428
6.35       9.5091     4.1544
6.3305     9.542      3.936
6.3056     9.5943     3.7598
6.3356     9.6187     3.6179
6.3838     9.6597     3.4453
6.3943     9.6346     3.3649
6.4634     9.6226     3.2226
6.4828     9.4896     3.0198
6.5845     9.4182     2.9576







































































































































































8.7159     8.469      8.542      L-PM/MAX
8.6858     8.3456     8.3023
8.6742     8.2311     8.0888
8.6478     8.1237     7.9087
8.6119     8.053      7.7548
8.5949     7.9606     7.5962
8.5711     7.8519     7.4517
8.5399     7.7452     7.3681
8.5165     7.6233     7.2115
8.4855     7.5282     7.1213
8.4251     7.3816     6.9891
8.4116     7.2955     6.8701
8.4057     7.2231     6.7718
8.4041     7.1955     6.6453
8.4446     7.1139     6.488
8.4515     7.0707     6.3466
8.4775     7.0036     6.2004
8.5438     6.946      6.0137
8.5962     6.8726     5.8798
8.6284     6.8238     5.769
8.8269     6.7805     5.5308
8.9275     6.7653     5.2094
8.9523     6.7548     5.0121
9.0298     6.6993     4.7982
9.039      6.6519     4.5728
9.1099     6.5904     4.3736
9.1436     6.5303     4.252
9.1899     6.4779     4.0498
9.2134     6.4795     3.8756
9.2348     6.4621     3.7158
9.3007     6.4648     3.5579
9.286      6.5829     3.3123
9.3001     6.7337     3.1093







































































































































































8.8863     12.875     5.3372     ROSTRUM
8.7521     12.7552    5.5011
8.6442     12.7161    5.6844
8.5576     12.6591    5.8361
8.5062     12.5561    5.9421
8.5191     12.4417    6.0637
8.5201     12.2874    6.1766
8.5126     12.1534    6.2443
8.5279     12.011     6.3932
8.5109     11.8295    6.4978
8.4992     11.7255    6.6524
8.4028     11.5389    6.8978
8.2843     11.4493    7.0804
8.1271     11.3884    7.305
8.0431     11.3421    7.4555
7.9372     11.2708    7.6181
7.763      11.2802    7.8127
7.4562     11.3459    7.9623
7.2126     11.408     8.0634
7.1775     11.3699    7.9685
6.9165     11.3737    8.1183
6.8228     11.2652    8.2229
6.7351     11.1551    8.3985
6.7653     11.0092    8.4996
6.8667     10.9409    8.5876
7.0527     10.7263    8.6096
7.2097     10.548     8.5996
7.3177     10.4612    8.6185
7.4758     10.2678    8.6518
7.5518     10.1643    8.6815
7.6335     10.0686    8.7565
7.7515     9.8809     8.7818
7.8508     9.7382     8.8822
7.9985     9.5963     8.9728
8.0886     9.4885     8.9882
8.2571     9.3434     9.0857
8.3125     9.2633     9.0645
8.4153     9.1691     9.0968
8.5587     9.0166     9.0856
8.6424     8.9522     9.1087
8.7761     8.8408     9.1171
8.8745     8.7607     9.1087
9.0143     8.6494     9.1411
9.1013     8.5641     9.134
9.232      8.4182     9.1687
9.347      8.2782     9.1734
9.4558     8.1785     9.1956
9.5693     7.9799     9.2821
9.73       7.851      9.2986
9.8551     7.7574     9.2384
9.9602     7.6939     9.1716
10.175     7.5981     9.0256
10.3146    7.5781     8.9258
10.5091    7.8466     8.826
10.4894    8.0408     8.7276
10.425     8.2443     8.543
10.5254    8.4373     8.3259
10.6265    8.5451     8.0682
10.7364    8.6217     7.8408
10.8151    8.6802     7.6895
10.9083    8.7272     7.5093
11.0127    8.7943     7.3651
11.1148    8.8235     7.2373
11.2591    8.8548     7.122
11.4053    8.8519     7.015
11.5352    8.8296     6.9086
11.6696    8.7872     6.8201
11.8261    8.7343     6.7543
11.9642    8.6785     6.6545
12.0997    8.6665     6.6022
12.2089    8.6276     6.4942
12.3093    8.6525     6.3953
12.4128    8.6788     6.2114
12.4648    8.7079     6.0735
12.5412    8.755      5.9493





























































































































8.7243     15.8705    14.1517    SUPORB
8.7379     15.885     14.3721
8.7796     15.8249    14.6548
8.8118     15.8302    14.9303
8.7912     15.7551    15.1644
8.765      15.6392    15.4728
8.8162     15.5639    15.6745
8.6755     15.3284    15.8256
8.5225     15.0457    15.976
8.5669     14.9155    16.0702
8.7247     14.6324    16.3043
8.8676     14.3445    16.4353
9.0215     14.2852    16.4968
9.2037     14.2271    16.5941
9.3358     14.082     16.71
9.4779     13.9064    16.78
9.6384     13.6769    16.8708
9.7554     13.5328    16.8876
9.8309     13.2874    16.9241
9.9098     13.0945    16.9461
9.9354     12.8901    16.961
10.0519    12.6639    16.9506
10.1216    12.4894    16.949
10.1753    12.3229    16.9228
10.2085    12.1307    16.8878
10.2463    11.9873    16.8313
10.1477    11.8413    16.7847
10.1372    11.6381    16.6801
10.2751    11.5716    16.7519
10.42      11.5753    16.8402
10.6047    11.6696    16.9293
10.806     11.6862    17.0079
11.0547    11.4476    17.0619
11.2595    11.2623    17.1039
11.384     11.0895    17.1071
11.5909    10.9409    17.1131
11.78      10.7872    17.1051
11.9553    10.5934    17.0763
12.0931    10.4631    17.0276
12.0836    10.3405    16.9806
12.1559    10.1475    16.9039
12.2493    9.9997     16.8738
12.4387    9.8825     16.8348
12.6062    9.8179     16.7825
12.7082    9.817      16.7642
12.9184    9.7596     16.723
13.0239    9.71       16.6712
13.1231    9.6193     16.5901
13.3438    9.5632     16.4932
13.5125    9.5359     16.3861
13.6763    9.504      16.2943
13.8584    9.4284     16.0942
13.936     9.3716     15.8634
14.0068    9.3434     15.613
14.045     9.3474     15.4357
14.1079    9.3201     15.2521
14.1926    9.3054     15.0177















































































































































9.1548     13.0973    12.7036    RORBIT
8.986      13.2797    12.7694
8.8124     13.507     12.8039
8.7444     13.6755    12.8688
8.6559     13.8766    12.9464
8.6273     14.0679    13.069
8.5883     14.2537    13.2183
8.6206     14.439     13.4333
8.5539     14.6487    13.6089
8.6        14.7028    13.8272
8.6266     14.7773    14.0105
8.6024     14.798     14.1479
8.5276     14.8536    14.4091
8.5215     14.7475    14.6763
8.4434     14.6395    14.8228
8.3545     14.483     15.0137
8.3265     14.2344    15.2141
8.3413     14.0712    15.283
8.3191     13.8871    15.4269
8.3901     13.6288    15.5555
8.4359     13.4475    15.5847
8.5167     13.225     15.6194
8.6177     13.0972    15.6057
8.7365     12.9394    15.5845
8.8485     12.74      15.6665
9          12.6025    15.6509
9.1223     12.3724    15.7748
9.3112     12.2159    15.7547
9.427      12.1165    15.6829
9.5412     12.0735    15.4697
9.7096     12.0085    15.0658
9.799      11.9891    14.9029
9.8363     11.9196    14.6761
9.8632     11.8449    14.5191
9.865      11.7835    14.3622





































































































































































11.8528    10.0562    13.1201    LORBIT
11.8644    9.8121     13.1645
11.9938    9.6066     13.2346
12.1534    9.5334     13.302
12.2652    9.4782     13.3854
12.3451    9.4087     13.4748
12.5093    9.2836     13.5966
12.6611    9.2612     13.7483
12.7803    9.2289     13.9044
12.8656    9.2693     14.0518
12.9619    9.2844     14.2817
12.9969    9.3227     14.5174
13.0571    9.2534     14.6744
13.0352    9.2779     14.8955
13.0165    9.2775     15.0715
12.8081    9.1894     15.3837
12.6284    9.0814     15.5759
12.4285    9.1229     15.7254
12.2824    9.1799     15.8044
12.0672    9.1523     15.9281
11.8901    9.2387     15.9624
11.7605    9.3524     15.9314
11.5584    9.4404     15.9349
11.3741    9.5139     15.9481
11.283     9.5778     15.9167
11.1951    9.7224     15.842
11.0888    9.8519     15.8192
10.8641    10.0455    15.9346
10.7256    10.3027    15.9937
10.5176    10.5223    16.1005
10.3206    10.8132    15.9483
10.3186    10.9246    15.6967
10.1507    11.0176    15.3731
10.1867    11.0564    15.1767
10.2232    11.1141    14.9541
10.3038    11.1652    14.7808
10.3527    11.1919    14.6063
10.396     11.198     14.4447
10.4612    11.1825    14.3146






























































































