AMNH       80923      Phu13stv
16.6404    15.5742    15.2159    IN
12.8074    12.928     18.0754    BR
7.6829     9.3941     16.919     GL
7.7185     9.431      16.3119    NA
3.8708     6.8569     9.7357     RH
2.6335     5.9132     5.9558     NS
2.6727     5.925      5.0575     PR
2.1797     6.7281     5.0583     R_PR2
5.3451     8.4265     11.7236    R_PMS
6.1226     12.0087    10.7585    R_ZMI
6.9604     10.7226    14.2941    R_ZMU
7.5417     9.7983     15.2527    R_DA
6.9853     11.0172    16.6417    R_MTI
7.7463     11.4805    17.7227    R_MTS
6.7301     12.6441    15.3643    R_FMO
6.8363     13.4137    15.4187    R_FMT
10.8867    16.3649    13.16      R_PO
6.6249     14.4346    12.577     R_ZTS
3.3187     4.9782     5.2926     L_PR2
5.6255     7.2444     11.2909    L_PMS
9.8815     6.7677     11.0479    L_ZMI
8.7868     8.2065     14.3802    L_ZMU
8.1363     9.1811     15.2983    L_DA
9.0373     8.111      16.7587    L_MTI
9.6287     8.8523     17.8256    L_MTS
10.3733    7.4057     15.4191    L_FMO
11.2959    7.4299     15.9813    L_FMT
15.4757    9.7821     13.3026    L_PO
12.0408    6.4626     12.9244    L_ZTS
2.0717     6.2272     4.8607     O1
7.4208     12.9663    16.5022    O2
14.0986    6.947      12.9786    O3
15.036     16.4065    13.9788    O4







































































































































































7.6778     9.3863     16.8845    GLRH
7.682      9.3928     16.6711
7.6997     9.3712     16.5209
7.6904     9.4319     16.3759
7.7169     9.4056     16.2677
7.6933     9.4433     16.1356
7.6812     9.4682     16.0537
7.7082     9.4023     15.8486
7.6617     9.4045     15.6403
7.6125     9.3495     15.4332
7.5428     9.2808     15.1742
7.4765     9.2569     15.0191
7.4092     9.1976     14.8216
7.3562     9.146      14.6676
7.2716     9.1403     14.5484
7.1947     9.0943     14.3661
7.1346     9.0189     14.2212
7.0618     8.9884     14.0807
6.9984     8.9443     13.989
6.9168     8.9058     13.86
6.8754     8.833      13.7441
6.7969     8.7873     13.6258
6.7156     8.7115     13.4594
6.5854     8.6151     13.2729
6.5104     8.5374     13.1262
6.4256     8.4792     12.9978
6.3299     8.4304     12.8963
6.2762     8.3731     12.8062
6.2067     8.3174     12.6961
6.1365     8.2704     12.608
5.9494     8.228      12.4219
5.885      8.193      12.318
5.8109     8.1312     12.2444
5.7492     8.0853     12.1767
5.656      8.0198     12.0715
5.5787     7.9226     11.9425
5.4985     7.8904     11.8444
5.4021     7.8307     11.7425
5.3421     7.7548     11.6428
5.258      7.7162     11.5633
5.1776     7.6482     11.4674
5.0806     7.5892     11.3642
5.0034     7.5188     11.2645
4.9232     7.5002     11.1762
4.8493     7.3612     11.0573
4.7105     7.3679     10.9402
4.6134     7.3274     10.8313
4.5422     7.2572     10.7492
4.455      7.2116     10.6636
4.3913     7.1374     10.5819
4.2901     7.0806     10.4375
4.1818     7.067      10.3188
4.14       6.9705     10.1909
4.0449     6.9181     10.0355
3.9708     6.8932     9.9061
3.9177     6.9012     9.7943
3.8924     6.8446     9.6727















































































































































3.8755     6.8783     9.6203     NOSE
3.7422     7.0369     9.6517
3.6897     7.2108     9.6271
3.6778     7.3287     9.6263
3.6025     7.5251     9.5485
3.4816     7.5372     9.4724
3.4363     7.5222     9.3721
3.3565     7.5623     9.2627
3.2799     7.5451     9.1235
3.1746     7.5475     8.9998
3.0933     7.5602     8.8761
3.008      7.5656     8.7934
2.9174     7.5611     8.6557
2.8609     7.5553     8.523
2.7845     7.4936     8.3913
2.7283     7.4332     8.2805
2.6867     7.3595     8.1166
2.6177     7.3374     7.9898
2.6132     7.2959     7.862
2.552      7.2668     7.7363
2.509      7.1902     7.5834
2.462      7.1033     7.418
2.42       7.0591     7.3367
2.3773     7.0196     7.2512
2.3211     6.9259     7.1066
2.2872     6.8948     7.0241
2.2263     6.7835     6.9278
2.1856     6.7179     6.828
2.1355     6.6864     6.7603
2.1213     6.6058     6.6709
2.1681     6.451      6.5499
2.2553     6.3796     6.4565
2.2956     6.2965     6.3643
2.377      6.2469     6.238
2.4461     6.1257     6.1171
2.5378     6.0169     6.05
2.6489     5.9597     6.0382
2.6992     5.9122     6.0299
2.7824     5.7615     6.1801
2.8493     5.5984     6.3205
2.8514     5.4995     6.448
2.932      5.3956     6.6392
3.035      5.2578     6.7823
3.1883     5.2387     6.9344
3.315      5.2594     7.1008
3.4262     5.3444     7.2376
3.5777     5.4362     7.5001
3.6795     5.4707     7.6457
3.8364     5.4459     7.9302
3.8948     5.4713     8.0908
4.0071     5.4486     8.2685
4.0578     5.5328     8.4246
4.1621     5.5249     8.5988
4.2402     5.5956     8.7529
4.2575     5.7813     8.9116
4.3129     5.8494     9.0353
4.3827     5.8948     9.1648
4.406      5.9971     9.2866
4.4197     6.1343     9.3834
4.4704     6.2604     9.5056
4.4824     6.3128     9.5625
4.2568     6.4535     9.6255
4.1023     6.4755     9.5476
3.9691     6.6745     9.656
3.9051     6.7839     9.6347
3.858      6.8985     9.7203






































































































































2.7033     5.9188     6.0343     NASP-PR
2.5909     5.8463     5.8567
2.5529     5.8307     5.6091
2.5466     5.8493     5.5075
2.609      5.8792     5.2443
2.6793     5.8879     5.0609


































































































































































































5.3377     8.4454     11.7208    R-PM/MAX
5.2369     8.4319     11.583
5.1327     8.3645     11.4621
5.0468     8.3339     11.3659
4.959      8.2896     11.2774
4.8818     8.2638     11.1706
4.7796     8.1956     11.0632
4.6347     8.2055     10.9304
4.5125     8.166      10.8334
4.4066     8.1251     10.7357
4.3208     8.0803     10.639
4.2607     8.0778     10.5881
4.1437     8.0345     10.4912
4.0808     8.0321     10.3922
3.9816     7.9943     10.303
3.9186     8.0065     10.2215
3.8521     8.0121     10.1419
3.7743     8.0152     10.0472
3.6553     8.0207     9.9488
3.4813     7.9541     9.74
3.4166     7.9369     9.6534
3.3425     7.9441     9.5606
3.2748     7.9796     9.4692
3.184      7.94       9.3293
3.1051     7.9181     9.2128
3.0498     7.9214     9.1128
2.9291     7.9121     8.9235
2.8248     7.9267     8.7553
2.6375     7.911      8.3494
2.5873     7.9149     8.1804
2.5129     7.9154     8.0611
2.4574     7.8981     7.9246
2.3978     7.8954     7.7548
2.342      7.9287     7.6306
2.3099     7.9217     7.521
2.298      7.9571     7.3562
2.2592     7.9652     7.2071
2.2354     7.9849     7.1135
2.1991     8.0421     6.9371
2.1645     8.0518     6.8041
2.1591     8.0706     6.6662
2.1435     8.1004     6.5438
2.1253     8.2257     5.7954
2.1895     8.1621     5.6076
2.3118     8.019      5.4706



























































































































































5.6156     7.2357     11.3023    L-PM/MAX
5.5278     7.1264     11.1698
5.4149     7.0751     11.0695
5.3368     6.9438     10.96
5.2549     6.8688     10.8312
5.2111     6.7716     10.6744
5.129      6.5555     10.4737
5.0507     6.4314     10.3259
