LSZT       R20        Phu177sf












































































-0.0985    5.8061     10.16      R-PM/MAX
-0.1971    5.5813     10.0255
-0.2836    5.3162     9.8558
-0.352     5.1078     9.7024
-0.4213    4.9046     9.5146
-0.5428    4.6942     9.36
-0.6753    4.4697     9.0829
-0.7309    4.3581     8.9167
-0.7747    4.1707     8.6063
-0.7652    4.0076     8.3556
-0.7984    3.8014     8.0505
-0.888     3.6667     7.8409
-0.9562    3.5756     7.7045
-1.0288    3.4511     7.5465
-1.1046    3.3394     7.2928
-1.1477    3.2352     7.1659
-1.2069    3.1572     6.9284
-1.3023    3.0426     6.7482
-1.2988    2.9781     6.5984
-1.3444    2.9128     6.449
-1.3876    2.8372     6.2372
-1.3543    2.7338     5.8723
-1.2218    2.7423     5.6499
-1.0457    2.7568     5.4162
















































































































































































1.7244     5.9755     10.1123    L-PM/MAX
1.779      5.7133     9.9347
1.874      5.4279     9.7422
1.9396     5.1902     9.5839
2.0903     4.8622     9.3252
2.1858     4.7634     9.1645
2.2928     4.4973     8.9486
2.3618     4.369      8.7121
2.3645     4.2352     8.4522
2.3609     4.0928     8.1733
2.3687     3.9661     7.9782
2.4121     3.8391     7.7645
2.5172     3.7188     7.5359
2.5954     3.5556     7.2745
2.5643     3.3688     6.9558
2.6945     3.2161     6.6362
2.756      3.0669     6.38
2.7904     2.9949     6.1269
2.7617     3.0129     5.7892
2.6724     3.0429     5.6086
2.5138     3.0685     5.3854



















































































































































































-2.1397    7.198      6.6205     ROSTRUM
-2.1609    7.097      6.9743
-2.141     7.0666     7.2429
-2.0558    7.0255     7.4702
-1.9132    6.9583     7.7057
-1.7675    6.9079     8.0812
-1.6881    6.7821     8.4244
-1.6264    6.7031     8.7593
-1.5777    6.6305     8.987
-1.5754    6.5819     9.354
-1.6172    6.4882     9.6762
-1.7047    6.4441     10.0003
-1.7325    6.3891     10.2214
-1.647     6.3499     10.4743
-1.5044    6.2822     10.6509
-1.3278    6.2892     10.8092
-1.0961    6.3463     10.8657
-0.8199    6.4532     10.779
-0.6157    6.4885     10.7187
-0.412     6.5158     10.6422
-0.156     6.5002     10.6314
-0.0407    6.5498     10.6493
0.14       6.367      10.946
0.4611     6.2756     11.1039
0.7292     6.263      11.1332
1.0456     6.3552     11.2009
1.2982     6.3523     11.051
1.5032     6.4312     10.931
1.5977     6.5068     10.7857
1.7117     6.636      10.6186
1.912      6.6388     10.5937
2.0541     6.6801     10.5495
2.2673     6.6537     10.5839
2.4142     6.6377     10.6336
2.5716     6.603      10.6332
2.9065     6.5186     10.6549
3.1218     6.5285     10.4797
3.2476     6.6703     10.2449
3.3137     6.6708     10.0214
3.1809     6.7896     9.6108
3.1927     6.8917     9.4306
3.1141     6.8569     9.1639
3.1067     6.9114     8.9305
3.0737     6.955      8.6474
3.07       6.9612     8.3624
3.066      6.9919     8.0653
3.111      6.9992     7.7069
3.1508     7.0248     7.4931
3.2013     7.1161     7.3644
3.2903     7.2114     7.204
3.3447     7.2589     6.9963
3.3484     7.315      6.7412
3.3461     7.3975     6.5535
3.3473     7.5086     6.3647
3.2811     7.5557     6.1642

















































































































































-3.8241    11.6785    14.6171    SUPORB
-3.748     11.7571    14.869
-3.6789    11.8246    15.0196
-3.5886    11.8292    15.215
-3.5112    11.8753    15.4403
-3.4235    11.8819    15.6071
-3.2587    11.8279    15.8293
-3.1182    11.8003    15.9724
-2.969     11.7744    16.1023
-2.8883    11.7131    16.188
-2.6811    11.5951    16.3313
-2.4943    11.5509    16.4535
-2.2542    11.4238    16.5678
-2.1009    11.3478    16.6268
-1.8576    11.352     16.705
-1.6279    11.405     16.778
-1.4477    11.4807    16.8434
-1.1949    11.5388    16.9114
-0.9488    11.5407    16.9661
-0.7045    11.5661    16.9947
-0.4753    11.5061    16.9923
-0.302     11.5037    16.9853
0.1624     11.3436    16.9468
0.357      11.3397    16.9062
0.5987     11.3072    16.8415
0.7588     11.1803    16.7595
0.9458     11.0936    16.6945
1.1274     11.0914    16.705
1.2745     11.2535    16.7705
1.5044     11.4247    16.8359
1.7088     11.5296    16.849
1.9697     11.6463    16.8436
2.2493     11.7656    16.8576
2.4112     11.8658    16.8763
2.6905     11.9064    16.8319
2.87       11.8556    16.7945
3.0559     11.8009    16.7132
3.3084     11.796     16.6412
3.4593     11.8208    16.5812
3.6341     11.8663    16.5213
3.8933     11.9836    16.3709
4.1736     12.1882    16.2036
4.3158     12.2759    16.0977
4.5345     12.3911    15.934
4.7005     12.479     15.7758
4.7879     12.5307    15.6576
4.9434     12.5952    15.3859
5.0165     12.6424    15.1523
5.0756     12.5828    14.9332
5.1393     12.5762    14.6668
5.2305     12.4605    14.4767
5.2538     12.3667    14.3635




















































































































































-1.5594    10.5392    13.6709    RORBIT
-1.7323    10.4905    13.6942
-1.9094    10.5258    13.7391
-2.1259    10.5513    13.7992
-2.2792    10.6483    13.8764
-2.4863    10.7235    13.9899
-2.7287    10.8686    14.1677
-2.85      11.0233    14.3501
-2.9083    11.1049    14.5184
-3.0324    11.1857    14.7669
-3.0848    11.2311    14.9482
-2.9955    11.2581    15.2183
-2.9511    11.1185    15.524
-2.7707    11.0325    15.7025
-2.5748    10.9433    15.8635
-2.3688    10.8733    15.9388
-2.1994    10.73      16.0259
-1.9694    10.6452    16.0685
-1.7228    10.5943    16.061
-1.4685    10.5792    16.0557
-1.2998    10.5687    16.0416
-1.0808    10.6141    15.9741
-0.8902    10.6356    15.939
-0.6871    10.6903    15.9991
-0.4283    10.7626    16.039
0.0086     10.7629    16.0165
0.1771     10.8284    15.85
0.2655     10.822     15.6256
0.3016     10.8881    15.4054
0.3286     10.9062    15.2006
0.4006     10.8851    15.0861
0.4334     10.9042    14.848








































































































































































3.0575     10.7606    13.3552    LORBIT
3.3397     10.8232    13.4655
3.5936     10.897     13.5423
3.7225     11.0002    13.5748
3.9404     11.067     13.6589
4.0814     11.2061    13.7475
4.2128     11.3633    13.8714
4.3435     11.449     13.9812
4.4546     11.5479    14.1161
4.5515     11.6558    14.2893
4.5859     11.7542    14.4313
4.6378     11.7866    14.5612
4.6073     11.8513    14.7899
4.5918     11.8044    15.0101
4.6125     11.684     15.254
4.4429     11.5669    15.4832
4.1648     11.4111    15.6766
3.8884     11.2609    15.7765
3.5855     10.9892    15.926
3.2653     10.9136    15.8517
2.8616     10.7762    15.9268
2.4639     10.8774    15.8727
2.2673     10.9431    15.9079
1.9505     10.9614    15.899
1.7169     10.9143    15.7796
1.5266     10.8497    15.5081
1.4068     10.8238    15.1991
1.3583     10.8482    14.9685
1.3339     10.8479    14.7685
1.3485     10.8406    14.5927
1.4057     10.7677    14.3648
1.4442     10.7306    14.2418








































































































































































-3.8176    11.6714    14.6873    RTEMFOS
-3.8532    11.6511    14.4823
-3.937     11.5133    14.2533
-3.9547    11.4173    14.0189
-3.9851    11.2826    13.7644
-4.0089    11.1332    13.5416
-3.9794    11.0442    13.3329
-4.0026    10.8873    13.0891
-4.0161    10.7554    12.8577
-4.0333    10.6283    12.6663
-4.0316    10.5221    12.4446
-4.0588    10.4255    12.2653
-4.1359    10.3366    12.0491
-4.177     10.2515    11.8851
-4.2349    10.2302    11.6863
-4.3439    10.2839    11.498
-4.4964    10.4512    11.2814
-4.6075    10.6097    11.1666
-4.6822    10.7579    11.1069
-4.6946    10.9842    11.1084
-4.7462    11.177     11.097
-4.7448    11.266     11.113
-4.7908    11.4258    11.1423

















































































































































































5.1791     12.4295    14.3382    LTEMFOS
5.2704     12.2819    14.1953
5.2908     12.2342    14.0238
5.3298     12.1472    13.8459
5.3388     12.0695    13.703
5.3451     12.0162    13.5082
5.3547     11.8901    13.3227
5.3585     11.7307    13.1354
5.344      11.6353    12.9697
5.3404     11.524     12.7841
5.3361     11.3919    12.6091
5.3527     11.2967    12.4307
5.3483     11.207     12.2344
5.3711     11.093     12.0476
5.4263     11.0141    11.8344
5.5171     10.9074    11.5771
5.5633     10.9028    11.4544
5.6123     11.0403    11.1874
5.7475     11.1612    11.0466
5.813      11.2979    10.9591
5.9188     11.5734    10.8715
5.9462     11.7612    10.8763
5.9227     11.8984    10.8934
5.9404     12.0621    10.9302
















































































































































































0.2717     5.6312     13.2811    OP
0.3405     7.6986     13.3193    BA
0.1482     13.4385    12.9987    ST
-0.0319    20.8925    13.8089    IV
-4.4175    7.9896     12.9996    R_PG
-5.4324    10.6286    11.7881    R_ZTI
-2.42      14.7697    14.5147    R_M3D
-2.5687    17.6222    14.6182    R_M12
-2.5101    20.1982    14.7242    R_MP3
-1.8882    22.2169    14.5535    R_PMI
4.8187     8.26       12.6275    L_PG
5.9231     10.7559    11.6053    L_ZTI
2.6764     14.8438    14.4474    L_M3D
2.6781     17.7563    14.6241    L_M12
2.5188     20.4159    14.8026    L_MP3
1.5391     22.0523    14.7378    L_PMI
-0.8622    24.1804    15.0268    O1
3.7448     10.7303    5.837      O2
-5.6468    9.7168     11.3383    O3
1.02       2.5833     10.5406    O4




















































































































































































-3.9457    14.402     11.932     RZYGINF
-4.0487    14.1959    11.8315
-4.1852    14.015     11.7518
-4.2907    13.8558    11.705
-4.4249    13.7103    11.6761
-4.5742    13.5472    11.6803
-4.7106    13.3384    11.7515
-4.8405    13.0719    11.8808
-4.8541    12.795     11.9776
-4.8658    12.5074    12.0528
-4.9247    12.2606    12.0972
-5.0266    12.0387    12.1386
-5.1563    11.8635    12.1116
-5.1733    11.6987    12.1026
-5.2503    11.4937    12.0635
-5.3069    11.3321    12.0162
-5.3864    11.1775    11.9711
-5.3944    11.0189    11.9238
-5.4238    10.8495    11.8657
-5.4314    10.751     11.835
-5.429     10.6531    11.7939



















































































































































































4.3964     14.2238    11.7059    LZYGINF
4.5216     13.9939    11.604
4.7353     13.7831    11.5486
4.8358     13.5867    11.5543
5.0192     13.3489    11.6321
5.0684     13.1662    11.7036
5.149      12.851     11.821
5.2873     12.7247    11.9029
5.271      12.4373    11.9302
5.3215     12.1313    11.9451
5.3628     11.8362    11.9326
5.5148     11.6314    11.9151
5.671      11.4827    11.905
5.7924     11.2642    11.8798
5.8605     11.0981    11.8161
5.8629     10.9303    11.7654
5.8688     10.8403    11.7236
5.8749     10.76      11.6404






















































































































































































-2.4916    14.7579    14.374     R-ALV
-2.6181    14.9746    14.3745
-2.7406    15.3456    14.2764
-2.8011    15.6082    14.2616
-2.7911    15.8707    14.2833
-2.7651    16.1409    14.3274
-2.7522    16.4834    14.3397
-2.7662    16.8649    14.3475
-2.7504    17.0654    14.3903
-2.7112    17.3128    14.4281
-2.6377    17.4882    14.4985
-2.615     17.7055    14.484
-2.6005    17.8601    14.5761
-2.5524    18.0952    14.5905
-2.5344    18.373     14.567
-2.492     18.633     14.5983
-2.4436    18.8551    14.6038
-2.4311    19.0617    14.6914
-2.468     19.3199    14.7228
-2.4103    19.5096    14.822
-2.4457    19.6549    14.8031
-2.4837    19.8372    14.7658
-2.5045    20.0284    14.7189
-2.5126    20.1849    14.6983
















































































































































































2.6009     14.8808    14.4411    L-ALV
2.7176     15.1438    14.499
2.8102     15.479     14.4533
2.8898     15.7654    14.4239
2.8659     16.2416    14.3861
2.824      16.5143    14.4373
2.8106     16.8252    14.4625
2.7958     17.1221    14.4757
2.7729     17.4783    14.4813
2.6645     17.7214    14.5919
2.6382     17.9898    14.6278
2.6011     18.2831    14.6747
2.5773     18.6113    14.7092
2.4737     18.8923    14.765
2.4673     19.276     14.7998
2.4577     19.5247    14.8254
2.4596     19.809     14.8247
2.4871     20.0547    14.8297
2.5001     20.2889    14.7896
2.4896     20.4181    14.7798
