LSZT       R15        Phu181sf
-1.8612    6.5499     6.4796     ROSTRUM
-1.8411    6.5137     6.7966
-1.7505    6.4844     7.0373
-1.6408    6.4627     7.2457
-1.5147    6.4767     7.4562
-1.3971    6.4578     7.6335
-1.2707    6.4593     7.8318
-1.1707    6.4643     8.0414
-1.0901    6.4246     8.3169
-1.0586    6.4151     8.5481
-1.1024    6.3229     8.8451
-1.1151    6.2883     9.1649
-1.2072    6.2376     9.4361
-1.2787    6.1165     9.8194
-1.27      6.0877     10.0912
-1.2389    6.0694     10.3597
-1.1427    6.0027     10.5955
-0.9471    5.9722     10.8181
-0.6833    5.954      10.9345
-0.435     6.0097     10.9619
-0.271     6.021      10.9741
-0.1215    6.0579     11.0818
0.0755     6.0399     11.1039
0.1458     6.027      11.1154
0.7708     5.9492     11.2804
1.0974     5.9934     11.2995
1.3189     6.0604     11.2383
1.4429     6.071      11.1402
1.6604     6.1636     11.0685
1.8506     6.1992     10.9831
2.1002     6.1822     10.9054
2.2856     6.2505     10.8463
2.4153     6.2781     10.7782
2.5434     6.2955     10.7306
2.6516     6.3265     10.6479
2.7161     6.337      10.53
2.823      6.4333     10.1437
2.8278     6.509      9.9443
2.7382     6.5003     9.6769
2.6472     6.5702     9.3892
2.5716     6.5779     9.1507
2.4835     6.6273     8.9113
2.423      6.6368     8.548
2.4039     6.7077     8.1841
2.5187     6.8042     7.8239
2.7273     6.8545     7.5946
2.8238     6.8369     7.4057
2.9931     6.8029     7.1171
3.1011     6.8498     6.9284
3.144      6.8285     6.7042
3.1606     6.8652     6.4793
3.1564     6.8891     6.3651
3.1154     6.9097     6.1664



















































































































































9999       9999       9999       SUPORB







































































































































































































9999       9999       9999       RORBIT







































































































































































































2.5461     10.6228    13.7976    LORBIT
2.8474     10.576     13.7831
3.0833     10.6722    13.8018
3.3614     10.7575    13.8018
3.5206     10.9726    13.9411
3.7133     11.1019    14.0318
3.8747     11.2646    14.1714
4.1075     11.3919    14.3087
4.1364     11.599     14.4986
4.1767     11.7036    14.6794
4.2523     11.7507    14.848
4.2789     11.8315    15.088
4.2474     11.8501    15.3097
4.2514     11.7687    15.6885
4.0711     11.7478    15.9361
3.9098     11.6747    16.1816
3.7494     11.4987    16.4122
3.5109     11.4286    16.4973
3.1049     11.3336    16.5442
2.629      11.3411    16.4507
2.5194     11.2928    16.4398
2.3487     11.1568    16.4969
2.1619     11.0727    16.6379
1.9626     11.0726    16.5822
1.741      11.059     16.4914
1.5553     11.0907    16.4931
1.3902     11.0667    16.3782
1.3092     11.0697    16.1083
1.2556     11.0615    15.8627
1.1431     10.9542    15.6008
1.1138     10.9268    15.423
1.1003     10.8762    15.2271
1.1936     10.7435    14.9938







































































































































































9999       9999       9999       RTEMFOS







































































































































































































4.7423     12.3844    14.7563    LTEMFOS
4.7435     12.3336    14.5658
4.7645     12.191     14.3491
4.8024     12.1003    14.1121
4.8052     11.9998    13.9371
4.8044     11.8874    13.775
4.8008     11.8077    13.5702
4.7823     11.6994    13.3985
4.7642     11.6141    13.2698
4.7696     11.5082    13.0918
4.7432     11.3464    12.9063
4.7239     11.2029    12.7314
4.7185     11.0409    12.5474
4.7117     10.9436    12.4218
4.7138     10.7806    12.2502
4.7191     10.7461    11.9171
4.7515     10.6535    11.7638
4.8151     10.5672    11.6488
4.7911     10.659     11.4048
4.9078     10.7015    11.3249
5.0689     10.8427    11.2571
5.1317     11.0217    11.2315
5.2243     11.1823    11.2143
5.3341     11.4038    11.2699
5.4409     11.6253    11.2008
5.4815     11.81      11.1725
5.5192     11.9736    11.1574
5.5595     12.1753    11.132












































































































































































1.2097     5.1802     12.5244    OP
0.8984     7.491      12.5047    BA
0.6477     13.0053    12.6303    ST
0.1838     20.2298    14.7883    IV
-3.5225    7.4219     12.5313    R_PG
9999       9999       9999       R_ZTI
-1.6821    14.4309    14.75      R_M3D
-1.9175    17.1357    15.5003    R_M12
-1.9239    19.7607    16.0569    R_MP3
-1.4105    21.3024    15.8646    R_PMI
5.2848     8.0839     12.1817    L_PG
6.2782     10.5704    11.2398    L_ZTI
2.9875     14.6268    14.5118    L_M3D
2.946      17.5018    15.104     L_M12
2.5364     20.1502    15.7189    L_MP3
1.664      21.6224    15.722     L_PMI
-1.1403    22.534     15.2799    O1
-2.506     10.3809    5.3035     O2
6.3731     10.5869    10.638     O3
0.9622     2.0675     9.67       O4




















































































































































































9999       9999       9999       RZYGINF







































































































































































































4.1789     14.3259    11.8476    LZYGINF
4.3803     14.1525    11.6261
4.6043     14.1186    11.4507
4.8797     14.0477    11.3881
5.0893     13.7174    11.4688
5.2601     13.4191    11.4653
5.4162     13.1486    11.481
5.5709     12.8457    11.5238
5.6702     12.646     11.5662
5.6586     12.4445    11.5697
5.7305     12.1749    11.538
5.8134     11.8742    11.5486
5.8282     11.5639    11.5046
5.9285     11.246     11.5066
5.9959     10.9604    11.4606
6.1481     10.7802    11.4025
6.2539     10.7218    11.3383
6.3107     10.5978    11.2392






















































































































































































-1.7677    14.4854    14.7384    R-ALV
-1.9166    14.7522    14.7751
-1.9752    15.0249    14.8431
-2.0158    15.3777    14.9581
-2.0267    15.6688    14.9474
-2.0382    16.0116    15.0427
-2.0278    16.2564    15.1304
-2.0146    16.3854    15.1503
-2.0117    16.5484    15.237
-2.044     16.8168    15.3046
-1.9647    17.0792    15.4148
-1.9286    17.365     15.5502
-1.8853    17.6662    15.6268
-1.8711    17.8171    15.7016
-1.8461    18.0493    15.733
-1.8087    18.3477    15.7468
-1.7962    18.5486    15.8126
-1.8519    18.7958    15.8541
-1.8498    18.9988    15.8996
-1.8452    19.1814    15.9508
-1.9044    19.4385    15.9861
-1.939     19.656     15.9955
-1.9514    19.7689    16.0124

















































































































































































2.964      14.7108    14.5199    L-ALV
3.0673     14.9895    14.549
3.1628     15.3421    14.5654
3.2024     15.5871    14.6252
3.1828     15.8613    14.651
3.0843     16.2398    14.6835
3.0705     16.6654    14.7664
3.054      16.858     14.8393
3.0151     17.2366    14.8794
2.9137     17.5717    15.038
2.8477     17.8591    15.1575
2.7987     18.1092    15.245
2.6933     18.5302    15.2741
2.6292     18.8121    15.3584
2.63       19.0764    15.4618
2.6106     19.3154    15.508
2.5822     19.569     15.6061
2.5586     19.7433    15.6526
2.5499     19.8992    15.655
2.516      20.142     15.7088
