AMNH       169432     Phu1cms9
15.3869    11.4382    14.7215    IN
20.555     10.1414    17.2308    BR
26.7989    8.6695     16.447     GL
26.8798    8.5692     15.8383    NA
31.8172    7.1879     9.4634     RH
34.3034    6.5464     6.007      NS
34.6243    6.5812     4.2734     PR
34.106     5.5965     4.3511     R_PR2
30.6544    6.4616     9.9136     R_PMS
25.6758    4.535      9.4376     R_ZMI
26.1076    6.3572     13.5599    R_ZMU
26.5924    8.1254     14.7549    R_DA
26.0406    6.3214     15.9914    R_MTI
25.239     6.6184     17.12      R_MTS
25.0294    5.244      14.5674    R_FMO
24.2204    4.221      14.3931    R_FMT
18.1087    6.0505     12.4457    R_PO
23.3885    3.5752     11.1086    R_ZTS
34.5998    7.6867     4.4447     L_PR2
31.2683    8.3334     9.8659     L_PMS
27.5372    12.5574    9.5599     L_ZMI
27.2715    10.7178    13.495     L_ZMU
26.7549    9.1569     14.7543    L_DA
27.2069    11.04      15.9568    L_MTI
26.2952    11.1837    17.0153    L_MTS
26.81      12.5281    14.5396    L_FMO
26.1974    13.6513    14.4346    L_FMT
20.1887    14.746     12.2358    L_PO
26.2077    14.3263    10.9743    L_ZTS
32.8248    9.7934     6.1334     O1
27.7021    13.1023    10.9006    O2
20.772     14.1997    13.1614    O3
16.7374    12.755     13.4637    O4







































































































































































9999       9999       9999       GLRH







































































































































































































9999       9999       9999       NOSE







































































































































































































9999       9999       9999       NASP-PR







































































































































































































9999       9999       9999       R-PM/MAX

















