UCMVZ      117263     Phu52stv
9999       9999       9999       IN
18.753     13.1142    17.202     BR
13.8093    9.6677     15.7292    GL
13.8214    9.6596     15.2871    NA
10.5753    7.1461     9.3885     RH
8.4594     5.393      6.1974     NS
8.2484     5.165      5.2165     PR
7.9746     6.2306     5.2607     R_PR2
11.811     8.6556     10.871     R_PMS
11.668     12.7616    9.41       R_ZMI
13.012     11.2438    12.9892    R_ZMU
13.7163    10.1279    14.0724    R_DA
12.841     11.476     15.7581    R_MTI
13.7231    11.701     16.7646    R_MTS
12.4173    13.0916    14.2173    R_FMO
12.8588    13.9136    14.2841    R_FMT
16.7797    17.3645    12.3101    R_PO
12.23      14.7894    11.2457    R_ZTS
9.3558     4.6977     5.292      L_PR2
12.5006    8.0783     11.0166    L_PMS
16.3889    6.9729     9.2397     L_ZMI
15.2357    8.4263     12.8237    L_ZMU
14.3292    9.314      13.7863    L_DA
15.2958    8.1623     15.5944    L_MTI
16.0291    8.9355     16.6463    L_MTS
16.8854    7.3885     14.14      L_FMO
17.7659    7.4509     14.0426    L_FMT
9999       9999       9999       L_PO
9999       9999       9999       L_ZTS
9.5943     4.6248     6.4875     O1
17.2552    8.7542     15.9071    O2
14.0133    16.8241    11.4132    O3
19.2198    17.3571    13.1758    O4







































































































































































13.8163    9.6549     15.8569    GLRH
13.8195    9.6308     15.6084
13.8439    9.6375     15.4054
13.8267    9.66       15.2769
13.8119    9.6197     15.1062
13.8239    9.5809     14.9444
13.7862    9.6085     14.7487
13.7569    9.6186     14.5555
13.7361    9.5694     14.39
13.6827    9.5202     14.1829
13.6656    9.4796     13.9906
13.5487    9.4538     13.8065
13.4877    9.4139     13.6323
13.443     9.3538     13.4591
13.4067    9.2603     13.326
13.3416    9.2344     13.2195
13.2954    9.2023     13.103
13.2529    9.1292     12.9815
13.1477    9.1167     12.8325
13.063     9.0669     12.7067
12.9822    9.0189     12.5454
12.9414    8.9824     12.4498
12.891     8.9102     12.3479
12.806     8.8501     12.2308
12.6938    8.7219     12.0482
12.5707    8.6313     11.8916
12.4744    8.5434     11.7302
12.3381    8.4526     11.5592
12.2648    8.365      11.4378
12.1612    8.2742     11.3295
12.1093    8.2258     11.2309
11.9664    8.1233     11.1086
11.894     8.0716     11.0163
11.7737    8.0185     10.8857
11.6605    7.9285     10.775
11.5728    7.8532     10.6863
11.4958    7.8039     10.5851
11.3592    7.7506     10.4487
11.2608    7.6694     10.305
11.1696    7.5941     10.1814
11.0892    7.5246     10.0964
11.0093    7.4592     10.0264
10.945     7.3999     9.8841
10.8768    7.3339     9.7979
10.8008    7.263      9.6849
10.7406    7.1794     9.5733
10.6417    7.1365     9.482

























































































































































