UWMA       ZA 1383    Phu102sf
























































































8.0327     10.5264    9.4219     R-PM/MAX
7.8303     10.4021    9.2618
7.7061     10.2204    9.1901
7.5684     10.0953    9.0623
7.4428     10.0441    8.9526
7.262      9.9559     8.7513
7.0478     9.8271     8.5502
6.8604     9.7211     8.3336
6.722      9.6445     8.2095
6.5989     9.5782     8.0634
6.4517     9.4339     7.8141
6.3049     9.2983     7.4742
6.2089     9.167      7.2032
6.1279     9.077      6.9345
6.0628     9.0479     6.7534
6.0161     9.0506     6.5168
5.9068     8.9821     6.2907
5.7651     8.9284     5.9607
5.6602     8.7904     5.7629
5.585      8.8521     5.5316
5.528      8.8479     5.2648
5.5468     8.8119     5.0961
5.634      8.6352     4.9538
5.732      8.5298     4.8147
















































































































































































9.1394     9.2554     9.4346     L-PM/MAX
9.1047     9.025      9.2482
9.0376     8.8011     9.0729
8.995      8.585      8.9064
8.9254     8.3955     8.6942
8.8745     8.2097     8.5234
8.8372     7.9834     8.3759
8.8251     7.8421     8.2224
8.8303     7.7059     8.052
8.8188     7.602      7.8978
8.7902     7.4953     7.6671
8.7503     7.4067     7.5063
8.7371     7.2612     7.3202
8.7749     7.1625     7.0668
8.7884     7.0296     6.9341
8.7847     6.9168     6.7417
8.8112     6.8645     6.587
8.8067     6.7724     6.4302
8.8052     6.6665     6.3265
8.771      6.5586     6.0896
8.7809     6.4803     5.9493
8.8542     6.4017     5.7117
8.8021     6.3781     5.504
8.7425     6.4725     5.2084
8.6375     6.5068     5.0516















































































































































































7.5439     12.4775    5.5731     ROSTRUM
7.5082     12.4318    5.9629
7.5176     12.4171    6.1419
7.6017     12.3771    6.3641
7.7374     12.3179    6.7107
7.8884     12.2226    7.028
7.8795     12.1878    7.2241
7.8478     12.1359    7.5313
7.7496     12.0783    7.9199
7.6908     12.0782    8.1211
7.566      12.0438    8.4506
7.5187     12.0246    8.4881
7.358      12.0193    8.704
7.1817     12.0223    8.8173
6.9378     11.9217    9.0295
6.946      11.8898    9.1643
7.0664     11.7168    9.433
7.2172     11.6013    9.5389
7.3925     11.4579    9.5457
7.7001     11.277     9.5436
7.922      11.1289    9.5643
8.0759     11.0048    9.6152
8.2546     10.8449    9.6377
8.4396     10.6209    9.8221
8.603      10.4755    9.9171
8.7242     10.3781    10.0037
8.9065     10.2673    10.0397
9.0639     10.1941    10.0208
9.2666     10.1082    9.9406
9.4648     9.9871     9.8741
9.7023     9.8522     9.8226
9.9491     9.7061     9.8035
10.2307    9.5465     9.7566
10.415     9.4654     9.7737
10.6462    9.3223     9.773
10.8022    9.2874     9.7389
11.1166    9.2869     9.5093
11.1952    9.3833     9.1817
11.114     9.5181     8.8866
11.038     9.6244     8.6015
11.0594    9.7601     8.3285
11.1071    9.8612     8.0495
11.1125    9.8397     7.7891
11.1969    9.9569     7.4764
11.3457    9.998      7.1719
11.4324    9.9963     7.0426
11.607     9.9496     6.8436
11.767     9.9052     6.7207
11.8994    9.8321     6.5955
11.9324    9.7613     6.4524
11.9151    9.7255     6.255
11.9468    9.7693     6.0763
11.9441    9.7852     5.9209
11.986     9.8045     5.7874


















































































































































8.6001     17.3189    13.511     SUPORB
8.7403     17.327     13.8354
8.7494     17.2661    14.1266
8.8889     17.1118    14.4156
9.0678     16.7749    14.744
9.0967     16.7206    14.772
9.1852     16.596     14.8501
9.2983     16.4121    14.9464
9.4007     16.3063    15.0315
9.4979     16.1708    15.0899
9.6219     16.1264    15.1479
9.78       16.1607    15.2247
9.9675     16.1484    15.3074
10.2103    16.1162    15.3871
10.4158    15.9483    15.4661
10.611     15.7466    15.5255
10.7765    15.5564    15.5596
10.9014    15.3235    15.5784
11.036     14.9901    15.5688
11.1017    14.7439    15.5243
11.0838    14.5547    15.4618
11.1181    14.3347    15.3979
11.2438    14.0788    15.3225
11.4661    14.1028    15.3847
11.6504    14.1462    15.4853
11.8543    14.1491    15.5561
12.1182    14.2317    15.6255
12.4371    14.1406    15.6668
12.7123    14.0979    15.6638
12.9427    14.0362    15.6579
13.2015    13.9073    15.6194
13.439     13.7831    15.5423
13.6368    13.6779    15.4523
13.8433    13.631     15.3471
13.9911    13.5172    15.242
14.1574    13.4352    15.1513
14.3166    13.399     15.0712
14.5966    13.3769    14.9547
14.8231    13.2972    14.7926
14.9494    13.2008    14.6783
15.097     13.1005    14.5249
15.1696    13.0873    14.4112
15.2757    13.0201    14.2098
15.3017    12.985     14.0519
15.3331    12.9754    13.9422
15.3607    12.9614    13.7772
15.3698    12.9129    13.578
15.4039    12.8683    13.449
15.4201    12.7205    13.2807























































































































































9.2802     14.6682    11.9329    RORBIT
9.0899     14.9392    11.9911
8.95       15.06      12.0253
8.8002     15.2952    12.085
8.7535     15.3985    12.1271
8.6798     15.6583    12.2683
8.5739     15.9224    12.4526
8.5672     16.0976    12.6108
8.5909     16.2464    12.7953
8.5917     16.36      13.0407
8.6299     16.4293    13.3394
8.7131     16.335     13.6131
8.7951     16.0944    13.9787
8.9622     15.9767    14.093
9.0331     15.8941    14.1473
9.0948     15.7238    14.2228
9.2544     15.4433    14.3241
9.4926     15.3121    14.3271
9.6702     15.1844    14.2874
9.8122     15.0683    14.2728
9.9913     14.8838    14.3973
10.1815    14.7189    14.4557
10.339     14.7226    14.4061
10.5105    14.5978    14.4532
10.5888    14.4884    14.4039
10.6472    14.3576    14.1906
10.6852    14.3344    14.0486
10.7282    14.287     13.8672
10.7307    14.1035    13.7649
10.7262    14.0946    13.4247
10.6804    14.0454    13.2898
10.5641    14.0139    13.0683








































































































































































9999       9999       9999       LORBIT







































































































































































































8.5834     17.3017    13.267     RTEMFOS
8.4632     17.2275    13.0631
8.4152     17.1591    12.8834
8.3343     17.103     12.6474
8.2327     17.015     12.4819
8.1863     16.9873    12.3946
8.1488     16.8552    12.2946
8.0857     16.8536    11.9945
8.0117     16.7466    11.858
7.9584     16.6674    11.7031
7.9122     16.6065    11.5071
7.8338     16.4968    11.3244
7.786      16.4314    11.1839
7.7373     16.3814    11.0033
7.6796     16.2944    10.8789
7.6144     16.2166    10.6835
7.5702     16.2466    10.5464
7.5516     16.2819    10.3777
7.4864     16.297     10.23
7.4367     16.3246    10.142
7.3726     16.424     9.9689
7.4123     16.5846    9.8557
7.3956     16.805     9.7939
7.4505     16.9577    9.7665
7.4591     17.1303    9.7669
7.5389     17.327     9.7495
7.5818     17.5155    9.7388
7.712      17.6366    9.7618
7.7939     17.7928    9.7643
7.8563     17.8795    9.7806
7.8571     17.9524    9.796
7.9036     18.0539    9.8311








































































































































































15.4213    12.8381    13.3934    LTEMFOS
15.3891    12.7043    13.2848
15.374     12.5805    13.063
15.339     12.4862    12.8981
15.3426    12.3909    12.6658
15.3058    12.3097    12.521
15.2772    12.2263    12.3739
15.2491    12.1473    12.2541
15.231     12.0893    12.0981
15.1803    12.0104    11.9963
15.1407    11.942     11.8635
15.1014    11.875     11.7216
15.0915    11.8121    11.5731
15.0647    11.7491    11.4879
15.0309    11.6691    11.3429
15.0081    11.5941    11.1773
14.9972    11.4706    10.9672
14.9847    11.4012    10.7708
15.0121    11.3525    10.6417
15.1874    11.2638    10.3443
15.4443    11.3735    10.1649
15.6965    11.5194    10.1032
15.8588    11.7234    10.0965
15.9732    11.8226    10.0954
16.0691    11.9885    10.0821
16.1812    12.1143    10.0824
16.3135    12.1619    10.0956
16.3383    12.2715    10.1127












































































































































































8.8478     9.8044     12.7767    OP
10.2066    11.4959    12.4727    BA
13.4212    15.5886    11.7047    ST
17.8351    21.5906    12.0319    IV
6.9668     14.0796    11.8578    R_PG
7.3413     16.4994    10.5371    R_ZTI
12.3035    18.1599    12.8589    R_M3D
13.8752    20.5136    12.8747    R_M12
15.565     22.2502    12.8822    R_MP3
17.0305    23.3154    12.517     R_PMI
13.5021    9.1962     12.4834    L_PG
15.9156    10.0287    11.1901    L_ZTI
16.1562    15.5082    13.1373    L_M3D
17.8787    17.4444    13.049     L_M12
19.3344    19.6442    12.8282    L_MP3
19.7619    21.3579    12.5476    L_PMI
20.6712    22.6697    12.7627    O1
9.2628     14.818     5.2886     O2
15.9012    9.8034     10.5511    O3
7.9629     6.8582     11.0631    O4




















































































































































































11.0144    18.4434    10.7236    RZYGINF
10.7882    18.4137    10.5829
10.6158    18.2836    10.5218
10.4691    18.2256    10.4637
10.3072    18.156     10.3674
10.1583    18.1359    10.311
10.0146    18.0852    10.2738
9.8198     18.1411    10.2415
9.6486     17.9606    10.2978
9.469      17.9564    10.3288
9.2638     17.7852    10.4123
9.0539     17.7284    10.4828
8.9369     17.6034    10.5163
8.7324     17.4074    10.5929
8.5247     17.3075    10.6341
8.4144     17.1521    10.6854
8.2197     17.0553    10.6911
8.0411     16.9984    10.6859
7.9163     16.9361    10.677
7.794      16.8943    10.6675
7.6731     16.8275    10.6485
7.5668     16.7543    10.6282
7.4491     16.6543    10.6113
7.3961     16.5728    10.6104
7.3268     16.4874    10.5618















































































































































































16.9458    14.0335    11.0168    LZYGINF
16.854     13.7446    10.9318
16.8931    13.5545    10.8441
16.8594    13.2875    10.7851
16.8213    13.0603    10.7507
16.812     12.794     10.7812
16.8282    12.5507    10.8391
16.7679    12.2779    10.9293
16.6669    12.0509    11.0098
16.5896    11.8181    11.0976
16.5118    11.6165    11.1583
16.4988    11.345     11.2
16.363     10.9543    11.2672
16.218     10.6829    11.2899
16.1454    10.4294    11.265
16.0187    10.2987    11.2772
15.9637    10.1373    11.2399
15.9036    10.0779    11.2157






















































































































































































12.3527    18.4591    12.8803    R-ALV
12.412     18.6887    12.8498
12.4985    18.9157    12.8413
12.6144    19.1744    12.8103
12.8706    19.4018    12.8273
13.0458    19.5846    12.8873
13.226     19.9681    12.785
13.37      20.1226    12.829
13.5542    20.2451    12.8451
13.8268    20.4917    12.8269
14.0723    20.8766    12.793
14.1931    20.9767    12.9246
14.3989    21.1347    12.7864
14.5295    21.262     12.7558
14.6214    21.4121    12.7358
14.7539    21.5649    12.7628
14.8768    21.6764    12.8089
15.0023    21.8657    12.7924
15.153     22.0003    12.8448
15.2764    22.1155    12.8028
15.3263    22.1748    12.7915
15.4387    22.2777    12.7628


















































































































































































16.0683    15.4914    13.1088    L-ALV
16.2678    15.5534    13.1282
16.5521    15.6917    13.0994
16.7802    15.8902    13.0743
17.0783    16.0586    12.954
17.1428    16.2383    13.0111
17.2725    16.4376    13.0108
17.4817    16.6992    12.9823
17.6197    16.9053    13.0619
17.8337    17.1599    12.948
17.9106    17.4987    12.969
18.1175    17.7718    12.9972
18.2896    17.9796    13.0279
18.3624    18.1454    12.9648
18.4638    18.3569    12.9867
18.5735    18.5362    12.9961
18.7248    18.7469    12.8667
18.8413    18.9023    12.8182
19.184     19.2992    12.851
19.3395    19.5654    12.7368
19.3433    19.6614    12.8055
