UCMVZ      117261     Phu43stv
19.3891    17.3667    13.2405    IN
16.3349    13.8119    16.507     BR
12.0263    9.221      14.496     GL
12.2246    9.3944     13.954     NA
10.1659    7.7414     9.1654     RH
8.9084     6.5404     6.0885     NS
8.8811     6.6542     5.0779     PR
8.3715     7.2773     5.2673     R_PR2
10.3601    8.7923     9.9485     R_PMS
10.2287    12.5907    9.5361     R_ZMI
11.2535    11.1392    11.9654    R_ZMU
12.2051    9.8852     13.2168    R_DA
11.366     10.4766    14.5499    R_MTI
12.3166    10.7833    15.923     R_MTS
10.7808    12.4722    13.3889    R_FMO
10.7025    13.2752    13.6743    R_FMT
13.8636    17.5595    12.2664    R_PO
10.4713    14.4133    10.8945    R_ZTS
9.6918     6.074      5.2681     L_PR2
11.3284    7.9078     9.8036     L_PMS
15.432     8.357      9.0399     L_ZMI
14.0606    8.8206     11.7385    L_ZMU
12.7991    9.5259     13.0437    L_DA
13.7449    8.3419     14.3914    L_MTI
14.2119    9.4776     15.7913    L_MTS
15.5704    8.342      13.0778    L_FMO
16.3889    8.4793     13.1813    L_FMT
19.6873    12.3574    11.3621    L_PO
17.2227    8.6531     10.3219    L_ZTS
9.1924     6.169      4.7992     O1
9.8159     13.691     10.5066    O2
15.5024    9.356      15.0355    O3
20.2633    15.6279    12.8896    O4







































































































































































12.0584    9.2466     14.3262    GLRH
12.1046    9.3004     14.184
12.179     9.3827     13.9642
12.2547    9.4384     13.8587
12.2822    9.4787     13.7538
12.3036    9.522      13.6079
12.3074    9.5349     13.4783
12.3083    9.5413     13.3068
12.2843    9.5201     13.1493
12.2618    9.5136     12.984
12.208     9.4984     12.8025
12.1686    9.4673     12.624
12.1474    9.4321     12.5289
12.0768    9.4419     12.4307
12.0556    9.4        12.303
12.0324    9.3661     12.1997
11.9878    9.3247     12.056
11.9265    9.2866     11.9312
11.8135    9.246      11.7697
11.7129    9.1635     11.5743
11.5925    9.0988     11.3823
11.5278    9.078      11.2839
11.4778    9.0091     11.171
11.4328    8.9544     11.0902
11.3742    8.8817     10.9546
11.3349    8.828      10.8867
11.2516    8.8018     10.801
11.2141    8.7319     10.6955
11.1344    8.6655     10.5896
11.0967    8.5723     10.5029
10.983     8.4893     10.344
10.895     8.4065     10.2166
10.8539    8.304      10.0725
10.7582    8.1997     9.9327
10.6399    8.1337     9.8075
10.5716    8.0583     9.7034
