NMNH       197169     Phu31stv
9999       9999       9999       IN
15.0488    15.6647    18.5649    BR
11.1215    10.9065    16.6495    GL
11.1239    10.9106    15.5912    NA
7.9549     7.4        7.5384     RH
6.6715     5.8259     3.0964     NS
6.706      5.7691     1.9849     PR
5.9754     6.8242     2.403      R_PR2
8.3933     8.6841     8.929      R_PMS
8.5837     13.6798    9.5825     R_ZMI
9.9387     12.375     13.5397    R_ZMU
11.0241    11.1984    14.8517    R_DA
9.6735     12.3681    16.3005    R_MTI
10.0302    13.1983    17.1982    R_MTS
9.1612     14.1005    14.9083    R_FMO
9.0292     15.0997    14.678     R_FMT
12.7064    19.6399    13.4103    R_PO
8.8048     16.0846    11.2393    R_ZTS
7.8216     5.279      2.2452     L_PR2
9.1766     7.8519     8.8611     L_PMS
14.4759    8.792      9.7256     L_ZMI
12.7103    10.028     13.5335    L_ZMU
11.5196    10.7386    14.5231    L_DA
13.0135    9.5615     16.4668    L_MTI
13.7774    10.4854    17.3893    L_MTS
14.8055    9.6409     14.9822    L_FMO
15.7075    9.7746     14.8233    L_FMT
19.7432    14.2673    13.7621    L_PO
16.7581    9.4692     11.5351    L_ZTS
7.4044     5.1086     3.0748     O1
9.8934     14.4534    16.4667    O2
17.911     10.2717    12.1316    O3
18.2501    18.794     16.4182    O4







































































































































































11.0518    10.9537    16.4896    GLRH
11.0876    10.9267    16.2388
11.102     10.9463    15.9677
11.1254    10.9357    15.7564
11.0718    10.9658    15.6135
11.122     10.9453    15.4014
11.1258    10.9376    15.2024
11.1482    10.9208    14.9986
11.1571    10.8823    14.8081
11.1072    10.8627    14.6273
11.0596    10.8276    14.4599
11.0247    10.7705    14.3242
10.9575    10.7089    14.1549
10.8512    10.6574    13.9622
10.8004    10.5899    13.7942
10.7431    10.5179    13.6486
10.6947    10.4276    13.4943
10.6365    10.3483    13.3472
10.5875    10.2637    13.1973
10.581     10.1848    13.0945
10.4835    10.1213    12.9176
10.4103    10.0554    12.77
10.319     9.973      12.5481
10.26      9.903      12.4014
10.2074    9.8256     12.253
10.1764    9.7308     12.113
10.0771    9.647      11.9258
10.0426    9.5648     11.7833
9.9959     9.5003     11.6501
9.9037     9.4421     11.4925
9.8671     9.3421     11.3574
9.6817     9.1837     11.0183
9.646      9.0795     10.8689
9.5674     9.0463     10.7357
9.4812     8.9576     10.6293
9.4213     8.8954     10.5443
9.3537     8.8016     10.4133
9.2916     8.7326     10.3012
9.2197     8.6191     10.141
9.1147     8.5615     10.0149
9.0385     8.4815     9.9064
8.9387     8.377      9.7618
8.828      8.3295     9.6179
8.7654     8.2425     9.4745
8.6931     8.1859     9.3506
8.5851     8.075      9.1761
8.509      7.9782     9.0159
8.4089     7.9569     8.8525
8.3824     7.8851     8.7339
8.3286     7.7932     8.5966
8.3026     7.7222     8.4777
8.2599     7.5851     8.2813
8.2143     7.5158     8.0963
8.1608     7.4216     7.9299
8.0851     7.3769     7.7764
8.0282     7.3281     7.6655
7.9662     7.3076     7.5122















































































































































7.9519     7.3886     7.4977     NOSE
7.7887     7.4822     7.4842
7.6571     7.6814     7.3444
7.6035     7.8967     7.2206
7.4603     7.8295     7.0289
7.3405     7.8454     6.7984
7.178      7.8577     6.5675
7.0603     7.8594     6.4105
6.9591     7.8508     6.1811
6.7419     7.8827     5.8901
6.6181     7.8008     5.649
6.5118     7.7514     5.456
6.4569     7.6965     5.2943
6.3847     7.6504     5.0984
6.3682     7.5484     4.869
6.2712     7.4751     4.6555
6.186      7.3949     4.4148
6.1654     7.2964     4.1948
6.1234     7.2041     4.0067
6.0835     7.0482     3.8496
6.0643     6.8889     3.7459
6.0545     6.7154     3.611
6.0224     6.562      3.5129
6.0139     6.4022     3.3995
6.0779     6.2628     3.3119
6.1805     6.0722     3.2341
6.2827     5.9855     3.1699
6.48       5.8963     3.113
6.6891     5.9225     3.1782
6.7613     5.8121     3.1561
6.8286     5.6696     3.1484
6.8783     5.4773     3.2212
7.0543     5.274      3.3613
7.175      5.2887     3.4739
7.3659     5.2829     3.6254
7.5816     5.2884     3.7395
7.7527     5.3545     3.8513
7.849      5.3872     3.9136
7.9721     5.4402     4.1017
8.1391     5.4346     4.3841
8.1894     5.463      4.5082
8.3097     5.5462     4.7503
8.3892     5.5732     4.9006
8.4366     5.6816     5.0786
8.4171     5.7427     5.2855
8.4647     5.8877     5.4738
8.4949     6.0092     5.6202
8.5486     6.1682     5.8328
8.6156     6.1983     6.0292
8.6162     6.2949     6.1305
8.6153     6.3509     6.2188
8.5953     6.4515     6.4059
8.518      6.5502     6.5515
8.4691     6.6516     6.7576
8.4452     6.7673     6.953
8.4653     6.8899     7.1025
8.5052     6.9511     7.3238
8.3699     6.9876     7.3872
8.2131     7.0433     7.3887
8.1339     7.1287     7.4788
8.0537     7.2048     7.4806
7.9493     7.3704     7.4704










































































































































6.6768     5.7776     3.0694     NASP-PR
6.621      5.713      2.8027
6.593      5.719      2.6358
6.6178     5.7007     2.465
6.63       5.7184     2.2865
6.6671     5.7402     2.096
6.7088     5.7822     1.9823

































































































































































































8.5739     8.7587     9.231      R-PM/MAX
8.4943     8.7251     9.0624
8.4028     8.6898     8.9424
8.286      8.6359     8.7905
8.092      8.5796     8.525
8.0014     8.5539     8.3333
7.9201     8.5311     8.2062
7.8118     8.452      8.0604
7.742      8.4293     7.9547
7.632      8.3768     7.7815
7.5509     8.368      7.7067
