TMP        AZ 997     Phu133sf
15.3596    18.917     10.4214    IN
15.398     15.0021    14.9595    BR
15.3352    8.7599     14.5105    GL
15.3463    8.7204     14.03      NA
15.265     4.8671     10.4969    RH
15.0994    2.4804     8.2645     NS
15.0955    1.8344     7.4534     PR
14.0898    2.1735     7.3116     R_PR2
14.611     5.5438     10.8168    R_PMS
11.9344    8.481      9.0132     R_ZMI
13.3305    8.5968     11.7282    R_ZMU
14.9304    8.8926     13.2941    R_DA
13.6491    8.9456     14.3013    R_MTI
13.7448    9.7132     15.0077    R_MTS
12.0041    9.6146     12.9046    R_FMO
11.6151    10.2989    12.5744    R_FMT
11.3227    14.6802    10.1329    R_PO
11.1145    9.9173     10.0072    R_ZTS
16.1665    2.1353     7.4126     L_PR2
15.8523    6.0311     10.9465    L_PMS
18.7521    8.4772     9.1684     L_ZMI
17.4539    8.7033     11.6671    L_ZMU
15.7327    8.8333     13.2249    L_DA
17.1576    8.9397     14.2852    L_MTI
17.0075    9.6914     15.0094    L_MTS
18.5935    9.6623     12.7823    L_FMO
19.0512    10.3292    12.6768    L_FMT
19.1725    14.6431    9.824      L_PO
19.5059    10.0076    9.9852     L_ZTS
14.5683    1.3863     7.0707     O1
18.0692    10.8905    14.1658    O2
10.4774    11.5909    9.7038     O3
15.8532    18.6065    10.7336    O4







































































































































































15.3493    8.7612     14.4269    GLRH
15.3436    8.7415     14.2477
15.3539    8.7239     14.0906
15.3455    8.711      13.9745
15.3706    8.6902     13.7684
15.3786    8.6675     13.5533
15.3618    8.6175     13.3531
15.3521    8.5158     13.1757
15.35      8.4061     12.9798
15.3215    8.3001     12.8125
15.3177    8.1574     12.6292
15.3184    8.0198     12.4886
15.329     7.8607     12.3124
15.337     7.6946     12.1854
15.3352    7.4449     11.9784
15.3374    7.1301     11.7876
15.359     6.8368     11.6008
15.3704    6.571      11.4704
15.3355    6.33       11.3146
15.3067    6.1346     11.2165
15.3126    5.9367     11.1282
15.281     5.7188     10.9973
15.2824    5.5713     10.8666
15.2828    5.2789     10.7112
15.2659    5.0792     10.6242
15.256     4.9899     10.5605
15.2843    4.8768     10.5196













































































































































































15.2935    4.8727     10.4794    NOSE
15.0165    4.9002     10.4996
14.8251    4.8958     10.4471
14.6659    4.9328     10.3767
14.4697    4.86       10.341
14.3659    4.7169     10.1512
14.234     4.53       9.9753
14.1677    4.3029     9.6962
14.115     4.0755     9.4474
14.0976    3.8594     9.208
14.1962    3.5831     8.9662
14.3362    3.413      8.8558
14.4549    3.0846     8.7673
14.5933    2.8605     8.6995
14.7835    2.64       8.5742
14.9127    2.4986     8.4514
15.0747    2.4262     8.2636
15.2337    2.4355     8.3236
15.4806    2.4673     8.5285
15.5538    2.504      8.5802
15.6902    2.6454     8.6868
15.7129    2.748      8.6974
15.8308    3.1152     8.7811
15.9585    3.3322     8.841
16.0161    3.5161     8.9386
16.1691    3.6159     9.0558
16.2416    3.7932     9.2263
16.2903    4.0769     9.4686
16.2361    4.2648     9.6658
16.1408    4.3819     9.787
16.0944    4.5543     9.9453
16.0404    4.6835     10.0158
16.0163    4.7663     10.1234
15.8965    4.9098     10.2194
15.8469    4.9876     10.2821
15.5115    4.9085     10.4448
15.2994    4.9023     10.5117
15.2154    4.914      10.508


































































































































































15.116     2.4046     8.2443     NASP-PR
15.1175    2.2096     8.1513
15.1107    2.018      7.9776
15.0806    1.9217     7.7587
15.0599    1.843      7.6268
15.0893    1.8296     7.5513
15.1479    1.8528     7.4377






























































































































































































