AMNH        81811       Phu3stv
12.1258     17.6254     -12.1795
12.2441     17.7621     -12.1382
12.3672     17.9264     -12.089
12.4513     18.0361     -12.1069
12.5643     18.1542     -12.0214
12.6702     18.2341     -12.0303
12.8195     18.283      -11.9751
12.9034     18.3205     -11.9799
13.0338     18.3967     -11.9784
13.1529     18.5257     -11.9091
13.2845     18.649      -11.885
13.3861     18.7697     -11.8412
13.5085     18.9449     -11.7228
13.7203     19.0539     -11.716
13.8735     19.1276     -11.6986
13.9848     19.2807     -11.6594
14.0601     19.4037     -11.6079
14.1703     19.5627     -11.5898
14.32       19.6716     -11.608
14.4349     19.7673     -11.6018
14.5091     19.8807     -11.5376
14.6176     20.0359     -11.4606
14.6999     20.0936     -11.4194
14.8214     20.1806     -11.4161
14.9919     20.2753     -11.4383
