UWMA       ZA 133     Phu65stv
18.3225    21.3489    10.7928    IN
15.8962    18.9616    14.879     BR
12.2164    14.0167    15.1928    GL
12.1126    13.9195    14.7542    NA
9.4247     10.3105    10.3208    RH
7.7724     8.1316     7.5975     NS
7.4191     7.6535     6.4506     PR
6.8566     8.4106     6.4807     R_PR2
10.2054    11.8359    11.1441    R_PMS
9.3059     15.45      9.1653     R_ZMI
10.5849    15.2092    12.1809    R_ZMU
12.0645    14.1668    13.6442    R_DA
10.7949    15.4319    14.7604    R_MTI
11.7648    15.6697    15.6118    R_MTS
10.0902    16.6564    13.1798    R_FMO
10.3542    17.5087    13.1604    R_FMT
12.3626    20.9164    9.9961     R_PO
9.4426     17.4506    9.8838     R_ZTS
8.2598     7.1993     6.5422     L_PR2
10.8093    11.3795    11.1973    L_PMS
14.5911    11.3264    9.539      L_ZMI
13.9017    12.6482    12.371     L_ZMU
12.5964    13.7778    13.597     L_DA
13.8595    13.2259    14.9713    L_MTI
13.7929    13.8429    15.6236    L_MTS
15.5048    12.7076    13.5477    L_FMO
16.1768    13.0185    13.2649    L_FMT
18.972     15.9479    10.3976    L_PO
16.5174    12.0098    10.2245    L_ZTS
7.7714     6.9531     6.3052     O1
10.8829    17.3083    14.4321    O2
17.6643    12.7957    10.4088    O3
19.212     20.4716    10.8376    O4







































































































































































12.1833    13.9852    15.0906    GLRH
12.1457    13.9412    14.8601
12.1124    13.9238    14.7339
12.1128    13.9254    14.4768
12.1375    13.9246    14.2993
12.1363    13.9031    14.0948
12.1274    13.887     13.9358
12.0967    13.8447    13.772
12.0969    13.7765    13.5673
12.054     13.6973    13.4285
12.0339    13.6227    13.3001
12.0027    13.5534    13.1656
11.9116    13.4487    13.0082
11.874     13.3689    12.865
11.8077    13.2518    12.7447
11.7281    13.2056    12.6316
11.665     13.0922    12.508
11.582     12.9571    12.3637
11.5023    12.812     12.2434
11.4453    12.718     12.1569
11.2995    12.5839    12.0371
11.1995    12.4671    11.9236
11.1215    12.3167    11.8174
10.9983    12.1345    11.6849
10.8562    12.0159    11.5902
10.673     11.8413    11.4447
10.5116    11.6229    11.305
10.3741    11.4675    11.1768
10.2242    11.336     11.0669
10.1272    11.2044    10.9623
10.0634    11.0559    10.8602
9.9269     10.9177    10.7422
9.8338     10.7901    10.6345
9.7075     10.6012    10.5421
9.615      10.4697    10.4452
9.5436     10.3738    10.3956
9.4243     10.2937    10.2641



































































































































































9.5109     10.3126    10.3222    NOSE
9.3562     10.4451    10.2875
9.2363     10.5324    10.3007
9.0539     10.7808    10.2666
8.9016     10.737     10.0846
8.7387     10.7515    9.9792
8.6458     10.7002    9.8851
8.4911     10.6407    9.718
8.3532     10.5909    9.53
8.2601     10.5387    9.4648
8.08       10.4687    9.3511
8.0223     10.3336    9.1655
7.9275     10.2112    9.0109
7.8515     10.1131    8.8867
7.6843     9.9852     8.7169
7.6376     9.8043     8.5652
7.5206     9.643      8.4148
7.456      9.483      8.2994
7.4223     9.2695     8.196
7.4169     9.0962     8.1246
7.4352     8.9204     8.0291
7.5315     8.7645     7.9143
7.6899     8.6231     7.7847
7.8206     8.5157     7.7278
7.9056     8.4741     7.709
8.0303     8.3714     7.709
8.1555     8.275      7.7252
8.2939     8.1977     7.8085
8.44       8.1158     7.9293
8.6097     8.0425     8.0299
8.7308     8.0553     8.0989
8.8759     8.1354     8.188
9.0475     8.1926     8.2761
9.1597     8.3073     8.3622
9.2913     8.3479     8.4493
9.4056     8.4464     8.5709
9.5513     8.588      8.7224
9.6237     8.6965     8.8308
9.7125     8.7878     8.9627
9.7558     8.8934     9.1227
9.8344     9.0019     9.2122
9.8997     9.0868     9.3919
9.9656     9.2021     9.5185
10.0125    9.3237     9.626
10.0271    9.4873     9.7557
10.031     9.63       9.8806
10.0388    9.7303     9.9649
10.0428    9.8582     10.0854
10.0227    10.0215    10.203
9.9232     10.1268    10.2979
9.7684     10.1764    10.3086
9.5425     10.3006    10.3086




















































































































































7.8813     8.3981     7.6857     NASP-PR
7.7998     8.2142     7.5756
7.7187     8.089      7.4818
7.6046     7.9183     7.3019
7.5464     7.8417     7.175
7.5013     7.7249     7.0341
7.4594     7.697      6.8775
7.4263     7.6585     6.7695
7.4281     7.6367     6.6556
7.4515     7.6458     6.4739






























































































































































































