LSZT       R11        Phu186sf













































































































































1.3887     5.8314     12.6505    OP
1.396      8.0454     12.817     BA
0.907      13.5761    12.3946    ST
0.604      20.4025    13.8062    IV
-2.9317    7.8877     12.3849    R_PG
-4.2061    10.3962    11.4772    R_ZTI
-1.6114    14.5062    13.7998    R_M3D
-1.9541    17.2534    14.3238    R_M12
-1.6578    19.8209    14.8179    R_MP3
-1.2198    21.4765    15.1305    R_PMI
5.4764     8.2077     12.3587    L_PG
6.4559     10.7482    11.365     L_ZTI
3.4334     14.6734    13.7429    L_M3D
3.5039     17.517     14.2172    L_M12
3.0717     20.064     14.5167    L_MP3
2.2197     21.6513    14.7052    L_PMI
3.2057     21.2461    16.2177    O1
-2.0903    10.9674    5.6469     O2
6.4239     10.6516    10.7875    O3
0.398      2.9426     9.5756     O4




















































































































































































-2.7365    14.389     11.4827    RZYGINF
-2.8053    14.0958    11.3696
-2.9234    13.9117    11.2949
-3.1425    13.7372    11.2185
-3.2653    13.5215    11.2249
-3.355     13.2424    11.3035
-3.4255    13.0364    11.3688
-3.5314    12.7737    11.4268
-3.5934    12.418     11.5014
-3.6814    12.0393    11.5825
-3.7103    11.8062    11.6103
-3.8655    11.5709    11.6216
-4.075     11.3304    11.5972
-4.162     11.1543    11.5623
-4.2634    10.9334    11.4999
-4.2713    10.7143    11.4752
-4.2828    10.5784    11.4545
-4.3144    10.4381    11.4219






















































































































































































4.7026     14.3946    11.4109    LZYGINF
4.8898     14.1309    11.2736
5.092      13.8999    11.2098
5.2368     13.5808    11.2676
5.4716     13.3083    11.373
5.5986     12.8958    11.4741
5.7026     12.5424    11.526
5.7858     12.2148    11.5662
5.9213     11.9639    11.6171
6.033      11.6475    11.6195
6.2034     11.4555    11.6068
6.4035     11.2181    11.5242
6.4634     11.056     11.458
6.5118     10.8645    11.4086
6.494      10.7012    11.3368

























































































































































































-1.6507    14.49      13.7796    R-ALV
-1.7573    14.7113    13.8409
-1.8732    15.0695    13.9162
-1.9765    15.3767    13.9784
-1.9934    15.6983    14.0094
-2.0053    15.9494    14.0355
-2.0067    16.1988    14.1058
-1.9855    16.4386    14.1677
-1.9838    16.6481    14.2123
-2.0114    16.9661    14.2313
-1.9912    17.2156    14.2969
-1.9556    17.5239    14.3604
-1.918     17.7193    14.4365
-1.8974    17.9102    14.4434
-1.8816    18.0563    14.4718
-1.7858    18.3396    14.5867
-1.7837    18.6406    14.5787
-1.7535    18.7535    14.6405
-1.7418    18.9503    14.654
-1.7298    19.1717    14.7115
-1.7403    19.4334    14.7487
-1.6913    19.6371    14.8064
-1.7175    19.8194    14.7872
-1.7119    19.9497    14.8
















































































































































































3.4282     14.7318    13.7242    L-ALV
3.5533     15.0864    13.8237
3.634      15.4221    13.8353
3.6664     15.7489    13.8519
3.6045     16.121     13.9391
3.5827     16.5207    14.0115
3.578      16.8241    14.043
3.4589     17.1808    14.2525
3.4177     17.6453    14.2777
3.3487     18.0182    14.2695
3.3095     18.2556    14.2767
3.2374     18.5413    14.326
3.1464     18.8236    14.3847
3.0812     19.135     14.4971
3.0698     19.4797    14.4676
3.0706     19.7777    14.4463
3.041      19.9409    14.5073
3.0248     20.1411    14.5451
