UWMA       ZA 668     Phu88stv
9999       9999       9999       IN
16.3779    16.6559    16.7319    BR
12.1822    12.2913    15.5615    GL
12.1489    12.3899    14.9236    NA
8.8957     8.9869     9.2921     RH
6.8865     7.1114     5.2426     NS
6.682      7.0088     4.0193     PR
5.9728     7.8697     4.4925     R_PR2
8.9414     10.0567    9.8511     R_PMS
9.0288     15.1318    9.5027     R_ZMI
10.825     13.8497    13.0513    R_ZMU
11.8829    12.903     13.7271    R_DA
10.8184    13.8573    15.3384    R_MTI
11.7081    14.4484    16.539     R_MTS
10.172     15.4369    14.236     R_FMO
10.1269    16.5115    14.4248    R_FMT
13.7289    21.2337    11.9165    R_PO
9.3007     17.5309    11.1894    R_ZTS
7.5642     6.4318     4.4733     L_PR2
10.1284    9.3502     9.9763     L_PMS
15.0482    9.7867     9.4033     L_ZMI
13.7992    11.4004    12.8456    L_ZMU
12.683     12.1688    13.6514    L_DA
13.7968    11.299     15.2831    L_MTI
14.2984    12.0782    16.4792    L_MTS
15.525     10.8321    14.167     L_FMO
16.5427    10.9695    14.3947    L_FMT
20.7084    15.2295    11.3708    L_PO
17.5662    10.378     10.7059    L_ZTS
7.048      6.3433     4.1911     O1
11.3586    15.4478    16.0802    O2
19.6699    11.8826    10.6305    O3
20.7724    19.3742    13.0523    O4







































































































































































12.1789    12.2869    15.6274    GLRH
12.1808    12.3258    15.365
12.1707    12.3629    15.1431
12.1396    12.386     14.9208
12.1577    12.3994    14.7128
12.1497    12.3978    14.5262
12.1248    12.39      14.2674
12.082     12.3485    14.0722
12.0013    12.2857    13.9141
11.9113    12.2063    13.7039
11.8258    12.0918    13.5261
11.7486    12.0143    13.3677
11.6816    11.9507    13.2209
11.5648    11.8748    13.0525
11.4591    11.7815    12.8717
11.3678    11.6514    12.69
11.2827    11.5525    12.5548
11.2219    11.4585    12.4099
11.1381    11.3395    12.2729
10.9673    11.2379    12.0887
10.8859    11.0867    11.9318
10.7974    10.9871    11.7857
10.6412    10.8759    11.6022
10.4824    10.7667    11.4151
10.3671    10.622     11.255
10.234     10.4763    11.0892
10.102     10.3355    10.9459
10.0113    10.2095    10.8451
9.8768     10.1028    10.6958
9.7707     9.9917     10.548
9.6354     9.8728     10.412
9.5326     9.7276     10.267
9.4196     9.6283     10.1428
9.2994     9.4808     9.9681
9.1897     9.3519     9.8128
9.046      9.2207     9.6625
8.9535     9.1276     9.5239
8.8623     9.0646     9.3761
8.8189     9.0291     9.2836

































































































































































8.9122     8.9412     9.279      NOSE
8.7669     9.0587     9.3001
8.5412     9.1484     9.2571
8.3381     9.1868     9.1728
8.25       9.2276     9.0674
8.073      9.2679     8.9541
7.9127     9.1976     8.7904
7.7918     9.1607     8.5985
7.6677     9.1134     8.3898
7.4591     9.0455     8.1915
7.2774     8.9794     7.9848
7.1107     8.8694     7.7698
7.0126     8.8049     7.6263
6.9504     8.7397     7.4858
6.9016     8.6709     7.3347
6.8361     8.5652     7.1726
6.7143     8.4088     6.9739
6.6223     8.3169     6.8206
6.5709     8.2225     6.6791
6.5246     8.0989     6.5293
6.4991     7.9809     6.3731
6.4804     7.8459     6.2472
6.5219     7.7161     6.0915
6.5488     7.5944     5.9397
6.6079     7.4342     5.7343
6.7327     7.34       5.5434
6.8248     7.201      5.3541
6.8951     7.0833     5.2263
7.0983     6.9659     5.4513
7.2484     6.8364     5.7435
7.5693     6.7831     5.9765
7.8383     6.837      6.2313
8.0301     6.828      6.4378
8.2329     6.9188     6.6523
8.4087     7.0175     6.9488
8.5113     7.0958     7.1683
8.6131     7.2126     7.403
8.7243     7.3096     7.5655
8.8023     7.3487     7.6931
8.9208     7.4653     7.9374
9.0125     7.6142     8.1376
9.1157     7.7417     8.3473
9.1916     7.9092     8.5123
9.1837     8.113      8.6401
9.2443     8.2444     8.8071
9.2251     8.3458     8.8787
9.1739     8.5301     9.102
9.0506     8.7024     9.2198
9.0114     8.844      9.2278
8.8919     8.985      9.2765
8.8521     9.0458     9.319





















































































































































6.812      7.0375     5.1334     NASP-PR
6.7253     6.9613     4.836
6.6723     6.9821     4.6329
6.6435     6.9691     4.4316
6.64       6.9694     4.3006
6.6443     6.9617     4.0879


































































































































































































8.9322     10.0252    9.829      R-PM/MAX
8.6822     9.9432     9.6016
8.5367     9.8642     9.4499
8.3504     9.7592     9.2454
8.2178     9.7034     9.0804
8.05       9.5946     8.9028
7.8644     9.5528     8.7783
7.6211     9.4503     8.5661
7.4411     9.3553     8.4018
7.2938     9.2731     8.1882
7.1594     9.2124     7.9629
7.0373     9.144      7.7609
6.9182     9.0957     7.4933
6.8282     9.0827     7.2349
6.7014     9.0599     6.8843
6.6471     9.0409     6.6736
6.5725     9.0667     6.5131
6.5117     9.1412     6.2797
6.4135     9.2492     6.0739
6.2981     9.3134     5.9456
6.1947     9.3469     5.8361
6.188      9.3434     5.708
6.1065     9.3382     5.5479
6.0715     9.3536     5.4092
6.0184     9.3224     5.2848
6.0456     9.3891     5.0339
6.1351     9.3251     4.8671













































































































































































10.1373    9.3801     9.9957     L-PM/MAX
10.0234    9.1149     9.7793
9.9719     9.02       9.696
9.926      8.9217     9.571
9.892      8.7879     9.4255
9.8385     8.689      9.313
9.7786     8.6052     9.2275
9.7113     8.4693     9.0855
9.631      8.3121     8.9521
9.5388     8.1477     8.7706
9.5051     7.9987     8.6537
9.4356     7.8666     8.5564
9.4002     7.7325     8.4143
9.3578     7.6051     8.2714
9.2918     7.482      8.0988
9.2224     7.3524     7.867
9.1917     7.2769     7.7287
9.1306     7.2054     7.5722
9.0715     7.1202     7.3271
9.0686     7.0549     7.0909
9.0383     6.9549     6.8196
8.9952     6.8911     6.4703
8.9565     6.8615     6.3228
8.9465     6.8237     6.1619
9.207      6.8203     5.9975
9.2115     6.7293     5.7146
9.1961     6.6289     5.459
9.1595     6.5827     5.2398
9.112      6.5504     4.9693
9.0038     6.6185     4.7759
8.9284     6.6949     4.6763









































































































































































8.5774     12.9301    6.1923     ROSTRUM
8.5131     12.8628    6.4755
8.4964     12.7109    6.7269
8.5452     12.5458    6.9201
8.5751     12.4262    7.0945
8.5978     12.297     7.2476
8.6489     12.2253    7.3954
8.6685     12.0951    7.5982
8.6456     11.9721    7.8542
8.6307     11.8967    8.0944
8.5963     11.7827    8.3937
8.5369     11.7224    8.615
8.474      11.6323    8.8769
8.4149     11.5908    9.0011
8.2885     11.5378    9.3334
8.1837     11.5456    9.5249
8.097      11.5307    9.7418
8.091      11.4307    9.9466
8.1821     11.3146    10.0297
8.3635     11.1644    10.0389
8.4969     10.9969    10.1014
8.6762     10.8626    10.0758
8.833      10.7563    10.0291
8.9366     10.666     10.0229
9.0888     10.5189    10.053
9.2504     10.3722    10.1423
9.3415     10.242     10.2845
9.5018     10.0669    10.422
9.6425     9.958      10.4567
9.7664     9.8279     10.4495
9.9088     9.7134     10.4196
10.0545    9.6364     10.3531
10.1328    9.5788     10.2727
10.2543    9.5184     10.1505
10.3665    9.4077     10.0997
10.5495    9.2799     10.0493
10.7585    9.1622     10.0149
10.8323    9.0726     10.0561
10.9812    8.9827     10.1056
11.1241    8.8554     10.0775
11.2788    8.7794     10.0286
11.4563    8.6541     10.0552
11.6419    8.6131     9.8869
11.6189    8.5886     9.5992
11.5744    8.8487     9.3473
11.5705    9.013      9.0597
11.5886    9.1225     8.824
11.6432    9.2301     8.5611
11.7271    9.2434     8.2082
11.7909    9.2672     8.0044
11.8551    9.3512     7.7764
11.974     9.3833     7.5142
12.1078    9.3927     7.3283
12.1954    9.3747     7.1233
12.3301    9.3738     6.9541
12.4733    9.3968     6.8469
12.5514    9.3859     6.7058
12.6334    9.3819     6.5333
12.7224    9.4465     6.2823
12.7629    9.4774     6.2527
12.8459    9.5197     6.1697
12.8516    9.5486     6.0668










































































































































10.2662    16.4575    14.7263    SUPORB
10.3335    16.3139    15.1134
10.4125    16.192     15.3887
10.4578    15.9646    15.6356
10.5686    15.7016    15.8766
10.714     15.373     16.065
10.8091    15.1755    16.1583
10.8766    14.8914    16.2266
11.0654    14.677     16.3412
11.2784    14.6682    16.4394
11.4962    14.5874    16.5156
11.5725    14.4393    16.5421
11.7593    14.2192    16.5599
11.9594    14.0788    16.5716
12.1847    13.8667    16.5813
12.2785    13.6197    16.5212
12.2761    13.391     16.461
12.2406    13.1529    16.3901
12.2404    12.9653    16.2851
12.2947    12.658     16.1245
12.3752    12.5091    16.065
12.6282    12.3953    16.2004
12.909     12.4942    16.3123
13.1812    12.3906    16.4051
13.4084    12.4253    16.4653
13.6261    12.4112    16.5025
13.8234    12.2972    16.5079
14.1747    12.1885    16.4911
14.3556    12.0596    16.4758
14.6329    11.7222    16.3303
14.7241    11.4779    16.1908
14.9318    11.2297    16.0491
15.2379    11.1648    15.9541
15.5969    11.1009    15.7512
15.8402    11.1046    15.6034
16.0579    11.1242    15.4315
16.1954    11.1183    15.246
16.3146    11.1089    15.0718
16.4264    11.1349    14.9573
16.4916    11.1238    14.8039
16.5402    11.0662    14.5819
16.5884    11.0221    14.3943
16.5799    10.9763    14.232





























































































































































10.7819    13.9351    13.0757    RORBIT
10.466     14.1066    13.1786
10.1763    14.4416    13.3083
10.1121    14.6218    13.398
10.0814    14.7809    13.4864
10.071     14.9396    13.6141
10.0534    15.082     13.7353
10.0901    15.1968    13.8615
10.1396    15.2987    13.9711
10.1213    15.38      14.088
10.0981    15.4559    14.2448
10.1442    15.4817    14.4302
10.1148    15.5068    14.6224
10.0959    15.4149    14.8886
10.1833    15.1981    15.0587
10.2521    15.0456    15.1763
10.2949    14.8707    15.2758
10.3215    14.6738    15.3907
10.4417    14.4197    15.402
10.5409    14.1429    15.4149
10.6983    13.9666    15.3838
10.825     13.8526    15.3489
10.9991    13.7109    15.3029
11.163     13.5767    15.3044
11.2949    13.4704    15.3281
11.4329    13.4323    15.3072
11.5506    13.2819    15.3495
11.6759    13.1594    15.4046
11.8202    13.0757    15.3193
11.9249    13.0525    15.0617
11.933     12.9539    14.8177
11.9395    12.9393    14.602
11.9688    12.896     14.4393
11.9876    12.8668    14.2493
11.9664    12.8835    14.0933
11.9379    12.865     13.9552
11.9013    12.9058    13.7383



































































































































































13.8459    11.3753    12.8848    LORBIT
14.0644    11.1209    13.025
14.2201    11.0014    13.1068
14.3592    10.9317    13.1687
14.5563    10.9084    13.2603
14.7669    10.8595    13.3473
14.9381    10.781     13.4388
15.0972    10.7883    13.5678
15.2994    10.8309    13.7207
15.4323    10.8373    13.9096
15.5059    10.8507    14.0658
15.5458    10.8387    14.3072
15.549     10.8164    14.4998
15.4171    10.7961    14.7183
15.2304    10.7833    14.941
15.0826    10.7055    15.0931
14.8602    10.7071    15.2639
14.6621    10.7617    15.3388
14.4215    10.8538    15.3716
14.199     10.9171    15.3788
14.0091    11.0059    15.3446
13.8932    11.1091    15.337
13.6096    11.3776    15.3125
13.4348    11.4713    15.3653
13.3287    11.6483    15.3685
13.1765    11.8067    15.3696
13.0714    11.9448    15.3589
12.8807    12.0695    15.2455
12.8011    12.1329    15.0759
12.8192    12.1781    14.8892
12.781     12.2105    14.6724
12.7528    12.2285    14.4617
12.7332    12.2666    14.2907
12.7124    12.2694    14.1406
12.7333    12.2708    13.9945
12.7408    12.238     13.8825
12.6833    12.2079    13.7565



































































































































































10.1386    16.4847    14.4755    RTEMFOS
10.0421    16.5325    14.2667
9.913      16.5041    14
9.8703     16.513     13.7662
9.7751     16.4402    13.6409
9.7652     16.4639    13.5217
9.7292     16.4596    13.3175
9.6915     16.4412    13.1818
9.6207     16.3965    13.0294
9.5495     16.3823    12.8922
9.4597     16.3167    12.764
9.4126     16.2972    12.6149
9.3367     16.2719    12.4585
9.3031     16.2414    12.3108
9.2453     16.2427    12.17
9.1385     16.1918    12.0152
9.0918     16.2114    11.8695
9.006      16.1775    11.7286
8.9472     16.1863    11.6148
8.9567     16.2369    11.4248
8.8705     16.422     11.1915
8.8605     16.6188    11.0961
8.8927     16.8142    11.0849
9.0035     17.1157    11.0861
9.0903     17.2837    11.1174
9.1963     17.4209    11.1571
9.2608     17.5629    11.1838
9.3603     17.7087    11.2348












































































































































































16.5698    10.9874    14.3661    LTEMFOS
16.5959    10.9358    14.1846
16.6582    10.8811    13.9497
16.6458    10.7768    13.759
16.5729    10.6846    13.4643
16.5156    10.6138    13.3248
16.4738    10.5678    13.1341
16.4312    10.4949    12.9317
16.4058    10.4513    12.7956
16.3347    10.3582    12.5771
