NMNH       337248     Phu37stv
17.8007    17.8693    13.8945    IN
14.3342    14.3143    16.3172    BR
10.1009    10.5338    13.2684    GL
10.2344    10.6127    12.8284    NA
8.6973     9.0379     8.2415     RH
7.8102     8.0791     5.0411     NS
7.7083     8.0676     3.9314     PR
7.1295     8.8086     4.178      R_PR2
9.0289     10.2904    9.1786     R_PMS
9.2417     14.262     8.3819     R_ZMI
9.4985     12.4116    10.8308    R_ZMU
10.3275    11.3245    11.7975    R_DA
9.2283     12.1249    13.2435    R_MTI
9.666      12.5921    14.402     R_MTS
8.753      13.9251    12.3448    R_FMO
8.9498     14.8789    12.6646    R_FMT
12.7162    18.2679    11.7236    R_PO
9.202      15.9904    9.997      R_ZTS
8.4579     7.433      4.1565     L_PR2
10.2084    10.1017    10.0112    L_PMS
13.8693    9.5641     8.4047     L_ZMI
12.0271    9.8678     10.9155    L_ZMU
10.9592    10.7593    11.8709    L_DA
11.5309    9.5065     13.2804    L_MTI
11.943     10.1523    14.3637    L_MTS
13.5919    8.9625     12.4363    L_FMO
14.5289    9.242      12.5988    L_FMT
17.9589    12.8204    11.5894    L_PO
15.5805    9.4571     10.0132    L_ZTS
7.9039     7.3301     4.0744     O1
9.4424     14.2269    13.777     O2
16.6984    10.0013    10.6284    O3
18.1838    17.2436    13.4735    O4







































































































































































10.1045    10.4818    13.3402    GLRH
10.1534    10.5155    13.0686
10.1986    10.5821    12.8952
10.261     10.5603    12.7014
10.3195    10.5941    12.5631
10.345     10.6636    12.4548
10.3839    10.7241    12.2522
10.4089    10.7499    12.0866
10.4232    10.727     11.9267
10.4081    10.7269    11.7878
10.3702    10.7104    11.6039
10.3315    10.7011    11.4242
10.3041    10.6447    11.2705
10.2505    10.6205    11.0915
10.169     10.5924    10.9234
10.1292    10.543     10.7952
10.0641    10.522     10.6594
10.0055    10.4621    10.519
9.9637     10.4032    10.4428
9.9318     10.3534    10.3622
9.8549     10.2979    10.2323
9.8063     10.201     10.0301
9.7073     10.1145    9.9012
9.6191     10.0732    9.8075
9.5659     9.9379     9.6254
9.4407     9.8291     9.4147
9.3481     9.7269     9.2785
9.3054     9.5625     9.1169
9.1964     9.4356     8.9267
9.0208     9.3237     8.7569
8.8946     9.2722     8.6233
8.7883     9.1801     8.484
8.689      9.0465     8.2456







































































































































































8.6905     9.0361     8.2474     NOSE
8.6007     9.195      8.2365
8.4639     9.3186     8.1651
8.3651     9.4694     8.122
8.3053     9.5826     8.0747
8.1881     9.7368     7.921
8.0351     9.7302     7.741
7.8864     9.7305     7.5783
7.761      9.6863     7.4161
7.6024     9.6615     7.2329
7.4882     9.5966     6.9894
7.4146     9.45       6.6889
7.3549     9.3818     6.5093
7.3372     9.2879     6.3645
7.332      9.223      6.2149
7.3071     9.0729     6.0426
7.2499     8.9093     5.8874
7.258      8.76       5.7847
7.3273     8.594      5.6747
7.3495     8.483      5.5164
7.4629     8.3592     5.3619
7.5495     8.2952     5.258
7.6763     8.2191     5.1583
7.7705     8.1867     5.1269
7.8688     8.1259     5.1401
7.944      7.9694     5.1956
7.977      7.7397     5.2938
8.055      7.6576     5.3994
8.1657     7.6372     5.5504
8.3264     7.5748     5.7502
8.5151     7.6098     5.9257
8.7109     7.6426     6.1007
8.8266     7.7104     6.2434
8.8945     7.7503     6.4144
9.0087     7.7936     6.6274
9.0798     7.7391     6.789
9.1407     7.8451     6.9544
9.2726     7.8614     7.1631
9.3021     7.98       7.376
9.3488     8.1069     7.5609
9.3856     8.2374     7.7002
9.3664     8.4708     7.9013
9.3194     8.6075     8.0295
9.1025     8.6684     8.1044
8.9643     8.7677     8.1817
8.8077     8.886      8.1982
8.6624     9.0906     8.254

























































































































































7.7267     8.0234     4.9225     NASP-PR
7.6546     7.9664     4.729
7.6238     7.9241     4.5293
7.6367     7.8795     4.3859
7.6439     7.9114     4.2405
7.7235     7.9067     4.0076


































































































































































































9.2763     10.4331    9.4996     R-PM/MAX
9.1848     10.3882    9.3779
9.0871     10.3625    9.2971
