FMNH       27184      Tg13stv
7.0078     12.2805    12.7855
7.0056     12.2875    12.6952
6.9913     12.317     12.5294
6.9647     12.3224    12.4098
6.9526     12.3528    12.2297
6.9029     12.3559    12.0734
6.8907     12.3545    11.9282
6.8618     12.3503    11.7725
6.8389     12.384     11.6414
6.8457     12.421     11.5309
6.8344     12.4697    11.4023
6.8032     12.5441    11.2034
6.7766     12.6407    11.0772
6.8032     12.7634    10.9869
6.7694     13.1339    10.8447
6.8026     13.1596    10.8051
6.8171     13.3166    10.7845
6.8456     13.4204    10.7826
6.896      13.5869    10.7938
6.9666     13.7044    10.8354
7.034      13.8479    10.8909
7.0489     13.9597    10.9191
7.1067     14.0833    11.0035










































































































































































12.0225    7.7079     13.9675    LTEMFOS
12.0907    7.6518     13.781
12.1707    7.605      13.6157
12.2265    7.5361     13.4376
12.3155    7.5225     13.286
12.3906    7.5049     13.0888
12.4495    7.4687     12.8867
12.4315    7.4033     12.743
12.449     7.3825     12.5741
12.5179    7.4102     12.4496
12.4972    7.3161     12.2699
12.5519    7.3051     12.0913
12.6029    7.2907     11.9038
12.6362    7.2495     11.7459
12.7086    7.2262     11.6046
12.8024    7.2487     11.4723
12.8858    7.2193     11.3264
13.0209    7.237      11.2204
13.159     7.2206     11.0929
13.2982    7.2487     11.0517
13.4521    7.2627     11.0184
13.5857    7.3011     10.9556
13.713     7.3668     10.9725
13.8305    7.407      10.9694
13.9242    7.4783     11.0176
14.0866    7.5654     11.0507
14.2125    7.6008     11.0871
14.2715    7.6555     11.1482
14.3575    7.7034     11.2019











































































































































































9999       9999       9999       OP
9.8478     8.279      12.7118    BA
12.9256    11.9513    12.8559    ST
16.0069    15.6862    13.4924    IV
7.1327     10.8079    12.2194    R_PG
7.2748     13.0485    11.3239    R_ZTI
11.5887    13.7566    14.3877    R_M3D
13.0889    15.6808    14.4325    R_M12
14.9374    17.0243    14.3156    R_MP3
15.8447    17.2389    13.7502    R_PMI
12.9529    5.9944     12.5252    L_PG
15.0001    6.6119     11.7828    L_ZTI
14.9502    11.1078    14.5977    L_M3D
16.5893    12.8642    14.5386    L_M12
17.6579    14.9805    14.5468    L_MP3
17.8724    16.0674    13.7137    L_PMI
17.911     17.5361    14.4613    O1
10.9404    12.956     6.7991     O2
14.9956    6.4704     11.1958    O3
9.2648     4.7307     9.7613     O4




















































































































































































10.7561    14.7609    12.0286    RZYGINF
10.5517    14.7356    11.9531
10.3598    14.6597    11.874
10.2153    14.6586    11.7446
10.0822    14.6562    11.652
9.9184     14.614     11.5823
9.6717     14.5614    11.5771
9.4834     14.5126    11.5682
9.2883     14.4077    11.5867
9.0838     14.3541    11.584
8.8679     14.2739    11.5671
8.7419     14.1523    11.555
8.5328     14.0276    11.5531
8.3641     13.8962    11.551
8.238      13.7405    11.5655
8.118      13.6287    11.5725
7.9181     13.5821    11.5658
7.7758     13.4765    11.5432
7.658      13.4131    11.5116
7.562      13.3029    11.4832
7.459      13.1931    11.4544
7.3855     13.0478    11.4556
7.319      12.9567    11.403
7.2915     12.8441    11.3776
















































































































































































16.1126    10.1447    12.3472    LZYGINF
16.1686    9.8887     12.1557
16.2686    9.6591     12.0225
16.2359    9.4884     11.9974
16.2243    9.3091     11.9769
16.221     9.0928     12.0029
16.1347    8.8146     12.047
16.1118    8.6168     12.0717
16.0733    8.4189     12.1
16.1011    8.2036     12.1224
16.1174    8.0648     12.1179
16.0841    7.9349     12.0551
15.9647    7.7544     11.9743
15.8233    7.5209     11.9465
15.6655    7.3987     11.9322
15.5244    7.2066     11.9028
15.462     7.0245     11.8449
15.3195    6.8303     11.8356
15.1862    6.6528     11.8069
15.0265    6.5787     11.7763




















































































































































































11.5782    13.6964    14.4272    R-ALV
11.663     13.8743    14.4441
11.7606    14.0781    14.4064
11.8529    14.2725    14.3394
11.9781    14.4537    14.3203
12.0945    14.5849    14.3754
12.1794    14.6998    14.3735
12.2931    14.8896    14.3848
12.4327    15.0734    14.3348
12.5421    15.2374    14.3178
12.6467    15.3554    14.3806
12.8       15.5341    14.316
13.0015    15.7079    14.2511
13.1043    15.8015    14.2584
13.2718    15.9631    14.2571
13.4074    16.1015    14.2654
13.5836    16.2629    14.291
13.795     16.366     14.2657
14.042     16.4573    14.3032
14.2178    16.5971    14.249
14.3806    16.7334    14.2063
14.5525    16.9044    14.2111
14.7603    17.0757    14.205
14.9021    17.1203    14.2178
















































































































































































14.9452    11.1647    14.5897    L-ALV
15.1892    11.2537    14.5486
15.3455    11.3885    14.5325
15.443     11.5136    14.5708
15.596     11.6722    14.5472
15.8093    11.8655    14.5743
15.9728    12.0169    14.5757
16.1301    12.1982    14.5762
16.2258    12.3409    14.6036
16.4225    12.5205    14.568
16.5116    12.7534    14.5955
16.6482    12.9277    14.5635
16.7746    13.1122    14.5714
16.8715    13.2212    14.5254
17.0605    13.4711    14.5094
17.149     13.79      14.511
17.2447    14.0509    14.4988
17.3071    14.2172    14.5075
17.4417    14.4658    14.5009
17.5399    14.6137    14.4835
17.5964    14.7305    14.4995
17.6878    14.9405    14.5172
