AMNH       80895      Phu14stv
5.2855     11.5355    -12.823
5.2399     11.4748    -12.7117
5.2092     11.385     -12.5595
5.1217     11.3794    -12.4342
5.0721     11.3458    -12.2508
4.9915     11.3161    -12.0674
4.9604     11.2948    -11.978
4.917      11.2611    -11.8448
4.842      11.2404    -11.7205
4.7993     11.2986    -11.5302
4.7522     11.4829    -11.3746
4.7391     11.6319    -11.3012
4.6948     11.823     -11.2416
4.6917     12.0064    -11.1946
4.7346     12.173     -11.1804
4.7959     12.3607    -11.1786
4.9453     12.7273    -11.1675
5.0633     12.7657    -11.1956
5.0784     12.9117    -11.1505
5.1603     13.0358    -11.1648







































































































































































5.3803     3.8256     -10.0612   OP
6.6457     5.5805     -10.8896   BA
10.0418    9.7088     -12.0327   ST
14.3327    15.0208    -14.5217   IV
10.4536    2.9678     -10.5905   R_PG
9999       9999       9999       R_ZTI
12.6512    8.7846     -13.3104   R_M3D
14.3718    10.8067    -14.2809   R_M12
15.8525    13.0294    -15.2341   R_MP3
16.3271    14.5982    -15.6549   R_PMI
3.1302     8.8665     -10.2957   L_PG
4.1191     11.9529    -10.1612   L_ZTI
8.6671     11.8349    -13.2665   L_M3D
10.2975    14.0576    -14.1728   L_M12
12.1704    16.0674    -15.157    L_MP3
13.3761    16.6708    -15.5875   L_PMI
15.4824    17.6288    -16.4166   O1
6.8087     13.7709    -9.9301    O2
12.7294    7.2524     -5.1172    O3
6.339      1.3542     -7.3484    O4




















































































































































































9999       9999       9999       RZYGINF







































































































































































































8.0297     13.2151    -11.0496   LZYGINF
7.9234     13.1796    -10.9555
7.8131     13.1953    -10.8836
7.6575     13.2095    -10.7937
7.423      13.2305    -10.6847
7.2435     13.238     -10.624
7.0779     13.1819    -10.6058
6.9393     13.1843    -10.5823
6.7464     13.2054    -10.5914
6.6134     13.1533    -10.5916
6.4624     13.0615    -10.6004
6.3309     13.0052    -10.614
6.2099     12.9143    -10.6162
6.0675     12.8201    -10.6248
5.9264     12.7574    -10.6466
5.7488     12.6908    -10.668
5.5576     12.5543    -10.6475
5.435      12.4369    -10.6116
5.2448     12.3719    -10.5796
5.1361     12.2852    -10.5995
4.9973     12.1584    -10.5309
4.7383     12.0417    -10.5054
4.4731     11.9602    -10.4762
4.4105     11.9231    -10.399
4.3195     11.904     -10.2851
4.2087     11.8462    -10.1716














































































































































































12.61      8.7842     -13.3088   R-ALV
12.8493    8.8642     -13.3474
13.041     8.9806     -13.4704
13.185     9.133      -13.5728
13.3509    9.2607     -13.6345
13.4463    9.4471     -13.7159
13.567     9.6415     -13.7589
13.7158    9.8215     -13.8523
13.7995    9.9601     -13.9378
13.9169    10.103     -13.9967
14.0064    10.1909    -14.0605
14.0797    10.2557    -14.1759
14.1912    10.5329    -14.2918
14.2781    10.7468    -14.3433
14.4448    10.9245    -14.392
14.5408    11.0216    -14.4536
14.5962    11.1712    -14.4921
14.6453    11.2965    -14.5452
14.7159    11.3995    -14.6139
14.7833    11.513     -14.6902
14.8296    11.6683    -14.7519
14.8973    11.8788    -14.7656
14.9361    11.9706    -14.807
15.0022    12.0544    -14.8582
15.1001    12.1529    -14.8966
15.1885    12.2711    -14.9461
15.2952    12.4355    -14.9797
15.3897    12.5154    -15.0218
15.5278    12.6356    -15.0809
15.5992    12.6737    -15.111
15.7103    12.7937    -15.1497
15.7494    12.9255    -15.2097
15.8105    13.045     -15.2662







































































































































































8.7231     11.8617    -13.2118   L-ALV
8.7553     12.0424    -13.2502
8.8127     12.2551    -13.3731
8.8734     12.3919    -13.3894
8.9488     12.5914    -13.4615
9.0418     12.7403    -13.5133
9.1937     12.886     -13.5597
9.3162     13.0132    -13.6285
9.4603     13.1742    -13.7452
9.5617     13.3142    -13.7956
9.7106     13.4815    -13.888
9.8201     13.7151    -13.9447
10.0299    13.9125    -14.0235
10.1904    13.9926    -14.1033
10.3235    14.1392    -14.1816
10.5572    14.3967    -14.2807
10.6609    14.4732    -14.2787
10.7598    14.6228    -14.3676
10.9409    14.7814    -14.4651
11.157     14.8733    -14.6138
11.2442    14.9671    -14.6411
11.3451    15.1171    -14.7111
11.4575    15.2295    -14.8461
11.5812    15.3461    -14.8786
11.6604    15.4511    -14.9402
11.7288    15.4986    -15.0343
11.8669    15.7479    -15.0801
11.9852    15.8721    -15.1108
12.1288    15.9724    -15.2001
