NMNH       367883     Phu18stv
19.1318    20.3683    16.7099    IN
16.2359    17.42      18.0748    BR
10.7064    12.0475    16.1706    GL
10.6769    12.212     15.498     NA
8.4814     9.2441     8.5561     RH
7.5013     7.7882     4.5341     NS
7.5619     7.5968     3.1967     PR
6.8278     8.5347     3.2994     R_PR2
8.6549     10.5126    9.3668     R_PMS
9.0841     15.7886    9.5908     R_ZMI
10.0915    13.8016    13.4058    R_ZMU
10.782     12.75      14.8554    R_DA
9.3646     14.0537    15.5319    R_MTI
9.6887     14.246     16.7814    R_MTS
9.2238     15.7205    14.3841    R_FMO
9.1736     16.898     14.2672    R_FMT
13.8218    20.6802    13.0478    R_PO
9.2781     17.8093    10.9146    R_ZTS
8.3311     6.9931     3.3108     L_PR2
9.6081     9.5547     9.4819     L_PMS
14.6185    9.6697     10.2856    L_ZMI
12.7727    10.908     13.5684    L_ZMU
11.4973    12.1481    14.5548    L_DA
12.6054    10.5669    15.888     L_MTI
12.9302    11.6796    17.4531    L_MTS
14.3088    10.5779    15.0634    L_FMO
15.4152    10.3961    15.2777    L_FMT
19.858     14.5629    13.7019    L_PO
16.8       9.9237     11.8981    L_ZTS
8.1114     6.9639     4.6858     O1
9.7518     15.8455    16.2479    O2
18.458     10.9081    12.3574    O3
19.4935    18.9337    15.9709    O4







































































































































































10.5739    12.179     16.1581    GLRH
10.5801    12.2009    15.9128
10.6021    12.2384    15.6842
10.6416    12.3151    15.3946
10.7984    12.2661    15.1935
10.9287    12.2702    14.8927
10.9494    12.2836    14.705
10.9545    12.2416    14.5029
10.9179    12.1948    14.2485
10.8725    12.1169    14.0063
10.8199    12.0536    13.7927
10.7612    11.9788    13.5625
10.7141    11.9006    13.3473
10.6304    11.7904    13.0858
10.5446    11.6812    12.842
10.4269    11.6205    12.5899
10.3524    11.5034    12.3719
10.2884    11.4117    12.1939
10.2135    11.3474    12.0216
10.1379    11.2833    11.877
10.0901    11.23      11.6924
10.0086    11.1425    11.576
9.9549     11.024     11.4467
9.8677     10.9229    11.2869
9.7613     10.814     11.1229
9.6429     10.7303    10.9501
9.5287     10.5769    10.7323
9.4878     10.3917    10.5822
9.3582     10.3083    10.4128
9.2105     10.2317    10.2117
9.0732     10.147     10.0021
9.0366     9.9768     9.8556
8.9181     9.884      9.6681
8.8136     9.7848     9.4849
8.7432     9.6688     9.3165
8.6592     9.5876     9.139
8.613      9.4389     8.9981
8.5922     9.3545     8.8423
8.4655     9.2667     8.5911

































































































































































8.3809     9.2515     8.5007     NOSE
8.2326     9.4317     8.4527
8.2057     9.7199     8.4828
8.1139     9.9957     8.3672
7.9132     9.9804     8.1227
7.7891     9.9671     7.9584
7.6714     9.93       7.8031
7.4875     9.9365     7.6229
7.3624     9.8871     7.4499
7.3032     9.8407     7.2559
7.1991     9.7991     7.0118
7.1352     9.6994     6.798
7.0849     9.5891     6.5525
7.0279     9.5188     6.3421
6.9911     9.4665     6.1413
6.9658     9.4202     5.9967
6.9563     9.3656     5.8808
6.8931     9.2855     5.6342
6.8711     9.1836     5.518
6.8791     9.1008     5.4207
6.8443     8.9528     5.2702
6.8167     8.8137     5.1553
6.8542     8.5973     5.0512
6.9137     8.3888     4.882
6.9594     8.2354     4.7744
7.0914     8.1254     4.6794
7.2023     8.0204     4.5797
7.3721     7.9055     4.5188
7.5128     7.7552     4.5364
7.6057     7.6454     4.5842
7.665      7.5051     4.6622
7.744      7.4159     4.8265
7.8718     7.3039     4.9571
8.0146     7.3013     5.12
8.1598     7.2843     5.2944
8.336      7.3741     5.4286
8.4652     7.4476     5.5419
8.6345     7.4781     5.712
8.7544     7.5644     5.9778
8.8943     7.4955     6.2862
8.8889     7.6403     6.5521
9.0017     7.6586     6.8271
9.033      7.7414     7.0759
9.0783     7.7961     7.2628
9.1084     7.8572     7.4547
9.103      8.0099     7.662
9.1347     8.1682     7.797
9.1723     8.2307     8.0088
9.2        8.4818     8.1304
9.1821     8.7966     8.1971
9.1497     8.861      8.3126
8.8399     8.8931     8.4723
8.5839     8.9949     8.5173
8.4917     9.168      8.486
8.3641     9.295      8.5173

















































































































































7.4769     7.8301     4.5376     NASP-PR
7.3524     7.7239     4.3422
7.3262     7.6466     4.164
7.2797     7.5998     3.981
7.3481     7.503      3.8636
7.4136     7.4207     3.8266
7.4457     7.5149     3.6472
7.4745     7.5762     3.3894
7.4859     7.5947     3.2954































































































































































































8.5582     10.4687    9.269      R-PM/MAX
8.4113     10.4181    9.0925
8.2392     10.3769    8.9531
8.1338     10.3469    8.7901
7.9949     10.271     8.5694
7.8879     10.1893    8.4211
7.7174     10.1579    8.1962
7.6074     10.1305    8.0644
7.4755     10.11      7.8751
7.372      10.0723    7.703
7.281      10.0415    7.4703
7.2007     10.0462    7.2945
7.1506     10.0277    6.9504
7.1664     10.002     6.6931
7.147      9.9747     6.356
7.1332     9.9667     5.9963
7.0626     9.8817     5.7152
7.0047     9.9173     5.4583
6.9652     10.0247    5.0256
6.9964     10.1194    4.7998
7.136      10.2042    4.6325
7.2609     10.2438    4.4841
7.4049     10.202     4.2445

















































































































































































9.5629     9.5415     9.461      L-PM/MAX
9.5276     9.3121     9.231
9.5105     9.1386     9.0562
9.4827     9.0209     8.9011
9.4475     8.7614     8.7581
9.419      8.668      8.6323
9.3845     8.5354     8.4849
9.3672     8.4451     8.3972
9.3784     8.3413     8.2615
9.4021     8.1431     8.0198
9.4077     8.0886     7.9396
9.4157     7.9227     7.6627
9.4519     7.8477     7.4124
9.4718     7.8077     7.2649
9.495      7.7313     7.0761
9.4708     7.6739     6.8421
9.5174     7.6035     6.6021
9.4987     7.582      6.4344
9.4984     7.5098     6.1531
9.4991     7.4431     5.986
9.6105     7.3397     5.7844
9.6894     7.3675     5.545
9.7527     7.2542     5.265
9.8412     7.1713     5.016
9.8512     7.1537     4.7571
9.8561     7.1583     4.5321
9.9148     7.2585     4.2684













































































































































































9.5374     13.4764    5.5561     ROSTRUM
9.3659     13.3479    5.8721
9.3529     13.2545    6.0804
9.3366     13.0829    6.2238
9.3877     12.8484    6.3979
9.4317     12.6635    6.6397
9.4379     12.5602    6.8187
9.3647     12.44      7.1553
9.2334     12.3693    7.3578
9.0775     12.3473    7.6478
8.8974     12.3117    7.8703
8.6233     12.2503    8.1919
8.4569     12.1996    8.3888
8.2677     12.1522    8.5597
8.2096     12.0807    8.7229
8.0821     12.0805    8.8995
7.9701     11.9771    9.0721
7.8912     11.87      9.3053
7.86       11.7677    9.4167
7.8791     11.6538    9.5535
8.0209     11.5143    9.6779
8.1613     11.3589    9.7205
8.2972     11.2273    9.7014
8.4342     11.1468    9.6967
8.5591     11.0461    9.6933
8.7729     10.862     9.8004
8.8427     10.7233    9.7465
8.9372     10.6448    9.7959
8.9891     10.4521    9.9731
9.0546     10.3083    10.0434
9.1688     10.1247    10.0848
9.2268     10.0415    10.0723
9.4427     9.9777     10.0552
9.5804     9.9165     9.9948
9.7098     9.9102     9.9437
9.8203     9.8214     9.9129
9.9535     9.6999     9.916
10.0373    9.5457     9.9239
10.1721    9.4151     9.9297
10.2748    9.274      9.9552
10.36      9.1898     10.0376
10.5055    9.0263     10.071
10.643     8.9415     10.0451
10.8353    8.851      10.0171
10.9626    8.8385     9.8742
11.1109    8.8968     9.7086
11.256     8.9599     9.4785
11.3658    9.0534     9.2914
11.4681    9.1407     9.0982
11.5606    9.2199     8.9186
11.6836    9.3192     8.6876
11.7172    9.3831     8.4685
11.7858    9.4515     8.2669
11.8484    9.5259     8.1341
11.901     9.6129     7.9202
11.9477    9.6655     7.6914
12.0057    9.7024     7.4686
12.0692    9.7372     7.3131
12.2797    9.7389     7.0729
12.4639    9.6809     6.9373
12.6616    9.6179     6.768
12.7957    9.5294     6.6626
12.9526    9.4715     6.5488
13.1034    9.4585     6.3622
13.1735    9.4738     6.2205
13.2647    9.5005     6.0853






































































































































9.1201     16.8986    14.4054    SUPORB
9.1221     16.809     14.7175
9.1182     16.6753    14.9792
9.1317     16.6031    15.2345
9.1258     16.5183    15.4129
9.1134     16.3856    15.5736
9.1113     16.1611    15.823
9.1064     15.9265    15.9871
9.1342     15.6998    16.1196
9.2073     15.5887    16.2465
9.2753     15.4038    16.3839
9.3699     15.2858    16.4959
9.4789     15.0326    16.6108
9.4563     14.8596    16.6337
9.5586     14.6074    16.6993
9.7098     14.3709    16.7919
9.8368     14.0872    16.9095
9.9966     13.9752    16.9963
10.2878    13.9421    17.1033
10.5029    13.8376    17.2155
10.754     13.7888    17.2923
10.8807    13.5231    17.2614
10.7966    13.2694    17.2059
10.7317    12.9544    17.0695
10.691     12.7871    16.9467
10.6354    12.6057    16.8144
10.736     12.3902    16.757
10.9456    12.2909    16.882
