AMNH       83595      Phu8stv
17.8837    14.3812    13.5491    IN
14.0905    10.7907    16.7232    BR
9.1495     6.3729     15.9446    GL
9.1157     6.4092     15.4662    NA
5.5655     2.9978     9.2913     RH
3.342      0.8388     5.9726     NS
2.9189     0.4715     4.3039     PR
2.2776     1.292      4.3224     R_PR2
6.1241     4.3425     9.9921     R_PMS
6.5006     9.2199     9.1248     R_ZMI
7.8357     7.9017     13.1506    R_ZMU
8.9831     6.9749     14.2297    R_DA
7.9222     8.0757     15.6729    R_MTI
9.1881     8.4422     16.9233    R_MTS
7.3307     9.9067     14.5253    R_FMO
7.251      10.8013    14.5195    R_FMT
11.6973    15.2536    11.5079    R_PO
7.083      12.1306    10.8374    R_ZTS
3.7107     -0.1379    4.1978     L_PR2
6.9474     3.4959     10.1373    L_PMS
11.672     3.6965     8.958      L_ZMI
10.5441    4.8316     13.0412    L_ZMU
9.6852     6.2611     14.1779    L_DA
10.7709    4.8328     15.7226    L_MTI
11.2843    6.1281     16.7794    L_MTS
12.5775    4.4366     14.4035    L_FMO
13.5072    4.502      14.6417    L_FMT
18.0072    8.4826     11.2572    L_PO
14.3686    3.9101     10.6103    L_ZTS
3.0346     -0.2589    4.0534     O1
5.7919     10.8119    10.1716    O2
13.0364    5.1692     15.3546    O3
13.9415    15.8832    11.8704    O4







































































































































































9.1416     6.3656     15.9129    GLRH
9.1375     6.3548     15.7576
9.132      6.3417     15.669
9.1545     6.365      15.5054
9.1861     6.356      15.25
9.1957     6.3871     15.1011
9.2113     6.4051     14.8717
9.1808     6.4323     14.6798
9.1749     6.395      14.4961
9.1276     6.3714     14.3134
9.0926     6.2873     14.1336
9.0018     6.2842     13.9746
8.9522     6.2594     13.8429
8.922      6.1874     13.7432
8.8616     6.1532     13.6323
8.8042     6.135      13.5329
8.7612     6.0424     13.382
