UCB LHES   113        Tg3stv
12.8572    14.13091   12.56836   IN
10.57975   11.59512   15.52348   BR
6.59237    6.89875    13.41083   GL
6.85432    7.14636    12.58315   NA
6.25743    6.36184    9.62859    RH
5.20822    5.15348    7.91179    NS
4.97775    4.86708    6.54693    PR
4.62493    5.41365    6.64649    R_PR2
6.14499    6.85057    9.84958    R_PMS
5.40773    10.41373   9.12438    R_ZMI
6.0487     8.46812    11.26565   R_ZMU
6.81152    7.59163    12.2988    R_DA
5.69017    8.05905    12.96425   R_MTI
5.84775    8.02294    13.73608   R_MTS
5.49072    9.5096     12.71193   R_FMO
5.65416    9.97395    13.08962   R_FMT
8.4803     14.11061   10.95018   R_PO
5.40875    11.50851   10.3217    R_ZTS
5.49975    4.65149    6.74811    L_PR2
6.75111    6.1301     9.62675    L_PMS
10.28797   5.86804    9.28194    L_ZMI
8.40492    6.45743    11.41987   L_ZMU
7.31595    7.1877     12.36994   L_DA
7.84899    6.07766    13.05498   L_MTI
8.03388    6.2348     13.75282   L_MTS
9.42285    6.16887    12.75004   L_FMO
9.91673    6.22731    13.02907   L_FMT
13.5586    9.72141    11.18466   L_PO
11.55447   5.9259     10.3807    L_ZTS
4.53096    4.99577    6.83994    O1
9.31913    7.0997     13.85458   O2
6.50307    13.48384   10.51947   O3
14.25776   11.4671    11.84712   O4







































































































































































6.57488    6.92742    13.41004   GLRH
6.64286    6.95988    13.19705
6.74621    7.05328    13.00249
6.79354    7.12502    12.80896
6.80961    7.173      12.70632
6.88439    7.14165    12.57886
6.87919    7.17663    12.4516
6.91102    7.17994    12.37987
6.89185    7.22432    12.22028
6.92974    7.21369    12.0787
6.93343    7.22264    11.88166
6.93948    7.2286     11.72186
6.92857    7.2228     11.61038
6.93403    7.20181    11.45904
6.93682    7.19044    11.37898
6.91449    7.16374    11.24865
6.88752    7.1343     11.08757
6.88192    7.10417    11.01288
6.83993    7.06672    10.88661
6.77735    7.02674    10.72543
6.75522    6.9403     10.58206
6.68677    6.87594    10.43873
6.63212    6.82884    10.35811
6.61615    6.77642    10.30233
6.55005    6.72677    10.19171
6.51355    6.65787    10.10756
6.4168     6.57329    9.94693
6.36357    6.48633    9.85421
6.32391    6.44737    9.79168
6.29247    6.40456    9.69968










































































































































































6.28893    6.3928     9.71478    NOSE
6.15664    6.47201    9.71106
6.06138    6.50829    9.65824
5.99773    6.56932    9.61571
5.93278    6.62374    9.57106
5.84712    6.6591     9.50493
5.80561    6.66795    9.46633
5.74691    6.6756     9.34207
5.68668    6.63704    9.22972
5.61633    6.64574    9.13933
5.53972    6.61317    9.03957
5.48273    6.55252    8.92432
5.42685    6.49181    8.85559
5.35621    6.41772    8.74416
5.2783     6.31819    8.62659
5.24103    6.2406     8.51251
5.17994    6.13498    8.43925
5.09063    6.00121    8.30997
4.99052    5.85304    8.19351
5.03409    5.72035    8.15328
4.96834    5.57369    8.07694
4.94784    5.40398    8.01056
5.05269    5.36464    8.05705
5.0736     5.27504    8.02998
5.08457    5.17233    7.96754
5.18327    5.13646    7.90575
5.31081    5.03818    8.01199
5.42588    4.99242    8.04532
5.53516    4.99873    8.08034
5.59936    4.99553    8.10393
5.68623    5.05736    8.13877
5.80986    5.10031    8.19704
5.9306     5.17933    8.26987
6.02066    5.20797    8.33789
6.0933     5.21195    8.40149
6.16867    5.28598    8.50117
6.25863    5.30276    8.54562
6.28676    5.38064    8.6144
6.33224    5.43218    8.6751
6.44447    5.51705    8.78622
6.51535    5.60934    8.88032
6.54283    5.61869    8.91271
6.6186     5.72977    9.03078
6.63732    5.77901    9.10217
6.65953    5.88097    9.25153
6.68779    5.94491    9.33057
6.68776    5.98186    9.37307
6.67145    6.03168    9.48129
6.61786    6.04584    9.5498
6.53941    6.1121     9.5842
6.50386    6.16569    9.62706
6.46154    6.22948    9.66043
6.4101     6.31549    9.73282
6.31559    6.33198    9.69548


















































































































































5.21391    5.10079    7.92007    NASP-PR
5.10978    5.04255    7.79869
5.02264    4.90754    7.68497
4.96362    4.90164    7.54863
4.94814    4.84879    7.44533
4.95236    4.84428    7.32352
4.91288    4.83328    7.2399
4.90848    4.79229    7.10955
4.91159    4.79665    7.02011
4.91043    4.79351    6.9506
4.92392    4.81516    6.82485
4.94016    4.83844    6.70542
4.98903    4.86549    6.54446



























































































































































































6.12412    6.85009    9.8121     R-PM/MAX
6.05765    6.79765    9.76204
6.01115    6.78425    9.68749
5.95117    6.75599    9.62069
5.87586    6.72174    9.53129
5.78102    6.6912     9.4006
5.70843    6.67608    9.28076
5.61328    6.66987    9.15942
5.55982    6.64128    9.06776
5.46034    6.59978    8.95399
5.37046    6.50081    8.86453
5.32859    6.4234     8.78118
5.22161    6.36282    8.64265
5.14633    6.3444     8.54083
5.08403    6.39468    8.40734
5.05559    6.46716    8.27989
4.99576    6.44406    8.16677
4.92582    6.43661    8.03531
4.88616    6.44015    7.94711
4.81012    6.3846     7.83177
4.74867    6.36517    7.71188
4.70317    6.35716    7.58143
4.63868    6.33391    7.44407
4.57096    6.25288    7.31209
4.56049    6.19981    7.20111
4.64961    6.06854    6.96479














































































































































































6.76634    6.12374    9.61335    L-PM/MAX
6.76844    6.06233    9.50641
6.73632    5.981      9.39724
6.70895    5.91428    9.29929
6.71918    5.85272    9.21956
6.66009    5.78233    9.10179
6.56281    5.66146    8.95251
6.5508     5.59698    8.87364
6.48685    5.51909    8.81635
6.4089     5.38146    8.69247
6.4185     5.26687    8.50186
6.50366    5.23425    8.37877
6.58288    5.17719    8.21089
6.57469    5.09154    8.07622
6.51058    4.99944    7.95974
6.51168    4.94794    7.84583
6.48841    4.86253    7.69791
6.40739    4.70605    7.45646
6.34696    4.67683    7.29027
6.34542    4.72815    7.14009
6.32073    4.81185    6.98926



















































































































































































5.53322    8.47299    7.25476    ROSTRUM
5.48909    8.40734    7.43343
5.48858    8.42059    7.55398
5.51492    8.42114    7.71832
5.57267    8.33946    7.86893
5.70467    8.16804    7.99688
5.8191     8.03813    8.15422
5.89571    7.97575    8.32209
5.92476    7.89759    8.48741
5.93171    7.82565    8.65386
5.93955    7.78876    8.77817
5.93989    7.74509    8.93239
5.94212    7.67358    9.15428
5.92509    7.63745    9.26457
5.92144    7.59624    9.37312
5.95637    7.51113    9.50904
6.01633    7.41857    9.59534
6.11179    7.30506    9.71901
6.19869    7.17002    9.89124
6.23798    7.09306    9.95906
6.31527    7.02034    10.06209
6.37651    6.97669    10.13157
6.43666    6.87975    10.21617
6.50851    6.83337    10.27199
6.66037    6.73125    10.31133
6.78295    6.65467    10.21817
6.8762     6.56857    10.14941
6.97399    6.5495     10.04028
7.14818    6.49976    9.94963
7.25163    6.47072    9.85333
7.49051    6.3337     9.63871
7.59759    6.28308    9.48705
7.67538    6.26947    9.36186
7.72739    6.25553    9.20001
7.74579    6.26481    9.056
7.80829    6.25504    8.90602
7.89453    6.26151    8.74956
7.91582    6.24263    8.64602
7.9695     6.20799    8.48159
8.02633    6.16625    8.36266
8.13568    6.13203    8.22403
8.22139    6.05189    8.06342
8.33028    5.99207    7.94685
8.42869    5.94533    7.86926
8.47193    5.90397    7.722
8.50054    5.89217    7.56608
8.5307     5.91405    7.47035
8.57794    5.92169    7.36702
8.58665    5.95013    7.27278























































































































































5.52102    9.9441     13.02996   SUPORB
5.52209    9.82473    13.22826
5.5273     9.6584     13.42212
5.59699    9.50275    13.57981
5.64882    9.35089    13.6288
5.6702     9.18618    13.68216
5.69755    8.98289    13.70771
5.74694    8.77957    13.75067
5.76345    8.57963    13.77297
5.8095     8.39027    13.76785
5.82527    8.23415    13.77551
5.85683    8.0831     13.77135
5.93794    7.84497    13.70578
6.0693     7.70024    13.67096
6.16408    7.51989    13.66252
6.29325    7.3776     13.6219
6.38618    7.20299    13.6113
6.48861    7.06646    13.5872
6.57563    6.98499    13.54845
6.64791    6.91094    13.54004
6.76714    6.84512    13.57642
6.92181    6.74017    13.61154
7.02489    6.63942    13.62699
7.1566     6.56163    13.65759
7.27713    6.51294    13.65165
7.39068    6.3988     13.65349
7.49434    6.35017    13.67658
7.60631    6.27001    13.69854
7.72809    6.27075    13.72653
7.87168    6.20965    13.747
8.03532    6.13772    13.75016
8.24753    6.1434     13.7781
8.48105    6.13003    13.76926
8.65453    6.13915    13.74509
8.9436     6.18433    13.72458
9.09316    6.19143    13.67699
9.26533    6.16677    13.61652
9.44042    6.15697    13.53934
9.58511    6.13918    13.42375
9.71835    6.19173    13.35901
9.81196    6.23776    13.25393
9.94203    6.23717    13.02955






























































































































































6.07243    8.51425    11.33963   RORBIT
5.99072    8.65812    11.31999
5.91971    8.81969    11.32291
5.86445    8.95347    11.33958
5.80062    9.04689    11.39451
5.75556    9.12985    11.41103
5.73447    9.18929    11.47685
5.7101     9.28835    11.52619
5.69305    9.37041    11.60966
5.66735    9.43601    11.69986
5.65119    9.48222    11.82577
5.60342    9.52429    11.9235
5.57866    9.56145    12.03109
5.59766    9.57708    12.11947
5.56782    9.62904    12.2777
5.54281    9.63035    12.41395
5.52899    9.62271    12.53543
5.51688    9.58984    12.6208
5.50839    9.50073    12.72273
5.46943    9.39325    12.82747
5.45299    9.24852    12.88674
5.43871    9.09672    12.92895
5.42264    8.95755    12.96338
5.4248     8.796      12.99956
5.41236    8.64341    13.05041
5.44014    8.48461    13.02796
5.47262    8.38082    13.02171
5.51839    8.28971    13.02227
