AMNH       81811      phu3ms6.xls
5.0381     10.6981    -10.4744
4.9262     10.5659    -10.2858
4.8244     10.4845    -10.1139
4.7043     10.3888    -9.97
4.5966     10.2275    -9.7768
4.4882     10.1419    -9.6061
4.4135     10.05      -9.4733
4.3463     9.9825     -9.3142
4.273      9.896      -9.1383
4.1858     9.8038     -8.9893
4.1461     9.7557     -8.888
























































































































































4.1932     9.8113     -8.8142    NOSE
4.267      9.7007     -8.7832
4.2907     9.5503     -8.69
4.359      9.3641     -8.5358
4.5117     9.2754     -8.4582
4.5378     9.0892     -8.3585
4.481      8.8234     -8.0803
4.4214     8.5787     -7.8174
4.357      8.373      -7.3245
4.2394     8.304      -7.053
4.0736     8.096      -6.8028
3.9527     7.9642     -6.4779
3.8914     7.9322     -6.3543
3.6623     7.8847     -6.012
3.3996     7.8052     -5.7632
3.1351     7.8449     -5.5304
2.8112     7.846      -5.3009
2.5966     7.8016     -5.1248
2.2826     7.8791     -4.8932
2.1781     7.9083     -4.7078
2.0059     8.0332     -4.5524
1.7693     8.281      -4.8668
1.7383     8.5763     -5.1672
1.709      8.8039     -5.3137
1.7403     9.0436     -5.3998
1.7344     9.3804     -5.5745
1.7288     9.6241     -5.7956
1.8732     9.803      -6.1497
2.1347     10.0211    -6.5489
2.3391     10.2231    -6.9941
2.5101     10.3672    -7.4368
2.8668     10.4481    -7.9346
3.1259     10.3606    -8.1545
3.4161     10.3142    -8.3743
3.5618     10.095     -8.603
3.7917     9.9943     -8.7259
4.0285     9.8695     -8.8439
4.1785     9.8292     -8.8055


































































































































































2.1058     7.982      -4.5209    NASP-PR
2.008      7.8835     -4.3147
1.9615     7.8881     -3.9699
1.9507     7.9002     -3.809
1.8879     7.9444     -3.4572
1.9793     7.8935     -3.26
1.9705     7.9271     -3.1427
2.0275     7.9146     -3.0561
2.0615     7.9842     -2.9755































































































































































































5.4191     9.7507     -9.5899    R-PM/MAX
5.3236     9.6472     -9.459
5.2488     9.4495     -9.2011
5.1195     9.2586     -8.9845
5.0194     9.0791     -8.8103
4.849      8.8513     -8.6059
4.7882     8.5094     -8.4074
4.806      8.2911     -8.0692
4.7781     8.1136     -7.6276
4.7804     8.0206     -7.3208
4.706      7.896      -6.7782
4.6985     7.7714     -6.4763
4.857      7.6826     -6.1626
4.8946     7.4426     -5.7218
4.9729     7.2923     -5.385
4.9791     7.2368     -4.8895
5.0053     7.2501     -4.5934
5.0455     7.3075     -4.3128
5.0426     7.4161     -4.1149





















































































































































































4.565      11.2433    -9.935     L-PM/MAX
4.4551     11.1328    -9.8109
4.2872     11.0701    -9.6044
4.0694     11.0137    -9.3708
3.7527     10.9206    -9.0007
3.551      10.9038    -8.765
3.3342     10.8178    -8.5286
2.9875     10.7335    -8.2885
2.7344     10.7257    -8.1028
2.5106     10.707     -7.7795
2.4125     10.7103    -7.408
2.4181     10.655     -7.3669
2.2773     10.6724    -6.9672
2.0519     10.7228    -6.3879
2.0129     10.7659    -6.209
1.8049     10.7394    -5.8593
1.6829     10.7933    -5.5034
1.6976     10.8555    -5.1606
1.6625     10.7989    -4.8862
1.6557     10.7879    -4.7058
1.6898     10.8207    -4.464
1.7731     10.8152    -4.2409


















































































































































































8.3867     9.8048     -5.8348    ROSTRUM
8.3495     9.6447     -6.084
8.2707     9.5747     -6.2701
8.1776     9.4855     -6.4604
8.0883     9.433      -6.6461
7.9905     9.4288     -6.7615
7.9066     9.4272     -6.9357
7.7783     9.4395     -7.0629
7.6757     9.4188     -7.1938
7.5435     9.4137     -7.3811
7.4188     9.413      -7.552
7.2522     9.3386     -7.7481
7.1422     9.2707     -7.9635
7.0721     9.2441     -8.2186
7.0057     9.1522     -8.352
6.9682     8.9869     -8.5763
6.9486     8.8647     -8.79
6.9618     8.6782     -8.9818
6.9144     8.6542     -9.1159
6.7921     8.6098     -9.2913
6.7191     8.6869     -9.4669
6.4946     8.7531     -9.6626
6.3788     8.8359     -9.7719
6.159      8.9662     -9.8174
5.9881     9.2006     -9.8334
5.8892     9.3145     -9.7585
5.742      9.4323     -9.6788
5.6476     9.6109     -9.6951
5.4862     9.7923     -9.6688
5.1656     9.8962     -9.8681
4.9202     10.1957    -9.9548
4.6336     10.4693    -9.936
4.5069     10.6174    -9.9473
4.4055     10.7669    -9.8824
4.308      10.9759    -9.7724
4.3244     11.0939    -9.6823
4.2403     11.1448    -9.576
4.1277     11.2566    -9.5729
4.0651     11.4104    -9.5478
3.8322     11.5418    -9.6004
3.7032     11.626     -9.6596
3.5342     11.7817    -9.7785
3.2672     12.2088    -9.575
3.1838     12.3797    -9.4346
3.2785     12.6742    -9.1403
3.4697     12.7441    -8.8125
3.7353     12.7646    -8.5427
3.8911     12.7445    -8.4383
4.0264     12.8663    -8.1995
3.9975     12.9131    -8.0387
4.1305     13.0741    -7.6788
4.2178     13.3039    -7.3377
4.2531     13.5327    -6.9975
4.3025     13.6718    -6.768
4.414      13.8318    -6.3569
4.5949     13.9774    -6.13
4.7344     14.0572    -5.9316
4.8688     14.0257    -5.8189
4.954      13.9942    -5.7557













































































































































12.0656    10.3284    -15.2863   SUPORB
12.0678    10.345     -15.3939
12.0393    10.34      -15.6589
11.9573    10.3493    -15.8757
11.8636    10.4323    -16.1441
11.6782    10.5655    -16.5808
11.4687    10.7326    -16.9021
11.2548    10.8672    -17.0823
10.976     11.0028    -17.2562
10.6583    11.0937    -17.4077
10.3182    11.2458    -17.514
9.9881     11.4214    -17.6231
9.7119     11.6194    -17.6973
9.5547     11.8874    -17.7978
9.2911     12.1162    -17.8647
9.1188     12.2883    -17.8895
8.9648     12.4269    -17.8681
8.7142     12.5443    -17.8517
8.4331     12.6103    -17.7583
8.1677     12.6764    -17.6382
7.921      12.7217    -17.4982
7.6836     12.7892    -17.2688
7.5433     12.9354    -17.2066
7.5008     13.1361    -17.3797
7.4646     13.3684    -17.5452
7.436      13.6174    -17.6566
7.3703     13.8715    -17.7391
7.3731     14.1753    -17.8399
7.3383     14.3874    -17.8889
7.2136     14.6877    -17.8735
7.1338     14.7721    -17.843
7.0051     14.8724    -17.8172
6.8394     15.0987    -17.737
6.7456     15.4005    -17.6623
6.6298     15.7689    -17.5746
6.5896     16.0938    -17.503
6.5387     16.2875    -17.4296
6.4837     16.5622    -17.3218
6.3948     16.6289    -17.2218
6.421      16.5851    -17.3051
6.3171     16.8557    -17.1255
6.2393     17.0615    -16.9559
6.1419     17.3447    -16.6053
6.0741     17.4441    -16.4212
6.0066     17.506     -16.2137
5.9409     17.5864    -15.9495
5.9352     17.7445    -15.6079
5.9426     17.7629    -15.3935
5.9133     17.7953    -15.2208
5.9796     17.8287    -15.0528






















































































































































9.1312     11.6226    -13.8522   RORBIT
9.2501     11.4971    -13.8687
9.4246     11.3374    -13.9363
9.6323     11.1114    -14.0278
9.8357     10.9652    -14.1527
10.0487    10.9213    -14.2798
10.2745    10.9066    -14.3973
10.4316    10.8014    -14.5552
10.5408    10.8047    -14.6664
10.6761    10.7697    -14.7995
10.7725    10.771     -14.9812
10.838     10.7314    -15.1778
10.8605    10.642     -15.4295
10.8345    10.5707    -15.6539
10.7041    10.5183    -15.8428
10.5371    10.5007    -16.0705
10.3651    10.3764    -16.3061
10.195     10.4266    -16.3452
9.9406     10.544     -16.4782
9.6653     10.6116    -16.5721
9.4658     10.8514    -16.5666
9.0875     11.1054    -16.5094
8.8362     11.3863    -16.4267
8.5816     11.693     -16.4494
8.384      11.8743    -16.4011
8.2968     12.1917    -16.2925
8.2298     12.3627    -16.1237
8.2098     12.4715    -15.859
8.0735     12.6216    -15.3837
8.0405     12.6428    -15.2209
8.0795     12.6666    -14.996









































































































































































6.1748     15.0888    -13.9542   LORBIT
6.1081     15.3006    -14.0284
6.0665     15.4497    -14.1097
5.9992     15.6648    -14.2032
5.9548     15.9758    -14.3515
6.0006     16.2987    -14.6515
6.0376     16.5157    -15.0561
5.9875     16.581     -15.4821
5.9562     16.4736    -15.7429
5.8619     16.2599    -16.0188
5.8224     15.8773    -16.329
5.744      15.6033    -16.5222
5.8316     15.344     -16.5085
5.9908     14.9676    -16.4582
6.1574     14.6584    -16.3868
6.2599     14.4152    -16.3911
6.5254     14.0883    -16.2715
6.7434     13.8382    -16.3247
6.9953     13.7268    -16.2689
7.1495     13.6132    -16.1379
7.1981     13.6006    -16.0198
7.3086     13.5498    -15.7895
7.3826     13.5142    -15.4961
7.4354     13.4844    -15.2185
7.4193     13.4717    -15.0468
7.4185     13.3853    -15.0004














































































































































































12.1189    10.2727    -15.2035   RTEMFOS
12.1433    10.2831    -15.0577
12.2083    10.2491    -14.9005
12.2053    10.204     -14.6793
12.1993    10.1749    -14.283
12.1662    10.1596    -14.0416
12.119     10.0968    -13.7953
12.004     10.0296    -13.3178
11.9313    9.966      -13.0917
11.9132    9.8801     -12.6778
12.0065    9.7748     -12.1514
12.2342    9.6976     -11.9002
12.5043    9.6999     -11.7933
12.7884    9.7601     -11.7447
12.9822    9.9052     -11.7595
13.3827    9.8681     -11.6438
13.5415    10.0696    -11.8808
13.6586    10.1736    -11.9435






















































































































































































5.965      17.8364    -15.083    LTEMFOS
5.8727     17.8169    -14.9605
5.9186     17.8931    -14.756
5.8911     17.8714    -14.6629
5.8373     17.8612    -14.5021
5.8419     17.8442    -14.2997
5.812      17.8516    -14.1616
5.752      17.8351    -13.9848
5.7127     17.8159    -13.8351
5.6819     17.7853    -13.6435
5.6633     17.7679    -13.4935
5.605      17.7261    -13.2996
5.492      17.6647    -13.1033
5.4519     17.6384    -12.8696
5.3241     17.6479    -12.5501
5.2909     17.7144    -12.2908
5.3006     17.818     -12.0788
5.3565     17.9826    -11.8962
5.5454     18.2766    -11.7524
5.6645     18.5201    -11.7207
5.7815     18.7192    -11.739
5.8522     18.8925    -11.7586
5.8877     18.9978    -11.7702
5.9446     19.0711    -11.8194
















































































































































































3.2374     7.0204     -13.1161   OP
5.1746     8.7562     -12.8395   BA
9.5684     12.7193    -11.0034   ST
15.7215    17.9437    -10.2238   IV
8.6672     5.522      -12.6216   R_PG
11.4053    5.9561     -10.8771   R_ZTI
12.9411    12.1156    -12.2723   R_M3D
15.2241    13.8789    -11.8092   R_M12
17.0776    15.8649    -11.2805   R_MP3
18.3561    16.9171    -10.6241   R_PMI
2.4497     12.5695    -12.6713   L_PG
3.0552     15.2537    -10.8151   L_ZTI
9.4208     16.0733    -12.2238   L_M3D
11.5835    18.0815    -11.7515   L_M12
13.9414    19.69      -11.2445   L_MP3
15.1337    20.6027    -10.4964   L_PMI
18.2095    20.9683    -10.3992   O1
5.8466     15.8195    -7.7569    O2
1.6278     13.4915    -11.4722   O3
0.0193     7.1694     -10.1214   O4




















































































































































































11.4317    5.8788     -10.8784   RZYGINF
11.5045    6.0077     -10.9215
11.7043    6.217      -10.9097
11.8245    6.3844     -10.9432
11.8813    6.5317     -10.897
11.8636    6.8436     -10.7943
11.8984    7.0215     -10.737
12.0458    7.2905     -10.6026
12.2459    7.5427     -10.4341
12.4432    7.7741     -10.3018
12.6241    8.0058     -10.1285
12.7837    8.2488     -9.941
12.8534    8.4117     -9.8433
12.932     8.6785     -9.6905
13.0179    8.7456     -9.6099
13.0435    8.9433     -9.5654
13.0499    9.1276     -9.5072
13.0519    9.3523     -9.4762
13.048     9.4862     -9.5252
13.0712    9.6664     -9.5753
13.1241    9.8525     -9.666
13.1835    10.0084    -9.7378
13.258     10.1459    -9.8346
13.2639    10.1889    -9.8484
















































































































































































3.0711     15.1489    -10.9048   LZYGINF
3.1694     15.2114    -10.9413
3.3037     15.2988    -10.9328
3.537      15.3953    -10.9431
3.7199     15.4779    -10.9338
3.9829     15.6087    -10.9071
4.2159     15.7361    -10.8667
4.4614     15.8166    -10.7909
4.6681     15.8259    -10.696
4.9288     15.8908    -10.6165
5.1929     15.9813    -10.4891
5.4104     16.0654    -10.3561
5.5648     16.1416    -10.2179
5.6998     16.1982    -10.1208
5.8896     16.2608    -9.9739
6.0415     16.2938    -9.8883
6.2689     16.3519    -9.7635
6.4965     16.3845    -9.652
6.7465     16.3884    -9.6093
6.9222     16.3807    -9.6471
7.1344     16.409     -9.7237
7.2926     16.4474    -9.7836
7.4295     16.4594    -9.8642
7.5014     16.486     -9.9203
















































































































































































12.9896    12.0472    -12.2559   R-ALV
13.132     12.0579    -12.2133
13.3216    12.146     -12.1888
13.6803    12.2395    -12.0424
13.9159    12.3519    -12.0063
14.1512    12.5961    -11.9219
14.3411    12.7861    -11.9096
14.5525    12.9657    -11.9147
14.7708    13.1763    -11.9099
14.8833    13.2406    -11.8713
14.9613    13.3214    -11.8863
15.1693    13.5434    -11.83
15.275     13.7895    -11.7705
15.5687    14.1018    -11.6718
15.7287    14.2398    -11.589
15.9461    14.4333    -11.5569
15.9895    14.5845    -11.5555
16.1206    14.793     -11.5142
16.4294    15.0123    -11.443
16.6561    15.2425    -11.423
16.7831    15.3838    -11.383
16.9591    15.5371    -11.3392
17.1674    15.7336    -11.1923
17.2843    15.8714    -11.1749
















































































































































































9.4985     16.2132    -12.159    L-ALV
9.5402     16.3912    -12.1082
9.6774     16.6325    -12.1076
9.79       16.8236    -12.0289
10.0327    17.0425    -11.9517
10.2805    17.2302    -11.8786
10.4795    17.365     -11.8395
10.7529    17.5673    -11.8034
10.9922    17.801     -11.8667
11.4351    18.0084    -11.7444
11.6795    18.1234    -11.6885
11.9035    18.2544    -11.6374
12.1166    18.419     -11.5864
12.3738    18.6095    -11.448
12.6354    18.6727    -11.49
12.9189    18.8987    -11.4611
13.0899    19.0448    -11.4419
13.3209    19.238     -11.3874
13.4939    19.3899    -11.3237
13.716     19.5477    -11.2366
13.886     19.6479    -11.1824
13.9733    19.6685    -11.2256
