AMNH       103366     scc11cs.xls
7.3824     6.97       -4.6723
7.3229     6.9232     -4.5784
7.3489     6.9068     -4.519


































































































































































































8.7586     8.0634     -6.8894    R-PM/MAX
8.8043     7.972      -6.7847
8.8506     7.8453     -6.623
8.8473     7.7792     -6.483
8.7766     7.6843     -6.2991
8.7583     7.5349     -6.0543
8.742      7.4509     -5.8921
8.7332     7.3498     -5.7341
8.706      7.1922     -5.5154
8.6398     7.1076     -5.3738
8.5582     6.96       -5.2153
8.4899     6.848      -5.0817
8.4133     6.7215     -4.904
8.3438     6.5977     -4.7197
8.3039     6.5329     -4.6195
8.2241     6.5603     -4.5496
8.2221     6.6004     -4.4673























































































































































































8.5676     8.1593     -6.8957    L-PM/MAX
8.4773     8.2522     -6.7672
8.3639     8.2679     -6.5849
8.2775     8.2676     -6.4288
8.1658     8.2528     -6.2344
8.0703     8.2466     -6.0797
7.9574     8.2527     -5.8813
7.7922     8.2416     -5.7149
7.6029     8.168      -5.5295
7.4551     8.1718     -5.3422
7.3363     8.0614     -5.2253
7.1982     7.9846     -5.0417
7.0413     7.9442     -4.8613
6.9357     7.8579     -4.7133
6.8981     7.7431     -4.571
7.0099     7.6483     -4.4364
























































































































































































9.4633     6.9146     -4.203     ROSTRUM
9.4624     6.9202     -4.6178
9.4105     7.0041     -4.9459
9.3433     7.1553     -5.2985
9.29       7.3853     -5.6111
9.1191     7.5787     -5.9454
9.0574     7.7333     -6.2329
8.9865     7.8525     -6.5428
8.9487     7.9767     -6.778
8.8871     8.1062     -7.0347
8.851      8.1457     -7.0879
8.7567     8.2434     -7.1255
8.6381     8.3779     -7.0302
8.5188     8.4785     -6.7738
8.2673     8.6797     -6.2431
8.1068     8.7883     -5.9495
7.8954     8.8766     -5.7001
7.6895     8.9401     -5.3927
7.515      8.9917     -5.1196
7.3987     9.0901     -4.7971
7.3165     9.0487     -4.4878
7.3442     9.0599     -4.2544


















































































































































































11.8565    7.1196     -7.1154    SUPORB
11.7625    7.1434     -7.3606
11.6919    7.2593     -7.574
11.5764    7.2832     -7.9376
11.35      7.4994     -8.1655
11.0545    7.7301     -8.311
10.7143    7.9391     -8.4514
10.3608    8.1421     -8.489
10.0015    8.3383     -8.5064
9.7046     8.4309     -8.4846
9.4029     8.597      -8.4195
9.216      9.0347     -8.5487
9.0718     9.2412     -8.5693
8.9823     9.5229     -8.5997
8.8507     9.8763     -8.547
8.6268     10.1833    -8.4599
8.4704     10.5315    -8.3109
8.383      10.7845    -8.1474
8.196      11.0518    -7.7791
8.0726     11.1171    -7.5026
8.0551     11.2063    -7.2908
7.9349     11.2299    -7.1056


















































































































































































9.9092     7.6385     -6.0258    RORBIT
10.116     7.4932     -5.9875
10.4595    7.356      -5.9961
10.7649    7.204      -6.1372
11.0236    7.1395     -6.3552
11.2158    7.2591     -6.6487
11.341     7.2812     -7.0361
11.3107    7.3289     -7.3823
11.1942    7.4336     -7.6618
10.9908    7.6256     -7.9094
10.7607    7.8649     -8.0281
10.5183    8.016      -8.0799
10.2579    8.1895     -8.0839
9.9389     8.221      -8.0446
9.6798     8.3399     -7.8742
9.5301     8.4015     -7.5872
9.4332     8.3555     -7.4195
9.3173     8.2951     -7.2731






















































































































































































8.282      9.4164     -6.1058    LORBIT
8.1085     9.7043     -6.0715
7.9897     9.9048     -6.1257
7.9107     10.2009    -6.2512
7.8977     10.5084    -6.525
7.9331     10.6939    -6.8576
8.0133     10.7791    -7.2433
8.1018     10.6932    -7.5599
8.227      10.5002    -7.9303
8.4807     10.2004    -8.1084
8.6709     9.758      -8.2353
8.8294     9.3991     -8.1598
8.9577     9.1535     -7.9893
8.9471     8.8883     -7.7734
8.9211     8.7913     -7.5289
8.8865     8.7646     -7.3084
8.8027     8.7005     -7.1632























































































































































































11.88      7.0734     -7.0613    RTEMFOS
11.9145    6.9468     -6.6495
11.8543    6.9354     -6.3346
11.8562    6.8732     -6.0219
11.896     6.8688     -5.7124
12.0141    6.9448     -5.4524
12.1244    7.0526     -5.3612
12.2239    7.1011     -5.307
































































































































































































7.7843     11.2252    -7.0281    LTEMFOS
7.7587     11.1988    -6.6906
7.6948     11.1921    -6.2861
7.5576     11.1983    -6.0123
7.6319     11.3204    -5.6623
7.6861     11.443     -5.4424
7.8299     11.6509    -5.3662
7.9382     11.7274    -5.3297
































































































































































































7.845      7.0663     -7.646     OP
8.9633     8.1513     -7.8673    BA
11.2657    10.5073    -6.9266    ST
12.9034    12.2049    -6.7088    IV
10.9576    6.5935     -7.4977    R_PG
12.7021    7.2758     -7.0816    R_ZTI
12.0735    9.6167     -7.5903    R_M3D
13.2316    10.3693    -7.503     R_M12
13.9333    11.6253    -7.0142    R_MP3
13.8227    12.0783    -6.9178    R_PMI
7.3971     10.2121    -7.395     L_PG
8.0227     11.8665    -7.0099    L_ZTI
10.2332    11.3762    -7.5944    L_M3D
11.0433    12.4665    -7.4569    L_M12
12.2682    13.2334    -6.9993    L_MP3
12.907     13.12      -6.9201    L_PMI
11.7527    12.8903    -6.3774    O1
9.9876     12.6691    -5.7958    O2
6.6811     9.7765     -5.93      O3
7.2833     5.8376     -5.5415    O4




















































































































































































13.421     9.2808     -6.8812    RZYGINF
13.4164    9.1036     -6.8669
13.4211    8.8625     -6.8544
13.3023    8.6415     -6.8673
13.2932    8.3776     -6.9334
13.1468    8.0442     -7.0308
13.0122    7.8501     -7.1232
12.9111    7.6745     -7.1697
12.7921    7.5155     -7.1768
12.7134    7.3752     -7.0731






























































































































































































9.9543     12.5938    -6.7703    LZYGINF
9.7217     12.6621    -6.7898
9.4443     12.7047    -6.8399
9.1118     12.6239    -6.8488
8.8814     12.5193    -6.8502
8.6836     12.3856    -6.8311
8.5204     12.3087    -6.9338
8.357      12.1583    -7.0529
8.1543     12.0766    -7.0792
8.0687     12.0137    -7.0895
8.0137     11.9705    -7.0349





























































































































































































12.0898    9.5822     -7.6318    R-ALV
12.4503    9.692      -7.526
12.6962    9.8435     -7.4743
13.0888    10.0636    -7.4596
13.2959    10.3093    -7.4289
13.4499    10.4793    -7.3775
13.5556    10.5262    -7.3593
13.6776    10.8265    -7.2566
13.7743    11.01      -7.2599
13.892     11.2514    -7.1546
14.0187    11.4744    -7.0283
13.991     11.6081    -7.0069




























































































































































































10.2135    11.4045    -7.5647    L-ALV
10.3202    11.6719    -7.5618
10.4537    11.9264    -7.5585
10.6882    12.313     -7.4815
11.1056    12.7231    -7.3879
11.3813    12.932     -7.2825
11.6194    13.0569    -7.1918
11.9416    13.198     -7.0623
12.1353    13.2797    -6.9857
12.2775    13.2404    -7.0066
