LSZT       R36        Phu195sf
0.5261     19.137     11.9575    IN
0.7682     14.3763    15.7092    BR
1.0608     8.5181     14.3383    GL
1.0309     8.4563     13.7314    NA
1.2349     5.3519     9.162      RH
1.0954     3.1011     6.1794     NS
1.1006     2.5024     4.8689     PR
0.1912     2.688      4.8655     R_PR2
0.5797     5.8352     9.5306     R_PMS
-2.4347    8.3232     8.5412     R_ZMI
-0.5756    8.5849     11.773     R_ZMU
0.7272     8.6398     12.85      R_DA
-0.7653    8.6372     14.1314    R_MTI
-0.3728    9.5953     15.2101    R_MTS
-2.1802    9.2602     12.936     R_FMO
-2.8391    9.7997     13.0259    R_FMT
-3.3547    15.0015    10.8168    R_PO
-3.545     9.6578     10.0767    R_ZTS
2.0603     2.7782     4.8833     L_PR2
1.7451     6.128      9.5976     L_PMS
4.2289     8.6699     8.2793     L_ZMI
2.6311     8.7337     11.5901    L_ZMU
1.4642     8.6436     12.6205    L_DA
3.1028     8.8974     14.0784    L_MTI
2.8788     9.8001     14.9334    L_MTS
4.1424     9.6128     12.8002    L_FMO
4.6789     10.2851    12.7329    L_FMT
4.6417     15.4137    10.582     L_PO
5.2262     10.1101    9.8093     L_ZTS
-0.0062    2.9615     5.9567     O1
4.0185     10.5921    14.0296    O2
-4.0391    10.8993    10.2674    O3
1.2236     18.8232    12.2318    O4







































































































































































1.0812     8.5117     14.3777    GLRH
1.0773     8.4716     14.1488
1.0368     8.4659     13.8881
1.026      8.4492     13.654
1.0617     8.4243     13.4087
1.0698     8.3817     13.0295
1.0844     8.3475     12.8323
1.0801     8.291      12.5964
1.0826     8.1831     12.3409
1.0886     8.0517     12.0613
1.1211     7.844      11.7294
1.1147     7.7063     11.5458
1.1178     7.4898     11.3004
1.1719     7.3164     11.1317
1.167      7.1403     10.9626
1.1646     6.9714     10.7917
1.1662     6.8353     10.6655
1.1446     6.6862     10.5222
1.1193     6.4666     10.3269
1.1165     6.2788     10.1552
1.1553     6.0717     9.9475
1.1526     5.9036     9.8111
1.1587     5.7721     9.6972
1.1389     5.5765     9.5019
1.1968     5.4447     9.3659
1.1778     5.3818     9.3029
1.2422     5.3362     9.1811










