UWMA       ZA 134     Phu71stv
18.1914    21.0891    11.884     IN
15.7254    17.8       15.1049    BR
11.706     13.1008    14.2027    GL
11.6839    13.0548    13.4911    NA
9.7104     10.6259    9.5557     RH
8.3946     8.805      7.0283     NS
8.0763     8.3593     5.7953     PR
7.5361     9.1498     5.8202     R_PR2
9.9161     11.8493    10.1345    R_PMS
9.0514     15.4066    8.8567     R_ZMI
10.4912    14.2475    11.4293    R_ZMU
11.5731    13.5119    12.4394    R_DA
10.6297    14.4092    13.8157    R_MTI
11.209     14.9799    14.9678    R_MTS
9.8361     15.8144    12.5445    R_FMO
9.8086     16.7433    12.4846    R_FMT
12.1345    20.6939    10.2098    R_PO
9.1379     17.1586    9.8958     R_ZTS
8.8891     7.9831     5.8977     L_PR2
10.6964    11.0714    10.1184    L_PMS
14.6578    11.059     8.9284     L_ZMI
13.1674    12.1377    11.442     L_ZMU
12.2315    13.0677    12.6399    L_DA
13.3854    12.2902    13.8615    L_MTI
13.5694    13.0569    14.9884    L_MTS
14.9105    11.9685    12.6397    L_FMO
15.8362    12.2785    12.8309    L_FMT
18.8182    15.7606    10.0025    L_PO
16.664     11.7933    10.0033    L_ZTS
8.4993     7.7737     5.9095     O1
10.0867    16.817     13.3233    O2
17.4327    12.3144    9.9428     O3
19.615     17.9213    10.248     O4







































































































































































11.6921    13.0864    14.1793    GLRH
11.6747    13.0671    14.0179
11.6378    13.073     13.8257
11.6205    13.0853    13.679
11.5947    13.0952    13.4885
11.6373    13.1097    13.3389
11.6678    13.1659    13.1479
11.6944    13.1515    12.9865
11.7035    13.142     12.8675
11.6949    13.1094    12.7094
11.6904    13.051     12.5667
11.6384    13.032     12.4533
11.5719    12.9846    12.3106
11.5477    12.9017    12.2042
11.5345    12.8556    12.1235
11.504     12.8121    12.0311
11.454     12.7467    11.9435
11.3792    12.6541    11.8333
11.3229    12.5713    11.7308
11.2246    12.4744    11.562
11.1546    12.3936    11.4528
11.091     12.3107    11.3733
11.0455    12.2918    11.2952
10.9671    12.2301    11.2211
10.9065    12.1812    11.1485
10.8523    12.1095    11.056
10.7648    12.0009    10.9419
10.6681    11.8932    10.8197
10.6176    11.7948    10.7195
10.5585    11.6931    10.6178
10.4464    11.5991    10.535
10.3437    11.4907    10.4215
10.2306    11.443     10.3313
10.1905    11.344     10.2659
10.1223    11.2568    10.1661
10.0408    11.143     10.0691
9.9738     11.0691    9.9458
9.9237     10.9688    9.8301
9.8344     10.814     9.7371
9.7688     10.7821    9.675
9.705      10.6585    9.5715































































































































































9.6896     10.6558    9.5298     NOSE
9.5615     10.7813    9.5248
9.3935     10.8219    9.4564
9.2153     10.8416    9.3611
9.0766     10.8487    9.2827
8.9312     10.8008    9.1618
8.8292     10.742     9.0562
8.7131     10.6927    8.9482
8.5955     10.6593    8.7937
8.478      10.5718    8.6171
8.3776     10.5129    8.4231
8.2606     10.4078    8.2948
8.1634     10.3092    8.1281
8.061      10.2134    7.9593
8.022      10.1102    7.8183
7.9891     9.9854     7.6776
7.9773     9.848      7.5564
7.9851     9.6571     7.461
8.0385     9.5231     7.4419
8.1117     9.3875     7.3703
8.1213     9.3002     7.3055
8.1705     9.1954     7.1952
8.2316     9.097      7.0995
8.2614     8.9599     7.0352
8.3424     8.9033     7.0157
8.4151     8.8469     7.0253
8.5667     8.7694     7.086
8.6732     8.7558     7.1552
8.7163     8.6854     7.209
8.8185     8.6386     7.3231
8.9591     8.7093     7.4163
9.0985     8.7859     7.5079
9.2087     8.7796     7.5765
9.308      8.7613     7.6261
9.4169     8.7692     7.7094
9.5306     8.7784     7.8103
9.6246     8.8359     7.9361
9.6961     8.9198     8.0463
9.7406     9.019      8.1636
9.7504     9.1032     8.219
9.8246     9.1859     8.3295
9.917      9.346      8.5774
9.8834     9.5027     8.6773
9.9241     9.5929     8.9176
9.9613     9.6994     9.0271
9.9754     9.7686     9.1072
9.9897     9.877      9.1852
10.0246    9.9803     9.276
10.0386    10.1283    9.3494
10.0226    10.3076    9.4566
9.9358     10.4461    9.4755
9.8911     10.5583    9.5225
9.7923     10.6646    9.5798
9.7081     10.7097    9.5576


















































































































































8.3528     8.7898     6.9863     NASP-PR
8.2631     8.7102     6.8771
8.2079     8.6251     6.7522
8.1556     8.559      6.6499
8.1198     8.4838     6.514
8.0899     8.4228     6.4153
8.0559     8.3531     6.3004
8.0444     8.3222     6.2163
8.0322     8.3462     5.9717































































































































































































9.8735     11.875     10.1036    R-PM/MAX
9.745      11.7792    10.0039
9.6021     11.5791    9.8667
9.5377     11.4604    9.8194
9.468      11.3821    9.718
