AMNH       81811      phu3ms1.xls
11.2755    14.8674    -13.8314   LORBIT
11.0963    15.1268    -13.9133
11.092     15.2435    -13.9381
11.06      15.4002    -14.0528
11.037     15.513     -14.0939
10.9874    15.8545    -14.2818
10.9909    15.8761    -14.309
11.0195    15.9977    -14.4005
10.9695    16.1776    -14.5891
10.9682    16.372     -14.9619
10.9205    16.4215    -15.2771
10.8587    16.3394    -15.5548
10.7536    16.1564    -15.8541
10.702     16.0315    -16.005
10.6459    15.9152    -16.162
10.6168    15.7002    -16.2794
10.5973    15.5357    -16.383
10.6434    15.2484    -16.4377
10.694     14.9978    -16.4409
10.7663    14.7513    -16.4647
10.9286    14.5284    -16.4313
11.0961    14.4148    -16.3252
11.2464    14.1884    -16.2407
11.3717    14.0611    -16.1705
11.46      13.9179    -16.1912
11.5475    13.8134    -16.2717
11.6585    13.7255    -16.2572
11.8288    13.5773    -16.236
11.9134    13.4615    -16.1792
12.0707    13.3648    -15.9562
12.1574    13.3443    -15.7662
12.3008    13.2281    -15.4337
12.367     13.3342    -15.1946
12.3726    13.3115    -14.936






































































































































































17.1259    10.4304    -15.4291   RTEMFOS
17.1456    10.4025    -15.3844
17.2055    10.3307    -15.1608
17.2634    10.3129    -14.8413
17.2717    10.3179    -14.7125
17.2204    10.2162    -14.3022
17.1873    10.1679    -14.0237
17.1609    10.1204    -13.7942
17.0371    10.0256    -13.3961
17.02      9.9836     -13.1559
16.9981    9.925      -12.9725
17.0491    9.9216     -12.6289
17.0753    9.8748     -12.4141
17.163     9.8962     -12.1965
17.2166    9.8795     -12.1069
17.3753    9.7833     -11.9905
17.6293    9.7924     -11.8922
17.8563    9.8371     -11.8607
18.0773    9.8909     -11.9133
18.1627    10.0925    -11.8666
18.3592    10.106     -11.9072
18.3741    10.1113    -11.909
18.5314    10.1498    -11.9512
18.682     10.1616    -12.0134
















































































































































































10.7476    17.7044    -14.8833   LTEMFOS
10.7349    17.7233    -14.7906
10.6953    17.7193    -14.5427
10.7594    17.7519    -14.3179
10.6599    17.6995    -14.1194
10.6346    17.7075    -13.8738
10.6208    17.6833    -13.6603
10.5304    17.6161    -13.5372
10.6244    17.5703    -13.1304
10.5066    17.5391    -12.9453
10.4372    17.4843    -12.6334
10.4169    17.4604    -12.373
10.37      17.5015    -12.1874
10.3324    17.577     -11.9139
10.3354    17.7687    -11.7043
10.3729    17.8395    -11.6398
10.5034    18.0464    -11.5647
10.5745    18.247     -11.5281
10.6354    18.421     -11.5271
10.709     18.5613    -11.5325
10.7559    18.6797    -11.5617
10.7888    18.7338    -11.5941
10.8854    18.8851    -11.6428
10.9019    18.9114    -11.646
















































































































































































7.1667     8.3267     -11.7139   OP
8.9928     9.9828     -12.3656   BA
13.7138    14.0557    -12.9267   ST
19.8144    19.0696    -15.2634   IV
12.5592    6.8216     -12.4021   R_PG
15.6847    7.4509     -11.6035   R_ZTI
16.5867    12.954     -14.9457   R_M3D
18.9251    14.7578    -15.6309   R_M12
20.8497    16.676     -16.1555   R_MP3
22.1002    17.7377    -16.2743   R_PMI
6.4533     13.7427    -12.491    L_PG
7.4792     16.861     -11.5654   L_ZTI
13.1822    16.9593    -14.9023   L_M3D
15.3521    18.9297    -15.5785   L_M12
17.683     20.4626    -16.1876   L_MP3
18.9826    21.4478    -16.1028   L_PMI
21.9792    21.6802    -16.5998   O1
10.783     18.6451    -10.8047   O2
5.6091     12.4882    -8.3496    O3
5.0735     7.7852     -9.325     O4




















































































































































































15.7136    7.3871     -11.6368   RZYGINF
15.8112    7.5163     -11.7379
15.9143    7.6439     -11.8044
16.0166    7.7485     -11.8805
16.091     7.9556     -11.9493
16.1553    8.2514     -11.917
16.2811    8.485      -11.9443
16.4059    8.6856     -11.9267
16.5013    8.793      -11.9419
16.5401    8.8456     -11.9679
16.6158    8.9538     -11.9719
16.6412    9.022      -11.9806
16.6664    9.0599     -11.9821
16.7336    9.1657     -11.9901
16.8505    9.2791     -11.9701
16.9235    9.3291     -11.957
17.0965    9.3688     -11.7774
17.3954    9.5198     -11.6586
17.4411    9.5753     -11.6388
17.669     9.7701     -11.5867
17.7254    9.9484     -11.5832
17.8648    10.067     -11.5453
17.9681    10.2528    -11.5008
18.0053    10.5438    -11.5053
17.9839    10.7908    -11.4602
17.8642    11.0316    -11.5283
17.7933    11.2803    -11.6897
17.7729    11.4795    -11.8577
17.7032    11.5652    -12.0736
17.7301    11.6782    -12.2064
17.7679    11.7773    -12.2772









































































































































































7.5451     16.8215    -11.6549   LZYGINF
7.6872     16.8683    -11.7538
7.9374     17.0534    -11.8548
8.1777     17.1737    -11.9244
8.4602     17.3508    -12.0975
9.0102     17.4983    -12.0445
9.2056     17.6356    -12.0329
9.4632     17.7952    -12.0147
9.815      18.0484    -11.9053
10.0197    18.202     -11.8378
10.4133    18.3983    -11.7667
10.7839    18.5233    -11.6636
11.2376    18.4907    -11.6215
11.5113    18.4141    -11.6775
11.7417    18.4179    -11.6894
11.952     18.3652    -11.8491
11.9955    18.3264    -12.025
12.0162    18.283     -12.1463
12.0363    18.2571    -12.2317





















































































































































































16.6443    12.9364    -14.8971   R-ALV
16.746     12.9264    -14.8856
16.9588    12.9583    -14.9101
17.2146    13.059     -14.9259
17.4454    13.1352    -14.9802
17.6508    13.2152    -14.9839
17.8381    13.3837    -14.9951
18.0759    13.6595    -15.1572
18.3021    13.8498    -15.2813
18.4937    14.0063    -15.3339
18.6242    14.0936    -15.3684
18.8019    14.3291    -15.4771
18.9378    14.6001    -15.5338
19.1741    14.8536    -15.5578
19.3187    15.0195    -15.6396
19.5832    15.2445    -15.7138
19.6955    15.5313    -15.8028
19.855     15.7206    -15.8783
20.0607    15.7981    -15.8996
20.2792    16.0648    -16.0336
20.3919    16.1664    -16.0688
20.5554    16.2913    -16.0798
20.7217    16.4288    -16.0257
20.8857    16.6383    -16.0789
















































































































































































13.1826    17.0308    -14.9036   L-ALV
13.2106    17.121     -14.905
13.2443    17.2699    -14.9251
13.3438    17.4724    -14.9608
13.4942    17.719     -14.9764
13.6628    17.8838    -15.0566
13.8226    17.9909    -15.1056
13.9753    18.0837    -15.1426
14.1082    18.1648    -15.1777
14.3147    18.3275    -15.2037
14.4614    18.4068    -15.3216
14.5898    18.5293    -15.3426
14.7288    18.671     -15.328
14.915     18.8099    -15.3914
15.0896    18.8606    -15.4761
15.2606    18.8811    -15.5191
15.3758    18.9085    -15.5984
15.5229    19.0157    -15.622
15.6709    19.1329    -15.6353
15.7805    19.192     -15.6879
15.8788    19.2872    -15.7041
15.9419    19.3835    -15.6809
16.1346    19.4883    -15.6694
16.2509    19.4908    -15.7372
16.4552    19.5576    -15.8075
16.6164    19.7162    -15.852
16.7699    19.8119    -15.9166
16.8997    20.0084    -15.9153
17.0599    20.0727    -16.0248
17.2356    20.1975    -16.0794
17.3911    20.3119    -16.0842
17.5496    20.4287    -16.0733
17.666     20.5178    -16.0907
17.7186    20.4863    -16.1936
