TMP        AZ 1103    Phu140sf
21.4675    4.6775     11.049     IN
25.033     4.6242     15.1576    BR
31.81      4.7328     15.7702    GL
31.8947    4.7136     15.5178    NA
37.4233    5.0573     10.5978    RH
40.8055    5.138      7.754      NS
41.3834    5.1878     6.6772     PR
41.0426    4.1507     6.8419     R_PR2
35.555     4.5794     11.6386    R_PMS
33.5666    1.1        9.8625     R_ZMI
32.5744    3.1809     13.2584    R_ZMU
32.2655    4.4217     14.2581    R_DA
31.5744    3.2329     15.7257    R_MTI
30.7571    3.1664     16.2724    R_MTS
31.2783    1.3738     14.0148    R_FMO
30.6661    0.8028     13.9046    R_FMT
26.065     0.4466     10.2111    R_PO
31.5343    -0.0717    10.7455    R_ZTS
41.0009    6.2731     6.8196     L_PR2
35.4579    5.3053     11.7771    L_PMS
33.3349    8.6605     9.7455     L_ZMI
32.3611    6.5553     13.1936    L_ZMU
32.2121    5.2374     14.215     L_DA
31.4452    6.6956     15.7788    L_MTI
30.5666    6.434      16.2872    L_MTS
31.0543    8.207      14.0685    L_FMO
30.4319    8.6969     13.6874    L_FMT
25.7197    8.9064     10.2895    L_PO
31.3438    9.6534     10.8408    L_ZTS
41.6069    4.4722     6.8419     O1
29.8978    7.7478     15.0971    O2
29.5124    -0.7226    10.0731    O3
21.6823    5.1967     11.0535    O4







































































































































































31.7687    4.7319     15.8817    GLRH
31.8477    4.7483     15.7074
31.8907    4.7409     15.5434
31.9541    4.7378     15.3831
32.0067    4.7314     15.1526
32.0605    4.7048     14.9802
32.1846    4.7316     14.795
32.4283    4.7603     14.4074
32.5731    4.7746     14.2882
32.734     4.8003     14.1176
32.9208    4.8168     13.9456
33.1074    4.806      13.7771
33.2366    4.7763     13.6781
33.4179    4.7656     13.4944
33.6069    4.8114     13.356
33.8117    4.8191     13.1855
34.0425    4.8531     13.0114
34.1801    4.8705     12.8665
34.4047    4.8893     12.6925
34.6605    4.897      12.5096
34.9245    4.9126     12.3174
35.1563    4.9432     12.2022
35.3937    4.9709     12.0643
35.6588    4.9622     11.8934
35.8798    4.9399     11.7542
36.1008    4.9751     11.6367
36.3601    4.949      11.4608
36.5799    4.9841     11.3261
36.8023    5.0058     11.2133
36.9616    5.0366     11.0844
37.1517    5.0279     10.9564
37.2399    5.0403     10.8755
37.3458    5.0393     10.7854
37.3995    5.0617     10.741
37.4405    5.0487     10.6976





































































































































































37.4603    5.0683     10.6816    NOSE
37.4827    4.8858     10.6883
37.5288    4.6118     10.5626
37.6241    4.543      10.4502
37.8217    4.4569     10.3402
37.9993    4.3988     10.2473
38.1679    4.3141     10.1272
38.3495    4.2363     9.9639
38.5521    4.1924     9.7544
38.7162    4.1468     9.6012
38.8392    4.0959     9.4608
39.1529    4.0611     9.2823
39.3573    3.9814     9.1131
39.52      4.053      8.9521
39.7243    4.0932     8.8555
40.0214    4.2081     8.6995
40.2703    4.3333     8.5712
40.4721    4.4533     8.4689
40.6877    4.5869     8.298
40.811     4.8098     8.0514
40.7227    4.9713     7.9359
40.7191    5.1159     7.8222
40.7223    5.2122     7.8469
40.7144    5.3367     7.9431
40.6839    5.411      8.1645
40.5721    5.5779     8.283
40.4933    5.7048     8.3273
40.2997    5.857      8.4145
40.0742    6.0128     8.5401
39.8742    6.134      8.6474
39.6674    6.2008     8.7574
39.4699    6.2786     8.9483
39.3503    6.3362     9.0765
39.1497    6.3143     9.2604
38.9384    6.2739     9.4229
38.7358    6.1331     9.5845
38.4808    5.9947     9.7774
38.3092    5.8761     9.8758
38.2054    5.8639     10.0295
38.0586    5.8271     10.1363
37.9098    5.7898     10.2844
37.7633    5.7368     10.4033
37.6581    5.7063     10.4443
37.5568    5.5946     10.5425
37.4927    5.4255     10.5754
37.4146    5.2642     10.6853
37.443     5.1152     10.6499
37.4081    4.9411     10.7232
























































































































































40.8552    5.1396     7.7459     NASP-PR
41.1005    5.1509     7.5717
41.2314    5.154      7.3544
41.3481    5.2028     7.1265
41.3877    5.1582     6.9001
41.3991    5.1752     6.7973
41.3824    5.204      6.6177

































































































































































































35.5594    4.5903     11.6369    R-PM/MAX
35.8371    4.5572     11.4939
36.0961    4.5267     11.3496
36.3749    4.4737     11.1932
36.6262    4.4148     11.0599
36.829     4.347      10.9333
37.025     4.2896     10.7847
37.295     4.1971     10.6209
37.464     4.1566     10.5294
37.7236    4.0829     10.3834
37.9636    3.9383     10.2416
38.0872    3.9289     10.1548
38.1733    3.8513     10.0785
38.382     3.805      9.9376
38.454     3.7485     9.837
38.5831    3.7624     9.6637
38.7715    3.7264     9.4136
38.958     3.6727     9.1071
39.1121    3.5879     8.8689
39.2692    3.4781     8.6545
39.4066    3.3822     8.4472
39.4978    3.2617     8.1954
39.6853    3.1661     7.8799
39.7515    3.0797     7.6593
39.8255    3.0293     7.4612
39.9101    3.0446     7.2729
39.9388    3.1011     7.0517
39.9244    3.3298     6.8043












































































































































































35.5463    5.354      11.7075    L-PM/MAX
35.7639    5.3721     11.5701
35.9937    5.4205     11.4516
36.1       5.4346     11.374
36.2467    5.4831     11.2903
36.4432    5.5452     11.2091
36.6093    5.5951     11.1201
36.7595    5.6276     11.0738
36.8706    5.6629     11.014
37.0811    5.7342     10.8987
37.2783    5.842      10.719
37.403     5.944      10.6045
37.6189    6          10.4958
37.7552    6.084      10.3954
37.8967    6.197      10.2979
38.0363    6.2794     10.2265
38.2191    6.3669     10.048
38.4001    6.4421     9.8703
38.6235    6.4797     9.6328
38.6887    6.5059     9.5066
38.8074    6.591      9.2862
39.0052    6.6779     9.0003
39.1667    6.733      8.7513
39.2972    6.7883     8.5029
39.3781    6.8437     8.3545
39.36      6.904      8.3336
39.3617    6.9494     8.2182
39.4311    7.0277     8.0736
39.5244    7.077      7.9341
39.6146    7.1041     7.7838
39.7214    7.1763     7.606
39.8092    7.2092     7.4346
39.828     7.2328     7.2883
39.851     7.0416     6.9819
39.823     6.9189     6.8201





































































































































































35.8996    2.362      7.3386     ROSTRUM
35.9882    2.381      7.6207
36.036     2.3912     7.8681
36.0551    2.4599     8.0616
36.1266    2.5949     8.3635
36.2003    2.7439     8.6735
36.2607    2.8339     8.9075
36.3496    2.9077     9.245
36.4768    2.9119     9.5342
36.4859    2.8604     9.9347
36.5056    2.7808     10.2255
36.559     2.7296     10.4795
36.6155    2.8078     10.7749
36.628     2.9621     10.9652
36.6726    3.2192     11.0825
36.7106    3.4415     11.087
36.6973    3.6423     11.0962
36.6465    3.7926     11.099
36.6315    4.0162     11.0481
36.5809    4.2002     11.0025
36.5928    4.4145     11.0718
36.557     4.4796     11.1745
36.5472    4.6138     11.2682
36.5253    4.8032     11.3595
36.5628    4.9685     11.3487
36.529     5.1811     11.3486
36.4854    5.3607     11.3213
36.455     5.4467     11.3121
36.44      5.5501     11.2087
36.3789    5.8029     11.1939
36.3917    6.0008     11.1779
36.3651    6.2282     11.2682
36.4183    6.4553     11.2333
36.4737    6.6766     11.1442
36.5597    6.8916     11.0782
36.5079    7.1136     10.9368
36.4595    7.2425     10.723
36.329     7.1599     10.2681
36.2106    7.081      9.986
36.1803    7.0772     9.6753
36.1993    7.0642     9.3701
36.1577    7.0967     9.2172
36.1688    7.1341     9.0507
36.1228    7.241      8.6526
36.0797    7.3404     8.4462
36.0592    7.3958     8.2955
36.1121    7.4316     8.1726
36.0559    7.5154     8.0166
35.9699    7.5638     7.8117
35.984     7.5577     7.6409
35.9457    7.5593     7.4806
35.9203    7.5607     7.369




















































































































































30.6299    0.7989     13.9201    SUPORB
30.518     0.8708     14.1705
30.5205    0.9309     14.414
30.5754    1.025      14.6931
30.5448    1.1846     15.0214
30.5474    1.3432     15.2717
30.5535    1.5568     15.4901
30.7204    1.699      15.7107
30.7228    1.9752     15.8698
30.7122    2.3507     16.0248
30.5983    2.6716     16.1198
30.4503    2.8331     16.1417
30.3236    2.9625     16.1965
30.2059    3.1198     16.234
30.2386    3.3146     16.3023
30.224     3.5735     16.3559
30.3557    3.8343     16.3743
30.6224    3.9909     16.4158
30.8421    4.1885     16.3959
31.118     4.3433     16.353
31.2541    4.5393     16.2967
31.3476    4.7242     16.2678
31.1931    4.8683     16.2986
30.9423    5.0796     16.3792
30.664     5.1719     16.4021
30.4605    5.293      16.4531
30.4755    5.6138     16.4403
30.5249    5.8646     16.4125
30.7254    6.3202     16.3066
30.6722    6.5893     16.2348
30.5802    6.8914     16.1284
30.5207    7.1867     16.0038
30.4516    7.4536     15.8573
30.3709    7.7049     15.6799
30.2884    7.8443     15.5186
30.1897    8.0211     15.3189
30.1577    8.2543     14.9855
30.1226    8.3877     14.7153
30.1962    8.4864     14.4987
30.2262    8.557      14.3303
30.254     8.5672     14.1403
30.4334    8.6551     13.8827






























































































































































32.5278    3.1565     13.2379    RORBIT
32.5166    2.8023     13.1136
32.4521    2.4241     13.1242
32.2589    2.0906     13.1927
31.9812    1.771      13.3508
31.6191    1.4715     13.6471
31.3665    1.3399     13.924
31.145     1.2631     14.2234
31.052     1.2534     14.455
31.0111    1.3326     14.6676
31.0275    1.4207     14.8806
31.0923    1.5812     15.1473
31.203     1.7035     15.3619
31.3124    1.9042     15.5552
31.3865    2.1924     15.6328
31.4797    2.5028     15.7022
31.551     2.7853     15.6865
31.5925    2.9833     15.7191
31.5265    3.2426     15.6764
31.3791    3.5466     15.6692
31.5074    3.7587     15.7491
31.6126    3.9658     15.7361
31.726     4.1374     15.4935
31.7765    4.1841     15.2621
31.8676    4.2721     14.9634
31.9128    4.3042     14.6911
31.9729    4.3066     14.584
32.0854    4.4052     14.5111
32.2257    4.3936     14.2752
32.2658    4.4144     14.2301










































































































































































32.4494    6.5821     13.1892    LORBIT
32.4064    6.7522     13.1495
32.3605    6.9179     13.1315
32.3172    7.1647     13.1438
32.2413    7.3752     13.1798
32.0606    7.5547     13.2364
31.7891    7.8215     13.3836
31.5461    7.9778     13.5268
31.3329    8.1979     13.7539
31.1499    8.2226     13.9608
30.9398    8.2542     14.2081
30.8199    8.3201     14.4641
30.7876    8.2571     14.8485
30.8655    8.1151     15.0948
30.9407    7.8719     15.2779
31.0866    7.6766     15.5204
31.2721    7.3387     15.8069
31.3723    7.0528     15.7953
31.4975    6.6246     15.8205
31.4789    6.2757     15.7759
31.4783    5.8999     15.788
31.4883    5.614      15.7309
31.5653    5.4253     15.4711
31.6185    5.3719     15.2073
31.7362    5.2985     14.9351
31.8712    5.232      14.6566
31.9793    5.1903     14.5528
32.0857    5.1745     14.4247
32.1989    5.1726     14.331
32.2809    5.1147     14.2942










































































































































































30.7329    0.7756     13.7942    RTEMFOS
30.8363    0.7179     13.5682
30.9743    0.6748     13.3081
31.1299    0.639      13.1067
31.2257    0.6356     12.9834
31.3838    0.6199     12.8006
31.5737    0.6161     12.567
31.6915    0.6109     12.4104
31.7884    0.6155     12.2717
31.9136    0.5871     12.1522
32.0277    0.6003     11.9956
32.2258    0.5612     11.8173
32.364     0.5097     11.6672
32.4306    0.4979     11.4863
32.5902    0.3984     11.2862
32.5355    0.3171     11.1021
32.3157    0.2101     10.9153
32.0672    0.1127     10.8068
31.8719    0.0013     10.7581
31.7171    -0.0169    10.7398
31.5923    -0.0176    10.7371
31.4292    -0.134     10.7225


















































































































































































30.4042    8.6957     13.7041    LTEMFOS
30.6008    8.7844     13.3869
30.7915    8.8501     13.2111
30.9621    8.8757     12.9632
31.0971    8.8795     12.7611
31.2373    8.9068     12.6106
31.3849    8.9332     12.4143
31.5926    8.9611     12.1939
31.7111    8.948      11.9861
31.9534    9.0583     11.8903
32.0457    9.096      11.6426
32.1501    9.1483     11.5852
32.2468    9.1831     11.3436
32.312     9.3467     11.1522
32.0948    9.4644     10.9858
31.9017    9.5311     10.9134
31.6935    9.6191     10.8564
31.5136    9.6492     10.8345
31.3784    9.685      10.8319





















































































































































































34.8171    4.7846     13.678     OP
