LSZT       R22        Phu174sf
1.3344     22.5304    14.1965    IN
1.6562     17.0371    17.2772    BR
1.7341     10.2985    15.9576    GL
1.6907     10.3039    15.5399    NA
1.1698     4.68       9.396      RH
1.0336     1.4985     5.7114     NS
0.9538     1.0478     4.0945     PR
-0.0169    1.1245     4.1828     R_PR2
0.3861     5.6561     9.7888     R_PMS
-2.7338    9.9837     9.3197     R_ZMI
-0.5224    10.5511    13.4519    R_ZMU
1.0959     10.5793    14.5948    R_DA
-0.5337    10.5258    15.7693    R_MTI
0.0681     11.6592    17.1585    R_MTS
-2.2074    11.458     14.5083    R_FMO
-3.1777    12.2422    14.7128    R_FMT
-3.549     18.2963    11.7272    R_PO
-4.3609    12.1174    11.1726    R_ZTS
2.1423     1.1255     4.2136     L_PR2
2.0677     5.7422     9.7462     L_PMS
5.2401     10.0009    8.76       L_ZMI
3.6689     10.5113    13.0267    L_ZMU
2.3694     10.5474    14.1997    L_DA
4.2869     10.5846    15.4864    L_MTI
4.4103     11.4915    16.5813    L_MTS
5.6429     11.5516    14.0841    L_FMO
6.3736     12.5023    14.1995    L_FMT
6.1891     18.6826    11.0483    L_PO
9999       9999       9999       L_ZTS
0.3585     0.501      3.9771     O1
5.8068     12.495     15.5674    O2
-4.8267    13.9704    11.1496    O3
1.8254     22.3056    13.8652    O4







































































































































































1.8034     10.291     15.9678    GLRH
1.7539     10.2621    15.7362
1.7342     10.2819    15.5435
1.6788     10.2975    15.3398
1.6734     10.3032    15.1285
1.6923     10.2663    14.8444
1.6474     10.2296    14.6088
1.6482     10.155     14.4191
1.6333     10.0386    14.1672
1.6115     9.9113     13.9352
1.6069     9.7613     13.7592
1.5529     9.6259     13.5426
1.513      9.4157     13.2679
1.4808     9.1825     13.0167
1.42       8.9687     12.7682
1.4185     8.7853     12.5602
1.4314     8.5294     12.3042
1.359      8.2216     12.0116
1.2896     8.0359     11.8447
1.3309     7.6478     11.5581
1.3426     7.3656     11.3927
1.2981     7.1153     11.2041
1.3434     6.8657     11.049
1.3019     6.6413     10.9055
1.281      6.386      10.7343
1.2802     6.1518     10.5894
1.2417     5.8646     10.395
1.2807     5.5994     10.2257
1.2551     5.326      10.0463
1.259      5.1338     9.8836
1.2557     4.9581     9.7174
1.2613     4.7932     9.5712
1.2438     4.6685     9.43







































































































































































1.3156     4.6789     9.3835     NOSE
0.9101     4.7215     9.3581
0.6172     4.5993     9.174
0.3629     4.4575     8.9207
0.2209     4.1926     8.6732
0.1368     4.015      8.43
0.0119     3.815      8.1815
-0.0821    3.6048     7.9581
-0.07      3.4367     7.7656
-0.0662    3.2352     7.5712
-0.0809    3.0296     7.3446
-0.063     2.883      7.1461
-0.0465    2.6705     6.9773
-0.0327    2.4874     6.8453
-0.0063    2.3081     6.6905
0.0868     2.0686     6.5086
0.2165     1.7167     6.3476
0.2794     1.4279     6.2008
0.4329     1.2112     6.0508
0.5754     1.2057     5.9418
0.7191     1.1702     5.8103
0.877      1.2028     5.6887
1.0743     1.3256     5.5853
1.3744     1.3009     5.7277
1.5803     1.3686     5.882
1.9635     1.4882     6.0919
2.1711     1.7496     6.2391
2.3061     2.0172     6.3892
2.3427     2.2134     6.5117
2.4111     2.3846     6.6523
2.481      2.5938     6.824
2.4455     2.7253     6.9678
2.4798     2.9551     7.2182
2.4967     3.1458     7.424
2.4969     3.307      7.569
2.4841     3.4188     7.712
2.4498     3.6107     7.9416
2.4554     3.7982     8.1499
2.3792     3.9564     8.3386
2.3111     4.1485     8.5287
2.3114     4.2445     8.6359
2.1231     4.4454     8.7808
2.0184     4.6424     9.0234
1.8358     4.6534     9.1396
1.2679     4.6708     9.3957



























































































































































1.0606     1.3504     5.6045     NASP-PR
1.0625     1.1568     5.3388
1.0417     1.0347     5.1271
1.0239     0.9456     4.8837
0.9804     0.9248     4.6252
0.9806     0.9454     4.4042
0.9806     0.9736     4.3113
0.9965     0.9807     4.1563
































































































































































































0.3817     5.6329     9.7478     R-PM/MAX
0.3145     5.3316     9.5531
0.2859     5.0409     9.3354
0.2256     4.8202     9.1492
0.1174     4.6253     8.952
0.0368     4.4661     8.7974
-0.0226    4.2586     8.6131
-0.096     4.0182     8.399
-0.1473    3.87       8.18
-0.2277    3.5736     7.8889
-0.3179    3.3192     7.617
-0.4922    3.1281     7.3114
-0.5398    2.9767     7.0395
-0.6322    2.7634     6.6611
-0.8075    2.5881     6.311
-0.94      2.5917     6.1672
-1.0767    2.5336     5.9454
-1.1761    2.6784     5.7053
-1.2       2.6655     5.3893
-1.1118    2.5835     5.0361
-1.0003    2.6321     4.9132



















































































































































































2.0885     5.7639     9.765      L-PM/MAX
2.112      5.467      9.5032
2.1664     5.1804     9.2741
2.2717     4.8131     8.9638
2.4276     4.4163     8.635
2.5084     3.9139     8.2544
2.6104     3.6283     7.888
2.7375     3.2727     7.3786
2.8311     2.9212     6.8022
2.9024     2.7803     6.5821
3.0224     2.6864     6.3435
3.0986     2.5878     6.1391
3.3628     2.5903     5.8535
3.4242     2.5786     5.5077
3.4754     2.5797     5.2036
3.442      2.5423     4.9957
3.3674     2.5632     4.8001























































































































































































-1.7952    7.252      5.8636     ROSTRUM
-1.7636    7.1749     6.2738
-1.6756    7.1893     6.5444
-1.5125    7.1212     6.7811
-1.3095    7.0245     7.0029
-1.2097    6.9905     7.2495
-1.052     6.8589     7.6859
-1.0263    6.7828     8.0168
-1.0165    6.629      8.3543
-1.0465    6.5453     8.5859
-1.1692    6.4458     8.9262
-1.2544    6.3325     9.2004
-1.2979    6.2827     9.4416
-1.3224    6.1877     9.628
-1.2149    6.1496     9.9112
-0.9752    6.0829     10.0845
-0.6706    6.0621     10.2333
-0.4064    6.0519     10.2789
-0.1212    6.0804     10.1918
0.17       6.0363     10.1016
0.3745     6.0866     10.0662
0.4818     6.0867     10.226
0.7037     6.0799     10.4141
1.0477     6.1065     10.5222
1.2509     6.0859     10.5245
1.5154     6.1338     10.5257
1.7244     6.1765     10.4921
1.9638     6.2022     10.3532
2.1992     6.2409     10.1874
2.4856     6.2916     10.1218
2.7251     6.2935     10.0643
3.0377     6.3343     10.1117
3.3021     6.3897     10.1232
3.5088     6.3665     10.0309
3.8354     6.4796     9.6973
3.9099     6.6623     9.3696
3.7736     6.7696     9.0079
3.5933     6.8392     8.7166
3.5185     6.9124     8.464
3.4703     6.9752     8.2056
3.4588     6.9372     7.8691
3.4675     7.0015     7.6181
3.4838     7.134      7.2532
3.6149     7.2665     6.8362
3.8041     7.2957     6.5112
3.9714     7.2274     6.1764
4.0593     7.2662     5.897
4.101      7.2801     5.6793
4.0977     7.3583     5.5081
4.071      7.4023     5.3492






















































































































































-3.1201    12.3141    14.8797    SUPORB
-3.0025    12.3185    15.1144
-2.8147    12.2032    15.439
-2.702     12.1241    15.7135
-2.5052    12.075     15.9714
-2.2507    11.9397    16.2625
-2.079     11.9084    16.378
-1.8626    11.8118    16.5223
-1.5203    11.6817    16.7135
-1.1222    11.5323    16.8523
-0.7446    11.538     17.0058
-0.4889    11.595     17.086
-0.1814    11.6834    17.1395
0.1711     11.7168    17.1818
0.5189     11.828     17.2205
0.8437     11.723     17.1907
1.0441     11.5956    17.1325
1.1464     11.3545    17.0536
1.3203     11.1116    16.9499
1.4917     10.8232    16.7377
1.8967     10.8401    16.6463
2.1397     10.8467    16.6569
2.3384     11.0011    16.7785
2.443      11.3028    16.8873
2.7232     11.4298    16.9194
2.9675     11.5544    16.9367
3.2459     11.632     16.9256
3.5316     11.701     16.9112
3.8416     11.7704    16.8506
4.1216     11.8154    16.7699
4.4345     11.753     16.6605
4.7065     11.6405    16.5243
5.124      11.6072    16.3088
5.4764     11.6449    16.0598
5.6068     11.7639    15.9438
5.7761     12.0229    15.8026
5.9355     12.114     15.6332
6.1133     12.2772    15.3633
6.2733     12.4902    14.8214
6.3428     12.4203    14.581
6.3754     12.514     14.2041































































































































































-0.6143    10.539     13.4828    RORBIT
-0.8916    10.5646    13.5013
-1.1942    10.634     13.5767
-1.413     10.7456    13.654
-1.6187    10.8821    13.7748
-1.9153    11.0295    13.9269
-2.0434    11.1706    14.0802
-2.1469    11.324     14.2447
-2.209     11.4579    14.529
-2.2185    11.5313    14.8713
-2.1866    11.4231    15.1118
-1.9337    11.2193    15.4436
-1.7659    10.9867    15.6272
-1.6446    10.975     15.652
-1.4708    10.8166    15.7645
-1.1733    10.7577    15.7629
-0.9874    10.7048    15.7898
-0.8308    10.6493    15.8035
-0.6119    10.5939    15.7934
-0.4323    10.5331    15.764
0.0347     10.4077    15.7653
0.2466     10.4502    15.772
0.4584     10.6519    15.7854
0.7841     10.6146    15.8363
0.9629     10.6173    15.6044
1.0355     10.6221    15.3193
1.0892     10.5773    15.0737
1.0845     10.6881    14.7994
1.0971     10.6823    14.7052
1.1298     10.5742    14.5904










































































































































































3.5939     10.5473    13.0353    LORBIT
3.8436     10.5267    13.0334
4.1922     10.5804    13.0505
4.4577     10.6901    13.1015
4.8467     10.8478    13.2041
5.0314     10.9928    13.2869
5.1859     11.1166    13.4103
5.4852     11.3179    13.6179
5.6211     11.4696    13.8184
5.6813     11.5675    14.0981
5.698      11.5948    14.3301
5.7475     11.4267    14.6811
5.5688     11.1805    14.9774
5.295      10.998     15.1275
5.064      10.7248    15.4272
4.7778     10.6208    15.4842
4.5056     10.5771    15.4853
4.0816     10.4819    15.54
3.8292     10.4725    15.5348
3.6354     10.5101    15.501
3.2632     10.4918    15.5431
3.0188     10.5408    15.6779
2.6277     10.5669    15.4763
