AMNH       169432     Phu1cms10
15.3611    11.4266    14.6792    IN
20.4967    10.206     17.1797    BR
26.7628    8.7242     16.3874    GL
26.8455    8.6867     15.8274    NA
31.8187    7.3587     9.5288     RH
34.3141    6.7623     6.0431     NS
34.6491    6.7926     4.2889     PR
34.1233    5.7303     4.3537     R_PR2
30.6515    6.6024     9.8954     R_PMS
25.7573    4.6663     9.4615     R_ZMI
26.1265    6.4803     13.5208    R_ZMU
26.5722    8.2525     14.7391    R_DA
25.9668    6.4346     15.9614    R_MTI
25.1443    6.7182     17.1087    R_MTS
25.0188    5.3578     14.5191    R_FMO
24.2466    4.3243     14.3557    R_FMT
18.0953    6.1036     12.392     R_PO
23.5003    3.6982     11.0156    R_ZTS
34.6184    7.8728     4.5615     L_PR2
31.3234    8.4932     9.7993     L_PMS
27.5184    12.6416    9.4741     L_ZMI
27.2337    10.8737    13.465     L_ZMU
26.7159    9.3097     14.6632    L_DA
27.0653    11.1534    15.8961    L_MTI
26.2465    11.3346    16.9859    L_MTS
26.7581    12.6682    14.5385    L_FMO
26.144     13.7664    14.3182    L_FMT
20.17      14.7938    12.1899    L_PO
26.186     14.4416    10.9473    L_ZTS
32.8112    9.9542     6.1637     O1
27.6485    13.2414    10.8534    O2
20.7107    14.2597    13.099     O3
16.692     12.8974    13.4085    O4







































































































































































9999       9999       9999       GLRH







































































































































































































9999       9999       9999       NOSE







































































































































































































9999       9999       9999       NASP-PR







































































































































































































9999       9999       9999       R-PM/MAX







































































































































































































9999       9999       9999       L-PM/MAX







































































































































































































9999       9999       9999       ROSTRUM







































































































































































































9999       9999       9999       SUPORB







































































































































































































