AMNH       81811      phu3ms10.xls
































11.9892    11.6455    -8.3804    R-PM/MAX
11.9104    11.5098    -8.2452
11.8536    11.3526    -8.0582
11.7412    11.136     -7.8399
11.6131    10.9509    -7.6658
11.4789    10.7881    -7.5419
11.427     10.5496    -7.4452
11.3968    10.3195    -7.2054
11.4274    10.106     -6.9258
11.4181    9.9734     -6.513
11.378     9.8739     -6.2332
11.3389    9.7791     -5.9453
11.2816    9.7409     -5.7854
11.32      9.5942     -5.4504
11.3603    9.402      -5.108
11.396     9.2202     -4.7325
11.4388    9.1063     -4.4967
11.5002    9.0316     -4.2247
11.5274    8.9938     -3.888
11.6328    8.9996     -3.6085
11.6812    9.0093     -3.3818
11.7146    9.0804     -3.264


















































































































































































11.0879    13.1653    -8.5713    L-PM/MAX
10.9543    13.1017    -8.4159
10.7689    13.0418    -8.2299
10.5945    12.9898    -8.0413
10.4301    12.958     -7.8216
10.2918    12.9089    -7.6523
10.1687    12.8783    -7.4905
9.9217     12.7824    -7.2727
9.6269     12.721     -7.0603
9.3751     12.7793    -6.9116
9.1885     12.7309    -6.6106
9.0982     12.678     -6.1413
9.0046     12.6822    -5.8323
8.9004     12.5959    -5.4723
8.7547     12.6236    -5.1271
8.6362     12.5928    -4.8381
8.5751     12.6544    -4.6608
8.4761     12.6084    -4.5714
8.4065     12.6234    -4.2178
8.3597     12.6462    -4.0439
8.3786     12.6339    -3.7639
8.373      12.6149    -3.6161
8.3939     12.6136    -3.4436
8.4347     12.6437    -3.2956
8.477      12.6615    -3.1016















































































































































































15.2344    11.4823    -4.952     ROSTRUM
15.1654    11.425     -5.0944
15.1094    11.3995    -5.2595
15.0518    11.3446    -5.4539
14.976     11.2999    -5.626
14.8645    11.2686    -5.8242
14.763     11.2831    -5.9775
14.631     11.3236    -6.1533
14.5453    11.328     -6.2675
14.3035    11.3471    -6.5278
14.2042    11.3588    -6.7128
14.118     11.3275    -6.8489
13.9906    11.2961    -7.0398
13.9231    11.2744    -7.1926
13.8383    11.234     -7.3523
13.7881    11.1916    -7.547
13.7256    11.095     -7.7469
13.6785    10.8835    -7.8695
13.7277    10.8152    -8.0631
13.7118    10.7854    -8.2506
13.6779    10.7722    -8.3647
13.5855    10.7594    -8.4598
13.4097    10.8274    -8.6294
13.1883    10.9268    -8.8019
12.9385    11.1066    -8.9313
12.6775    11.3798    -8.8309
12.5403    11.5713    -8.7528
12.3768    11.7041    -8.8017
12.3166    11.8449    -8.6682
12.1959    11.9044    -8.7298
11.9855    12.0225    -8.8903
11.798     12.1907    -8.9704
11.6029    12.3807    -8.9496
11.4316    12.5369    -8.9539
11.3259    12.7059    -8.8913
11.1704    12.9374    -8.8623
11.1203    13.0463    -8.7955
11.1133    13.1642    -8.6823
10.9817    13.3591    -8.5243
10.88      13.5896    -8.4961
10.6296    13.8141    -8.5892
10.3821    14.0276    -8.6093
10.1522    14.3342    -8.5295
10.08      14.5974    -8.2906
10.0552    14.739     -8.0853
10.1616    14.8349    -7.8131
10.3988    14.8383    -7.5431
10.6799    14.8086    -7.2912
10.8222    14.8659    -7.0852
10.9064    14.9888    -6.7752
10.9784    15.0766    -6.5674
11.0344    15.2158    -6.2732
11.0841    15.371     -5.9858
11.135     15.5756    -5.6354
11.2185    15.725     -5.2233
11.3784    15.794     -4.9412
11.4813    15.8292    -4.7423
11.5878    15.8443    -4.5774
11.7354    15.8118    -4.5103













































































































































18.6285    12.3412    -14.1196   SUPORB
18.5952    12.3979    -14.3051
18.5522    12.4004    -14.3985
18.533     12.4073    -14.6092
18.4472    12.5371    -15.006
18.3369    12.6623    -15.2872
18.2202    12.7562    -15.5845
18.0372    12.9118    -15.8421
17.8299    13.0396    -16.0393
17.6824    13.1134    -16.0866
17.5274    13.219     -16.2226
17.2068    13.3396    -16.3654
16.8902    13.4932    -16.455
16.5596    13.6605    -16.5338
16.2189    13.8869    -16.5921
16.0979    14.1392    -16.6536
15.9332    14.4507    -16.7333
15.6946    14.6968    -16.744
15.4659    14.8674    -16.7062
15.2796    14.952     -16.6903
15.061     14.9857    -16.6796
14.7915    15.0556    -16.5045
14.6328    15.0281    -16.4135
14.4339    15.0078    -16.2921
14.1368    15.0906    -16.0115
14.0548    15.1942    -15.999
13.987     15.364     -16.053
14.0628    15.5355    -16.2076
14.0419    15.8823    -16.3774
14.0509    16.1624    -16.4435
14.0659    16.487     -16.5603
13.9272    16.8916    -16.6036
13.691     17.1211    -16.5226
13.4647    17.476     -16.3967
13.2958    17.9113    -16.2599
13.2017    18.3589    -16.102
13.1336    18.6517    -15.9874
13.0987    18.9562    -15.8417
13.0841    19.1949    -15.6888
12.9401    19.3695    -15.5036
12.9236    19.573     -15.3288
12.8628    19.7221    -15.086
12.8446    19.6897    -15.0875
12.8136    19.79      -14.8938
12.7828    19.9338    -14.5832
12.7074    20.0187    -14.345
12.6736    20.0125    -14.1039
12.6911    20.0364    -13.839
12.6745    20.0311    -13.7225























































































































































15.9208    13.4262    -12.8263   RORBIT
16.0655    13.2792    -12.9034
16.2208    13.1374    -12.9914
16.4176    13.0248    -13.1251
16.6773    12.871     -13.3112
16.8836    12.8613    -13.4849
17.0415    12.854     -13.6127
17.1374    12.8549    -13.7345
17.2544    12.8219    -13.8852
17.3355    12.8417    -14.1189
17.3592    12.8013    -14.3427
17.2868    12.7603    -14.7311
17.1213    12.6819    -14.9203
16.9495    12.5992    -15.172
16.7641    12.618     -15.3139
16.5129    12.6786    -15.4484
16.39      12.8419    -15.4511
16.113     12.9214    -15.4881
15.8161    13.142     -15.5107
15.6045    13.3002    -15.4762
15.4316    13.4336    -15.4526
15.1843    13.6211    -15.4663
15.0445    13.8778    -15.3871
14.9049    14.0363    -15.3915
14.7312    14.3272    -15.2111
14.582     14.5575    -15.0091
14.5542    14.6766    -14.7759
14.594     14.7984    -14.3823
14.6167    14.8573    -14.1031
14.6003    14.8703    -13.8051
14.6113    14.8477    -13.6573









































































































































































12.9458    17.0791    -12.5401   LORBIT
12.8295    17.3739    -12.6245
12.7497    17.6307    -12.6783
12.6737    18.0222    -12.8394
12.6633    18.2986    -13.0057
12.7425    18.5586    -13.2817
12.854     18.7279    -13.6486
12.8734    18.8155    -13.982
12.784     18.7813    -14.2068
12.6102    18.5305    -14.6461
12.4531    18.3371    -14.9024
12.4073    18.0746    -15.0697
12.4766    17.8223    -15.1329
12.5593    17.3716    -15.1485
12.6924    17.06      -15.1364
12.8478    16.8406    -15.0952
13.1257    16.5501    -14.933
13.387     16.2638    -14.9668
13.505     16.1059    -14.9932
13.6437    15.9099    -14.9405
13.8543    15.7895    -14.6124
13.9595    15.6901    -14.186
14.0406    15.6827    -13.8357
14.0333    15.6485    -13.7818
















































































































































































18.552     12.4203    -14.4989   RTEMFOS
18.5977    12.3645    -14.2979
18.6862    12.3199    -13.9965
18.726     12.2693    -13.6814
18.7146    12.1968    -13.3188
18.6759    12.1581    -13.0075
18.6206    12.0889    -12.6562
18.5231    11.9936    -12.326
18.4776    11.9434    -12.0444
18.461     11.8587    -11.6291
18.477     11.7281    -11.3452
18.583     11.6618    -11.1395
18.8996    11.6196    -10.9273
19.1824    11.6482    -10.8757
19.4513    11.672     -10.8339
19.8196    11.7909    -10.8536
20.0427    11.892     -10.9284
20.1168    11.9306    -10.9688






















































































































































































12.6696    20.0778    -13.5823   LTEMFOS
12.6421    20.1088    -13.4297
12.6338    20.1111    -13.1813
12.5914    20.0837    -13.0038
12.5055    19.9975    -12.7308
12.4703    19.9843    -12.5457
12.4239    19.9497    -12.2915
12.3972    19.9034    -12.0698
12.3133    19.8329    -11.8373
12.2645    19.8035    -11.6151
12.2222    19.7746    -11.4184
12.1508    19.772     -11.2339
12.0962    19.8061    -10.9281
12.141     19.8864    -10.6297
12.1535    20.0897    -10.3532
12.3297    20.3122    -10.2299
12.562     20.6027    -10.1985
12.643     20.8162    -10.1927
12.7283    21.1725    -10.1634
12.8244    21.2134    -10.2336




















































































































































































10.2559    11.8619    -11.8803   OP
12.222     13.4517    -11.534    BA
16.7286    17.2228    -9.6202    ST
23.1509    22.3526    -8.7427    IV
15.7317    10.1501    -11.386    R_PG
18.4498    10.4422    -9.6325    R_ZTI
20.1864    16.5662    -10.8604   R_M3D
22.499     18.2938    -10.4104   R_M12
24.4277    20.2001    -9.8429    R_MP3
25.6606    21.1383    -9.2228    R_PMI
9.7887     17.303     -11.3343   L_PG
10.3515    20.0585    -9.3927    L_ZTI
16.7971    20.7214    -10.8018   L_M3D
18.9115    22.5791    -10.2458   L_M12
21.2642    24.0769    -9.6984    L_MP3
22.5204    24.9676    -8.8246    L_PMI
26.08      25.0722    -9.058     O1
13.25      20.2771    -6.239     O2
8.9971     18.2795    -10.0316   O3
7.2797     11.7843    -9.0077    O4




















































































































































































18.6596    10.4058    -9.6628    RZYGINF
18.7924    10.5425    -9.675
18.8585    10.6728    -9.6814
19.0412    10.9305    -9.6861
19.0794    11.259     -9.5544
19.2184    11.6135    -9.3916
19.4021    11.9333    -9.2334
19.5528    12.1651    -9.1024
19.7003    12.3674    -8.9568
19.8073    12.6793    -8.7216
20.0019    12.8181    -8.6182
20.0819    13.0276    -8.4742
20.1998    13.216     -8.3428
20.2835    13.4641    -8.2697
20.2523    13.7823    -8.1949
20.267     13.9994    -8.2393
20.3618    14.2182    -8.3249
20.4387    14.403     -8.3791
20.5038    14.5137    -8.4303
20.5431    14.6233    -8.4912




















































































































































































10.6622    19.8665    -9.5323    LZYGINF
10.7632    19.9393    -9.5225
11.0742    20.113     -9.5266
11.273     20.2374    -9.4784
11.6025    20.3619    -9.4639
11.85      20.5082    -9.34
12.118     20.688     -9.1602
12.4377    20.7821    -9.0413
12.6534    20.8086    -8.9069
12.9798    20.9214    -8.7076
13.2884    20.9945    -8.498
13.486     20.9863    -8.3749
13.6472    20.9592    -8.3223
13.8846    20.9813    -8.2089
14.0394    20.983     -8.1479
14.1865    20.9922    -8.1148
14.3631    20.9123    -8.2276
14.5189    20.9368    -8.273
14.7171    21.0004    -8.3448
14.8417    21.0106    -8.4092
14.9299    21.0543    -8.4541



















































































































































































20.3271    16.5067    -10.894    R-ALV
20.4534    16.5091    -10.8157
20.6708    16.5382    -10.7736
20.948     16.6605    -10.7167
21.1627    16.7063    -10.6514
21.3689    16.8712    -10.6185
21.5496    17.0936    -10.5617
21.8446    17.3498    -10.5835
22.0645    17.5069    -10.5726
22.2471    17.6528    -10.5023
22.5138    17.8735    -10.4526
22.6695    18.2415    -10.4056
22.8523    18.4297    -10.3553
23.0519    18.6341    -10.2952
23.298     18.7662    -10.215
23.5118    19.1377    -10.1042
23.7021    19.3342    -10.1031
23.922     19.4964    -10.052
24.1172    19.6938    -10.001
24.3518    19.8572    -9.8989
24.4654    20.0515    -9.8636
24.59      20.1771    -9.8093


















































































































































































16.8547    20.5147    -10.8149   L-ALV
16.8975    20.7445    -10.7456
17.1224    21.1379    -10.7232
17.347     21.466     -10.5905
17.556     21.6218    -10.5302
17.9427    21.8716    -10.4429
18.2838    22.1279    -10.3392
18.6263    22.4013    -10.2355
18.949     22.5147    -10.2391
19.2509    22.6718    -10.2089
19.5526    22.8793    -10.1407
19.8653    23.0457    -10.0997
20.195     23.2246    -9.971
20.3766    23.3341    -9.962
20.6436    23.5988    -9.8781
20.8681    23.7459    -9.8669
21.0965    23.9094    -9.792
21.3285    24.0509    -9.6854
21.4546    24.0978    -9.7133
