LSZT       R18        Phu178sf
0.5778     1.8098     6.3079     NASP-PR
0.5822     1.615      6.1612
0.6103     1.4581     5.9545
0.5784     1.3703     5.7323
0.601      1.3121     5.5357
0.5613     1.2759     5.3156
0.5978     1.2483     5.0321
0.6054     1.2377     4.8371
0.5815     1.2676     4.647































































































































































































-0.0931    5.4481     10.2224    R-PM/MAX
-0.1527    5.2256     10.0364
-0.2436    5.0123     9.8748
-0.3468    4.6268     9.5882
-0.4298    4.4053     9.3482
-0.5326    4.1742     9.1785
-0.6336    3.8711     8.9227
-0.7169    3.6861     8.7339
-0.8052    3.5068     8.5193
-0.8783    3.3502     8.3335
-0.9606    3.1949     7.9805
-1.0172    3.0076     7.5606
-1.1236    2.8477     7.2542
-1.2555    2.7936     6.7836
-1.4655    2.6919     6.5327
-1.5475    2.5073     6.2688
-1.6625    2.4561     5.8463
-1.6167    2.4114     5.6707
-1.6286    2.4671     5.4718
-1.3526    2.55       5.1561




















































































































































































1.1381     6.0944     10.6126    L-PM/MAX
1.1703     5.8909     10.4823
1.1911     5.678      10.3541
1.272      5.3679     10.1003
1.4014     5.0428     9.8483
1.478      4.869      9.6977
1.561      4.6931     9.5312
1.6674     4.4799     9.3439
1.8063     4.1453     9.0771
1.9819     3.8687     8.8401
2.0545     3.7185     8.6753
2.2014     3.4996     8.4336
2.2816     3.3301     8.1564
2.3204     3.2208     7.9569
2.3426     3.0763     7.5328
2.3469     2.9846     7.3013
2.4328     2.8963     7.0604
2.4636     2.8346     6.8704
2.5509     2.6881     6.5854
2.6664     2.6296     6.3759
2.7398     2.5604     6.2325
2.8864     2.5177     6.0057
2.9186     2.4846     5.7254
2.89       2.5243     5.3976
2.6187     2.5693     5.2347















































































































































































-2.2037    6.717      6.3004     ROSTRUM
-2.2085    6.6553     6.6074
-2.1181    6.5713     6.8531
-1.9779    6.5258     7.1194
-1.8301    6.4814     7.3543
-1.7482    6.4195     7.556
-1.6416    6.3851     7.901
-1.5953    6.2864     8.1809
-1.5716    6.2046     8.5503
-1.5689    6.1253     8.9033
-1.5733    6.1459     9.1515
-1.6025    6.1355     9.3177
-1.6395    6.076      9.4892
-1.6505    6.0403     9.6842
-1.6998    5.9555     9.8
-1.738     5.8792     10.096
-1.6631    5.8112     10.2834
-1.557     5.781      10.3983
-1.251     5.7477     10.4843
-0.999     5.7134     10.4496
-0.7085    5.7684     10.4093
-0.5003    5.7233     10.3759
-0.3226    5.7548     10.401
-0.0924    5.7368     10.4195
-0.0181    5.7794     10.3999
0.1877     5.6811     10.6261
0.4091     5.6626     10.6973
0.6713     5.7228     10.7387
0.9502     5.7545     10.6867
1.09       5.8393     10.5953
1.1703     5.9105     10.5097
1.3102     5.9005     10.5171
1.5604     5.9315     10.509
1.7875     5.8952     10.4889
1.9553     5.8802     10.433
2.2729     5.8838     10.51
2.5005     5.9069     10.4773
2.6885     5.9423     10.1436
2.7147     6.0048     9.7641
2.6775     6.1031     9.4335
2.6592     6.2069     9.1096
2.6608     6.2723     8.7951
2.6901     6.3522     8.4624
2.6941     6.4565     8.1826
2.7442     6.5301     7.8877
2.8339     6.6395     7.6364
2.9235     6.6928     7.4664
3.1118     6.7846     7.2738
3.2852     6.7839     7.0353
3.4139     6.7571     6.6319
3.4281     6.8587     6.4229
3.4128     6.8771     6.2581
3.381      6.9586     6.093



















































































































































-3.9577    12.1358    14.722     SUPORB
-3.856     12.2588    14.947
-3.7272    12.3577    15.2122
-3.6985    12.3728    15.4204
-3.5714    12.4151    15.6092
-3.3728    12.4069    15.8931
-3.1773    12.3458    16.1098
-3.0029    12.2559    16.2629
-2.6865    12.1083    16.4807
-2.3471    11.9572    16.7085
-2.0917    11.9043    16.7556
-1.9365    11.793     16.8043
-1.7227    11.7842    16.8102
-1.5498    11.8621    16.8528
-1.3303    11.9872    16.9576
-1.0039    11.9594    17.0227
-0.6313    11.9117    17.0644
-0.4611    11.9044    17.0772
-0.2334    11.8246    17.0719
-0.0607    11.7245    17.0317
0.1448     11.5405    16.9572
0.2721     11.5121    16.9004
0.4634     11.4476    16.828
0.5925     11.3159    16.814
0.7827     11.4168    16.8537
1.0085     11.5256    16.9516
1.259      11.6704    17.0412
1.5117     11.7945    17.0444
1.8163     11.8313    17.0387
2.0594     11.8906    16.9908
2.3014     11.8748    16.9431
2.5901     11.9351    16.8687
2.8232     11.941     16.7856
3.0879     11.8503    16.6964
3.3214     11.9434    16.6299
3.6169     12.0109    16.5205
3.8513     12.1802    16.3842
4.1344     12.2468    16.2197
4.3633     12.3826    16.0164
4.5554     12.4208    15.8292
4.7384     12.4751    15.574
4.899      12.5031    15.3325
4.9622     12.4916    15.1535
5.0445     12.3398    14.8434
5.0956     12.251     14.682
5.1304     12.0807    14.5411


























































































































































-1.5307    10.3329    13.787     RORBIT
-1.8248    10.4019    13.7805
-2.1426    10.5324    13.7855
-2.4272    10.6837    13.8579
-2.7031    10.8928    13.9813
-2.9226    11.0922    14.1389
-3.0976    11.3275    14.3633
-3.141     11.4471    14.5832
-3.2031    11.5538    14.8352
-3.1902    11.6148    15.1313
-3.0141    11.608     15.463
-2.8231    11.5169    15.8079
-2.5138    11.3552    16.0514
-2.1859    11.2223    16.1529
-1.7976    11.1397    16.201
-1.4439    11.0585    16.2004
-1.2636    11.0877    16.0966
-0.8746    11.0366    16.1926
-0.4689    11.0805    16.2048
-0.2585    11.0256    16.2161
-0.1951    11.0341    15.8913
-0.1309    10.9505    15.6973
-0.1027    10.9241    15.593
0.007      10.854     15.3812
0.0097     10.8219    15.2762
0.0233     10.6345    15.0656
-0.02      10.5397    14.9237
-0.0559    10.4836    14.835
-0.0124    10.4016    14.7506











































































































































































2.5973     10.3549    13.732     LORBIT
2.8483     10.3997    13.753
3.1053     10.4638    13.7284
3.3288     10.5975    13.7267
3.5862     10.7006    13.8109
3.7919     10.8155    13.8702
3.9559     10.9669    13.9547
4.1418     11.1548    14.1074
4.1821     11.325     14.2551
4.2389     11.3872    14.3772
4.393      11.5239    14.644
4.3904     11.5987    14.9869
4.3691     11.5976    15.2259
4.2223     11.5531    15.4559
4.0531     11.4806    15.7306
3.8125     11.3437    15.9887
3.5129     11.2065    16.0936
3.28       11.1566    16.1321
3.0476     11.0649    16.1971
2.8588     11.0611    16.17
2.6801     11.0733    16.1273
2.4341     11.0071    16.088
2.2036     10.9894    16.0492
1.9175     11.038     16.1806
1.5305     11.0369    16.2043
1.2946     10.9521    16.0154
1.2807     10.9894    15.7683
1.2588     10.9747    15.5936
1.1947     10.9192    15.413
1.1239     10.7822    15.2351
1.0919     10.6547    15.0649
1.0665     10.521     14.8962
1.0813     10.4301    14.782
1.099      10.3556    14.7068






































































































































































-3.9447    12.157     14.6977    RTEMFOS
-3.9937    12.0161    14.5366
-4.0753    11.9252    14.3004
-4.1433    11.8006    14.1049
-4.1541    11.6792    13.8472
-4.2104    11.5759    13.6687
-4.2147    11.4304    13.5281
-4.242     11.3465    13.3681
-4.263     11.1994    13.1098
-4.2753    11.0684    12.9394
-4.2709    10.9417    12.7519
-4.2614    10.8542    12.5957
-4.2615    10.7749    12.4663
-4.2266    10.6873    12.3327
-4.2701    10.5534    12.1697
-4.2516    10.4761    11.9251
-4.2914    10.4068    11.7768
-4.3635    10.3823    11.5719
-4.5191    10.4872    11.3414
-4.6293    10.7421    11.2342
-4.6796    10.9629    11.1635
-4.7648    11.1094    11.1454
-4.8208    11.3128    11.1349
-4.8405    11.4723    11.1332
-4.8727    11.608     11.1271
-4.8717    11.6911    11.1578














































































































































































5.0366     12.136     14.6042    LTEMFOS
5.0769     12.0557    14.3971
5.1023     11.9958    14.2665
5.1394     11.8922    14.1057
5.1909     11.809     13.9687
5.2154     11.7397    13.8791
5.2289     11.6221    13.7145
5.2286     11.4986    13.4463
5.2564     11.3468    13.2713
5.2799     11.22      13.074
5.3112     11.0269    12.8455
5.3121     10.9069    12.6157
5.3204     10.7645    12.4041
5.3266     10.6865    12.2391
5.3816     10.5313    12.03
5.3805     10.4979    11.7832
5.484      10.5047    11.5585
5.6267     10.5692    11.3829
5.8104     10.8133    11.1984
5.8582     11.181     11.1618
5.9122     11.4693    11.149
6.0002     11.7526    11.1575


















































































































































































0.4557     4.6357     13.2301    OP
0.3564     6.6536     13.3617    BA
0.246      12.8578    13.1388    ST
0.0114     19.7351    14.1778    IV
-4.0837    6.8039     13.0307    R_PG
-5.4923    9.2155     11.6718    R_ZTI
-2.2894    14.1125    14.6186    R_M3D
-2.5582    17.0634    14.9048    R_M12
-2.5017    19.6465    15.2394    R_MP3
-2.0145    21.2947    14.9272    R_PMI
4.8247     7.1998     13.0441    L_PG
6.1097     9.6334     11.621     L_ZTI
2.703      14.4191    14.5723    L_M3D
2.7789     17.315     14.7803    L_M12
2.5954     19.8767    15.2223    L_MP3
1.7638     21.218     15.0913    L_PMI
0.6796     22.4668    13.8829    O1
-3.2787    9.2311     6.1324     O2
6.214      9.7271     11.048     O3
0.0438     1.1892     10.4831    O4




















































































































































































-3.9164    13.4346    11.7106    RZYGINF
-4.0098    13.1977    11.5612
-4.1436    13.0946    11.4626
-4.3042    12.7679    11.3719
-4.4702    12.4936    11.4069
-4.7559    12.1344    11.5595
-4.9032    11.8494    11.6976
-4.9105    11.5503    11.8171
-4.9578    11.2627    11.909
-5.0333    11.028     11.9556
-5.1052    10.7423    11.9846
-5.1668    10.5204    11.9672
-5.3013    10.1842    11.9513
-5.4369    9.8976     11.8962
-5.4716    9.6043     11.849
-5.495     9.3833     11.7855
-5.5024    9.3079     11.7237
-5.4486    9.1785     11.7295






















































































































































































4.367      13.643     11.4738    LZYGINF
4.5215     13.3701    11.352
4.6892     13.183     11.2775
4.9641     13.028     11.3588
5.1281     12.705     11.51
5.3257     12.2604    11.7003
5.4214     12.0855    11.7186
5.4681     11.6868    11.8166
5.6306     11.39      11.8149
5.6763     11.1156    11.8705
5.869      10.8031    11.8803
6.0003     10.5741    11.8636
6.0817     10.2102    11.8076
6.1307     10.0329    11.7385
6.1345     9.8526     11.6805
6.1617     9.6919     11.6179
6.1589     9.6648     11.584























































































































































































-2.4286    14.1893    14.5746    R-ALV
-2.5942    14.4501    14.554
-2.689     14.7675    14.5029
-2.7795    15.0212    14.532
-2.8122    15.2949    14.5599
-2.7201    15.5437    14.6569
-2.7201    15.9062    14.6839
-2.7352    16.1539    14.695
-2.7589    16.3521    14.7312
-2.714     16.584     14.8024
-2.6344    16.8816    14.824
-2.6161    17.1769    14.8525
-2.6065    17.4384    14.8883
-2.6267    17.7627    14.9212
-2.536     18.0172    14.9525
-2.5446    18.4039    14.9683
-2.5564    18.6012    15.0403
-2.5719    18.892     15.065
-2.5669    19.114     15.1424
-2.59      19.2734    15.1423
-2.5836    19.4863    15.1411
-2.5161    19.6236    15.1954


















































































































































































2.7155     14.5139    14.4939    L-ALV
2.8598     14.9579    14.501
2.9797     15.2747    14.502
2.9917     15.5699    14.485
2.9187     16.1797    14.4012
2.8977     16.3829    14.4165
2.8951     16.7206    14.5403
2.8372     17.1778    14.575
2.7151     17.5979    14.7009
2.6827     17.8946    14.795
2.614      18.317     14.8503
2.5357     18.6766    14.9937
2.5417     18.9466    15.0598
2.5602     19.3023    15.1194
2.5913     19.511     15.1122
2.6022     19.6895    15.0895
2.5638     19.8625    15.1491
