UWMA       ZA 194     Phu77stv
19.4915    20.6587    11.3754    IN
16.3812    17.6678    15.4063    BR
11.738     13.2038    14.4022    GL
11.7294    13.1828    13.9332    NA
9.4338     10.5135    9.426      RH
8.0059     8.6776     6.4321     NS
7.734      8.3511     5.3639     PR
7.1663     9.0749     5.4918     R_PR2
10.1078    11.8288    10.2954    R_PMS
9.5401     15.6822    8.6285     R_ZMI
10.9059    14.5917    11.5659    R_ZMU
11.758     13.5836    12.9037    R_DA
10.6848    14.6671    14.2349    R_MTI
11.453     15.1392    15.0868    R_MTS
10.2453    16.3475    12.6571    R_FMO
10.3595    17.2361    12.3865    R_FMT
13.3902    20.7519    10.3631    R_PO
9.9618     17.7573    9.5089     R_ZTS
8.4756     7.9425     5.3719     L_PR2
10.7732    10.9744    10.1687    L_PMS
14.4534    10.7326    8.8416     L_ZMI
13.5305    11.9015    11.6388    L_ZMU
12.3177    13.078     12.9022    L_DA
13.3871    12.0584    14.3318    L_MTI
13.6042    12.8327    15.1118    L_MTS
15.0083    11.6352    12.8061    L_FMO
16.008     11.7498    12.6479    L_FMT
19.5752    14.7919    10.5792    L_PO
16.708     11.2164    9.8093     L_ZTS
8.6468     8.1046     6.6354     O1
11.0687    17.059     13.9471    O2
18.0203    11.8844    9.8377     O3
20.5033    17.2907    10.9384    O4







































































































































































11.7332    13.2064    14.4188    GLRH
11.7315    13.1874    14.1752
11.7209    13.1867    14.0022
11.743     13.1728    13.8432
11.7715    13.1802    13.6287
11.7886    13.1929    13.4029
11.7965    13.1605    13.2514
11.7799    13.1347    13.1037
11.735     13.042     12.8296
11.6601    12.9442    12.5838
11.6269    12.8839    12.4548
11.5448    12.7896    12.2863
11.5056    12.7313    12.1598
11.4364    12.6156    11.9859
11.3477    12.5084    11.8137
11.2474    12.4402    11.6618
11.1494    12.3147    11.491
11.0412    12.2056    11.3364
10.909     12.0623    11.1729
10.7659    11.9343    10.9804
10.6479    11.7416    10.81
10.5366    11.5988    10.6716
10.4216    11.4652    10.5553
10.315     11.349     10.4201
10.2069    11.2233    10.2807
10.0762    11.0904    10.1175
9.9457     10.9805    9.9646
9.8149     10.8558    9.8114
9.7114     10.7429    9.7053
9.6547     10.6285    9.6365
9.5654     10.5345    9.5721
9.509      10.4822    9.5222
9.4727     10.4659    9.4177







































































































































































9.4833     10.4039    9.4142     NOSE
9.3302     10.5626    9.339
9.1581     10.618     9.2604
9.0791     10.8069    9.198
8.908      10.7988    8.9828
8.8248     10.756     8.8538
8.6773     10.7487    8.7323
8.5053     10.7053    8.5486
8.3627     10.6427    8.3471
8.1746     10.5326    8.1418
8.0658     10.4057    7.9549
7.9695     10.2967    7.793
7.9123     10.177     7.6479
7.8395     10.0771    7.4852
7.7615     9.9207     7.3083
7.7457     9.7821     7.2277
7.7192     9.6311     7.1125
7.6672     9.4553     7.0424
7.635      9.3259     6.9771
7.6495     9.1803     6.9123
7.7653     9.034      6.7479
7.8125     8.9377     6.6144
7.8705     8.8394     6.5393
7.9694     8.7961     6.4915
8.0259     8.7434     6.4789
8.1489     8.6386     6.5579
8.2748     8.531      6.7038
8.3772     8.4739     6.8504
8.5599     8.4519     6.9682
8.7054     8.4708     7.0717
8.8298     8.4548     7.1287
8.9986     8.4782     7.264
9.1192     8.4811     7.3676
9.2256     8.6432     7.5126
9.3525     8.7358     7.6751
9.431      8.8236     7.8075
9.5371     8.916      7.9783
9.6088     8.9762     8.101
9.7148     9.0122     8.2299
9.7983     9.1403     8.3502
9.8488     9.3279     8.5079
9.8733     9.4773     8.6871
9.8829     9.5891     8.7931
9.8795     9.7607     8.9607
9.9061     9.8862     9.0783
9.9384     10.0004    9.1698
9.9102     10.049     9.2843
9.7237     10.1916    9.3651
9.6055     10.283     9.4189
9.5039     10.4851    9.4087






















































































































































8.0368     8.749      6.5029     NASP-PR
7.8891     8.6403     6.3355
7.8215     8.5136     6.1747
7.7464     8.4536     5.9986
7.7242     8.3861     5.8418
7.7035     8.3255     5.7218
7.6812     8.335      5.5744
7.7274     8.3406     5.3778
































































































































































































10.0014    11.7537    10.1686    R-PM/MAX
9.8719     11.6808    10.0354
9.7533     11.5954    9.9218
9.627      11.5114    9.8175
9.4828     11.443     9.7077
9.3717     11.3859    9.5952
9.2646     11.334     9.4769
9.1756     11.263     9.3832
9.0607     11.1941    9.2567
8.9205     11.1529    9.128
8.822      11.1003    9.0192
8.6659     11.0152    8.8725
8.5325     11.0139    8.7186
8.3912     10.9338    8.5547
8.2629     10.8869    8.4409
8.13       10.8476    8.2747
8.0759     10.761     8.1575
7.9135     10.6695    7.9112
7.8127     10.6259    7.7244
7.7554     10.5964    7.6042
7.7253     10.573     7.5136
7.6476     10.5004    7.3006
7.5311     10.5019    7.0339
7.4561     10.4813    6.8618
7.3691     10.4471    6.6384
7.3111     10.3921    6.4585
7.2275     10.3656    6.2603
7.1794     10.3184    6.0582
7.164      10.2945    5.8906
7.1914     10.3267    5.7486
7.2221     10.3572    5.6395
7.3038     10.2893    5.5486








































































































































































10.7816    10.9742    10.1756    L-PM/MAX
10.6632    10.7918    10.0466
10.5605    10.6597    9.909
10.4953    10.5037    9.7582
10.4208    10.309     9.5999
10.3358    10.2131    9.4696
10.2699    10.0561    9.3324
10.2587    9.9651     9.2501
10.1822    9.8163     9.1071
10.1964    9.6529     9.0218
10.1459    9.523      8.8821
10.1125    9.425      8.744
10.081     9.2863     8.6109
10.0346    9.1673     8.4472
9.9693     9.0544     8.3276
9.8668     8.8527     8.0304
9.8401     8.7937     7.9636
9.8242     8.6841     7.8291
9.8308     8.6134     7.6918
9.7649     8.4888     7.4825
9.806      8.4233     7.2633
9.7758     8.3059     7.0098
9.743      8.225      6.8527
9.7705     8.1542     6.6714
9.7137     8.0703     6.4617
9.7328     8.0219     6.2431
9.7042     7.9737     6.0805
9.6905     7.9817     5.9371
9.6752     8.0481     5.7834
9.7432     8.0814     5.6713
9.7165     8.1264     5.6361









































































































































































8.9066     13.2685    6.4184     ROSTRUM
8.861      13.2367    6.6348
8.8433     13.2096    6.8581
8.8254     13.1405    7.0818
8.8652     13.0212    7.2797
8.8847     12.906     7.5089
8.9114     12.833     7.6256
8.9397     12.6906    7.8548
8.9294     12.6124    8.019
8.9599     12.5608    8.2342
8.9451     12.4787    8.4445
