UWMA       ZA 664     Phu90stv
19.0711    20.0143    11.6876    IN
16.0081    17.343     15.1198    BR
11.7591    13.3426    14.074     GL
11.774     13.2898    13.5586    NA
9.5594     10.702     9.3295     RH
8.4697     9.3325     6.5175     NS
8.3083     9.0415     5.6674     PR
7.8615     9.9857     5.7325     R_PR2
9.9322     11.6915    9.9288     R_PMS
9.759      15.6141    8.8545     R_ZMI
10.894     14.4349    11.3072    R_ZMU
11.652     13.636     12.3477    R_DA
10.7761    14.8211    13.7879    R_MTI
11.5306    15.0382    14.7377    R_MTS
10.4251    16.1612    12.5454    R_FMO
10.6417    17.0711    12.589     R_FMT
13.2991    20.3632    10.314     R_PO
10.1575    17.3853    9.7216     R_ZTS
9.2737     8.6173     5.7972     L_PR2
10.5227    10.8164    9.7535     L_PMS
14.4783    10.9455    9.064      L_ZMI
13.2192    12.2479    11.5865    L_ZMU
12.1471    13.0383    12.4399    L_DA
13.2037    12.2807    13.9646    L_MTI
13.6923    13.106     14.9148    L_MTS
14.85      11.8822    12.9221    L_FMO
15.6535    12.0389    12.9684    L_FMT
19.1392    14.5994    10.5497    L_PO
16.0722    11.2769    10.1795    L_ZTS
9.714      8.3845     5.9352     O1
11.4318    16.6517    14.1694    O2
17.5142    11.9985    10.2081    O3
19.5764    19.2329    11.2643    O4







































































































































































11.768     13.3428    14.0333    GLRH
11.7706    13.3135    13.7835
11.7716    13.2827    13.5425
11.7586    13.315     13.2597
11.7454    13.2819    13.019
11.7129    13.2651    12.7803
11.7026    13.1645    12.5596
11.659     13.0584    12.3673
11.5593    12.9906    12.1933
11.5083    12.8571    12.0268
11.4103    12.7646    11.8917
11.3189    12.7079    11.7487
11.2355    12.6041    11.6132
11.1094    12.4977    11.4335
11.0194    12.373     11.2518
10.937     12.2297    11.14
10.8674    12.1497    11.0546
10.7702    12.0267    10.9154
10.6654    11.9541    10.8097
10.6051    11.8607    10.7079
10.5066    11.763     10.5663
10.4242    11.6532    10.4588
10.3734    11.5082    10.3477
10.2672    11.427     10.2462
10.1634    11.3401    10.102
10.0648    11.27      9.9942
9.9758     11.1172    9.8599
9.8423     11.0474    9.7254
9.7609     10.9224    9.5887
9.6691     10.787     9.4654
9.6102     10.7313    9.3847
9.5911     10.6898    9.3115



































































































