AMNH       169432     Phu1cms1
12.684     -12.762    15.0175    IN
18.0112    -12.5863   17.4372    BR
24.4573    -12.6668   16.2769    GL
24.4776    -12.2749   15.9404    NA
29.5658    -12.5673   9.4726     RH
32.0337    -12.5567   6.0217     NS
32.2405    -12.5368   4.2086     PR
32.0411    -13.6771   4.3802     R_PR2
28.6188    -13.5765   9.9779     R_PMS
24.1532    -16.7971   9.6438     R_ZMI
24.3301    -14.7713   13.7284    R_ZMU
24.2894    -12.9552   14.8339    R_DA
24.2332    -14.7477   16.1995    R_MTI
23.4752    -14.7704   17.2701    R_MTS
23.5594    -16.1709   14.9779    R_FMO
22.8937    -17.287    14.7637    R_FMT
16.5968    -17.2703   12.8392    R_PO
22.5628    -18.1751   11.3484    R_ZTS
32.0595    -11.4466   4.4324     L_PR2
28.7048    -11.568    9.8923     L_PMS
24.0075    -8.5611    9.4321     L_ZMI
24.3152    -10.1663   13.5192    L_ZMU
24.2584    -11.833    14.7776    L_DA
24.0396    -9.7071    15.9702    L_MTI
23.2997    -9.7885    17.0379    L_MTS
23.3871    -8.5753    14.5277    L_FMO
22.6161    -7.6658    14.3306    L_FMT
16.4989    -8.3313    12.3252    L_PO
22.3268    -7.0636    10.9518    L_ZTS
29.8925    -9.8813    6.1927     O1
24.053     -7.8785    10.723     O2
17.238     -8.648     13.2687    O3
13.6143    -11.0819   13.5876    O4







































































































































































24.4722    -12.2518   16.4123    GLRH
24.5117    -12.2476   16.2336
24.5351    -12.257    15.9543
24.5675    -12.24     15.6547
24.5866    -12.2565   15.374
24.5903    -12.2646   15.101
24.653     -12.2896   14.8043
24.7472    -12.2902   14.5656
24.9663    -12.2777   14.187
25.1832    -12.3103   13.9166
25.4236    -12.3899   13.6993
25.6235    -12.3203   13.5055
25.8189    -12.3533   13.352
26.0405    -12.3594   13.1706
26.2704    -12.3732   12.981
26.444     -12.3884   12.8105
26.6607    -12.3967   12.6013
27.0721    -12.3971   12.2071
27.2906    -12.4519   12.0441
27.5085    -12.4691   11.8553
27.7051    -12.4652   11.7083
27.8594    -12.4497   11.5746
27.9801    -12.4199   11.4613
28.1458    -12.4445   11.3247
28.3698    -12.4838   11.1059
28.5376    -12.4862   10.9249
28.6603    -12.4973   10.7844
28.8266    -12.5031   10.5941
28.9932    -12.5286   10.403
29.0947    -12.5412   10.2447
29.2271    -12.5333   10.0641
29.3415    -12.5605   9.9129
29.4436    -12.5604   9.7776
29.5187    -12.5736   9.6928
29.6267    -12.5926   9.5075





































































































































































29.5538    -12.5035   9.5721     NOSE
29.5169    -12.7422   9.5184
29.5364    -12.892    9.4689
