AMNH       169432     Phu1cms1
29.53      -13.1618   9.3502
29.6165    -13.3861   9.0997
29.7333    -13.4998   8.7904
29.9137    -13.6019   8.5427
30.1064    -13.6975   8.3169
30.2754    -13.7498   7.976
30.4382    -13.7674   7.7538
30.5412    -13.7652   7.5465
30.6707    -13.7738   7.377
30.8327    -13.7775   7.1861
31.0353    -13.7619   7.0099
31.2159    -13.7543   6.9211
31.385     -13.6406   6.7629
31.5952    -13.5393   6.6691
31.7587    -13.4095   6.583
31.8843    -13.221    6.5106
32.0629    -12.9495   6.3063
32.1417    -12.7809   6.079
32.1204    -12.4914   5.9921
32.1311    -12.2492   6.1983
32.0577    -12.0676   6.3987
31.9466    -11.8271   6.525
31.7618    -11.6124   6.5859
31.5401    -11.4654   6.7115
31.3007    -11.2988   6.8286
31.0651    -11.1863   7.0551
30.8439    -11.1558   7.3235
30.62      -11.15     7.549
30.4061    -11.1387   7.8271
30.1418    -11.1998   8.1623
29.906     -11.3187   8.4397
29.7504    -11.4381   8.5732
29.6519    -11.5634   8.8164
29.4944    -11.704    9.0255
29.4329    -11.8271   9.3357
29.5043    -12.0402   9.4829
29.544     -12.3527   9.5715
































































































































































32.1126    -12.5241   6.001      NASP-PR
32.246     -12.5491   5.8285
32.3895    -12.5447   5.5909
32.4973    -12.503    5.1809
32.4639    -12.5009   4.9364
32.4555    -12.4917   4.7304
32.4538    -12.5081   4.5188
32.3831    -12.5314   4.2727
































































































































































































28.6454    -13.4976   9.9536     R-PM/MAX
28.8889    -13.5434   9.7166
29.0403    -13.6225   9.516
29.2483    -13.684    9.25
29.4992    -13.7712   9.0317
29.7401    -13.8622   8.7145
29.9273    -13.9585   8.4135
30.1       -14.0261   8.0741
30.2956    -14.1081   7.6111
30.4792    -14.2098   7.2386
30.6088    -14.2857   6.8777
30.6678    -14.355    6.5758
30.7464    -14.4221   6.3724
30.8295    -14.5643   6.1479
30.8866    -14.6659   5.8182
30.809     -14.7094   5.6
30.8393    -14.5992   5.4602
30.7958    -14.4727   5.2282
30.7959    -14.3627   5.1709





















































































































































































28.8862    -11.4752   9.6205     L-PM/MAX
29.0613    -11.3872   9.3834
29.2854    -11.3034   9.0979
29.5325    -11.1843   8.8324
29.7551    -11.0567   8.5154
29.9909    -10.9577   8.1185
30.1327    -10.9289   7.8586
30.2895    -10.9045   7.5623
30.4669    -10.8441   7.0875
30.6497    -10.7863   6.609
30.7191    -10.7586   6.4902
30.7973    -10.7351   6.3395
30.8366    -10.5931   6.074
30.8811    -10.5095   5.8495
30.81      -10.5357   5.5579
30.7491    -10.6648   5.3523
























































































































































































26.3578    -15.5654   6.4197     ROSTRUM
26.4372    -15.5311   6.7768
26.4638    -15.4429   7.106
26.5757    -15.2577   7.4623
26.6597    -15.1024   7.7647
26.7395    -14.9738   8.0648
26.8689    -14.9978   8.4353
26.9866    -15.0888   8.7264
27.0663    -15.1814   8.9921
27.2204    -15.3023   9.3697
27.3104    -15.3785   9.613
27.4573    -15.4188   9.9511
27.5734    -15.2432   10.1729
27.7147    -15.1486   10.4657
27.766     -14.6965   10.6272
27.71      -14.3632   10.5768
27.6821    -14.1084   10.5554
27.7103    -13.7627   10.6739
27.7761    -13.4677   10.8273
28.0191    -13.0855   11.1096
28.1127    -12.7196   11.3087
28.1277    -12.3684   11.3298
28.0124    -11.8916   11.1569
27.8013    -11.6138   10.8682
27.649     -11.282    10.6565
27.6218    -10.8514   10.4928
27.6705    -10.4533   10.4533
27.705     -10.2095   10.4373
27.6004    -9.8937    10.2945
27.4962    -9.7232    10.0365
27.428     -9.6619    9.8654
27.2955    -9.6843    9.4628
27.2298    -9.7811    9.2473
27.1266    -9.9648    8.9918
27.0794    -10.0772   8.7308
26.9806    -10.1964   8.3569
26.8624    -10.262    8.0468
26.7653    -10.2579   7.7431
26.6232    -10.0851   7.382
26.515     -9.8565    7.1162
26.4224    -9.7073    6.8257
26.2989    -9.6605    6.541
26.2415    -9.6511    6.2573





























































































































































22.8861    -17.2548   14.9474    SUPORB
22.8654    -17.1535   15.3238
22.9091    -17.0476   15.5583
23.0045    -16.9145   15.8463
23.1049    -16.6022   16.3515
23.1432    -16.2494   16.6532
23.1779    -15.9815   16.8251
23.2544    -15.6367   16.9853
23.3322    -15.2871   17.1029
23.3454    -15.0149   17.2118
23.3685    -14.6787   17.3029
23.474     -14.1764   17.3741
23.5069    -13.8284   17.394
23.5212    -13.5051   17.3823
23.5495    -13.2364   17.357
23.5541    -12.9218   17.3125
23.6031    -12.4779   17.1631
23.6122    -12.1795   17.1518
23.6064    -11.8606   17.1977
23.5617    -11.4275   17.2319
23.527     -11.0235   17.2564
23.4862    -10.6333   17.2543
23.4133    -10.3958   17.2188
23.3751    -10.0228   17.1531
23.2833    -9.6298    16.9883
23.221     -9.4376    16.9064
23.1524    -9.2242    16.8203
22.9967    -8.7965    16.5952
22.9029    -8.3651    16.4549
22.7774    -8.1417    16.05
22.6642    -7.9792    15.791
22.6199    -7.8364    15.4471
22.5927    -7.7608    15.1153
22.4642    -7.6739    14.8549
22.4837    -7.6342    14.5579
22.525     -7.6335    14.4389




































































































































































24.3275    -14.7357   13.7501    RORBIT
24.2823    -15.0886   13.8454
24.1827    -15.4535   13.997
24.0496    -15.6951   14.1228
23.8782    -15.928    14.3567
23.7075    -16.0792   14.6417
23.5958    -16.1999   14.9782
23.6044    -16.1537   15.317
23.8089    -16.0377   15.6927
23.974     -15.7563   15.969
24.1284    -15.3729   16.1392
24.1979    -15.0556   16.1591
24.22      -14.6919   16.1684
24.3755    -14.3573   16.1948
24.3661    -14.0874   16.1295
24.2545    -13.8605   16.0724
24.114     -13.0701   15.9542
24.084     -12.9611   15.5199
24.2179    -12.9089   15.2898
24.1532    -13.0001   15.0097
24.3477    -12.9179   14.8444



















































































































































































24.2321    -10.1338   13.6093    LORBIT
24.1405    -9.8681    13.6118
24.1092    -9.5954    13.6528
23.9822    -9.3358    13.748
23.8486    -9.1012    13.855
23.6213    -8.8158    14.0605
23.4489    -8.6285    14.3077
23.3328    -8.5629    14.5835
23.2528    -8.5844    14.7442
23.3306    -8.5048    15.1584
23.4932    -8.5454    15.382
23.676     -8.72      15.6446
23.9994    -9.1331    15.9978
24.0536    -9.436     15.9807
24.1899    -9.7859    16.0005
24.2071    -10.1473   15.9886
24.2306    -10.4545   15.9965
23.997     -10.7978   15.8381
24.1075    -11.6845   15.6927
24.0932    -11.7217   15.5064
24.1033    -11.772    15.2505
24.1575    -11.7906   15.0519
24.2474    -11.8102   14.7768

















































































































































































22.9304    -17.303    14.7523    RTEMFOS
23.0727    -17.2995   14.5338
23.1726    -17.3156   14.3066
23.2617    -17.3196   14.1064
23.3576    -17.3314   13.8846
23.4677    -17.3568   13.695
23.5601    -17.3659   13.4283
23.6896    -17.3743   13.1999
23.7506    -17.3932   12.8157
23.8564    -17.4677   12.4931
23.9199    -17.5536   12.198
23.895     -17.6394   11.8615
23.9265    -17.7512   11.6076
23.7839    -17.8711   11.4177
23.6477    -17.9811   11.274
23.5307    -18.1276   11.255
23.3126    -18.1745   11.2382
23.152     -18.2132   11.2211
22.9728    -18.2468   11.25
22.8073    -18.2568   11.2869
22.673     -18.2658   11.3163
22.4854    -18.2515   11.3914


















































































































































































22.5283    -7.6471    14.3443    LTEMFOS
22.6575    -7.6093    14.044
22.7837    -7.611     13.6274
22.9618    -7.5469    13.3186
23.1356    -7.5944    12.9116
23.3001    -7.6618    12.4982
23.4647    -7.6313    12.18
23.5401    -7.6167    11.8445
23.5741    -7.5207    11.3878
23.4888    -7.413     11.1437
23.3526    -7.3345    10.875
23.1953    -7.2789    10.8267
23.0186    -7.1872    10.8164
22.8056    -7.1275    10.8504
22.631     -7.0966    10.8995
22.4705    -7.1105    10.9211
22.3263    -7.1126    10.9647























































































































































































33.3733    -13.1883   11.8327    OP
31.2486    -13.4273   11.9545    BA
24.7109    -13.3218   11.0093    ST
18.0556    -13.2479   11.3992    IV
9999       9999       9999       R_PG
28.3097    -18.9487   9.8608     R_ZTI
24.1556    -15.7805   12.578     R_M3D
21.287     -16.1561   12.418     R_M12
18.6168    -15.7786   12.3866    R_MP3
16.763     -14.9775   12.0184    R_PMI
31.21      -9.0525    11.7635    L_PG
28.4018    -7.4374    10.469     L_ZTI
24.2023    -10.8847   12.9338    L_M3D
21.3396    -10.3261   12.6183    L_M12
18.6932    -10.7849   12.5315    L_MP3
16.8739    -11.6073   11.979     L_PMI
17.9375    -10.5452   11.2843    O1
25.0149    -8.5868    8.9727     O2
32.2557    -9.1794    8.9892     O3
35.6741    -11.6026   9.8207     O4




















































































































































































24.4792    -17.3172   10.068     RZYGINF
24.7133    -17.5573   9.9097
24.9816    -17.8415   9.735
25.2921    -18.1281   9.7409
25.6532    -18.3278   9.8505
25.981     -18.4082   10.015
26.2052    -18.4609   10.1331
26.4553    -18.516    10.179
26.8136    -18.5976   10.2025
27.0931    -18.6938   10.195
27.4744    -18.7909   10.1382
27.6096    -18.8599   10.1261
27.9297    -19.0472   9.9943
28.1741    -19.1375   9.8896
28.3059    -19.1444   9.8307

























































































































































































24.6907    -9.2832    10.4985    LZYGINF
24.8518    -9.0941    10.3079
25.1037    -8.8093    10.1598
25.3922    -8.5526    10.1978
25.7116    -8.3294    10.3086
25.9868    -8.2039    10.4626
26.3551    -8.134     10.6009
26.7078    -8.0744    10.7042
27.079     -7.9931    10.7628
27.5622    -7.8863    10.7827
27.9759    -7.8018    10.7085
28.2024    -7.7272    10.6483
28.4036    -7.6975    10.6074



























































































































































































24.1248    -15.8892   12.5668    R-ALV
23.9729    -15.9881   12.4885
23.7674    -16.0992   12.5212
23.4762    -16.2015   12.4807
23.0886    -16.2366   12.4992
22.8082    -16.2278   12.5291
22.4224    -16.2694   12.473
21.9768    -16.2757   12.4838
21.606     -16.2406   12.4241
21.1538    -16.1871   12.3585
20.852     -16.1093   12.4737
20.4983    -16.0831   12.4619
20.0534    -15.9527   12.3727
19.6931    -15.9142   12.3554
19.2991    -15.86     12.4357
18.8992    -15.8619   12.3846
18.6174    -15.8492   12.3238























































































































































































24.2299    -10.857    12.9217    L-ALV
24.0261    -10.6668   12.9086
23.7213    -10.5444   12.8758
23.3266    -10.4076   12.8088
22.9209    -10.4004   12.8377
22.6192    -10.3533   12.8186
22.2691    -10.325    12.7964
22.0346    -10.2721   12.7579
21.7407    -10.2947   12.6489
21.4382    -10.3726   12.6782
21.1803    -10.3576   12.6682
20.9036    -10.3903   12.6538
20.6052    -10.3897   12.631
20.2627    -10.5021   12.581
19.9741    -10.594    12.6301
19.6944    -10.6093   12.5944
19.4395    -10.6448   12.5306
19.0635    -10.6719   12.5265
18.6574    -10.7058   12.4896
