UWMA       ZA 258     Phu85stv
19.8947    21.962     11.4578    IN
16.2896    18.1638    16.0138    BR
12.4113    13.8922    16.1434    GL
12.3064    13.7724    15.5473    NA
8.1885     8.9379     9.2094     RH
6.2176     6.3297     5.8979     NS
5.8917     5.9028     4.4074     PR
5.215      6.6784     4.4927     R_PR2
8.3177     10.1168    9.951      R_PMS
8.64       15.2477    9.4004     R_ZMI
10.3542    14.6349    13.404     R_ZMU
11.7594    13.7955    14.4399    R_DA
11.0568    15.2806    15.9963    R_MTI
11.9807    16.0823    16.8435    R_MTS
10.0829    16.6091    14.3808    R_FMO
10.1763    17.7146    14.2736    R_FMT
13.0329    21.7286    10.632     R_PO
8.8608     17.8203    10.9378    R_ZTS
6.7945     5.3301     4.7472     L_PR2
9.4426     9.2968     9.9987     L_PMS
14.4175    10.0176    9.7047     L_ZMI
13.5109    11.9926    13.4295    L_ZMU
12.4295    13.22      14.439     L_DA
14.1847    12.6376    16.0553    L_MTI
14.6905    13.8691    16.8928    L_MTS
15.5144    11.9002    14.2242    L_FMO
16.7243    12.3758    14.3723    L_FMT
20.0425    15.7       10.4004    L_PO
17.0729    10.945     10.9394    L_ZTS
7.9609     5.7319     6.2972     O1
11.3585    17.4814    15.7744    O2
19.2769    12.783     10.3718    O3
20.3803    20.8573    10.7785    O4







































































































































































12.4523    13.8866    16.3275    GLRH
12.4306    13.8624    16.1472
12.4353    13.8244    15.9954
12.4268    13.7816    15.8519
12.3375    13.7587    15.6146
12.3032    13.7341    15.3887
12.3019    13.6439    15.1987
12.237     13.6074    15.0177
12.2085    13.5459    14.8634
12.1459    13.4699    14.6993
12.0593    13.3695    14.4989
11.9733    13.2645    14.3527
11.8915    13.1806    14.2329
11.7998    13.0282    14.0764
11.7109    12.9386    13.9293
11.5839    12.7802    13.7653
11.4686    12.704     13.6426
11.3399    12.5451    13.4864
11.1927    12.4177    13.3567
11.1097    12.328     13.2392
10.9776    12.1376    13.0289
10.8509    12.0273    12.9222
10.7552    11.9328    12.8007
10.4924    11.617     12.4555
10.3196    11.4044    12.2475
10.1327    11.2059    12.0068
10.0315    11.0896    11.9046
9.9333     11.0001    11.7767
9.8004     10.8411    11.6253
9.7073     10.6936    11.5122
9.5997     10.5564    11.3693
9.4873     10.4305    11.2063
9.3315     10.2873    11.0486
9.2689     10.1648    10.924
9.1227     10.0326    10.7396
8.9853     9.8608     10.5194
8.8385     9.6786     10.3067
8.7561     9.5795     10.2068
8.6454     9.4271     10.0519
8.5148     9.3338     9.8762
8.4136     9.2157     9.7537
8.3428     9.1289     9.5782
8.253      9.0121     9.4449
8.1963     8.9393     9.3402
8.1889     8.9371     9.1779



























































































































































8.1664     8.9312     9.2429     NOSE
7.9527     9.0417     9.2767
7.7772     9.1313     9.1572
7.624      9.2137     9.0443
7.3528     9.2326     8.9623
7.224      9.1037     8.8461
7.0805     9.0164     8.7009
6.9343     8.9722     8.5858
6.8537     8.866      8.4637
6.7255     8.7407     8.3427
6.1789     8.2177     7.5431
6.076      8.046      7.3432
5.96       7.8412     7.1326
5.876      7.6942     6.9477
5.7806     7.4821     6.7262
5.7201     7.3406     6.583
5.7295     7.1614     6.4731
5.7588     6.9869     6.4232
5.833      6.8218     6.3438
5.8809     6.6616     6.2831
5.9248     6.5468     6.1837
6.0588     6.3905     5.9953
6.1564     6.362      5.9142
6.2766     6.2895     5.9258
6.3396     6.142      6.0521
6.569      6.0452     6.2414
6.807      6.0467     6.3921
6.9913     6.0229     6.4723
7.1521     5.9756     6.573
7.3318     6.026      6.6795
7.4251     6.0798     6.793
7.5784     6.1003     6.9423
7.6803     6.2316     7.0902
7.7769     6.3106     7.1973
7.9168     6.4296     7.3686
8.0215     6.5921     7.5775
8.144      6.6733     7.8148
8.2413     6.8932     8.0321
8.2836     7.02       8.1721
8.3739     7.1633     8.3171
8.4458     7.3827     8.5059
8.524      7.5958     8.5787
8.6019     7.7026     8.751
8.7372     7.8515     8.9169
8.7427     8.0943     9.0092
8.7151     8.3237     9.0908
8.7253     8.4812     9.2239
8.5297     8.6771     9.3721
8.31       8.8203     9.2919
8.1395     8.9839     9.3075






















































































































































6.1942     6.2635     5.8379     NASP-PR
6.1244     6.1554     5.7016
5.9886     6.0142     5.5787
5.9256     5.8715     5.3852
5.8963     5.8384     5.1665
5.869      5.8215     4.9841
5.9232     5.814      4.8155
5.9259     5.8034     4.6523
5.8974     5.8559     4.4496
5.933      5.8531     4.3605






























































































































































































8.326      10.1009    9.9664     R-PM/MAX
8.1491     10         9.7842
8.0032     9.8995     9.6548
7.8777     9.8049     9.5442
7.7504     9.7        9.4082
7.5912     9.5769     9.2354
7.4808     9.476      9.0958
7.3293     9.3654     9.0187
7.1064     9.3422     8.8769
6.9957     9.2901     8.7213
6.8432     9.2428     8.6122
6.699      9.1754     8.4624
6.57       9.1126     8.3146
6.5011     9.0747     8.244
6.3329     9.0029     7.9884
6.198      8.9118     7.7081
6.0662     8.8218     7.4809
5.9334     8.8038     7.326
5.7607     8.9503     7.045
5.7497     8.9875     6.9678
5.6259     9.043      6.7924
5.5029     8.9942     6.5535
5.4109     8.9485     6.352
5.3491     8.8609     6.1768
5.2505     8.7846     5.9026
5.133      8.6478     5.6326
5.0962     8.6551     5.3911
5.0938     8.5545     5.2515
5.1159     8.5289     5.0511
5.2022     8.2616     4.8544










































































































































































9.4291     9.2338     9.9421     L-PM/MAX
9.2394     8.8634     9.7377
9.1963     8.5901     9.525
9.0709     8.3255     9.3043
8.9355     8.0331     9.0817
8.8586     7.7069     8.876
8.8281     7.4959     8.7463
8.7996     7.2741     8.4954
8.7193     6.9793     8.1923
8.709      6.8842     7.9753
8.6574     6.7059     7.7212
8.6244     6.5452     7.4964
8.5915     6.4454     7.3988
8.6258     6.2887     7.307
8.7554     6.3134     7.193
8.8237     6.2302     6.9848
8.7733     6.1233     6.7644
8.7438     6.0006     6.508
8.7456     5.8879     6.2733
8.7118     5.7455     6.0549
8.6162     5.5297     5.5366
8.4683     5.5222     5.2888
8.4115     5.5625     5.1291
8.2344     5.6765     4.9143
8.2441     5.6943     4.921















































































































































































7.5835     12.2984    5.9548     ROSTRUM
7.4729     12.2512    6.2406
7.4126     12.1854    6.5646
7.4137     12.0728    6.7665
7.4736     12.0002    7.0402
7.4964     11.9292    7.2195
7.4934     11.8395    7.4164
7.4734     11.7218    7.6882
7.448      11.6018    7.9697
7.4496     11.5083    8.2389
7.4119     11.4026    8.5262
7.3617     11.384     8.7389
7.2662     11.3778    8.9429
7.1657     11.4106    9.0684
7.0251     11.4381    9.2204
6.9354     11.4009    9.3768
6.8965     11.3353    9.6615
6.9178     11.2351    9.8566
6.9723     11.0968    9.9811
7.1992     10.9245    10.0991
7.4072     10.8322    10.0889
7.5634     10.7312    9.9769
7.8078     10.5103    9.9436
8.0591     10.3504    9.9741
8.1947     10.2418    10.0329
8.4264     10.1715    10.112
8.564      10.0191    10.2743
8.7286     9.85       10.3423
8.8163     9.7655     10.3365
9.0728     9.6345     10.3491
9.1887     9.5663     10.2104
9.3089     9.5018     10.1444
9.4639     9.3727     10.1084
9.5991     9.2841     10.1017
9.7918     9.144      10.1233
9.9091     9.0512     10.1537
10.0416    8.8781     10.239
10.201     8.7285     10.278
10.4379    8.5214     10.2044
10.6362    8.4803     10.1608
10.9337    8.4398     9.9523
11.0743    8.3616     9.8164
11.1309    8.3601     9.438
10.9809    8.62       9.0358
11.0239    8.8246     8.8708
11.0484    8.8298     8.6197
11.2056    8.8837     8.1536
11.2527    8.8873     7.876
11.3552    8.9462     7.7242
11.4576    8.9211     7.5266
11.5564    8.8754     7.3322
11.6735    8.7905     7.1127
11.79      8.7723     7.0051
11.9836    8.7585     6.8735
12.0395    8.706      6.652
12.0103    8.7169     6.4578
11.9895    8.7592     6.1848
12.0397    8.8394     5.9634














































































































































10.1353    17.6711    14.1629    SUPORB
10.2406    17.6819    14.4637
10.3412    17.7298    14.651
10.4046    17.6739    14.9044
10.5       17.6046    15.141
10.58      17.5319    15.321
10.6888    17.393     15.561
10.8294    17.2116    15.8267
10.933     17.029     16.0057
11.0417    16.8166    16.1698
11.131     16.6482    16.2996
11.1834    16.4493    16.4046
11.3544    16.3735    16.4971
11.476     16.376     16.5568
11.6278    16.3776    16.6232
11.8555    16.2895    16.7486
12.1898    16.0586    16.8714
12.3501    15.8781    16.929
12.5355    15.6615    16.9722
